basin,key,lat,lon,Kpet,uztwm,uzfwm,lztwm,lzfpm,lzfsm,uzk,lzpk,lzsk,zperc,rexp,pfree,pctim,adimp,riva,side,rserv,SCF,PXTEMP,MFMAX,MFMIN,UADJ,MBASE,TIPM,PLWHC,NMF,DAYGM,Nres,Kres,Velo,Diff,Kpet_asin,Kpet_acos
SHA,41.46875_-121.90625,41.46875,-121.90625,0.8436435071746806,281.99804598581153,585.1643511227875,2057.324957867576,1150.99298427289,3757.5561933629265,0.26905136369640625,0.29590544668323876,0.01912357261054851,390.5460751199014,4.786393733952446,0.2729766551531583,0.017412106979287387,0.2373148985168421,0.018633003383892465,0.0,0.25612478187513205,1.0,0.0,0.5897680659358386,0.09961427421366906,0.034860001178619024,0.16849867413701147,0.979377913103887,0.027957105752746923,0.29217854673463795,0.13921540361152476,8.18235520342952,0.804369346752126,4.577005807259469,3909.9190868390842,0.06451674242070798,0.09122978944572159
SHA,41.46875_-121.84375,41.46875,-121.84375,0.8604677085048009,299.4492376004414,591.0958283588772,2055.8304679795924,1167.2331709456641,3741.8692505841345,0.2737806812807198,0.297795760226406,0.019762133471167283,387.6860191209341,4.882436645652665,0.2705251208805617,0.017676266451261517,0.24301118912102251,0.0205199347611595,0.0,0.25612478187513205,1.0,0.0,0.6053629183451535,0.10237391759225348,0.03522872080190588,0.1645417708598557,0.9794782332868287,0.027968464252012465,0.2923371789265744,0.13931114438287545,8.054334635812868,0.8083179490513756,4.568206285284939,3901.59063227696,0.06285351565090819,0.08889500398762422
SHA,41.46875_-121.78125,41.46875,-121.78125,0.805438824138526,265.18219380969293,568.6237120020244,2254.965609453254,1169.636552631747,3725.094139518334,0.2578562335842247,0.31243001261175335,0.017096773558912502,397.6646712329053,4.54073112992149,0.2569534084561185,0.01623351894332345,0.2340991956589594,0.01371462862711787,0.0,0.25612478187513205,1.0,0.0,0.5682192167253812,0.098664472449748,0.03401299237660463,0.1765126703454194,0.9791467531924269,0.028269534929056792,0.2918330372701825,0.1398051816047639,8.373562127741607,0.7985531295915024,4.626583377641014,3924.1250786225523,0.07034158535600836,0.09819779319692057
SHA,41.46875_-121.71875,41.46875,-121.71875,0.9469877995902592,340.4981862058776,619.6561783053573,1736.8287572563368,1218.4405237442172,3672.8825113097228,0.2944387086018909,0.2753824409719722,0.024588781032951087,374.2925066711514,5.3332763909182175,0.2869636996532862,0.01953606364304824,0.26418440718616404,0.035263520861440266,0.0,0.25612478187513205,1.0,0.0,0.6918755131439595,0.10674198775578528,0.03720404351856227,0.14001054862104365,0.9798758249206131,0.027389439623579686,0.2934258415995285,0.14414795638564185,7.587256951561663,0.8233239468391383,4.487663568757203,3866.472253763981,0.05319926587051107,0.07684648712923595
SHA,41.46875_-121.46875,41.46875,-121.46875,0.8517540019909067,300.3519435162146,590.6293217178181,2089.1420360939724,1142.7437258325815,3773.7877529863117,0.273955745553163,0.2992939769007946,0.019650469657375637,387.61468716298174,4.883810846823888,0.27174160550575877,0.017758579873268475,0.23870542300522743,0.02014169859101129,0.0,0.25612478187513205,1.0,0.0,0.5887967816991636,0.10250404944512626,0.03525386368926093,0.1708771736266808,0.9794838441646526,0.028093615033533702,0.29203267806761235,0.13647215783986663,8.079133617911802,0.8071087955254566,4.568432831148984,3900.7742856219634,0.06285704371068683,0.08873938936229869
SHA,41.40625_-122.28125,41.40625,-122.28125,0.44557503370761786,19.311158639161373,307.92009250324185,3360.6604694078815,1357.672210201227,2752.46969688019,0.11951941718129401,0.290780497763838,0.007796174170360978,468.94420000237756,2.0225689871808594,0.151603114197113,0.005467217864304753,0.10740621826894936,0.00017237696819484628,0.0,0.25612478187513205,1.0,0.0,0.40845928582633645,0.05762678579098422,0.03013576892114931,0.2200217626600738,0.9737010456870188,0.02896547856761098,0.29032446374818033,0.19434368609646796,12.98083377678791,0.6411232375652846,4.908963976593785,3995.7822058603833,0.13309724381390675,0.1617155878742461
SHA,41.40625_-122.21875,41.40625,-122.21875,0.40004448651282837,1.005598175146431,5.2939680318218905,3789.770507599712,3748.675663633433,64.12256130715721,0.013738669977062835,0.0564915195892857,0.0032966815237644234,499.67488336383894,1.0065679889202808,0.022871170728172817,6.889621866032948e-05,0.023872746561976837,2.4945592998034996e-10,0.0,0.25612478187513205,1.0,0.0,0.44893769688425444,0.05000479503095191,0.03000000008332355,0.06080373495614577,0.9423928254292623,0.023627006715820444,0.2973069964213971,0.2987164680671124,19.60680279939486,0.12910538104871577,4.999256405039376,3999.999977326805,0.17867564091590243,0.17995805680698113
SHA,41.40625_-122.15625,41.40625,-122.15625,0.42769563817209155,3.0128514394043107,254.35972824848048,1301.5749712717147,2517.87822210577,605.7485171508107,0.08657066117096376,0.08545367065275888,0.012429927888298612,481.4114359750362,1.603563290267898,0.15846961397510795,0.0028400802986478435,0.1514222986771201,0.0001101096629664668,0.0,0.25612478187513205,1.0,0.0,0.9033595702228056,0.05130490771040304,0.03003009292422248,0.053872727969118725,0.9708057880658082,0.023813466990788106,0.2974034763091874,0.2769015330214756,14.448090069044156,0.6074955160007222,4.924269862589215,3999.491194478469,0.14561623865859954,0.17122121623615538
SHA,41.40625_-122.09375,41.40625,-122.09375,0.8200223313799333,284.69148709571624,578.4809546340797,2204.34401724449,1144.065653424708,3756.600109434131,0.2650774527200473,0.3051267046802048,0.018323806526337555,393.3105495433509,4.688631968466035,0.26104861041474603,0.01683484528058814,0.23197335440213052,0.016152387825693944,0.0,0.25612478187513205,1.0,0.0,0.5818304505866135,0.10005734227465687,0.03450514517825201,0.1737101481525605,0.9792757725239641,0.028266506538856068,0.2919609961547075,0.13833021715187066,8.242806651076151,0.8024455548896781,4.600345021440837,3910.53054164399,0.06698067981101019,0.09397351533363048
SHA,41.40625_-122.03125,41.40625,-122.03125,0.770935215267337,277.05582502229686,557.6743594755951,2553.1846806697545,1077.4633151155554,3853.001642602631,0.2517229140832213,0.32385176244447245,0.015539648068724005,401.6052737481344,4.395628951048976,0.24053144596358805,0.015370093560176696,0.21350302915729066,0.010822173345659292,0.0,0.25612478187513205,1.0,0.0,0.5245289036287546,0.09947728592914398,0.03357204844804588,0.19915170118019193,0.9789856226954216,0.028987813892294857,0.2908671724314435,0.13297633674351197,8.56425187499121,0.7911915710842771,4.649738710816604,3920.6735102912353,0.07356638023297914,0.1013796706307368
SHA,41.40625_-121.96875,41.40625,-121.96875,0.7274964324492544,250.64322143886508,536.3022888095638,2745.574639614212,1069.914972557572,3850.8603293634606,0.23784645544248065,0.33576440745902497,0.01366136957875755,409.9209008376511,4.105055217999695,0.2268838383318105,0.01413522280633164,0.20393424088073606,0.007459547285644984,0.0,0.25612478187513205,1.0,0.0,0.4942164143738835,0.0960080043078084,0.0327941550485046,0.21345787000641386,0.9786666063170633,0.02936304492751658,0.2902901862876772,0.1328803488127229,8.87623111919176,0.7812693303780772,4.692748595755059,3936.0124068300756,0.08002107602704052,0.10902182940972689
SHA,41.40625_-121.90625,41.40625,-121.90625,0.8000965797978863,271.69256748725655,567.3598954268124,2305.653805189588,1139.0515039204495,3767.662325926483,0.25702069828342944,0.31140410055667267,0.016882404676819382,398.27580976267524,4.517863254482646,0.2524301687161169,0.016022259965730912,0.2274710627522677,0.013403044352084687,0.0,0.25612478187513205,1.0,0.0,0.5599821610673787,0.0981465418481761,0.033964218951107676,0.18102680231454077,0.9791198265304093,0.02842804779685405,0.2916592565746543,0.13802364532706715,8.425686447396934,0.7967395494753289,4.624913677201097,3921.5651191377447,0.07055982298751731,0.09839774169130033
SHA,41.40625_-121.84375,41.40625,-121.84375,0.7887594535976079,209.7691069490983,566.1388686215545,1845.366787030464,1333.4580772359866,3392.46576225674,0.25230483897068495,0.2846958604623801,0.019242170871583544,401.0330532847682,4.444046137489394,0.27365434360554686,0.0160708266719326,0.25113053634380994,0.0142033559202729,0.0,0.25612478187513205,1.0,0.0,0.6482131667748184,0.08903233043434826,0.03360154233709915,0.1444289270184734,0.9789345454466085,0.02734446433448406,0.2932979532059624,0.15712130092287802,8.409350238424786,0.8015208059480171,4.626658628329641,3939.7631460600846,0.07169167834773942,0.1019471060151516
SHA,41.40625_-121.78125,41.40625,-121.78125,0.9053113945142615,326.09250482395163,607.7448790064416,1928.432755047239,1150.1899822217392,3779.0097050107124,0.28703340290266116,0.29196631880200696,0.02175449350534751,379.09530850917605,5.169626276314031,0.28501365921199456,0.019127540801378476,0.250270330739784,0.027488207589177496,0.0,0.25612478187513205,1.0,0.0,0.6190001263649494,0.10704702164506907,0.03648626971041808,0.1612322038645632,0.9797648217001591,0.02783256029925151,0.2924480375403845,0.1363227719817426,7.797436802535467,0.8154881738171867,4.522268610263847,3880.736573497603,0.056842257573770205,0.08089845237506206
