basin,key,lat,lon,Kpet,uztwm,uzfwm,lztwm,lzfpm,lzfsm,uzk,lzpk,lzsk,zperc,rexp,pfree,pctim,adimp,riva,side,rserv,SCF,PXTEMP,MFMAX,MFMIN,UADJ,MBASE,TIPM,PLWHC,NMF,DAYGM,Nres,Kres,Velo,Diff,Kpet_asin,Kpet_acos,MFMAX_asin,MFMAX_acos,MFMIN_asin,MFMIN_acos,MBASE_asin,MBASE_acos
SHA,41.15625_-121.84375,41.15625,-121.84375,0.6042535301459238,995.5220571234273,296.5640913455891,4999.98528019776,777.8734080487664,4497.004475348499,0.8179653280597831,0.2305930359122729,0.006302722380839253,346.27389075794053,4.816273329066881,0.643204759417477,0.024456802840232415,0.001017924209572522,9.381245271020627e-08,0.0,0.25612478187513205,1.0,0.0,0.4609462408489673,0.8058386090962086,0.030000818907505555,0.08464302571243655,0.9827006995985161,0.19138361197879636,0.05000363680452259,0.28438063950265463,4.653540377713108,0.10114095939882246,4.987194806177141,3999.9357291318706,0.1360700745680245,0.20953454941524013,0.019421039500765985,-0.4377241543160772,-0.2900840770132831,-0.18867718518438567,0.306097584506539,0.4464301209832374
SHA,41.09375_-121.84375,41.09375,-121.84375,0.6095021466890238,995.112337377292,339.1456382583853,4999.981143619523,691.6048466616141,4438.530967854812,0.8249678374764544,0.2182317917710957,0.006472796860736242,332.2483526065083,5.179296486082414,0.6397637362156581,0.025391834090058376,0.0011815926845804624,1.3608718836733404e-07,0.0,0.25612478187513205,1.0,0.0,0.468198908057958,0.6949402828194753,0.03000112897140017,0.09187864141041975,0.982650310943818,0.1858327206676225,0.050005357847346374,0.2815099164250816,4.519518720287802,0.11666437671750697,4.986329082421284,3999.929713386997,0.13315332404636498,0.20944699803833614,0.018263778033094407,-0.4315511489402791,-0.2827878239188713,-0.19090410558320986,0.301324496706068,0.4426461967378179
SHA,40.78125_-121.71875,40.78125,-121.71875,0.5129522125172973,998.2700333878167,242.3785670022155,4999.997374428516,624.1393674661543,4508.9668133747045,0.8774891157044451,0.22428493099345656,0.00490672507222488,340.8812689850286,4.618071795329033,0.6956293978309899,0.024180780878527357,0.0002895239811483399,4.2397952403345256e-09,0.0,0.25612478187513205,1.0,0.0,0.46184935867052046,0.9407315484247024,0.030000105217983002,0.08070424057020444,0.982793713664847,0.247180903835839,0.05000021118874482,0.2910147885722222,4.587221458397088,0.049613773570853587,4.994933564152676,3999.991475737039,0.15260876972910883,0.20988072753395723,0.018414576232841956,-0.46094385386176007,-0.33389346029683475,-0.22891370510829973,0.34947996501804957,0.4699938941117611
SHA,40.78125_-121.65625,40.78125,-121.65625,0.5706611832521506,996.1102254288767,317.6306743875032,4999.989604714356,667.6179919432356,4448.330718400927,0.8404697759601927,0.2184447487972501,0.0060455692004263584,332.97277897684694,5.069960455224317,0.6580234116132594,0.025520300096709542,0.0008387138834166741,5.808375329741531e-08,0.0,0.25612478187513205,1.0,0.0,0.4736701800897157,0.7085105683711462,0.030000651336619638,0.09008444167433517,0.982663472104013,0.205094897886871,0.05000249646481234,0.2842709430172476,4.557027861893238,0.09452793810630183,4.989112364999664,3999.95833404209,0.13765167711690512,0.2096176205625505,0.01531033312116986,-0.4403463954778972,-0.29864549800781126,-0.2024914762685687,0.3154260624462018,0.45127318516842435
SHA,41.46875_-120.53125,41.46875,-120.53125,0.7653881048533995,978.9454243914417,479.7655251412916,4999.0484615581,803.616588695605,4244.673206510677,0.7400096262176343,0.21048513707928684,0.011409914436675956,307.456456736782,6.119994227567824,0.5622995394933442,0.0274726358889469,0.006987050244971408,1.1189811332918037e-05,0.0,0.25612478187513205,1.0,0.0,0.6596524072597543,0.4571518916285864,0.0300232105617379,0.07875836675983934,0.9825056409752692,0.10857443106573704,0.05042875457261159,0.26399270704825006,5.552146933113264,0.24217242083913051,4.94240073928219,3999.150584950702,0.11139794505699797,0.20631250947035956,0.02074432083851282,-0.3689874740414419,-0.20998723282837417,-0.13332696531890703,0.22237135121418689,0.38047470294545643
SHA,41.40625_-120.59375,41.40625,-120.59375,0.6595174632449787,986.7304270188938,423.0773487413705,4999.759726769098,787.4661684291884,4292.526333738023,0.77538673194622,0.21528339606476155,0.009473824917513429,313.1515385591011,5.76197139806841,0.5967553680030087,0.027133060189602643,0.003502210165156978,2.019672469461416e-06,0.0,0.25612478187513205,1.0,0.0,0.6746104004005498,0.52449093279343,0.030007429984534616,0.07135691929618898,0.9825800106769944,0.14499800536325907,0.05009277647891842,0.27507832370296387,5.7580296031099705,0.15672807305653821,4.962752355907814,3999.701121354787,0.12372218049852252,0.2082556469364436,0.016468985684867446,-0.4001931500764516,-0.24698942248503097,-0.1542709702454452,0.25652955023160556,0.4119942596760896
SHA,41.40625_-120.53125,41.40625,-120.53125,0.7224233610662314,983.099889157979,467.56774055918925,4999.493972943151,757.4646806678559,4246.973655208368,0.7612357041186171,0.20831109653148305,0.010426230005312287,305.1117740633885,6.083194172431365,0.577393217019648,0.027631988485375136,0.005245492732230126,5.455638886791297e-06,0.0,0.25612478187513205,1.0,0.0,0.6473118245760547,0.47201115575390445,0.03001447140067829,0.0794918398505817,0.9825245490317032,0.12294183472002371,0.050220111631163245,0.2674573728034178,5.4883368606952025,0.21050049679569005,4.953578894180202,3999.4681496535673,0.11628731071206796,0.2073052356342986,0.017800901611022647,-0.38088682445456623,-0.2248245750791576,-0.14463210454932282,0.23824181993871124,0.3941640854584606
SHA,41.34375_-120.59375,41.34375,-120.59375,0.6733272788643707,987.5748324458468,432.765664861143,4999.791269447852,748.8046587057937,4281.729956774794,0.7822781460699308,0.21162118085181184,0.009208265855266469,309.00155187469056,5.856770605163444,0.5933057854062047,0.027146951578467988,0.0034162466770250345,1.9229222937612176e-06,0.0,0.25612478187513205,1.0,0.0,0.64764080995128,0.5290234647016117,0.030007022416562803,0.07451738155649965,0.982578743498236,0.14464374916763156,0.05008388498879062,0.2744277777243014,5.602364949885968,0.16016424744056487,4.964989618185185,3999.716397667876,0.12446912953409883,0.20830199644120045,0.019213689568654106,-0.39962421843030005,-0.24429094459098985,-0.1562248700021151,0.25603288270882846,0.4121606713030347
SHA,41.34375_-120.53125,41.34375,-120.53125,0.7108603896177161,987.4407884073794,431.265014022721,4999.761732517357,767.3495551599746,4312.629522649108,0.7714118021397323,0.21366911073261524,0.009206459023259438,314.795801010512,5.791891492702805,0.5817762252381259,0.026331020071068738,0.0037618864952797862,2.5277170004715007e-06,0.0,0.25612478187513205,1.0,0.0,0.6062606092032109,0.5406919228656049,0.03000803270758683,0.07891437988146613,0.9825729902071115,0.13429881948673,0.050100933638720785,0.27181063815742745,5.353902337287166,0.18157989029778,4.963945783404606,3999.653248427174,0.12161889069246742,0.20806645341935182,0.02242973036737173,-0.39426192161080675,-0.2344332482561995,-0.15197300312495576,0.24907913359994435,0.40622157898040673
SHA,41.28125_-120.59375,41.28125,-120.59375,0.6004703082326555,995.2653131337764,344.5735099500208,4999.9835667877505,685.5627142894027,4380.607369958082,0.83505867656219,0.21742203837525745,0.006533275495248112,319.1745251464922,5.306821836409973,0.6262716626454078,0.024966750688571505,0.0010577407595810941,1.1343189000153921e-07,0.0,0.25612478187513205,1.0,0.0,0.582735369500537,0.751162478972732,0.03000090514446158,0.06973405453293294,0.982722311083175,0.20031273206056946,0.05000522264687536,0.2852911352645223,5.489314742722631,0.08145491780677795,4.9854691640333915,3999.950237912146,0.14403637043677936,0.20952053120091213,0.02639082705102265,-0.43571949111716957,-0.2854254147477607,-0.1876372284930252,0.29940221173381576,0.4463916532004871
SHA,41.28125_-120.53125,41.28125,-120.53125,0.6607436994916872,993.0260026517765,374.4544098742264,4999.951420585024,734.406863160526,4379.623480715495,0.8050710127425038,0.21820277354015075,0.007398509983707606,322.60545767188245,5.424593802089975,0.6034267847493147,0.024989338946248853,0.0018488719538047715,4.485400453030001e-07,0.0,0.25612478187513205,1.0,0.0,0.5495056334420687,0.6716552527046563,0.03000232347414284,0.07838552411571531,0.9826552916441179,0.16711591369155618,0.050018055107621195,0.27944880680914475,5.230389788937218,0.12293569604070362,4.979103634457297,3999.877458249812,0.13366787464059493,0.209104618715191,0.024955951011555778,-0.4189499336024765,-0.2616296820034387,-0.17176747231253447,0.27789129331928863,0.43007826155976586
SHA,41.21875_-120.53125,41.21875,-120.53125,0.7152156907729561,985.14834400399,443.2501112738624,4999.638867146426,786.5379268599895,4288.800236363823,0.7631950765386374,0.21351129583436226,0.009877274775037241,312.5012235304134,5.8755259999629805,0.5789384095125522,0.02676028512180977,0.004460407469519122,3.739547519695067e-06,0.0,0.25612478187513205,1.0,0.0,0.6337681402575013,0.5127324998421238,0.030010898588838,0.07748259343440003,0.9825547549663797,0.12840188346924503,0.05015126886103224,0.2706276428464281,5.520604341336192,0.1905767609751058,4.958340243199557,3999.55926251249,0.1192528297211456,0.20771606020464967,0.02050312940596592,-0.38890023889596465,-0.23049517592386118,-0.14692313762591183,0.24318982479328216,0.40064966242115063
SHA,41.46875_-120.65625,41.46875,-120.65625,0.7862849174033504,965.3471391019025,521.9728846658157,4996.411876619062,834.6457489148561,4175.832324676795,0.7081969459423035,0.20696763352787137,0.01427992783798444,300.89226853561365,6.42213068975779,0.5539647255184045,0.02926047997067405,0.01211904181976506,4.1671014847869395e-05,0.0,0.25612478187513205,1.0,0.0,0.7302413229619893,0.37336014054403865,0.030062456964879657,0.07833985729059798,0.9824328850270685,0.08971869523959405,0.05166503664283293,0.2550250823743193,5.699538685251921,0.313353986497664,4.910055841401304,3998.0707732273295,0.0989911051971192,0.2033670230758403,0.013701792506041255,-0.34109414732658205,-0.1919487199608127,-0.1183825839407429,0.2009088066668963,0.3533146176849877
SHA,41.46875_-120.59375,41.46875,-120.59375,0.6788186367680794,983.7411099008275,438.8176922503064,4999.583372620806,811.1979396629054,4274.918853212515,0.7612941747032912,0.21508711114758144,0.010287774058673515,312.1122856743445,5.852599429139239,0.5885674786392545,0.027427255938921796,0.004475168589670238,3.6568491377627224e-06,0.0,0.25612478187513205,1.0,0.0,0.6959178456904619,0.49561747953212076,0.030011269815440174,0.07103268040985854,0.9825568483938515,0.13347743073249532,0.05016547773192956,0.2724875440748427,5.8242544059790795,0.17751967708931712,4.955101510167557,3999.5674189621145,0.11962217529625652,0.2077358975720747,0.016111056756016682,-0.39126556036413246,-0.23729685582715668,-0.14639031839527103,0.2459895625516528,0.40270379622349806
