epoch,loss,cal_kge,lr,epoch_s
0.000000000000000000e+00,1.429790276206202027e+00,-1.165595737504541013e-01,1.599999999999999860e-04,5.975870609283447266e+00
1.000000000000000000e+00,9.859767196079095575e-01,nan,2.799999999999999755e-04,1.736403703689575195e+00
2.000000000000000000e+00,4.346596432021922474e-01,7.316646191381731557e-01,4.000000000000000192e-04,4.970697879791259766e+00
3.000000000000000000e+00,3.363525912993484135e-01,nan,3.997038957044966347e-04,1.733756303787231445e+00
4.000000000000000000e+00,2.999461577791306954e-01,7.821535516163132806e-01,3.988164820770001432e-04,4.975611925125122070e+00
5.000000000000000000e+00,2.748155282396409493e-01,nan,3.973404541635308261e-04,1.743772745132446289e+00
6.000000000000000000e+00,2.696435957008765927e-01,8.310866371145373410e-01,3.952802946123499476e-04,4.971238613128662109e+00
7.000000000000000000e+00,2.567486889246437531e-01,nan,3.926422600603038165e-04,1.740189790725708008e+00
8.000000000000000000e+00,2.521924019480745183e-01,8.418221916429478036e-01,3.894343621316237046e-04,4.985252618789672852e+00
9.000000000000000000e+00,2.399345592906077795e-01,nan,3.856663431068863305e-04,1.732501268386840820e+00
1.000000000000000000e+01,2.314416281878948212e-01,8.419534209808406944e-01,3.813496463360276242e-04,4.981753349304199219e+00
1.100000000000000000e+01,2.279406073503196239e-01,nan,3.764973814852653577e-04,1.751725196838378906e+00
1.200000000000000000e+01,2.224738908828132744e-01,8.784797259357861599e-01,3.711242847234738217e-04,4.991673707962036133e+00
1.300000000000000000e+01,2.174256527796387672e-01,nan,3.652466739689228317e-04,1.748577594757080078e+00
1.400000000000000000e+01,2.118142510557340374e-01,8.698986248450811809e-01,3.588823993322968141e-04,4.985841274261474609e+00
1.500000000000000000e+01,2.080745570258134003e-01,nan,3.520507889064948374e-04,1.749550104141235352e+00
1.600000000000000000e+01,2.043155517636073837e-01,8.495307080702657609e-01,3.447725900678480699e-04,4.999764204025268555e+00
1.700000000000000000e+01,2.044537361297342482e-01,nan,3.370699064670196177e-04,1.747004270553588867e+00
1.800000000000000000e+01,1.976281732010344572e-01,8.293345725004428459e-01,3.289661309009438194e-04,5.015392780303955078e+00
1.900000000000000000e+01,1.973027044700251809e-01,nan,3.204858742696712172e-04,1.746412992477416992e+00
2.000000000000000000e+01,1.864105032549964180e-01,8.866104348369356902e-01,3.116548908338733241e-04,4.995154380798339844e+00
2.100000000000000000e+01,1.883224074521826497e-01,nan,3.025000000000000887e-04,1.739845275878906250e+00
2.200000000000000000e+01,1.888370106721090069e-01,8.712445216128842373e-01,2.930490048706235230e-04,4.993419647216796875e+00
2.300000000000000000e+01,1.830620475941234226e-01,nan,2.833306078073291384e-04,1.742393970489501953e+00
