basin,key,overlap_area_mi2
BND,40.343750_-121.906250,7.406359005772744
BND,40.343750_-121.968750,6.987209901330427
BND,40.343750_-122.031250,7.182337474589577
BND,40.343750_-122.093750,13.746006694848548
BND,40.343750_-122.156250,14.219645012963579
BND,40.343750_-122.218750,14.201516986755832
BND,40.343750_-122.281250,14.229014667477403
BND,40.343750_-122.343750,14.229252971353919
BND,40.343750_-122.406250,14.225048114346475
BND,40.343750_-122.468750,14.22601022771941
BND,40.343750_-122.531250,14.229252971355221
BND,40.343750_-122.593750,14.223663398315313
BND,40.343750_-122.656250,14.242688396917256
BND,40.343750_-122.718750,14.243956321223516
BND,40.343750_-122.781250,14.237617542873668
BND,40.343750_-122.843750,14.264113448491544
BND,40.343750_-122.906250,14.226554003508157
BND,40.343750_-122.968750,14.229252971361495
BND,40.343750_-123.031250,11.392687915481442
BND,40.406250_-121.531250,5.645482531312915
BND,40.406250_-121.593750,14.216266256362692
BND,40.406250_-121.656250,14.216266256368922
BND,40.406250_-121.718750,14.216266256368876
BND,40.406250_-121.781250,14.216266256363626
BND,40.406250_-121.843750,14.216266256369677
BND,40.406250_-121.906250,14.216266256369089
BND,40.406250_-121.968750,14.216266256364458
BND,40.406250_-122.031250,14.19214242238332
BND,40.406250_-122.093750,14.206272701867142
BND,40.406250_-122.156250,14.212565697164038
BND,40.406250_-122.218750,14.215069662656385
BND,40.406250_-122.281250,14.216266256367438
BND,40.406250_-122.343750,14.198392587230368
BND,40.406250_-122.406250,14.216266256369417
BND,40.406250_-122.468750,14.216266256367508
BND,40.406250_-122.531250,14.21626625636254
BND,40.406250_-122.593750,14.216266256369307
BND,40.406250_-122.656250,14.216266256368913
BND,40.406250_-122.718750,14.21626625636235
BND,40.406250_-122.781250,14.216266256369115
BND,40.406250_-122.843750,14.216266256364264
BND,40.406250_-122.906250,14.212359433737939
BND,40.406250_-122.968750,10.55045649343068
BND,40.468750_-121.218750,1.3350627644637523
BND,40.468750_-121.281250,7.718688875745378
BND,40.468750_-121.343750,7.083877924016599
BND,40.468750_-121.406250,1.6581560299684381
BND,40.468750_-121.468750,5.753150881078208
BND,40.468750_-121.531250,7.1979838439532955
BND,40.468750_-121.593750,14.203262320531232
BND,40.468750_-121.656250,14.203262320537204
BND,40.468750_-121.718750,14.203262320536364
BND,40.468750_-121.781250,14.203262320528907
BND,40.468750_-121.843750,14.203289081889897
BND,40.468750_-121.906250,14.171318582153653
BND,40.468750_-121.968750,14.203262320529827
BND,40.468750_-122.031250,14.202393789474764
BND,40.468750_-122.093750,14.203262320537608
BND,40.468750_-122.156250,14.203262320530921
BND,40.468750_-122.218750,14.186463680395365
BND,40.468750_-122.281250,14.203262320538101
BND,40.468750_-122.343750,14.203262320531906
BND,40.468750_-122.406250,14.203262320537325
BND,40.468750_-122.468750,14.20326232053667
BND,40.468750_-122.531250,14.193671782935205
