date,basin,obs_mm,cal_start,cal_end
1942-01-31,BearRiver,160.3020173718591,1951-10,2010-09
1942-02-28,BearRiver,199.11197947241445,1951-10,2010-09
1942-03-31,BearRiver,80.99470351420248,1951-10,2010-09
1942-04-30,BearRiver,140.05334149330847,1951-10,2010-09
1942-05-31,BearRiver,79.30731385765661,1951-10,2010-09
1942-06-30,BearRiver,26.998234504734164,1951-10,2010-09
1942-07-31,BearRiver,10.12433793927531,1951-10,2010-09
1942-08-31,BearRiver,5.062168969637655,1951-10,2010-09
1942-09-30,BearRiver,6.749558626183541,1951-10,2010-09
1942-10-31,BearRiver,6.749558626183541,1951-10,2010-09
1942-11-30,BearRiver,35.43518278746359,1951-10,2010-09
1942-12-31,BearRiver,65.80819660528952,1951-10,2010-09
1943-01-31,BearRiver,226.11021397714862,1951-10,2010-09
1943-02-28,BearRiver,104.61815870584489,1951-10,2010-09
1943-03-31,BearRiver,226.11021397714862,1951-10,2010-09
1943-04-30,BearRiver,55.68385866601421,1951-10,2010-09
1943-05-31,BearRiver,30.373013817825935,1951-10,2010-09
1943-06-30,BearRiver,15.186506908912968,1951-10,2010-09
1943-07-31,BearRiver,6.749558626183541,1951-10,2010-09
1943-08-31,BearRiver,5.062168969637655,1951-10,2010-09
1943-09-30,BearRiver,3.3747793130917705,1951-10,2010-09
1943-10-31,BearRiver,6.749558626183541,1951-10,2010-09
1943-11-30,BearRiver,6.749558626183541,1951-10,2010-09
1943-12-31,BearRiver,18.56128622200474,1951-10,2010-09
1944-01-31,BearRiver,30.373013817825935,1951-10,2010-09
1944-02-29,BearRiver,87.74426214038603,1951-10,2010-09
1944-03-31,BearRiver,92.8064311100237,1951-10,2010-09
1944-04-30,BearRiver,37.12257244400948,1951-10,2010-09
1944-05-31,BearRiver,20.24867587855062,1951-10,2010-09
1944-06-30,BearRiver,8.436948282729427,1951-10,2010-09
1944-07-31,BearRiver,3.3747793130917705,1951-10,2010-09
1944-08-31,BearRiver,1.6873896565458852,1951-10,2010-09
1944-09-30,BearRiver,3.3747793130917705,1951-10,2010-09
1944-10-31,BearRiver,5.062168969637655,1951-10,2010-09
1944-11-30,BearRiver,43.872131070193014,1951-10,2010-09
1944-12-31,BearRiver,42.18474141364713,1951-10,2010-09
1945-01-31,BearRiver,21.936065535096507,1951-10,2010-09
1945-02-28,BearRiver,187.30025187659325,1951-10,2010-09
1945-03-31,BearRiver,87.74426214038603,1951-10,2010-09
1945-04-30,BearRiver,47.246910383284785,1951-10,2010-09
1945-05-31,BearRiver,20.24867587855062,1951-10,2010-09
1945-06-30,BearRiver,13.499117252367082,1951-10,2010-09
1945-07-31,BearRiver,6.749558626183541,1951-10,2010-09
1945-08-31,BearRiver,3.3747793130917705,1951-10,2010-09
1945-09-30,BearRiver,6.749558626183541,1951-10,2010-09
1945-10-31,BearRiver,15.186506908912968,1951-10,2010-09
1945-11-30,BearRiver,35.43518278746359,1951-10,2010-09
1945-12-31,BearRiver,197.4245898158686,1951-10,2010-09
1946-01-31,BearRiver,75.93253454456483,1951-10,2010-09
1946-02-28,BearRiver,43.872131070193014,1951-10,2010-09
1946-03-31,BearRiver,80.99470351420248,1951-10,2010-09
1946-04-30,BearRiver,50.621689696376556,1951-10,2010-09
1946-05-31,BearRiver,15.186506908912968,1951-10,2010-09
1946-06-30,BearRiver,6.749558626183541,1951-10,2010-09
1946-07-31,BearRiver,5.062168969637655,1951-10,2010-09
1946-08-31,BearRiver,3.3747793130917705,1951-10,2010-09
1946-09-30,BearRiver,5.062168969637655,1951-10,2010-09
1946-10-31,BearRiver,10.12433793927531,1951-10,2010-09
1946-11-30,BearRiver,26.998234504734164,1951-10,2010-09
1946-12-31,BearRiver,38.80996210055536,1951-10,2010-09
1947-01-31,BearRiver,15.186506908912968,1951-10,2010-09
1947-02-28,BearRiver,59.05863797910598,1951-10,2010-09
1947-03-31,BearRiver,86.05687248384015,1951-10,2010-09
1947-04-30,BearRiver,28.68562416128005,1951-10,2010-09
1947-05-31,BearRiver,6.749558626183541,1951-10,2010-09
1947-06-30,BearRiver,5.062168969637655,1951-10,2010-09
1947-07-31,BearRiver,3.3747793130917705,1951-10,2010-09
1947-08-31,BearRiver,1.6873896565458852,1951-10,2010-09
1947-09-30,BearRiver,1.6873896565458852,1951-10,2010-09
1947-10-31,BearRiver,15.186506908912968,1951-10,2010-09
1947-11-30,BearRiver,13.499117252367082,1951-10,2010-09
1947-12-31,BearRiver,16.873896565458853,1951-10,2010-09
1948-01-31,BearRiver,32.06040347437182,1951-10,2010-09
1948-02-29,BearRiver,20.24867587855062,1951-10,2010-09
1948-03-31,BearRiver,59.05863797910598,1951-10,2010-09
1948-04-30,BearRiver,118.11727595821196,1951-10,2010-09
1948-05-31,BearRiver,60.74602763565187,1951-10,2010-09
1948-06-30,BearRiver,21.936065535096507,1951-10,2010-09
