key,sand_0_5,sand_5_15,sand_15_30,sand_30_60,sand_60_100,sand_100_200,clay_0_5,clay_5_15,clay_15_30,clay_30_60,clay_60_100,clay_100_200,ksat_0_5,ksat_5_15,ksat_15_30,ksat_30_60,ksat_60_100,ksat_100_200,theta_s_0_5,theta_s_5_15,theta_s_15_30,theta_s_30_60,theta_s_60_100,theta_s_100_200,polaris_gapfill,EVC,EVH,EVC_cover_pct,EVH_height_m,dem_elev,slope_deg,aspect_sin,aspect_cos,curvature,relief_m,lai_mean,lai_min,lai_max,lai_amp,lai_peak_doy,lai_gapfill
39.281250_-120.343750,49.80950164794922,50.69745635986328,52.73949432373047,51.774681091308594,47.290401458740234,68.3121337890625,6.580156326293945,6.5830888748168945,6.54887580871582,5.5927734375,4.784877777099609,7.91015625,1.2066597938537598,1.048383116722107,0.4334303140640259,0.7754861116409302,0.653177797794342,-0.6256983280181885,0.662175714969635,0.6618145704269409,0.6619546413421631,0.6202020049095154,0.5571578145027161,0.6355395317077637,0,150.0,124.0,50.0,24.0,2107.20361328125,18.591396153890827,-0.4692502527511347,-0.8830652299196228,0.000831319072263457,52.65886970564483,1.3296496676473795,0.46500000000000014,2.275,1.8099999999999998,233,0
39.218750_-120.843750,44.700782775878906,44.136985778808594,40.7177734375,33.39421844482422,28.61804962158203,34.49025344848633,15.204790115356445,16.439393997192383,20.484344482421875,28.6826171875,32.659645080566406,26.25147247314453,0.44941389560699463,0.4206254780292511,0.37463614344596863,0.25360462069511414,-0.08693844825029373,-0.1009213998913765,0.5938314199447632,0.5486741065979004,0.505616307258606,0.4987618029117584,0.4922792911529541,0.4943433403968811,0,165.0,132.0,65.0,32.0,1007.7013549804688,22.5115066400723,0.7289865093813424,0.6845280630770414,-0.0014388861916230858,53.37979530630334,2.5864506374632237,1.7150000000000003,3.565,1.8499999999999996,177,0
39.218750_-120.781250,39.71709442138672,40.156890869140625,39.499027252197266,35.893760681152344,34.25926208496094,38.88146209716797,19.1552734375,20.4344425201416,21.73874855041504,26.654375076293945,29.20565414428711,25.36105728149414,0.44432294368743896,0.3748461902141571,0.2888568043708801,0.32724106311798096,0.13665655255317688,0.00872996635735035,0.6217321753501892,0.5766037702560425,0.5025440454483032,0.4963647723197937,0.48765480518341064,0.48882097005844116,0,156.0,122.0,56.0,22.0,1348.626708984375,13.822037527030192,0.960936765208577,0.2767680134525597,-0.0009426535669797033,31.379160277341672,3.403911136536995,2.165,4.95,2.785,281,0
39.218750_-120.718750,51.436458587646484,51.18199920654297,51.154296875,52.39345169067383,52.55283737182617,56.646629333496094,11.5673828125,12.996578216552734,14.71407699584961,14.650390625,13.021994590759277,11.49315071105957,1.204455018043518,0.8281720876693726,0.6272825002670288,0.6512481570243835,0.42302650213241577,-0.11826042830944061,0.5385149717330933,0.5210627913475037,0.45712074637413025,0.4481511116027832,0.44623568654060364,0.4450541138648987,0,151.0,130.0,51.0,30.0,1224.146240234375,35.03799745878187,0.9014469185870259,0.43288965449633476,-0.0015571245677105377,128.3217500769601,2.9054301514656204,1.8900000000000001,3.845,1.955,233,0
39.218750_-120.656250,51.762901306152344,56.5546875,58.7919921875,57.64593505859375,58.19892883300781,62.320762634277344,12.287317276000977,12.790731430053711,14.1787109375,14.741715431213379,9.375855445861816,7.8037109375,0.6978226900100708,0.6512617468833923,0.6691256165504456,0.5962753891944885,0.5084706544876099,0.08774452656507492,0.49884361028671265,0.4767283499240875,0.4417340159416199,0.44139108061790466,0.4324661195278168,0.43528634309768677,0,161.0,129.0,61.0,29.0,1556.0653076171875,12.652213796982592,0.24604291387753588,-0.9692589357497053,-0.000884180867175694,22.8668503320114,2.50483736515201,1.33,3.500000000000001,2.170000000000001,281,0
39.218750_-120.593750,53.301170349121094,55.0029296875,56.55859375,56.5313720703125,60.955078125,63.3583984375,10.292194366455078,10.717220306396484,11.056317329406738,10.9033203125,9.311948776245117,8.279296875,1.1218452453613281,0.7681894898414612,0.6459649205207825,0.48429280519485474,0.5528723001480103,0.39125698804855347,0.5710323452949524,0.5590212345123291,0.5024227499961853,0.4783203899860382,0.44795846939086914,0.4382213354110718,0,244.0,217.0,44.0,1.7000000000000002,1338.420166015625,44.23654095261824,0.981687689789248,0.19049745330646597,-0.0011889027696848854,191.61766247328762,1.6373354582107442,1.0100000000000002,2.2,1.19,177,0
39.218750_-120.531250,45.90842056274414,45.3876953125,42.5,34.722007751464844,28.71463394165039,36.89278793334961,14.400097846984863,15.377691268920898,19.346229553222656,27.17317008972168,31.120960235595703,22.0380859375,0.4221651256084442,0.42339879274368286,0.41781389713287354,0.34194278717041016,0.02222377248108387,-0.017119016498327255,0.557428240776062,0.5143267512321472,0.4752432703971863,0.4811486601829529,0.4824139475822449,0.4782576858997345,0,147.0,122.0,47.0,22.0,1263.3197021484375,34.49385093514865,-0.9953001159792163,-0.09683841764381841,-0.0006048840700820059,136.4200623074283,1.5392246921651958,0.3238095238095238,2.8900000000000006,2.5661904761904766,177,0
39.218750_-120.468750,39.53620147705078,40.19607925415039,40.08715057373047,36.271568298339844,33.55463409423828,36.04961013793945,21.81085205078125,22.14544677734375,23.043052673339844,27.852195739746094,31.18719482421875,28.670085906982422,0.5715978741645813,0.45663657784461975,0.262961208820343,0.278403639793396,0.06678709387779236,0.036793626844882965,0.6411556601524353,0.5957463383674622,0.5256186723709106,0.5206440091133118,0.5027813911437988,0.5047086477279663,0,143.0,118.0,43.0,18.0,1081.705322265625,22.353088125751604,0.8588646202228368,-0.5122026592370271,0.0015126397209232483,51.509857632946805,1.1936147433801896,0.5650000000000002,1.9200000000000004,1.3550000000000002,169,0
39.218750_-120.406250,53.33121871948242,54.193359375,55.66569519042969,55.120487213134766,51.39765930175781,69.494140625,6.636853218078613,6.6376953125,6.4765625,5.7919921875,5.534213066101074,7.892367839813232,1.1908626556396484,1.040738821029663,0.5032815337181091,0.7835192084312439,0.7222045063972473,-0.2375558316707611,0.655498206615448,0.6554898023605347,0.6555340886116028,0.6239337921142578,0.5765154361724854,0.6353672742843628,0,149.0,129.0,49.0,29.0,2153.7734375,19.28703810748475,-0.49105468634171273,-0.8711287476727204,-0.0014326905779638204,44.178380617748026,1.023473357306309,0.265,1.9900000000000002,1.725,233,0
39.218750_-120.343750,58.82844543457031,55.27397155761719,58.600486755371094,62.082923889160156,64.62877655029297,68.681640625,8.84375,9.360077857971191,9.655729293823242,8.773170471191406,8.342926979064941,7.9165849685668945,0.8937142491340637,0.9164148569107056,0.9128034114837646,0.1482076197862625,0.02311059832572937,0.900172770023346,0.5500442981719971,0.555576503276825,0.5084887146949768,0.4848706126213074,0.46823471784591675,0.46662864089012146,0,100.0,100.0,0.0,0.0,2252.935791015625,22.745303941661188,-0.3060306005400771,-0.9520216759785881,-0.0006556524445884767,53.6071508850729,0.6977135774218155,0.15000000000000005,1.56,1.41,177,0
39.218750_-120.281250,66.32943725585938,69.4306640625,69.73362731933594,69.6453628540039,70.91055297851562,73.3874740600586,8.4677734375,7.5731706619262695,7.328766822814941,7.3328447341918945,6.330557823181152,4.923414707183838,1.2602678537368774,1.1764898300170898,0.9914018511772156,1.0444412231445312,1.0869827270507812,0.5954729318618774,0.49916189908981323,0.4837993383407593,0.46228450536727905,0.44337964057922363,0.43481725454330444,0.4271712899208069,0,145.0,119.0,45.0,19.0,2268.413818359375,23.896682225849215,-0.1623683262005913,-0.9867302197899983,0.0011224928946876715,78.97201984799752,0.7738920671243328,0.14000000000000004,1.6550000000000005,1.5150000000000003,201,0
39.156250_-120.968750,44.42955017089844,43.69158935546875,39.827789306640625,32.06640625,28.49315643310547,34.52446365356445,16.1181640625,17.6123046875,22.65475082397461,32.07982635498047,36.89707565307617,29.783611297607422,0.4351519048213959,0.389553964138031,0.3330981433391571,0.2265133559703827,-0.009345022961497307,-0.013386832550168037,0.6377617120742798,0.6064985990524292,0.5712978839874268,0.5446479320526123,0.5215686559677124,0.5293568968772888,0,136.0,118.0,36.0,18.0,736.6392211914062,6.982842513931555,0.813727844167617,0.5812460714932381,-0.0002125919919094431,10.289568520305695,1.5672224038356763,0.823809523809524,2.3899999999999997,1.5661904761904757,121,0
39.156250_-120.906250,44.4424934387207,43.851219177246094,40.404296875,32.8125,29.540157318115234,36.7119140625,15.17414665222168,16.604389190673828,21.193737030029297,29.68670654296875,32.56243896484375,23.926342010498047,0.4389810860157013,0.38748589158058167,0.32155656814575195,0.24376410245895386,0.03892665356397629,0.04454405605792999,0.6262235045433044,0.5848022699356079,0.5420508980751038,0.5288858413696289,0.5114993453025818,0.5185836553573608,0,168.0,124.0,68.0,24.0,775.4190063476562,23.081357202614896,-0.9214543465439257,0.38848666287957306,0.00013636014167717596,46.72418227812681,3.1191495041952697,1.5666666666666667,4.834999999999999,3.2683333333333326,241,0
39.156250_-120.843750,44.099609375,43.57429122924805,40.393348693847656,33.457069396972656,29.543010711669922,35.543052673339844,15.245366096496582,16.509756088256836,20.63880729675293,28.490217208862305,31.454145431518555,22.831707000732422,0.46068012714385986,0.4138932526111603,0.3534455895423889,0.23815885186195374,-0.11767974495887756,-0.0611577183008194,0.6068557500839233,0.5628820657730103,0.5196491479873657,0.5093007683753967,0.49792879819869995,0.49973469972610474,0,140.0,119.0,40.0,19.0,878.0374755859375,25.622939991667863,0.5448222723680055,0.8385515437537294,-0.001738423385826787,63.86841769586895,1.7593938650975267,1.2523809523809526,2.4,1.1476190476190473,153,0
39.156250_-120.781250,43.43646240234375,42.97214126586914,40.47749328613281,33.97456359863281,30.462852478027344,36.7446174621582,13.80205249786377,14.8544921875,17.9375,23.5947265625,24.5400390625,17.872798919677734,0.489103227853775,0.40326884388923645,0.3095136284828186,0.22548888623714447,-0.025075852870941162,-0.041744474321603775,0.6048706769943237,0.5339678525924683,0.4709184169769287,0.4792121946811676,0.48006340861320496,0.4850289821624756,0,171.0,129.0,71.0,29.0,1051.573486328125,28.623276286152763,-0.9815456994389777,0.19122771742832662,0.0013105822667574913,79.6184980471833,2.4120001089680727,1.2809523809523813,3.6949999999999994,2.414047619047618,241,0
39.156250_-120.718750,46.677734375,46.13075256347656,46.155242919921875,44.147804260253906,41.511741638183594,45.13317108154297,15.9800386428833,17.339181900024414,19.720703125,24.224170684814453,26.796585083007812,22.552888870239258,0.6019288301467896,0.5447572469711304,0.4528244435787201,0.36645179986953735,0.11886657029390335,-0.06192439794540405,0.5874767303466797,0.5550305247306824,0.5041287541389465,0.49812063574790955,0.485637903213501,0.4682786464691162,0,165.0,131.0,65.0,31.0,1034.4163818359375,30.681061012387858,-0.9672080618216923,-0.25398536404116956,0.0016595120689809036,63.431893653166846,3.4632140132941056,1.81,5.215,3.405,257,0
39.156250_-120.656250,40.708457946777344,41.36536407470703,45.572265625,51.56555938720703,43.29823684692383,43.86345672607422,11.020975112915039,11.4296875,11.870841979980469,10.739999771118164,11.241715431213379,11.8173828125,0.8435583114624023,0.869339108467102,0.872150719165802,0.6823459267616272,0.7032784223556519,-0.075426384806633,0.6817021369934082,0.6767688989639282,0.6622329354286194,0.6350520253181458,0.6417299509048462,0.624566912651062,0,160.0,125.0,60.0,25.0,1512.258544921875,13.078088117227194,0.9970931317810953,0.07619243108713285,0.00020187978913558267,30.06355508909973,2.020766590389016,0.8750000000000002,2.9299999999999997,2.0549999999999997,217,0
39.156250_-120.593750,51.2080078125,53.60731506347656,55.080078125,54.57059097290039,54.486358642578125,58.1259765625,12.884163856506348,14.1611328125,16.239299774169922,16.839492797851562,13.359512329101562,11.941291809082031,0.7581173777580261,0.7690183520317078,0.7922914028167725,0.8154778480529785,0.7699545621871948,0.39835935831069946,0.5063974261283875,0.48303359746932983,0.4399469494819641,0.43912285566329956,0.4376033544540405,0.4429562985897064,0,132.0,112.0,32.0,12.0,1602.1864013671875,13.25627919375125,0.921112004191343,0.3892976698294088,-0.0003048993956746356,24.095263438859426,1.613447477389125,0.575,2.3899999999999997,1.8149999999999997,281,0
39.156250_-120.531250,53.86497497558594,56.898826599121094,57.31170654296875,57.7822265625,62.87022399902344,66.21875,9.345853805541992,8.862035751342773,9.282991409301758,8.921052932739258,7.98093843460083,6.627450942993164,1.080207109451294,0.7839877605438232,0.8088635206222534,0.45897117257118225,0.6259056329727173,0.39562273025512695,0.5976535081863403,0.5846654176712036,0.5264445543289185,0.49487873911857605,0.45255041122436523,0.42986345291137695,0,131.0,111.0,31.0,11.0,1825.9757080078125,28.73145814461463,0.644682852074341,0.7644501424169489,-0.0014984124269555353,98.83053271773339,1.1398379099923723,0.3350000000000001,1.8800000000000001,1.545,193,0
39.156250_-120.468750,47.842105865478516,48.948341369628906,51.408294677734375,52.72319793701172,47.76874542236328,62.419921875,7.822549343109131,7.811154365539551,7.911535263061523,6.935546875,6.3720703125,8.265107154846191,1.1053497791290283,0.9848967790603638,0.5601421594619751,0.8002597093582153,0.7039696574211121,-0.17568401992321014,0.6632388830184937,0.6618440747261047,0.6611306667327881,0.6257431507110596,0.5849424600601196,0.6383444666862488,0,127.0,112.0,27.0,12.0,1938.216796875,17.222706985506267,0.43302395087140955,-0.9013824149447975,-0.0003944414336238425,53.49054636332219,1.1371818132287241,0.31500000000000006,2.155,1.8399999999999999,233,0
39.156250_-120.406250,49.669124603271484,50.359649658203125,51.518611907958984,52.263206481933594,49.09864044189453,51.8671875,12.749266624450684,12.9189453125,13.57752799987793,14.75,15.082923889160156,13.844085693359375,0.7909539341926575,0.7528852820396423,0.6495178937911987,0.6215237975120544,0.37751466035842896,0.26411452889442444,0.5853593945503235,0.5673079490661621,0.5336610674858093,0.5188144445419312,0.4844071865081787,0.4765593409538269,0,136.0,114.0,36.0,14.0,1697.1240234375,11.129664550089718,0.8103299915248036,0.5859738090012315,0.0004041883972190738,39.57485726280716,1.965146834477498,0.8150000000000002,2.935,2.12,249,0
