date,basin,obs_mm,cal_start,cal_end
1950-09-30,AMF,3.031830239311841,1951-10,2013-09
1950-10-31,AMF,10.224847482079182,1951-10,2013-09
1950-11-30,AMF,248.81978121512333,1951-10,2013-09
1950-12-31,AMF,266.36144567474173,1951-10,2013-09
1951-01-31,AMF,145.4470026805867,1951-10,2013-09
1951-02-28,AMF,107.46827588280705,1951-10,2013-09
1951-03-31,AMF,108.95639922526928,1951-10,2013-09
1951-04-30,AMF,108.91850134727787,1951-10,2013-09
1951-05-31,AMF,115.09838198507518,1951-10,2013-09
1951-06-30,AMF,39.4112665858545,1951-10,2013-09
1951-07-31,AMF,11.17482095706356,1951-10,2013-09
1951-08-31,AMF,4.656385942543102,1951-10,2013-09
1951-09-30,AMF,3.4411273216189393,1951-10,2013-09
1951-10-31,AMF,7.67558355585781,1951-10,2013-09
1951-11-30,AMF,24.699310349593794,1951-10,2013-09
1951-12-31,AMF,80.17422415340219,1951-10,2013-09
1952-01-31,AMF,136.54858092820646,1951-10,2013-09
1952-02-29,AMF,137.66277854115353,1951-10,2013-09
1952-03-31,AMF,126.6218634196596,1951-10,2013-09
1952-04-30,AMF,206.4802719231335,1951-10,2013-09
1952-05-31,AMF,286.89451597048117,1951-10,2013-09
1952-06-30,AMF,169.44393902473993,1951-10,2013-09
1952-07-31,AMF,60.795775873800686,1951-10,2013-09
1952-08-31,AMF,14.186438994779987,1951-10,2013-09
1952-09-30,AMF,6.068713529022534,1951-10,2013-09
1952-10-31,AMF,5.083368701246186,1951-10,2013-09
1952-11-30,AMF,7.455775863507702,1951-10,2013-09
1952-12-31,AMF,24.984807697128996,1951-10,2013-09
1953-01-31,AMF,114.79519896114398,1951-10,2013-09
1953-02-28,AMF,39.07523873433077,1951-10,2013-09
1953-03-31,AMF,55.06814324670073,1951-10,2013-09
1953-04-30,AMF,118.53445625629527,1951-10,2013-09
1953-05-31,AMF,122.72090851174502,1951-10,2013-09
1953-06-30,AMF,129.1938660726758,1951-10,2013-09
1953-07-31,AMF,41.54112732897107,1951-10,2013-09
1953-08-31,AMF,7.710954908649781,1951-10,2013-09
1953-09-30,AMF,4.1409748018600885,1951-10,2013-09
1953-10-31,AMF,4.163713528654928,1951-10,2013-09
1953-11-30,AMF,13.617970824909019,1951-10,2013-09
1953-12-31,AMF,16.301140586699994,1951-10,2013-09
1954-01-31,AMF,31.05857427655038,1951-10,2013-09
1954-02-28,AMF,53.12019231794287,1951-10,2013-09
1954-03-31,AMF,113.64057694500607,1951-10,2013-09
1954-04-30,AMF,137.01346156490092,1951-10,2013-09
1954-05-31,AMF,91.89982760394075,1951-10,2013-09
1954-06-30,AMF,28.966611411425212,1951-10,2013-09
1954-07-31,AMF,8.327427057309857,1951-10,2013-09
1954-08-31,AMF,3.542188329596,1951-10,2013-09
1954-09-30,AMF,2.877712202146822,1951-10,2013-09
1954-10-31,AMF,2.9737201597250302,1951-10,2013-09
1954-11-30,AMF,7.210702919163327,1951-10,2013-09
1954-12-31,AMF,28.799860748263058,1951-10,2013-09
1955-01-31,AMF,33.61541777837003,1951-10,2013-09
1955-02-28,AMF,25.997944302099036,1951-10,2013-09
1955-03-31,AMF,38.830165789986395,1951-10,2013-09
1955-04-30,AMF,60.56333555545344,1951-10,2013-09
1955-05-31,AMF,122.61479445336911,1951-10,2013-09
1955-06-30,AMF,55.9979045200897,1951-10,2013-09
1955-07-31,AMF,10.495185678417823,1951-10,2013-09
1955-08-31,AMF,4.699336870933353,1951-10,2013-09
1955-09-30,AMF,3.4057559688269676,1951-10,2013-09
1955-10-31,AMF,3.36027851523729,1951-10,2013-09
1955-11-30,AMF,7.225862070359887,1951-10,2013-09
1955-12-31,AMF,315.0576923684888,1951-10,2013-09
1956-01-31,AMF,240.4746684814175,1951-10,2013-09
1956-02-29,AMF,82.5921087692534,1951-10,2013-09
1956-03-31,AMF,77.23587534646914,1951-10,2013-09
1956-04-30,AMF,103.00643238061978,1951-10,2013-09
1956-05-31,AMF,190.50000003676064,1951-10,2013-09
1956-06-30,AMF,108.81744033930082,1951-10,2013-09
1956-07-31,AMF,31.404708228871815,1951-10,2013-09
1956-08-31,AMF,8.56492042605595,1951-10,2013-09
1956-09-30,AMF,5.280437666801455,1951-10,2013-09
1956-10-31,AMF,8.160676394147705,1951-10,2013-09
1956-11-30,AMF,7.756432362239459,1951-10,2013-09
1956-12-31,AMF,12.25364721721869,1951-10,2013-09
1957-01-31,AMF,14.679111408668161,1951-10,2013-09
1957-02-28,AMF,71.62698940374223,1951-10,2013-09
1957-03-31,AMF,111.87453583060693,1951-10,2013-09
1957-04-30,AMF,77.16007959048635,1951-10,2013-09
1957-05-31,AMF,143.17818305150166,1951-10,2013-09
1957-06-30,AMF,73.04184351542109,1951-10,2013-09
1957-07-31,AMF,13.466379312943426,1951-10,2013-09
1957-08-31,AMF,4.623541114950557,1951-10,2013-09
1957-09-30,AMF,1.995954907546962,1951-10,2013-09
1957-10-31,AMF,5.507824934749844,1951-10,2013-09
1957-11-30,AMF,9.449204245855237,1951-10,2013-09
1957-12-31,AMF,24.734681702385767,1951-10,2013-09
1958-01-31,AMF,41.30868701062383,1951-10,2013-09
1958-02-28,AMF,148.58494697827444,1951-10,2013-09
1958-03-31,AMF,139.61578252031026,1951-10,2013-09
1958-04-30,AMF,213.76929712347902,1951-10,2013-09
1958-05-31,AMF,267.05371357938463,1951-10,2013-09
1958-06-30,AMF,135.5733422012278,1951-10,2013-09
1958-07-31,AMF,32.97115385251627,1951-10,2013-09
1958-08-31,AMF,9.676591513803626,1951-10,2013-09
1958-09-30,AMF,5.179376658824395,1951-10,2013-09
1958-10-31,AMF,3.663461539168474,1951-10,2013-09
1958-11-30,AMF,5.684681698709701,1951-10,2013-09
1958-12-31,AMF,6.164721486600743,1951-10,2013-09
1959-01-31,AMF,37.74628647943242,1951-10,2013-09
1959-02-28,AMF,51.44005306032423,1951-10,2013-09
1959-03-31,AMF,50.42944298055362,1951-10,2013-09
1959-04-30,AMF,71.45013263978238,1951-10,2013-09
1959-05-31,AMF,51.79376658824394,1951-10,2013-09
1959-06-30,AMF,21.829177723045255,1951-10,2013-09
1959-07-31,AMF,4.143501327059516,1951-10,2013-09
1959-08-31,AMF,1.718037135610043,1951-10,2013-09
1959-09-30,AMF,3.7392572951512704,1951-10,2013-09
1959-10-31,AMF,3.0267771889129875,1951-10,2013-09
1959-11-30,AMF,3.1834217512774328,1951-10,2013-09
1959-12-31,AMF,5.063156499650773,1951-10,2013-09
1960-01-31,AMF,15.944900533580855,1951-10,2013-09
1960-02-29,AMF,88.02413794802044,1951-10,2013-09
1960-03-31,AMF,108.96650532606698,1951-10,2013-09
1960-04-30,AMF,90.76036473899937,1951-10,2013-09
1960-05-31,AMF,71.4703448413778,1951-10,2013-09
1960-06-30,AMF,30.57095491306106,1951-10,2013-09
1960-07-31,AMF,4.982307693269125,1951-10,2013-09
1960-08-31,AMF,1.3895888596845936,1951-10,2013-09
1960-09-30,AMF,1.07882626015513,1951-10,2013-09
1960-10-31,AMF,2.27387267948388,1951-10,2013-09
1960-11-30,AMF,12.582095493144138,1951-10,2013-09
1960-12-31,AMF,9.954509285740542,1951-10,2013-09
1961-01-31,AMF,7.85749337021652,1951-10,2013-09
1961-02-28,AMF,30.975198944969303,1951-10,2013-09
1961-03-31,AMF,39.56538462301952,1951-10,2013-09
1961-04-30,AMF,59.90391247840312,1951-10,2013-09
1961-05-31,AMF,68.89834218836158,1951-10,2013-09
1961-06-30,AMF,29.509814329301914,1951-10,2013-09
1961-07-31,AMF,1.339058355696063,1951-10,2013-09
1961-08-31,AMF,0.0,1951-10,2013-09
1961-09-30,AMF,1.212732095724736,1951-10,2013-09
