basin,key,lat,lon,Kpet,uztwm,uzfwm,lztwm,lzfpm,lzfsm,uzk,lzpk,lzsk,zperc,rexp,pfree,pctim,adimp,riva,side,rserv,SCF,PXTEMP,MFMAX,MFMIN,UADJ,MBASE,TIPM,PLWHC,NMF,DAYGM,Nres,Kres,Velo,Diff
uf_02,38.40625_-122.15625,38.40625,-122.15625,0.9364789285913541,999.968850025301,997.1246624600424,4999.995512792578,264.96177992874635,186.8881016473153,0.9864718753652245,0.477306617188896,0.0030014455276842714,28.283849473282,12.275013765429723,0.9895201895463351,0.007207137061701446,0.08559594694978695,0.8981872910034553,0.0,0.25420861491694935,1.0,0.0,0.9022394854937952,0.05000084793773183,0.030001599755244576,3.045888445730128,0.10000192816029078,0.26986633071869903,0.2999990102270762,1.9001848830402852e-06,3.8034079191265135,0.7703116046148755,4.999515530585458,3490.103620327536
uf_02,38.40625_-122.21875,38.40625,-122.21875,0.4355073421735225,999.9884992678875,991.8208473639612,4999.991786070988,267.39434857873744,990.8186179179438,0.9750490487732588,0.4898178022421122,0.0035290577329767942,161.28839770714242,10.77136686036418,0.9897578840676504,0.006934442079687288,0.051135806834459646,0.8704881906055681,0.0,0.25420861491694935,1.0,0.0,1.7470371825443016,0.05000064751396132,0.030001954133096028,0.3981275752708235,0.10000120553023056,0.04416874227331562,0.2999994453357757,2.6058165383213984e-05,4.130512761812001,0.7792076736723068,4.999214212617767,3638.822215194996
uf_02,38.40625_-122.28125,38.40625,-122.28125,1.895146994109466,999.2685860018904,991.4163307506984,4999.848601619922,374.4936889804656,619.1677985183042,0.975031251685862,0.42683363285262615,0.0030015219443395988,76.34148345771027,11.429149343969302,0.9832745308907177,0.008292198290712217,0.12654090142984953,0.8965907403691477,0.0,0.25420861491694935,1.0,0.0,0.6686119487503227,0.05002775720235377,0.030027704156107952,2.9244690884119735,0.10024599555461343,0.2655779417186288,0.2999856970928114,2.2352045054236558e-05,4.065238017983943,0.8005158042187709,4.995894142836932,3360.506935621388
uf_02,38.46875_-122.09375,38.46875,-122.09375,1.5475337192229326,999.9729889650332,998.1335535083273,4999.997141777465,195.512161449504,148.45688999314095,0.9879753429782324,0.4728572275983341,0.003000114595260027,21.34448553220183,12.742380308956584,0.9894682519421568,0.005722442204716866,0.08229539872072464,0.899556914896344,0.0,0.25420861491694935,1.0,0.0,0.8437079370052005,0.050000683233859144,0.030000967524623296,4.015232445406059,0.1000012242950298,0.29474895303642423,0.2999991576368865,8.540554107666325e-07,3.604985208285716,0.763771791712891,4.999666273675294,3315.9951530312196
uf_02,38.46875_-122.15625,38.46875,-122.15625,2.4862080567537013,1000.0000959047463,999.998252717003,4999.99824579998,52.46170659537108,51.612800940820904,0.9899997371201653,0.49945231896290704,0.003000000026077032,4.793398938480295,14.436373975271366,0.9899999484470208,0.00012089502242525436,0.00365242160349117,0.8999999758685437,0.0,0.25420861491694935,1.0,0.0,0.5194672715004662,0.05000000074515955,0.029999999329761398,4.999952148337791,0.10000000149011617,0.3000000108889011,0.30000001190806336,3.9264335876715164e-15,1.8247586393125987,0.5100375979228898,4.999999997714157,2585.6496762391084
uf_02,38.46875_-122.21875,38.46875,-122.21875,2.3563883914297126,999.999348938957,999.62054191245,4999.998243762943,85.40774285185913,123.89906175995827,0.9897315455297913,0.48889060314887794,0.0030000000322973133,48.01901755541889,12.89307274194032,0.9899207846185903,0.00141108753802861,0.030048938470087737,0.8999940527960908,0.0,0.25420861491694935,1.0,0.0,0.6060540738904693,0.050000016122128704,0.030000022830801262,4.951625112326311,0.10000000414344117,0.2999484257145705,0.2999999483392253,4.2910564142702535e-09,2.85526105229037,0.7034816504253881,4.999984294022486,3128.738993278863
uf_02,38.46875_-122.28125,38.46875,-122.28125,2.4287290361164544,1000.0000925072557,999.9524291607459,4999.998245799438,56.86575731754737,82.73561577515713,0.9899807274982542,0.4976683896735113,0.0030000000260788054,72.69757130955115,13.498222335817674,0.9899971799587071,0.0003172178607062136,0.007096357704464078,0.8999998691515594,0.0,0.25420861491694935,1.0,0.0,0.7744384128724894,0.05000000080583539,0.029999999454745338,4.996660520204747,0.10000000149062253,0.2999995411733027,0.3000000107823109,1.2430267082636813e-11,2.2762501771776504,0.6200431690000452,4.999999707425239,2866.0923429771033
uf_02,38.53125_-122.09375,38.53125,-122.09375,0.40246011893297384,1000.000081745807,998.9215667997497,4999.998245095042,139.30312761689152,287.72589296327146,0.9887979109786211,0.4994888685886449,0.003011098268460317,121.4826832716657,10.685061725383552,0.989998916159497,0.002992731756368489,0.014853604121675943,0.8975948778085927,0.0,0.25420861491694935,1.0,0.0,2.804163131764262,0.05000000113092555,0.0300000028232892,0.43574493521318314,0.1000000015162553,0.028757652609168162,0.30000001017432254,2.614427452696487e-07,3.377941696380511,0.6916029853510954,4.999993346274543,3714.408699003289
uf_02,38.53125_-122.15625,38.53125,-122.15625,0.7082174061953956,999.7867711546717,994.2852370207519,4999.937031890514,472.2366592266823,185.6158610925315,0.9816960722056198,0.45917713487408873,0.003100255420410817,15.38413407726544,12.435267403227032,0.9885041524473075,0.014158418346736331,0.1453316245476352,0.8892722925419907,0.0,0.25420861491694935,1.0,0.0,0.8529406736816136,0.050005974842162695,0.030010806830533657,1.716977988365762,0.1000483240183804,0.19544521382790084,0.29999592511534007,1.8191640419754648e-05,4.236647361222348,0.7978344797114569,4.997786596723202,3502.7486393226063
uf_02,38.53125_-122.21875,38.53125,-122.21875,0.6982785263884719,999.4151481160044,989.0461765404006,4999.65013829564,573.1834465293347,396.2674352548278,0.9701627564579847,0.4471179359242303,0.0034261971844672377,34.567226651529545,11.787592123498023,0.9866098567716326,0.015339921212235196,0.1523607896451429,0.8730609676229306,0.0,0.25420861491694935,1.0,0.0,0.9539546823841469,0.05002162705133522,0.0300330368964237,0.9580285801213022,0.10028861624643107,0.11582247947377843,0.29998995601958756,9.008410403162594e-05,4.446050367754445,0.8099660457787997,4.994443851994465,3518.1376396899723
