epoch,loss,cal_kge,lr,spinup_s,epoch_s,peak_vram_mb,skipped_steps
49,0.48872883790645044,,0.0006630542574173101,13.8,264.2,2702,0
50,0.4791247583385827,0.7042903774022603,0.0006502936736864476,105.9,356.4,2701,0
51,0.4803603747184726,,0.000637426527571964,13.8,264.1,2701,0
52,0.4846880060175191,0.7117228355390393,0.0006244622561933542,106.1,356.9,2702,0
53,0.4837867097146269,,0.0006114103679044567,13.8,264.8,2701,0
54,0.48094421020452527,0.7236000395245046,0.0005982804353197674,105.6,356.2,2702,0
55,0.4803687632083893,,0.0005850820882936184,13.8,264.6,2701,0
56,0.47634776865226636,0.7218621412640367,0.0005718250068573785,106.9,357.5,2702,0
57,0.477594829339912,,0.000558518914119851,13.8,264.2,2702,0
58,0.4723851155975591,0.7187016642650015,0.0005451735691360784,106.0,356.4,2701,0
59,0.4692943940560023,,0.0005317987597497815,14.0,264.6,2701,0
60,0.4746860447137252,0.7270834388360305,0.0005184042954146864,106.7,358.4,2702,0
61,0.4708207264758538,,0.0005049999999999998,14.0,266.0,2701,0
62,0.4719917113366334,0.7444239538216447,0.0004915957045853133,106.5,358.4,2702,0
63,0.47871776853782544,,0.0004782012402502183,13.8,265.0,2702,0
64,0.46678496378919354,0.7395661526634927,0.00046482643086392147,105.7,356.7,2701,0
65,0.46669044097264606,,0.0004514810858801487,13.8,265.1,2701,0
66,0.46759207978628686,0.7495337901843504,0.00043817499314262125,106.7,359.1,2702,0
67,0.47072621575300244,,0.00042491791170638137,14.0,266.4,2701,0
68,0.467569588319115,0.753635801798514,0.00041171956468023243,106.2,357.1,2702,0
69,0.4688919238422228,,0.000398589632095543,13.8,264.8,2702,0
70,0.4671800812517387,0.7528386890642491,0.00038553774380664565,106.2,357.3,2701,0
71,0.4642305292081142,,0.00037257347242803556,13.8,264.5,2701,0
72,0.45953449563703674,0.758005177164866,0.0003597063263135522,106.4,357.4,2702,0
73,0.4607185516236485,,0.00034694574258268987,13.8,264.7,2701,0
74,0.4603377893783044,0.7525318829747302,0.0003343010801991545,106.0,356.7,2702,0
75,0.45860138103581854,,0.00032178161310674234,13.8,265.0,2702,0
76,0.45964404314324475,0.7511310324735644,0.000309396523427573,106.0,357.0,2701,0
77,0.4631893092739409,,0.0002971548947276689,13.8,264.3,2701,0
78,0.45518071452776593,0.7592411861701173,0.0002850657053548177,106.2,357.6,2702,0
79,0.4573955181716145,,0.00027313782185360385,14.0,264.6,2701,0
80,0.45787211000055505,0.7547144775107548,0.0002613799924624413,106.4,358.0,2702,0
81,0.45656811759091803,,0.0002498008406973743,14.2,265.7,2702,0
82,0.4513023677079574,0.7542143785892466,0.0002384088590273524,106.6,357.3,2701,0
83,0.45380545288756274,,0.00022721240264562075,13.8,264.5,2701,0
84,0.4537369215833968,0.752592512106695,0.00021621968334179065,106.0,357.0,2702,0
85,0.4550596538229265,,0.00020543876347908636,14.0,264.7,2701,0
86,0.4498383456814116,0.7537947623855179,0.0001948775500811865,106.4,358.0,2702,0
87,0.4507319594638935,,0.00018454378903299537,14.0,266.0,2702,0
88,0.44654009113277215,0.7504769479417708,0.00017444505939959566,107.1,358.7,2701,0
89,0.448239434024562,,0.00016458876786755558,14.1,266.1,2701,0
90,0.44671403994594794,0.7465763054546867,0.000154982143312659,108.1,361.0,2702,0
91,0.44600759014703223,,0.00014563223149805042,14.2,267.5,2701,0
92,0.4485451708669248,0.7501977852917444,0.0001365458899066762,108.3,361.7,2702,0
93,0.4455759017795756,,0.00012772978271182004,14.3,267.1,2702,0
94,0.442210725468138,0.7467534110760038,0.00011919037588941218,109.7,362.7,2701,0
95,0.4455960829188858,,0.00011093393247570648,14.5,266.2,2701,0
96,0.44624520147192304,0.7458362179884919,0.00010296650797379557,107.2,359.2,2702,0
97,0.4424171490945678,,9.529394591233924e-05,14.7,266.6,2701,0
98,0.44418500968511554,0.7461713593789637,8.792187355975874e-05,108.7,360.3,2702,0
99,0.44328853423180786,,8.085569779704333e-05,14.6,266.8,2702,0
100,,0.7413379907092547,8.085569779704333e-05,107.9,107.9,1357,0
