epoch,loss,cal_kge,lr,epoch_s
0.000000000000000000e+00,1.475036842955483429e+00,-2.536958514931761388e-01,1.599999999999999860e-04,5.974313259124755859e+00
1.000000000000000000e+00,1.165033431102832084e+00,nan,2.799999999999999755e-04,1.802100658416748047e+00
2.000000000000000000e+00,6.932114205426640474e-01,6.411963494113571693e-01,4.000000000000000192e-04,5.062840461730957031e+00
3.000000000000000000e+00,4.526693345978856087e-01,nan,3.997038957044966347e-04,1.765321016311645508e+00
4.000000000000000000e+00,3.792296954327159519e-01,7.805556773593417264e-01,3.988164820770001432e-04,5.044053792953491211e+00
5.000000000000000000e+00,3.412197306752204895e-01,nan,3.973404541635308261e-04,1.765418529510498047e+00
6.000000000000000000e+00,3.252954286419683094e-01,7.617319665002246776e-01,3.952802946123499476e-04,5.035433769226074219e+00
7.000000000000000000e+00,3.028263804606265430e-01,nan,3.926422600603038165e-04,1.771102905273437500e+00
8.000000000000000000e+00,2.884539198130369186e-01,7.594584895855206463e-01,3.894343621316237046e-04,5.045665264129638672e+00
9.000000000000000000e+00,2.791441914935906543e-01,nan,3.856663431068863305e-04,1.775144338607788086e+00
1.000000000000000000e+01,2.726782533443636303e-01,8.016533496063520392e-01,3.813496463360276242e-04,5.039025306701660156e+00
1.100000000000000000e+01,2.577282749116420746e-01,nan,3.764973814852653577e-04,1.750182867050170898e+00
1.200000000000000000e+01,2.496378485941224690e-01,7.997987626073237433e-01,3.711242847234738217e-04,5.043932437896728516e+00
1.300000000000000000e+01,2.422878385211030550e-01,nan,3.652466739689228317e-04,1.772675037384033203e+00
1.400000000000000000e+01,2.421398989131881008e-01,8.450541528706297933e-01,3.588823993322968141e-04,5.038451910018920898e+00
1.500000000000000000e+01,2.368822151070667514e-01,nan,3.520507889064948374e-04,1.773115158081054688e+00
1.600000000000000000e+01,2.296409427912698975e-01,8.422116428897935547e-01,3.447725900678480699e-04,5.045230865478515625e+00
1.700000000000000000e+01,2.249352723980943269e-01,nan,3.370699064670196177e-04,1.786409854888916016e+00
1.800000000000000000e+01,2.179807231554554692e-01,8.589592179003567862e-01,3.289661309009438194e-04,5.051644086837768555e+00
1.900000000000000000e+01,2.182586221024394035e-01,nan,3.204858742696712172e-04,1.771035671234130859e+00
2.000000000000000000e+01,2.127790400344464483e-01,8.804593965488607399e-01,3.116548908338733241e-04,5.030395746231079102e+00
2.100000000000000000e+01,2.084318607424696379e-01,nan,3.025000000000000887e-04,1.771960496902465820e+00
2.200000000000000000e+01,2.071679109810954933e-01,8.392667108037581425e-01,2.930490048706235230e-04,5.041555404663085938e+00
2.300000000000000000e+01,2.005084781493577661e-01,nan,2.833306078073291384e-04,1.754543304443359375e+00
2.400000000000000000e+01,2.034992456643117675e-01,7.849010432996961217e-01,2.733743232625872191e-04,5.032739639282226562e+00
2.500000000000000000e+01,1.985464890797933035e-01,nan,2.632103881453305423e-04,1.754948616027832031e+00
2.600000000000000000e+01,2.009960882779624758e-01,8.402779249547246421e-01,2.528696699924559048e-04,5.030009508132934570e+00
2.700000000000000000e+01,1.948397669216824779e-01,nan,2.423835732251290525e-04,1.774739027023315430e+00
2.800000000000000000e+01,1.889696589464114895e-01,8.294176523163836467e-01,2.317839437745895933e-04,5.043531179428100586e+00
2.900000000000000000e+01,1.908952728845179081e-01,nan,2.211029723671048693e-04,1.764652490615844727e+00
3.000000000000000000e+01,1.904050846480661030e-01,8.660881066718559840e-01,2.103730967617916401e-04,5.025309562683105469e+00
3.100000000000000000e+01,1.863442422408196630e-01,nan,1.996269032382084595e-04,1.759834051132202148e+00
3.200000000000000000e+01,1.860529165197577772e-01,8.764831072845677973e-01,1.888970276328952845e-04,5.042719125747680664e+00
3.300000000000000000e+01,1.795829603862431345e-01,nan,1.782160562254104250e-04,1.756508111953735352e+00
3.400000000000000000e+01,1.774289513317247324e-01,8.484232694315746448e-01,1.676164267748710471e-04,5.039917230606079102e+00
3.500000000000000000e+01,1.759800071207185679e-01,nan,1.571303300075441948e-04,1.759457826614379883e+00
3.600000000000000000e+01,1.797833681210047607e-01,8.757001554536322230e-01,1.467896118546695844e-04,5.027466773986816406e+00
3.700000000000000000e+01,1.815244371795819989e-01,nan,1.366256767374129618e-04,1.766165733337402344e+00
3.800000000000000000e+01,1.763484056832061997e-01,8.964092419675591117e-01,1.266693921926709883e-04,5.038322925567626953e+00
3.900000000000000000e+01,1.789129373824430713e-01,nan,1.169509951293766308e-04,1.752971172332763672e+00
4.000000000000000000e+01,1.775935395206842127e-01,8.434910095781020800e-01,1.075000000000000651e-04,5.029081106185913086e+00
4.100000000000000000e+01,1.678599398065772352e-01,nan,9.834510916612681619e-05,1.768924236297607422e+00
4.200000000000000000e+01,1.765141618024143877e-01,8.488388437632704564e-01,8.951412573032893659e-05,5.034612894058227539e+00
4.300000000000000000e+01,1.730729129372371444e-01,nan,8.103386909905629378e-05,1.765682458877563477e+00
4.400000000000000000e+01,1.795208121960361891e-01,9.105924255688122582e-01,7.293009353298048189e-05,5.031821250915527344e+00
4.500000000000000000e+01,1.697018404180804796e-01,nan,6.522740993215205680e-05,1.771935224533081055e+00
4.600000000000000000e+01,1.680789738893508911e-01,9.048333315991051728e-01,5.794921109350526894e-05,5.051478862762451172e+00
4.700000000000000000e+01,1.730768854936791667e-01,nan,5.111760066770328547e-05,1.762030363082885742e+00
4.800000000000000000e+01,1.678575992377268067e-01,8.752837109459888909e-01,4.475332603107722045e-05,5.029315233230590820e+00
4.900000000000000000e+01,1.661432593957417603e-01,nan,3.887571527652621017e-05,1.783637285232543945e+00
5.000000000000000000e+01,1.681978090976675444e-01,8.758850336659373959e-01,3.350261851473466056e-05,5.024585962295532227e+00
5.100000000000000000e+01,1.692054670614500933e-01,nan,2.865035366397240769e-05,1.766919851303100586e+00
5.200000000000000000e+01,1.631096639773911838e-01,8.611277558425306511e-01,2.433365689311366067e-05,5.039786338806152344e+00
5.300000000000000000e+01,1.702558114710781279e-01,nan,2.056563786837625269e-05,1.784718990325927734e+00
5.400000000000000000e+01,1.699673022247022991e-01,8.795036709418809773e-01,1.735773993969615434e-05,5.051488161087036133e+00
5.500000000000000000e+01,1.689828343999882632e-01,nan,1.471970538765005885e-05,1.748965263366699219e+00
5.600000000000000000e+01,1.621064706188109217e-01,8.776286813349274407e-01,1.265954583646914987e-05,5.044898986816406250e+00
5.700000000000000000e+01,1.646865128746463069e-01,nan,1.118351792299985141e-05,1.778632879257202148e+00
5.800000000000000000e+01,1.631228315850926647e-01,8.885863265779553322e-01,1.029610429550334636e-05,5.036960601806640625e+00
5.900000000000000000e+01,1.644435895399914971e-01,nan,1.000000000000000082e-05,1.757981061935424805e+00
