set_id,name,entity_id,ref_kind,system,window,win_start,win_end,volume_scored,area_set_mi2,area_sim_mi2,cover_frac,n_arcs,n_arcs_missing,n_months,kge,nse,pbias,r,alpha,beta,seas_mismatch,ct_diff,sim_taf_yr,ref_taf_yr,note
UF16,Stanislaus R. at Melones (cdec_NML: CDEC NML daily FNF),cdec_NML,anchor,ST,train,1987-10,2018-12,True,903.73538596551,903.73538596551,1.0,19,0,375,0.7903682834074356,0.8849251925039358,3.7631385333843492,0.9538033254968307,0.7990144216510815,1.0376313853338435,0.11356115981379666,-0.3237878595658863,1145.8979458817985,1104.340098110199,
UF15,Calaveras R. at Jenny Lind (cdec_NHG: CDEC NHG daily FNF),cdec_NHG,arcsum,,WY1950-84,1949-10,1984-09,True,361.610671554,361.610671554,1.0,1,0,420,0.7935003834407811,0.8984722448323781,-16.240513891983284,0.9550836876251972,0.8806300399003862,0.8375948610801672,0.05785297241802304,-0.3517717298173686,149.47909318463394,178.46228544414043,
UF15,Calaveras R. at Jenny Lind (cdec_NHG: CDEC NHG daily FNF),cdec_NHG,arcsum,,train,1987-10,2018-12,True,361.610671554,361.610671554,1.0,1,0,375,0.8925471067858973,0.933824421707883,-7.888423362442613,0.9675219793117374,0.9346656283588713,0.921115766375574,0.057283116338980734,-0.46634733725683564,141.22487910978424,153.31935926520822,
UF18,Tuolumne R. at Don Pedro (cdec_TLG: CDEC TLG daily FNF),cdec_TLG,anchor,TU,WY1950-84,1949-10,1984-09,True,1531.573174657,1531.573174657,1.0,4,0,420,0.8548608428481027,0.9103563313179933,-5.818591388115856,0.9594083224627126,0.8733821099556369,0.9418140861188414,0.07169433444543882,-0.04982458106533638,1884.8011078618554,2001.2454003836428,
UF18,Tuolumne R. at Don Pedro (cdec_TLG: CDEC TLG daily FNF),cdec_TLG,anchor,TU,train,1986-10,2018-12,True,1531.573174657,1531.573174657,1.0,4,0,387,0.8539797999498977,0.9338041487258364,-4.849149237349471,0.9731678462396938,0.864905553353787,0.9515085076265053,0.060563107820051434,-0.29504607419949647,1722.2381572325166,1810.008153819414,
UF19,Merced R. at Exchequer (cdec_MRC: CDEC MRC daily FNF),cdec_MRC,anchor,ME,WY1950-84,1949-10,1984-09,True,1036.0761981327,1036.0761981327,1.0,1,0,420,0.8600706630444944,0.9249349392302367,8.601856149997975,0.966992758170089,0.8946835796038273,1.0860185614999798,0.07055854482690513,-0.36234815957802535,1113.6729363951558,1025.463998384135,
UF19,Merced R. at Exchequer (cdec_MRC: CDEC MRC daily FNF),cdec_MRC,anchor,ME,train,1988-10,2018-12,True,1036.0761981327,1036.0761981327,1.0,1,0,363,0.854768992396693,0.920069293347687,5.260895742272965,0.9647504664024452,0.8693025878239355,1.0526089574227298,0.09470785327012404,-0.5753200828436791,1011.1860363943338,960.6473793175594,
UF20,Chowchilla R. at Buchanan (uf_20: DWR UF 20 monthly),uf_20,arcsum,,WY1950-84,1949-10,1984-09,True,234.811659592,234.811659592,1.0,1,0,420,0.5951581922962109,0.826469890772707,-27.99978569518779,0.9488318714636805,0.7121112854082013,0.720002143048122,0.09053248978701162,-0.4736663858256289,56.33543607233134,78.24342832347112,
UF20,Chowchilla R. at Buchanan (uf_20: DWR UF 20 monthly),uf_20,arcsum,,train,1984-10,2014-09,True,234.811659592,234.811659592,1.0,1,0,360,0.7867309069904584,0.8669361650698159,-12.965594692606793,0.9372452098048916,0.8427267417283374,0.8703440530739321,0.09433732094401077,-0.7335039243941397,52.78520629656564,60.6486665935566,
UF22,San Joaquin R. at Millerton (cdec_MIL: CDEC SBF daily FNF),cdec_MIL,anchor,SJ,WY1950-84,1949-10,1984-09,True,1637.79925007,1637.79925007,1.0,1,0,420,0.8269816889080948,0.8940111013817866,-7.674265701228501,0.9530595769357691,0.8522079256173014,0.9232573429877151,0.05418088076216934,-0.38356710628504764,1734.5470404017888,1878.7254210063388,
UF22,San Joaquin R. at Millerton (cdec_MIL: CDEC SBF daily FNF),cdec_MIL,anchor,SJ,train,1987-10,2018-12,True,1637.79925007,1637.79925007,1.0,1,0,375,0.8720916509151418,0.9110836727272962,1.3950935348124738,0.9577182609133124,0.8800909857086147,1.0139509353481246,0.0827786118707811,-0.4477582646294618,1694.5770320252784,1671.2613726654054,
UF21,Fresno R. near Daulton (uf_21: DWR UF 21 monthly),uf_21,arcsum,,WY1950-84,1949-10,1984-09,True,343.684922793,343.684922793,1.0,4,0,420,0.8071220224638035,0.8894166242994308,-0.8592163383895768,0.9535063450588911,0.813006874465784,0.9914078366161042,0.10241301586504334,-0.1969843751294773,94.37069555180156,95.1885713087661,the three below-dam arcs may lie outside the Daulton gauge basin
UF21,Fresno R. near Daulton (uf_21: DWR UF 21 monthly),uf_21,arcsum,,train,1984-10,2014-09,True,343.684922793,343.684922793,1.0,4,0,360,0.772788206137419,0.8875712476425162,-0.22527572525336073,0.9597982420524791,0.7763843855788642,0.9977472427474664,0.11369206316254415,-0.3318869559973727,68.83092382220438,68.9863332848375,the three below-dam arcs may lie outside the Daulton gauge basin
