set_id,name,entity_id,ref_kind,system,window,win_start,win_end,volume_scored,area_set_mi2,area_sim_mi2,cover_frac,n_arcs,n_arcs_missing,n_months,kge,nse,pbias,r,alpha,beta,seas_mismatch,ct_diff,sim_taf_yr,ref_taf_yr,note
UF4,Stony Creek at Black Butte (uf_04: DWR UF 4 monthly),uf_04,arcsum,,WY1950-84,1949-10,1984-09,True,744.9371658076,744.9371658076,1.0,3,0,420,0.6773269851739769,0.8348366750281532,-22.877106792212835,0.9378114055845602,0.7811067572917887,0.7712289320778718,0.08239013217456095,-0.06906571550995455,389.18173113666273,504.62542955710416,
UF4,Stony Creek at Black Butte (uf_04: DWR UF 4 monthly),uf_04,arcsum,,train,1984-10,2014-09,True,744.9371658076,744.9371658076,1.0,3,0,360,0.9006454971614669,0.9064973908410425,-1.7871943788898577,0.9529278648239128,0.9143488181665734,0.9821280562111016,0.056128973357555005,-0.13035673064629716,422.5619049529222,430.25133258396136,
UF11,American R. at Fair Oaks (cdec_FOL: CDEC AMF daily FNF),cdec_FOL,anchor,FOLS,WY1950-84,1949-10,1984-09,True,1863.78155589715,1863.78155589715,1.0,46,0,420,0.8169104304940864,0.8973593475584148,-7.70086536490445,0.9569441037835763,0.8395704281436155,0.9229913463509555,0.07905066574087091,0.09917344268151229,2697.1918407751386,2922.228741838677,I_RUB002 has no polygon of its own (dissolved into I_MFA025)
UF11,American R. at Fair Oaks (cdec_FOL: CDEC AMF daily FNF),cdec_FOL,anchor,FOLS,train,1987-10,2018-12,True,1863.78155589715,1863.78155589715,1.0,46,0,375,0.889875063038974,0.9123912818882631,-6.769776527224407,0.9570756937887039,0.9244882906160046,0.932302234727756,0.1020956546911574,-0.11539652694967728,2369.864109490635,2541.9483309322595,I_RUB002 has no polygon of its own (dissolved into I_MFA025)
UF9,Yuba R. at Smartville (cdec_YRS: CDEC YRS daily FNF),cdec_YRS,anchor,YUBA,WY1950-84,1949-10,1984-09,True,1193.4312608042,1129.2539968792,0.9462245828203345,18,2,420,0.8360619827115108,0.9058793800126853,-4.319665283169152,0.9591815191337655,0.8472139590263817,0.9568033471683085,0.06540300431989607,0.16933424279835307,2436.127662610511,2546.111141668047,registry entity cdec_YRS omits the Deer Creek arcs I_DER001/I_DER004 (64 mi2); scored on its covered arcs as well
UF9,Yuba R. at Smartville (cdec_YRS: CDEC YRS daily FNF),cdec_YRS,anchor,YUBA,train,1987-10,2018-12,True,1193.4312608042,1129.2539968792,0.9462245828203345,18,2,375,0.8978633111256876,0.9264545740414107,2.7996040743608934,0.9644150125770592,0.9084476456501559,1.0279960407436088,0.05622281634270833,0.14687779705507875,2247.437446303528,2186.2316168823245,registry entity cdec_YRS omits the Deer Creek arcs I_DER001/I_DER004 (64 mi2); scored on its covered arcs as well
UF9,Yuba R. at Smartville (cdec_YRS: CDEC YRS daily FNF),cdec_YRS,arcsum_covered,,WY1950-84,1949-10,1984-09,False,1193.4312608042,1129.2539968792,0.9462245828203345,18,2,420,0.8697866166432345,0.9098429358017832,-3.120943928619055,0.9573747656359473,0.880984935827152,0.9687905607138094,0.0664512570797112,0.10549319526285483,2436.127662610511,2514.607141522478,registry entity cdec_YRS omits the Deer Creek arcs I_DER001/I_DER004 (64 mi2); scored on its covered arcs as well
UF9,Yuba R. at Smartville (cdec_YRS: CDEC YRS daily FNF),cdec_YRS,arcsum_covered,,train,1987-10,2018-12,False,1193.4312608042,1129.2539968792,0.9462245828203345,18,2,375,0.922760806355963,0.9252148378564956,1.9042809138353654,0.9623951791877385,0.9352764192385883,1.0190428091383537,0.061914313730671015,0.06883675660617428,2247.437446303528,2205.43967942214,registry entity cdec_YRS omits the Deer Creek arcs I_DER001/I_DER004 (64 mi2); scored on its covered arcs as well
UF10,Bear R. near Wheatland (uf_10: DWR UF 10 monthly),uf_10,arcsum,,WY1950-84,1949-10,1984-09,True,281.9647162872,281.9647162872,1.0,5,0,420,0.8421690449980199,0.9366737962646831,-14.199172492247188,0.974587195054531,0.9359441668918304,0.8580082750775282,0.07558692719318787,0.03938009107817653,329.0964287329648,383.55857197674254,CalSim3 arcs carry Jul-Sep baseflow the DWR unimpaired series does not; low-flow months disagree by construction
UF10,Bear R. near Wheatland (uf_10: DWR UF 10 monthly),uf_10,arcsum,,train,1984-10,2014-09,True,281.9647162872,281.9647162872,1.0,5,0,360,0.8218992146268957,0.948533118187777,-16.570765477194577,0.9810690630915603,0.9375301470446193,0.8342923452280543,0.07866957619850037,0.025602058142516704,272.6670399197159,326.8243337953463,CalSim3 arcs carry Jul-Sep baseflow the DWR unimpaired series does not; low-flow months disagree by construction
