entity_id,key,flowlen_m,method
usgs_11525500,41.09375_-122.59375,53224.0,channel
usgs_11525500,41.09375_-122.65625,58216.6,channel
usgs_11525500,41.09375_-122.71875,49137.5,channel
usgs_11525500,41.09375_-122.78125,57400.8,channel
usgs_11525500,41.09375_-122.84375,65610.1,channel
usgs_11525500,41.09375_-122.90625,72305.6,channel
usgs_11525500,41.09375_-122.96875,86285.7,center
usgs_11525500,41.15625_-122.46875,69537.8,channel
usgs_11525500,41.15625_-122.53125,65203.2,channel
usgs_11525500,41.15625_-122.59375,63994.4,channel
usgs_11525500,41.15625_-122.65625,61475.0,channel
usgs_11525500,41.15625_-122.71875,58807.5,channel
usgs_11525500,41.15625_-122.78125,67025.0,channel
usgs_11525500,41.15625_-122.84375,69023.1,channel
usgs_11525500,41.15625_-122.90625,77087.4,channel
usgs_11525500,41.15625_-122.96875,67575.1,fallback
usgs_11525500,41.21875_-122.46875,83240.9,fallback
usgs_11525500,41.21875_-122.53125,75655.6,channel
usgs_11525500,41.21875_-122.59375,72935.2,channel
usgs_11525500,41.21875_-122.65625,68824.2,channel
usgs_11525500,41.21875_-122.71875,79812.1,channel
usgs_11525500,41.21875_-122.78125,74419.2,channel
usgs_11525500,41.21875_-122.84375,74384.5,fallback
usgs_11525500,41.21875_-122.90625,75180.2,fallback
usgs_11525500,41.28125_-122.46875,91703.1,fallback
usgs_11525500,41.28125_-122.53125,89672.0,channel
usgs_11525500,41.28125_-122.59375,79932.1,channel
usgs_11525500,41.28125_-122.65625,77614.1,channel
usgs_11525500,41.28125_-122.71875,84131.7,fallback
usgs_11525500,41.34375_-122.46875,100330.2,fallback
usgs_11525500,41.34375_-122.53125,89872.8,channel
usgs_11525500,41.34375_-122.59375,95919.4,fallback
usgs_11525500,41.34375_-122.65625,94436.1,fallback
cdec_BND,40.03125_-122.71875,123739.6,fallback
cdec_BND,40.03125_-122.78125,134258.7,fallback
cdec_BND,40.03125_-122.84375,145052.3,fallback
cdec_BND,40.03125_-122.90625,156063.6,fallback
cdec_BND,40.03125_-122.96875,167249.4,fallback
cdec_BND,40.09375_-122.65625,104982.0,fallback
cdec_BND,40.09375_-122.71875,108096.4,channel
cdec_BND,40.09375_-122.78125,118944.3,channel
cdec_BND,40.09375_-122.84375,126938.7,channel
cdec_BND,40.09375_-122.90625,134457.2,channel
cdec_BND,40.09375_-122.96875,161497.0,fallback
cdec_BND,40.15625_-122.53125,83572.4,channel
cdec_BND,40.15625_-122.59375,86227.2,channel
cdec_BND,40.15625_-122.65625,94638.3,channel
cdec_BND,40.15625_-122.71875,105949.5,channel
cdec_BND,40.15625_-122.78125,118475.1,channel
cdec_BND,40.15625_-122.84375,116920.2,channel
cdec_BND,40.15625_-122.90625,135352.8,channel
cdec_BND,40.15625_-122.96875,143198.5,channel
cdec_BND,40.21875_-122.21875,19204.6,fallback
cdec_BND,40.21875_-122.40625,46766.6,fallback
cdec_BND,40.21875_-122.46875,67204.7,channel
cdec_BND,40.21875_-122.53125,71268.9,channel
cdec_BND,40.21875_-122.59375,82060.8,channel
cdec_BND,40.21875_-122.65625,90021.9,channel
cdec_BND,40.21875_-122.71875,83324.0,channel
cdec_BND,40.21875_-122.78125,94520.0,channel
cdec_BND,40.21875_-122.84375,117714.5,channel
cdec_BND,40.21875_-122.90625,125682.2,channel
cdec_BND,40.21875_-122.96875,127839.9,channel
cdec_BND,40.28125_-121.59375,116080.0,fallback
cdec_BND,40.28125_-122.09375,18237.0,fallback
cdec_BND,40.28125_-122.15625,6230.0,fallback
cdec_BND,40.28125_-122.21875,6693.9,fallback
cdec_BND,40.28125_-122.28125,52415.5,center
cdec_BND,40.28125_-122.34375,44824.6,channel
cdec_BND,40.28125_-122.40625,48429.5,channel
cdec_BND,40.28125_-122.46875,53849.0,channel
cdec_BND,40.28125_-122.53125,60230.5,channel
cdec_BND,40.28125_-122.59375,67276.0,channel
cdec_BND,40.28125_-122.65625,75639.2,channel
cdec_BND,40.28125_-122.71875,82391.5,channel
cdec_BND,40.28125_-122.78125,94238.6,channel
cdec_BND,40.28125_-122.84375,102876.3,channel
cdec_BND,40.28125_-122.90625,115447.5,channel
cdec_BND,40.28125_-122.96875,119393.3,channel
cdec_BND,40.28125_-123.03125,126882.7,channel
cdec_BND,40.28125_-123.09375,177776.8,fallback
cdec_BND,40.34375_-121.53125,129004.7,fallback
cdec_BND,40.34375_-121.59375,92151.3,channel
cdec_BND,40.34375_-121.65625,84740.6,channel
cdec_BND,40.34375_-121.71875,78438.4,channel
cdec_BND,40.34375_-121.78125,71708.3,channel
cdec_BND,40.34375_-121.84375,70044.4,center
cdec_BND,40.34375_-121.90625,64970.5,center
cdec_BND,40.34375_-121.96875,29391.9,center
cdec_BND,40.34375_-122.03125,33413.5,fallback
cdec_BND,40.34375_-122.09375,14611.0,center
cdec_BND,40.34375_-122.15625,4957.0,channel
cdec_BND,40.34375_-122.21875,11325.4,channel
cdec_BND,40.34375_-122.28125,35004.0,channel
cdec_BND,40.34375_-122.34375,36595.6,channel
cdec_BND,40.34375_-122.40625,43695.8,channel
cdec_BND,40.34375_-122.46875,50579.7,channel
cdec_BND,40.34375_-122.53125,67957.5,channel
cdec_BND,40.34375_-122.59375,69496.9,channel
cdec_BND,40.34375_-122.65625,76754.2,channel
cdec_BND,40.34375_-122.71875,85829.1,channel
cdec_BND,40.34375_-122.78125,94462.5,channel
cdec_BND,40.34375_-122.84375,101843.0,channel
cdec_BND,40.34375_-122.90625,108407.4,channel
cdec_BND,40.34375_-122.96875,119759.5,channel
cdec_BND,40.34375_-123.03125,126699.1,channel
cdec_BND,40.34375_-123.09375,178231.7,fallback
cdec_BND,40.40625_-121.53125,131656.0,fallback
cdec_BND,40.40625_-121.59375,100197.4,channel
cdec_BND,40.40625_-121.65625,85417.2,channel
cdec_BND,40.40625_-121.71875,76488.6,channel
cdec_BND,40.40625_-121.78125,71583.6,channel
cdec_BND,40.40625_-121.84375,63651.8,channel
cdec_BND,40.40625_-121.90625,55581.4,channel
cdec_BND,40.40625_-121.96875,48637.1,channel
cdec_BND,40.40625_-122.03125,40951.9,channel
cdec_BND,40.40625_-122.09375,32675.3,channel
cdec_BND,40.40625_-122.15625,22031.3,channel
cdec_BND,40.40625_-122.21875,22559.6,channel
cdec_BND,40.40625_-122.28125,29464.0,channel
cdec_BND,40.40625_-122.34375,41468.5,channel
cdec_BND,40.40625_-122.40625,47702.2,channel
cdec_BND,40.40625_-122.46875,51633.6,channel
cdec_BND,40.40625_-122.53125,58186.6,channel
cdec_BND,40.40625_-122.59375,66536.2,channel
cdec_BND,40.40625_-122.65625,74637.8,channel
cdec_BND,40.40625_-122.71875,98499.3,channel
cdec_BND,40.40625_-122.78125,96653.4,channel
cdec_BND,40.40625_-122.84375,110031.5,channel
cdec_BND,40.40625_-122.90625,117222.6,channel
cdec_BND,40.40625_-122.96875,141634.5,center
cdec_BND,40.40625_-123.03125,168073.3,fallback
cdec_BND,40.46875_-121.21875,194783.1,fallback
cdec_BND,40.46875_-121.28125,333928.9,channel
cdec_BND,40.46875_-121.34375,338769.1,center
cdec_BND,40.46875_-121.40625,159383.5,fallback
cdec_BND,40.46875_-121.46875,147722.2,fallback
cdec_BND,40.46875_-121.53125,136159.9,fallback
cdec_BND,40.46875_-121.59375,92791.7,channel
cdec_BND,40.46875_-121.65625,89153.7,channel
cdec_BND,40.46875_-121.71875,78206.6,channel
cdec_BND,40.46875_-121.78125,72314.9,channel
cdec_BND,40.46875_-121.84375,62816.4,channel
cdec_BND,40.46875_-121.90625,60328.1,channel
cdec_BND,40.46875_-121.96875,50796.7,channel
cdec_BND,40.46875_-122.03125,49923.1,channel
cdec_BND,40.46875_-122.09375,40030.5,channel
cdec_BND,40.46875_-122.15625,33847.4,channel
cdec_BND,40.46875_-122.21875,30690.8,channel
cdec_BND,40.46875_-122.28125,36529.4,channel
cdec_BND,40.46875_-122.34375,43378.4,channel
cdec_BND,40.46875_-122.40625,55728.2,channel
cdec_BND,40.46875_-122.46875,58794.0,channel
cdec_BND,40.46875_-122.53125,66197.2,channel
cdec_BND,40.46875_-122.59375,72272.4,channel
cdec_BND,40.46875_-122.65625,80214.4,channel
cdec_BND,40.46875_-122.71875,88157.8,channel
cdec_BND,40.46875_-122.78125,111671.3,channel
cdec_BND,40.46875_-122.84375,115208.6,channel
cdec_BND,40.46875_-122.90625,148186.9,fallback
cdec_BND,40.53125_-121.15625,210751.7,fallback
cdec_BND,40.53125_-121.21875,199107.4,fallback
cdec_BND,40.53125_-121.28125,323951.0,channel
cdec_BND,40.53125_-121.34375,332217.7,channel
cdec_BND,40.53125_-121.40625,307561.9,channel
cdec_BND,40.53125_-121.46875,307180.7,channel
cdec_BND,40.53125_-121.53125,313163.3,channel
cdec_BND,40.53125_-121.59375,95098.6,channel
cdec_BND,40.53125_-121.65625,88331.9,channel
cdec_BND,40.53125_-121.71875,80332.4,channel
cdec_BND,40.53125_-121.78125,73168.6,channel
cdec_BND,40.53125_-121.84375,77437.2,channel
cdec_BND,40.53125_-121.90625,68356.4,channel
cdec_BND,40.53125_-121.96875,61126.6,channel
cdec_BND,40.53125_-122.03125,53926.4,channel
cdec_BND,40.53125_-122.09375,61576.1,channel
cdec_BND,40.53125_-122.15625,52773.4,channel
cdec_BND,40.53125_-122.21875,39331.1,channel
cdec_BND,40.53125_-122.28125,42183.8,channel
cdec_BND,40.53125_-122.34375,49859.2,channel
cdec_BND,40.53125_-122.40625,57435.5,channel
cdec_BND,40.53125_-122.46875,60045.3,channel
cdec_BND,40.53125_-122.53125,66731.4,channel
cdec_BND,40.53125_-122.59375,83429.2,channel
cdec_BND,40.53125_-122.65625,100094.2,channel
cdec_BND,40.53125_-122.71875,97978.7,channel
cdec_BND,40.53125_-122.78125,100494.7,channel
cdec_BND,40.53125_-122.84375,142780.7,fallback
cdec_BND,40.59375_-121.03125,238875.5,fallback
cdec_BND,40.59375_-121.09375,227369.1,fallback
cdec_BND,40.59375_-121.15625,326278.8,channel
cdec_BND,40.59375_-121.21875,318091.0,channel
cdec_BND,40.59375_-121.28125,314503.5,channel
cdec_BND,40.59375_-121.34375,317030.4,channel
cdec_BND,40.59375_-121.40625,298648.3,channel
cdec_BND,40.59375_-121.46875,298374.3,channel
cdec_BND,40.59375_-121.53125,303659.1,channel
cdec_BND,40.59375_-121.59375,139712.3,fallback
cdec_BND,40.59375_-121.65625,91980.3,channel
cdec_BND,40.59375_-121.71875,87461.5,channel
cdec_BND,40.59375_-121.78125,97680.7,channel
cdec_BND,40.59375_-121.84375,90840.8,channel
cdec_BND,40.59375_-121.90625,83692.6,channel
cdec_BND,40.59375_-121.96875,78527.1,channel
cdec_BND,40.59375_-122.03125,71286.3,channel
cdec_BND,40.59375_-122.09375,65020.2,channel
cdec_BND,40.59375_-122.15625,56165.1,channel
cdec_BND,40.59375_-122.21875,48555.1,channel
cdec_BND,40.59375_-122.28125,50178.6,channel
cdec_BND,40.59375_-122.34375,60274.4,channel
cdec_BND,40.59375_-122.40625,59206.7,channel
cdec_BND,40.59375_-122.46875,69959.8,channel
cdec_BND,40.59375_-122.53125,76140.3,channel
cdec_BND,40.59375_-122.59375,87662.9,channel
cdec_BND,40.59375_-122.65625,107685.3,channel
cdec_BND,40.59375_-122.71875,130159.5,fallback
cdec_BND,40.65625_-121.03125,244501.2,fallback
cdec_BND,40.65625_-121.09375,339673.3,channel
cdec_BND,40.65625_-121.15625,326956.6,channel
cdec_BND,40.65625_-121.21875,310530.4,channel
cdec_BND,40.65625_-121.28125,303848.9,channel
cdec_BND,40.65625_-121.34375,312276.8,channel
cdec_BND,40.65625_-121.40625,286438.1,channel
cdec_BND,40.65625_-121.46875,288913.2,channel
cdec_BND,40.65625_-121.53125,300114.0,channel
cdec_BND,40.65625_-121.59375,149244.5,fallback
cdec_BND,40.65625_-121.65625,116789.9,channel
cdec_BND,40.65625_-121.71875,110374.1,channel
cdec_BND,40.65625_-121.78125,101796.7,channel
cdec_BND,40.65625_-121.84375,94872.0,channel
cdec_BND,40.65625_-121.90625,85364.1,channel
cdec_BND,40.65625_-121.96875,80691.2,channel
cdec_BND,40.65625_-122.03125,70430.1,channel
cdec_BND,40.65625_-122.09375,69601.2,channel
cdec_BND,40.65625_-122.15625,62244.7,channel
cdec_BND,40.65625_-122.21875,56312.1,channel
cdec_BND,40.65625_-122.28125,58938.5,channel
cdec_BND,40.65625_-122.34375,66470.2,channel
cdec_BND,40.65625_-122.40625,71102.6,channel
cdec_BND,40.65625_-122.46875,73962.6,channel
cdec_BND,40.65625_-122.53125,86705.8,channel
cdec_BND,40.65625_-122.59375,87032.9,channel
cdec_BND,40.65625_-122.65625,95194.0,channel
cdec_BND,40.65625_-122.71875,104366.4,channel
cdec_BND,40.65625_-122.78125,149623.5,fallback
cdec_BND,40.71875_-120.96875,262045.6,fallback
cdec_BND,40.71875_-121.03125,251028.5,fallback
cdec_BND,40.71875_-121.09375,240126.1,fallback
cdec_BND,40.71875_-121.15625,324344.3,channel
cdec_BND,40.71875_-121.21875,313616.8,channel
cdec_BND,40.71875_-121.28125,301010.0,channel
cdec_BND,40.71875_-121.34375,292782.8,channel
cdec_BND,40.71875_-121.40625,279965.3,channel
cdec_BND,40.71875_-121.46875,273464.0,channel
cdec_BND,40.71875_-121.53125,278699.9,channel
cdec_BND,40.71875_-121.59375,286902.0,channel
cdec_BND,40.71875_-121.65625,275188.1,channel
cdec_BND,40.71875_-121.71875,266448.2,channel
cdec_BND,40.71875_-121.78125,102558.2,channel
cdec_BND,40.71875_-121.84375,94792.5,channel
cdec_BND,40.71875_-121.90625,87913.4,channel
cdec_BND,40.71875_-121.96875,89924.9,channel
cdec_BND,40.71875_-122.03125,82648.8,channel
cdec_BND,40.71875_-122.09375,73820.1,channel
cdec_BND,40.71875_-122.15625,117998.0,channel
cdec_BND,40.71875_-122.21875,115954.7,channel
cdec_BND,40.71875_-122.28125,66384.9,channel
cdec_BND,40.71875_-122.34375,68296.9,channel
cdec_BND,40.71875_-122.40625,87444.8,channel
cdec_BND,40.71875_-122.46875,83904.3,channel
cdec_BND,40.71875_-122.53125,87787.5,channel
cdec_BND,40.71875_-122.59375,108186.1,channel
cdec_BND,40.71875_-122.65625,102777.2,channel
cdec_BND,40.71875_-122.71875,151559.4,fallback
cdec_BND,40.71875_-122.78125,160176.9,fallback
cdec_BND,40.78125_-120.90625,279923.2,fallback
cdec_BND,40.78125_-120.96875,321408.6,channel
cdec_BND,40.78125_-121.03125,320650.4,channel
cdec_BND,40.78125_-121.09375,318248.6,channel
cdec_BND,40.78125_-121.15625,317162.3,channel
cdec_BND,40.78125_-121.21875,302820.0,channel
cdec_BND,40.78125_-121.28125,301153.5,channel
cdec_BND,40.78125_-121.34375,286307.8,channel
cdec_BND,40.78125_-121.40625,278167.2,channel
cdec_BND,40.78125_-121.46875,270602.9,channel
cdec_BND,40.78125_-121.53125,263972.2,channel
cdec_BND,40.78125_-121.59375,171254.6,fallback
cdec_BND,40.78125_-121.65625,261663.0,channel
cdec_BND,40.78125_-121.71875,257128.9,channel
cdec_BND,40.78125_-121.78125,264321.0,channel
cdec_BND,40.78125_-121.84375,105048.6,channel
cdec_BND,40.78125_-121.90625,96785.6,channel
cdec_BND,40.78125_-121.96875,96389.6,channel
cdec_BND,40.78125_-122.03125,84334.5,channel
cdec_BND,40.78125_-122.09375,124965.4,channel
cdec_BND,40.78125_-122.15625,122226.0,channel
cdec_BND,40.78125_-122.21875,110447.3,channel
cdec_BND,40.78125_-122.28125,104081.9,channel
cdec_BND,40.78125_-122.34375,97159.5,channel
cdec_BND,40.78125_-122.40625,95911.7,channel
cdec_BND,40.78125_-122.46875,102206.9,channel
cdec_BND,40.78125_-122.53125,118757.2,channel
cdec_BND,40.78125_-122.59375,112074.0,channel
cdec_BND,40.78125_-122.65625,112752.1,channel
cdec_BND,40.78125_-122.71875,163576.7,fallback
cdec_BND,40.84375_-120.84375,341769.2,center
cdec_BND,40.84375_-120.90625,326986.8,channel
cdec_BND,40.84375_-120.96875,319307.7,channel
cdec_BND,40.84375_-121.03125,311983.8,channel
cdec_BND,40.84375_-121.09375,308975.8,channel
cdec_BND,40.84375_-121.15625,297817.4,channel
cdec_BND,40.84375_-121.21875,298050.0,channel
cdec_BND,40.84375_-121.28125,291741.8,channel
cdec_BND,40.84375_-121.34375,217435.9,fallback
cdec_BND,40.84375_-121.40625,208374.3,fallback
cdec_BND,40.84375_-121.46875,263269.1,channel
cdec_BND,40.84375_-121.53125,251979.2,channel
cdec_BND,40.84375_-121.59375,259557.8,center
cdec_BND,40.84375_-121.65625,243592.6,channel
cdec_BND,40.84375_-121.71875,245260.8,channel
cdec_BND,40.84375_-121.78125,170150.2,channel
cdec_BND,40.84375_-121.84375,161429.1,channel
cdec_BND,40.84375_-121.90625,154640.7,channel
cdec_BND,40.84375_-121.96875,145658.4,channel
cdec_BND,40.84375_-122.03125,135931.5,channel
cdec_BND,40.84375_-122.09375,135318.0,channel
cdec_BND,40.84375_-122.15625,123364.1,channel
cdec_BND,40.84375_-122.21875,117445.0,channel
cdec_BND,40.84375_-122.28125,110603.6,channel
cdec_BND,40.84375_-122.34375,116587.8,channel
cdec_BND,40.84375_-122.40625,105209.8,channel
cdec_BND,40.84375_-122.46875,102129.4,channel
cdec_BND,40.84375_-122.53125,109880.4,channel
cdec_BND,40.84375_-122.59375,122016.3,channel
cdec_BND,40.84375_-122.65625,169338.3,fallback
cdec_BND,40.90625_-120.78125,316445.7,fallback
cdec_BND,40.90625_-120.84375,335345.4,channel
cdec_BND,40.90625_-120.90625,328341.9,channel
cdec_BND,40.90625_-120.96875,317465.6,channel
cdec_BND,40.90625_-121.03125,309766.6,channel
cdec_BND,40.90625_-121.09375,302776.8,channel
cdec_BND,40.90625_-121.15625,292468.7,channel
cdec_BND,40.90625_-121.21875,286629.5,channel
cdec_BND,40.90625_-121.28125,283429.9,channel
cdec_BND,40.90625_-121.34375,228211.4,fallback
cdec_BND,40.90625_-121.40625,219603.3,fallback
cdec_BND,40.90625_-121.46875,211347.4,fallback
cdec_BND,40.90625_-121.53125,238181.9,channel
cdec_BND,40.90625_-121.59375,196068.6,fallback
cdec_BND,40.90625_-121.65625,233959.1,channel
cdec_BND,40.90625_-121.71875,241161.5,channel
cdec_BND,40.90625_-121.78125,248087.2,channel
cdec_BND,40.90625_-121.84375,161529.9,channel
cdec_BND,40.90625_-121.90625,154516.6,channel
cdec_BND,40.90625_-121.96875,153195.5,channel
cdec_BND,40.90625_-122.03125,148446.9,channel
cdec_BND,40.90625_-122.09375,135230.3,channel
cdec_BND,40.90625_-122.15625,141838.0,channel
cdec_BND,40.90625_-122.21875,120008.9,channel
cdec_BND,40.90625_-122.28125,125842.7,channel
cdec_BND,40.90625_-122.34375,119491.9,channel
cdec_BND,40.90625_-122.40625,117710.5,channel
cdec_BND,40.90625_-122.46875,133790.9,channel
cdec_BND,40.90625_-122.53125,139265.9,channel
cdec_BND,40.90625_-122.59375,134043.2,channel
cdec_BND,40.90625_-122.65625,183016.6,fallback
cdec_BND,40.96875_-120.59375,356025.4,fallback
cdec_BND,40.96875_-120.65625,402934.6,channel
cdec_BND,40.96875_-120.71875,405024.8,channel
cdec_BND,40.96875_-120.78125,379330.1,channel
cdec_BND,40.96875_-120.84375,376623.1,channel
cdec_BND,40.96875_-120.90625,331449.4,channel
cdec_BND,40.96875_-120.96875,339117.0,channel
cdec_BND,40.96875_-121.03125,332948.2,channel
cdec_BND,40.96875_-121.09375,321443.5,channel
cdec_BND,40.96875_-121.15625,291323.5,channel
cdec_BND,40.96875_-121.21875,281854.8,channel
cdec_BND,40.96875_-121.28125,276278.5,channel
cdec_BND,40.96875_-121.34375,270739.1,channel
cdec_BND,40.96875_-121.40625,248327.1,channel
cdec_BND,40.96875_-121.46875,239430.1,channel
cdec_BND,40.96875_-121.53125,230856.0,channel
cdec_BND,40.96875_-121.59375,227721.1,channel
cdec_BND,40.96875_-121.65625,223952.4,channel
cdec_BND,40.96875_-121.71875,204911.7,channel
cdec_BND,40.96875_-121.78125,195087.3,channel
cdec_BND,40.96875_-121.84375,185818.9,channel
cdec_BND,40.96875_-121.90625,184805.6,channel
cdec_BND,40.96875_-121.96875,161943.9,channel
cdec_BND,40.96875_-122.03125,151437.3,channel
cdec_BND,40.96875_-122.09375,147049.0,channel
cdec_BND,40.96875_-122.15625,138522.8,channel
cdec_BND,40.96875_-122.21875,129153.8,channel
cdec_BND,40.96875_-122.28125,132358.5,channel
cdec_BND,40.96875_-122.34375,147428.8,channel
cdec_BND,40.96875_-122.40625,129550.8,channel
cdec_BND,40.96875_-122.46875,135077.2,channel
cdec_BND,40.96875_-122.53125,145370.6,channel
cdec_BND,40.96875_-122.59375,144090.3,channel
cdec_BND,41.03125_-120.21875,537289.8,center
cdec_BND,41.03125_-120.28125,417119.6,fallback
cdec_BND,41.03125_-120.34375,528927.9,center
cdec_BND,41.03125_-120.40625,395616.7,fallback
cdec_BND,41.03125_-120.59375,402443.3,channel
cdec_BND,41.03125_-120.65625,393005.9,channel
cdec_BND,41.03125_-120.71875,395421.2,channel
cdec_BND,41.03125_-120.78125,378494.7,channel
cdec_BND,41.03125_-120.84375,369324.5,channel
cdec_BND,41.03125_-120.90625,367445.4,channel
cdec_BND,41.03125_-120.96875,330319.8,channel
cdec_BND,41.03125_-121.03125,324192.7,channel
cdec_BND,41.03125_-121.09375,310081.8,channel
cdec_BND,41.03125_-121.15625,300337.5,channel
cdec_BND,41.03125_-121.21875,305585.4,channel
cdec_BND,41.03125_-121.28125,267519.7,channel
cdec_BND,41.03125_-121.34375,260402.7,channel
cdec_BND,41.03125_-121.40625,250779.6,channel
cdec_BND,41.03125_-121.46875,250935.0,channel
cdec_BND,41.03125_-121.53125,262626.2,channel
cdec_BND,41.03125_-121.59375,222129.5,channel
cdec_BND,41.03125_-121.65625,213096.6,channel
cdec_BND,41.03125_-121.71875,207771.1,channel
cdec_BND,41.03125_-121.78125,206913.8,channel
cdec_BND,41.03125_-121.84375,184859.1,channel
cdec_BND,41.03125_-121.90625,175903.2,channel
cdec_BND,41.03125_-121.96875,170927.8,channel
cdec_BND,41.03125_-122.03125,156958.7,channel
cdec_BND,41.03125_-122.09375,157982.8,channel
cdec_BND,41.03125_-122.15625,150526.8,channel
cdec_BND,41.03125_-122.21875,141763.0,channel
cdec_BND,41.03125_-122.28125,161131.7,channel
cdec_BND,41.03125_-122.34375,153274.2,channel
cdec_BND,41.03125_-122.40625,142443.4,channel
cdec_BND,41.03125_-122.46875,149209.0,channel
cdec_BND,41.03125_-122.53125,145820.3,channel
cdec_BND,41.09375_-120.15625,445954.7,fallback
cdec_BND,41.09375_-120.21875,531427.3,channel
cdec_BND,41.09375_-120.28125,523880.5,channel
cdec_BND,41.09375_-120.34375,511757.6,channel
cdec_BND,41.09375_-120.40625,518908.5,channel
cdec_BND,41.09375_-120.46875,506899.8,center
cdec_BND,41.09375_-120.53125,502912.2,channel
cdec_BND,41.09375_-120.59375,397202.7,channel
cdec_BND,41.09375_-120.65625,388929.4,channel
cdec_BND,41.09375_-120.71875,380195.4,channel
cdec_BND,41.09375_-120.78125,379182.6,channel
cdec_BND,41.09375_-120.84375,363667.6,channel
cdec_BND,41.09375_-120.90625,359201.8,channel
cdec_BND,41.09375_-120.96875,355907.2,channel
cdec_BND,41.09375_-121.03125,322361.1,channel
cdec_BND,41.09375_-121.09375,311582.1,channel
cdec_BND,41.09375_-121.15625,310027.0,channel
cdec_BND,41.09375_-121.21875,316110.6,channel
cdec_BND,41.09375_-121.28125,298007.5,channel
cdec_BND,41.09375_-121.34375,284229.5,channel
cdec_BND,41.09375_-121.40625,277009.0,channel
cdec_BND,41.09375_-121.46875,265139.7,channel
cdec_BND,41.09375_-121.53125,279208.0,channel
cdec_BND,41.09375_-121.59375,293370.1,channel
cdec_BND,41.09375_-121.65625,224699.4,channel
cdec_BND,41.09375_-121.71875,223405.0,channel
cdec_BND,41.09375_-121.78125,219622.0,channel
cdec_BND,41.09375_-121.84375,193818.4,channel
cdec_BND,41.09375_-121.90625,181717.9,channel
cdec_BND,41.09375_-121.96875,190877.7,channel
cdec_BND,41.09375_-122.03125,169697.3,channel
cdec_BND,41.09375_-122.09375,161827.6,channel
cdec_BND,41.09375_-122.15625,154340.4,channel
cdec_BND,41.09375_-122.21875,151103.3,channel
cdec_BND,41.09375_-122.28125,161516.4,channel
cdec_BND,41.09375_-122.34375,155479.3,channel
cdec_BND,41.09375_-122.40625,159407.9,channel
cdec_BND,41.09375_-122.46875,163662.7,center
cdec_BND,41.09375_-122.53125,217216.3,fallback
cdec_BND,41.15625_-120.15625,532700.1,channel
cdec_BND,41.15625_-120.21875,528433.8,channel
cdec_BND,41.15625_-120.28125,514924.4,channel
cdec_BND,41.15625_-120.34375,507322.1,channel
cdec_BND,41.15625_-120.40625,502786.9,channel
cdec_BND,41.15625_-120.46875,494179.8,channel
cdec_BND,41.15625_-120.53125,493422.7,channel
cdec_BND,41.15625_-120.59375,503091.2,channel
cdec_BND,41.15625_-120.65625,507210.4,channel
cdec_BND,41.15625_-120.71875,380087.3,channel
cdec_BND,41.15625_-120.78125,371541.3,channel
cdec_BND,41.15625_-120.84375,364893.4,channel
cdec_BND,41.15625_-120.90625,352898.6,channel
cdec_BND,41.15625_-120.96875,347091.3,channel
cdec_BND,41.15625_-121.03125,337525.8,channel
cdec_BND,41.15625_-121.09375,330679.0,channel
cdec_BND,41.15625_-121.15625,323096.5,channel
cdec_BND,41.15625_-121.21875,323911.6,channel
cdec_BND,41.15625_-121.28125,299552.3,channel
cdec_BND,41.15625_-121.34375,284755.3,channel
cdec_BND,41.15625_-121.40625,287251.9,channel
cdec_BND,41.15625_-121.46875,281396.7,channel
cdec_BND,41.15625_-121.53125,294205.8,channel
cdec_BND,41.15625_-121.59375,294406.4,channel
cdec_BND,41.15625_-121.65625,308790.6,channel
cdec_BND,41.15625_-121.71875,317396.8,channel
cdec_BND,41.15625_-121.78125,201146.1,channel
cdec_BND,41.15625_-121.84375,193857.0,channel
cdec_BND,41.15625_-121.90625,191821.3,channel
cdec_BND,41.15625_-121.96875,184322.0,channel
cdec_BND,41.15625_-122.03125,182450.7,channel
cdec_BND,41.15625_-122.09375,171536.5,channel
cdec_BND,41.15625_-122.15625,163767.8,channel
cdec_BND,41.15625_-122.21875,180011.7,channel
cdec_BND,41.15625_-122.28125,169193.5,channel
cdec_BND,41.15625_-122.34375,165638.3,channel
cdec_BND,41.15625_-122.40625,175290.7,channel
cdec_BND,41.15625_-122.46875,229306.5,fallback
cdec_BND,41.21875_-120.15625,533311.2,channel
cdec_BND,41.21875_-120.21875,520157.2,channel
cdec_BND,41.21875_-120.28125,512065.2,channel
cdec_BND,41.21875_-120.34375,501979.9,channel
cdec_BND,41.21875_-120.40625,494597.8,channel
cdec_BND,41.21875_-120.46875,487910.0,channel
cdec_BND,41.21875_-120.53125,483945.5,channel
cdec_BND,41.21875_-120.59375,486181.1,channel
cdec_BND,41.21875_-120.65625,490663.2,channel
cdec_BND,41.21875_-120.71875,390188.5,channel
cdec_BND,41.21875_-120.78125,392151.3,channel
cdec_BND,41.21875_-120.84375,360728.3,channel
cdec_BND,41.21875_-120.90625,351879.3,channel
cdec_BND,41.21875_-120.96875,345050.4,channel
cdec_BND,41.21875_-121.03125,338608.8,channel
cdec_BND,41.21875_-121.09375,344568.8,channel
cdec_BND,41.21875_-121.15625,334231.5,channel
cdec_BND,41.21875_-121.21875,337272.2,channel
cdec_BND,41.21875_-121.28125,337073.2,channel
cdec_BND,41.21875_-121.34375,344287.5,channel
cdec_BND,41.21875_-121.40625,294848.1,channel
cdec_BND,41.21875_-121.46875,304707.4,channel
