entity_id,key,flowlen_m,method
usgs_11230500,37.28125_-118.90625,10771.2,fallback
usgs_11230500,37.34375_-118.78125,22088.4,channel
usgs_11230500,37.34375_-118.84375,14084.8,channel
usgs_11230500,37.34375_-118.90625,4826.8,channel
usgs_11230500,37.34375_-118.96875,710.9,center
usgs_11230500,37.40625_-118.78125,22777.5,fallback
usgs_11230500,37.40625_-118.84375,16782.0,fallback
usgs_11230500,37.40625_-118.90625,11692.1,fallback
usgs_11230500,37.40625_-118.96875,9166.3,fallback
usgs_11237500,37.15625_-119.09375,11587.1,fallback
usgs_11237500,37.15625_-119.15625,6009.1,channel
usgs_11237500,37.15625_-119.21875,1827.1,channel
usgs_11237500,37.21875_-119.09375,10846.2,fallback
usgs_11237500,37.21875_-119.15625,5559.2,fallback
usgs_11237500,37.21875_-119.21875,2333.0,fallback
usgs_11253310,36.34375_-120.53125,18751.9,channel
usgs_11253310,36.34375_-120.59375,22041.4,channel
usgs_11253310,36.34375_-120.65625,27924.2,fallback
usgs_11253310,36.40625_-120.40625,3440.2,fallback
usgs_11253310,36.40625_-120.46875,402.9,channel
usgs_11253310,36.40625_-120.53125,10640.8,channel
usgs_11253310,36.40625_-120.59375,19103.3,channel
usgs_11253310,36.40625_-120.65625,26581.8,fallback
usgs_11253310,36.46875_-120.46875,10853.7,fallback
usgs_11257500,37.21875_-119.71875,8557.6,fallback
usgs_11257500,37.21875_-119.78125,3411.4,fallback
usgs_11257500,37.21875_-119.84375,10241.6,fallback
usgs_11257500,37.28125_-119.59375,36147.4,channel
usgs_11257500,37.28125_-119.65625,18407.6,fallback
usgs_11257500,37.28125_-119.71875,14001.1,center
usgs_11257500,37.28125_-119.78125,2104.0,channel
usgs_11257500,37.28125_-119.84375,12417.9,fallback
usgs_11257500,37.34375_-119.59375,31668.9,fallback
usgs_11257500,37.34375_-119.65625,27292.1,channel
usgs_11257500,37.34375_-119.71875,13111.6,channel
usgs_11257500,37.34375_-119.78125,11835.8,channel
usgs_11257500,37.40625_-119.53125,45443.3,fallback
usgs_11257500,37.40625_-119.59375,44609.9,center
usgs_11257500,37.40625_-119.65625,31863.0,channel
usgs_11257500,37.40625_-119.71875,27773.1,channel
usgs_11257500,37.40625_-119.78125,29875.5,fallback
usgs_11257500,37.46875_-119.53125,53350.2,fallback
usgs_11257500,37.46875_-119.59375,48185.6,fallback
usgs_11257500,37.46875_-119.65625,47202.5,center
usgs_11257500,37.46875_-119.71875,41666.1,fallback
usgs_11258000,37.09375_-119.71875,21217.4,fallback
usgs_11258000,37.09375_-119.78125,13463.1,fallback
usgs_11258000,37.09375_-119.84375,5722.3,fallback
usgs_11258000,37.09375_-119.90625,2155.9,fallback
usgs_11258000,37.15625_-119.65625,30359.2,fallback
usgs_11258000,37.15625_-119.71875,22975.0,channel
usgs_11258000,37.15625_-119.78125,15306.3,channel
usgs_11258000,37.15625_-119.84375,5182.0,channel
usgs_11258000,37.15625_-119.90625,4107.1,channel
usgs_11258000,37.21875_-119.65625,42780.2,center
usgs_11258000,37.21875_-119.71875,29699.0,channel
usgs_11258000,37.21875_-119.78125,16638.0,channel
usgs_11258000,37.21875_-119.84375,15111.6,channel
usgs_11258000,37.21875_-119.90625,12701.0,channel
usgs_11258000,37.28125_-119.59375,61102.7,channel
usgs_11258000,37.28125_-119.65625,43513.1,channel
usgs_11258000,37.28125_-119.71875,40234.2,channel
usgs_11258000,37.28125_-119.78125,27059.2,channel
usgs_11258000,37.28125_-119.84375,29138.2,fallback
usgs_11258000,37.34375_-119.59375,53026.7,fallback
usgs_11258000,37.34375_-119.65625,52247.3,channel
usgs_11258000,37.34375_-119.71875,38066.8,channel
usgs_11258000,37.34375_-119.78125,36791.1,channel
usgs_11258000,37.40625_-119.53125,65407.9,fallback
usgs_11258000,37.40625_-119.59375,69565.1,center
usgs_11258000,37.40625_-119.65625,56818.2,channel
usgs_11258000,37.40625_-119.71875,52728.3,channel
usgs_11258000,37.40625_-119.78125,49874.4,fallback
usgs_11258000,37.46875_-119.53125,72840.5,fallback
usgs_11258000,37.46875_-119.59375,68401.1,fallback
usgs_11258000,37.46875_-119.65625,72157.7,center
usgs_11258000,37.46875_-119.71875,61514.9,fallback
usgs_11259000,37.15625_-119.90625,14719.5,fallback
usgs_11259000,37.21875_-119.84375,19193.7,fallback
usgs_11259000,37.21875_-119.90625,11053.0,fallback
usgs_11259000,37.21875_-119.96875,2789.4,center
usgs_11259000,37.28125_-119.78125,29352.4,fallback
usgs_11259000,37.28125_-119.84375,17893.8,channel
usgs_11259000,37.28125_-119.90625,10366.2,channel
usgs_11259000,37.28125_-119.96875,6415.2,channel
usgs_11259000,37.28125_-120.03125,11943.0,fallback
usgs_11259000,37.34375_-119.78125,37848.6,center
usgs_11259000,37.34375_-119.84375,27782.0,channel
usgs_11259000,37.34375_-119.90625,25181.0,channel
usgs_11259000,37.34375_-119.96875,16733.2,channel
usgs_11259000,37.34375_-120.03125,21603.6,fallback
usgs_11259000,37.40625_-119.71875,51877.7,channel
usgs_11259000,37.40625_-119.78125,38338.8,channel
usgs_11259000,37.40625_-119.84375,38187.4,channel
usgs_11259000,37.40625_-119.90625,47488.5,channel
usgs_11259000,37.40625_-119.96875,31319.7,fallback
usgs_11259000,37.40625_-120.03125,31623.4,fallback
usgs_11259000,37.46875_-119.65625,60098.8,fallback
usgs_11259000,37.46875_-119.71875,50369.1,channel
usgs_11259000,37.46875_-119.78125,49595.8,channel
usgs_11259000,37.46875_-119.84375,53522.5,channel
usgs_11259000,37.46875_-119.90625,49266.3,channel
usgs_11259000,37.53125_-119.71875,62613.7,fallback
usgs_11259000,37.53125_-119.78125,58403.5,fallback
usgs_11259000,37.53125_-119.84375,59083.3,channel
usgs_11259000,37.53125_-119.90625,52805.4,fallback
usgs_11259000,37.59375_-119.84375,64764.2,fallback
usgs_11259000,37.59375_-119.90625,62844.2,fallback
usgs_11264500,37.59375_-119.40625,25255.2,fallback
usgs_11264500,37.59375_-119.46875,21371.9,fallback
usgs_11264500,37.59375_-119.53125,19204.4,fallback
usgs_11264500,37.65625_-119.28125,32030.4,fallback
usgs_11264500,37.65625_-119.34375,29782.3,channel
usgs_11264500,37.65625_-119.40625,28762.6,channel
usgs_11264500,37.65625_-119.46875,13055.8,channel
usgs_11264500,37.65625_-119.53125,6359.2,channel
usgs_11264500,37.65625_-119.59375,11015.9,fallback
usgs_11264500,37.71875_-119.28125,31545.9,channel
usgs_11264500,37.71875_-119.34375,23546.8,channel
usgs_11264500,37.71875_-119.40625,15620.2,channel
usgs_11264500,37.71875_-119.46875,7695.9,channel
usgs_11264500,37.71875_-119.53125,4018.4,center
usgs_11264500,37.71875_-119.59375,4161.6,fallback
usgs_11264500,37.78125_-119.28125,31063.7,fallback
usgs_11264500,37.78125_-119.34375,24489.8,channel
usgs_11264500,37.78125_-119.40625,16796.7,channel
usgs_11264500,37.78125_-119.46875,12018.8,fallback
usgs_11264500,37.78125_-119.53125,7531.7,fallback
usgs_11264500,37.84375_-119.34375,28129.7,fallback
usgs_11264500,37.84375_-119.40625,22759.8,fallback
usgs_11264500,37.84375_-119.46875,18372.5,fallback
usgs_11266500,37.59375_-119.40625,36780.6,fallback
usgs_11266500,37.59375_-119.46875,30506.5,fallback
usgs_11266500,37.59375_-119.53125,24987.8,fallback
usgs_11266500,37.59375_-119.59375,20833.7,fallback
usgs_11266500,37.65625_-119.28125,47659.2,fallback
usgs_11266500,37.65625_-119.34375,45627.2,channel
usgs_11266500,37.65625_-119.40625,44607.5,channel
usgs_11266500,37.65625_-119.46875,28900.7,channel
usgs_11266500,37.65625_-119.53125,22204.1,channel
usgs_11266500,37.65625_-119.59375,8925.6,channel
usgs_11266500,37.65625_-119.65625,13677.7,channel
usgs_11266500,37.71875_-119.28125,47390.8,channel
usgs_11266500,37.71875_-119.34375,39391.7,channel
usgs_11266500,37.71875_-119.40625,31465.1,channel
usgs_11266500,37.71875_-119.46875,23540.8,channel
usgs_11266500,37.71875_-119.53125,14650.4,channel
usgs_11266500,37.71875_-119.59375,5344.3,channel
usgs_11266500,37.71875_-119.65625,1312.3,center
usgs_11266500,37.78125_-119.28125,47741.2,fallback
usgs_11266500,37.78125_-119.34375,40334.7,channel
usgs_11266500,37.78125_-119.40625,32641.6,channel
usgs_11266500,37.78125_-119.46875,23590.5,channel
usgs_11266500,37.78125_-119.53125,16635.5,channel
usgs_11266500,37.78125_-119.59375,11605.1,channel
usgs_11266500,37.78125_-119.65625,21911.3,center
usgs_11266500,37.84375_-119.34375,43689.1,fallback
usgs_11266500,37.84375_-119.40625,39344.2,center
usgs_11266500,37.84375_-119.46875,28983.9,channel
usgs_11266500,37.84375_-119.53125,29137.8,channel
usgs_11266500,37.84375_-119.59375,20677.6,channel
usgs_11266500,37.84375_-119.65625,19560.5,fallback
usgs_11266500,37.90625_-119.53125,33381.9,fallback
usgs_11266500,37.90625_-119.59375,30410.6,fallback
usgs_11268000,37.46875_-119.46875,65799.4,fallback
usgs_11268000,37.46875_-119.53125,61463.8,channel
usgs_11268000,37.46875_-119.59375,52753.2,channel
usgs_11268000,37.46875_-119.65625,46821.7,channel
usgs_11268000,37.46875_-119.71875,39287.8,fallback
usgs_11268000,37.53125_-119.40625,69432.9,fallback
usgs_11268000,37.53125_-119.46875,57943.1,channel
usgs_11268000,37.53125_-119.53125,51098.3,channel
usgs_11268000,37.53125_-119.59375,44194.8,channel
usgs_11268000,37.53125_-119.65625,36091.7,channel
usgs_11268000,37.53125_-119.71875,34169.3,channel
usgs_11268000,37.53125_-119.78125,18835.5,channel
usgs_11268000,37.53125_-119.84375,21700.6,fallback
usgs_11268000,37.59375_-119.34375,75476.2,fallback
usgs_11268000,37.59375_-119.40625,67331.0,channel
usgs_11268000,37.59375_-119.46875,65689.7,channel
usgs_11268000,37.59375_-119.53125,58762.0,channel
usgs_11268000,37.59375_-119.59375,45797.8,channel
usgs_11268000,37.59375_-119.65625,33219.2,channel
usgs_11268000,37.59375_-119.71875,23286.7,channel
usgs_11268000,37.59375_-119.78125,13347.9,channel
usgs_11268000,37.59375_-119.84375,8242.5,channel
usgs_11268000,37.59375_-119.90625,10414.9,fallback
usgs_11268000,37.65625_-119.34375,74781.6,fallback
usgs_11268000,37.65625_-119.40625,66158.6,fallback
usgs_11268000,37.65625_-119.59375,40291.4,fallback
usgs_11268000,37.65625_-119.65625,33581.7,channel
usgs_11268000,37.65625_-119.71875,31693.3,channel
usgs_11268000,37.65625_-119.78125,14437.4,fallback
usgs_11268000,37.65625_-119.84375,2536.3,channel
usgs_11268000,37.65625_-119.90625,0.0,channel
usgs_11269300,37.65625_-120.09375,10791.4,fallback
usgs_11269300,37.65625_-120.15625,7307.8,fallback
usgs_11269300,37.71875_-120.09375,8482.9,fallback
usgs_11269300,37.71875_-120.15625,349.8,channel
usgs_11269300,37.71875_-120.21875,2531.9,fallback
usgs_11269300,37.78125_-120.15625,7817.8,fallback
usgs_11269300,37.78125_-120.21875,7652.9,fallback
usgs_11274500,37.15625_-121.34375,35939.1,fallback
usgs_11274500,37.15625_-121.40625,41854.4,fallback
usgs_11274500,37.21875_-121.21875,18566.1,fallback
usgs_11274500,37.21875_-121.28125,23946.6,fallback
usgs_11274500,37.21875_-121.34375,34816.7,channel
usgs_11274500,37.21875_-121.40625,41273.7,channel
usgs_11274500,37.21875_-121.46875,44190.7,fallback
usgs_11274500,37.28125_-121.09375,6546.9,fallback
usgs_11274500,37.28125_-121.15625,530.9,channel
usgs_11274500,37.28125_-121.21875,7508.9,channel
usgs_11274500,37.28125_-121.28125,16816.8,channel
usgs_11274500,37.28125_-121.34375,25561.8,channel
usgs_11274500,37.28125_-121.40625,32970.7,channel
usgs_11274500,37.28125_-121.46875,41957.8,fallback
usgs_11274500,37.34375_-121.09375,5859.8,fallback
usgs_11274500,37.34375_-121.15625,5659.5,fallback
usgs_11274500,37.34375_-121.21875,13841.2,center
usgs_11274500,37.34375_-121.28125,24420.7,channel
usgs_11274500,37.34375_-121.34375,26779.0,channel
usgs_11274500,37.34375_-121.40625,37683.7,channel
usgs_11274500,37.40625_-121.34375,29840.0,fallback
usgs_11274500,37.40625_-121.40625,36729.7,fallback
usgs_11274630,37.34375_-121.34375,26983.2,fallback
usgs_11274630,37.40625_-121.21875,12190.6,fallback
usgs_11274630,37.40625_-121.28125,14927.6,fallback
usgs_11274630,37.40625_-121.34375,18387.2,channel
usgs_11274630,37.40625_-121.40625,26620.3,channel
usgs_11274630,37.40625_-121.46875,33469.8,fallback
usgs_11274630,37.46875_-121.21875,2906.3,center
usgs_11274630,37.46875_-121.28125,5953.7,channel
usgs_11274630,37.46875_-121.34375,16970.5,channel
usgs_11274630,37.46875_-121.40625,33479.0,channel
usgs_11274630,37.46875_-121.46875,33971.1,channel
usgs_11275000,37.96875_-119.71875,3683.1,channel
usgs_11275000,37.96875_-119.78125,1657.3,fallback
usgs_11275000,38.03125_-119.65625,12767.8,fallback
usgs_11275000,38.03125_-119.71875,4962.2,channel
usgs_11275000,38.03125_-119.78125,7556.0,fallback
usgs_11275000,38.09375_-119.59375,22273.5,fallback
usgs_11275000,38.09375_-119.65625,20727.7,channel
usgs_11275000,38.15625_-119.53125,31913.7,fallback
usgs_11275000,38.15625_-119.59375,30565.5,channel
usgs_11275000,38.15625_-119.65625,24951.7,fallback
usgs_11281000,37.78125_-119.65625,41285.1,channel
usgs_11281000,37.78125_-119.71875,33514.9,channel
usgs_11281000,37.78125_-119.78125,25445.2,channel
usgs_11281000,37.78125_-119.84375,19753.6,channel
usgs_11281000,37.78125_-119.90625,9689.5,channel
usgs_11281000,37.78125_-119.96875,1927.3,channel
usgs_11281000,37.78125_-120.03125,1848.6,channel
usgs_11281000,37.84375_-119.65625,37098.2,fallback
usgs_11281000,37.84375_-119.71875,30641.8,fallback
usgs_11281000,37.84375_-119.78125,32687.1,channel
usgs_11281000,37.84375_-119.84375,17782.1,channel
usgs_11281000,37.84375_-119.90625,10957.6,channel
usgs_11281000,37.84375_-119.96875,3692.2,channel
usgs_11281000,37.84375_-120.03125,3482.2,fallback
usgs_11282000,37.84375_-119.59375,49860.6,fallback
usgs_11282000,37.84375_-119.65625,42615.6,channel
usgs_11282000,37.84375_-119.71875,34820.5,channel
usgs_11282000,37.84375_-119.78125,27552.8,fallback
usgs_11282000,37.84375_-119.84375,20139.0,fallback
usgs_11282000,37.84375_-119.90625,14965.6,center
usgs_11282000,37.84375_-119.96875,6329.0,center
usgs_11282000,37.84375_-120.03125,3322.9,fallback
usgs_11282000,37.90625_-119.59375,51159.4,fallback
usgs_11282000,37.90625_-119.65625,42703.7,channel
usgs_11282000,37.90625_-119.71875,33949.3,channel
usgs_11282000,37.90625_-119.78125,26337.6,channel
usgs_11282000,37.90625_-119.84375,25108.4,channel
usgs_11282000,37.90625_-119.90625,17210.8,fallback
usgs_11283500,37.90625_-120.03125,4831.1,channel
usgs_11283500,37.90625_-120.09375,2700.4,fallback
usgs_11283500,37.96875_-119.96875,15694.0,fallback
usgs_11283500,37.96875_-120.03125,6353.3,channel
usgs_11283500,37.96875_-120.09375,14383.9,channel
usgs_11283500,38.03125_-119.90625,27312.9,fallback
usgs_11283500,38.03125_-119.96875,23466.3,channel
usgs_11283500,38.03125_-120.03125,16410.3,channel
usgs_11283500,38.03125_-120.09375,16818.2,channel
usgs_11283500,38.09375_-119.90625,34470.5,fallback
usgs_11283500,38.09375_-119.96875,32623.6,channel
usgs_11283500,38.09375_-120.03125,26648.7,channel
usgs_11283500,38.09375_-120.09375,28687.4,fallback
usgs_11283500,38.15625_-119.84375,55083.3,center
usgs_11283500,38.15625_-119.90625,42439.2,channel
usgs_11283500,38.15625_-119.96875,35645.0,channel
usgs_11283500,38.15625_-120.03125,38104.0,fallback
usgs_11283500,38.21875_-119.78125,57936.6,fallback
usgs_11283500,38.21875_-119.84375,54016.1,fallback
usgs_11283500,38.21875_-119.90625,50839.0,fallback
usgs_11284400,37.78125_-120.09375,10765.2,fallback
usgs_11284400,37.78125_-120.15625,7413.0,channel
usgs_11284400,37.84375_-120.09375,10871.5,channel
usgs_11284400,37.84375_-120.15625,0.0,channel
usgs_11284400,37.84375_-120.21875,3062.9,fallback
usgs_11292500,38.34375_-119.65625,18879.1,fallback
usgs_11292500,38.34375_-119.71875,13482.5,fallback
usgs_11292500,38.34375_-119.78125,8156.9,fallback
usgs_11292500,38.34375_-119.84375,0.0,channel
usgs_11292500,38.40625_-119.65625,19326.3,fallback
usgs_11292500,38.40625_-119.71875,15548.8,channel
usgs_11292500,38.40625_-119.78125,7146.2,channel
usgs_11292500,38.40625_-119.84375,3466.0,channel
usgs_11292500,38.40625_-119.90625,5624.9,fallback
usgs_11292500,38.46875_-119.65625,22072.3,fallback
usgs_11292500,38.46875_-119.71875,17687.4,fallback
usgs_11292500,38.46875_-119.78125,14727.3,channel
usgs_11292500,38.46875_-119.84375,11918.8,fallback
usgs_11294000,38.34375_-119.96875,6071.0,fallback
usgs_11294000,38.40625_-119.84375,13612.4,fallback
usgs_11294000,38.40625_-119.90625,6711.3,channel
usgs_11294000,38.40625_-119.96875,0.0,channel
usgs_11294000,38.40625_-120.03125,3175.3,fallback
usgs_11294000,38.46875_-119.78125,20759.4,fallback
usgs_11294000,38.46875_-119.84375,14862.2,channel
usgs_11294000,38.46875_-119.90625,14529.4,channel
usgs_11294000,38.46875_-119.96875,8835.1,fallback
usgs_11294000,38.53125_-119.84375,20479.0,fallback
usgs_11294500,38.21875_-120.28125,3504.6,fallback
usgs_11294500,38.28125_-120.21875,7559.3,channel
usgs_11294500,38.28125_-120.28125,971.1,channel
usgs_11294500,38.34375_-119.96875,36972.0,fallback
usgs_11294500,38.34375_-120.03125,30865.9,fallback
usgs_11294500,38.34375_-120.09375,25052.2,fallback
usgs_11294500,38.34375_-120.15625,19032.9,channel
usgs_11294500,38.34375_-120.21875,11465.4,channel
usgs_11294500,38.34375_-120.28125,13683.3,fallback
usgs_11294500,38.40625_-119.84375,52587.3,fallback
usgs_11294500,38.40625_-119.90625,49083.9,channel
usgs_11294500,38.40625_-119.96875,42285.0,channel
usgs_11294500,38.40625_-120.03125,35448.5,channel
usgs_11294500,38.40625_-120.09375,27912.6,channel
usgs_11294500,38.40625_-120.15625,21756.9,channel
usgs_11294500,38.40625_-120.21875,23439.1,fallback
usgs_11294500,38.46875_-119.78125,62395.8,fallback
usgs_11294500,38.46875_-119.84375,57234.8,channel
usgs_11294500,38.46875_-119.90625,56902.0,channel
usgs_11294500,38.46875_-119.96875,46726.4,channel
usgs_11294500,38.46875_-120.03125,41348.5,channel
usgs_11294500,38.46875_-120.09375,37157.7,fallback
usgs_11294500,38.46875_-120.15625,33840.2,fallback
usgs_11294500,38.53125_-119.84375,61682.9,fallback
usgs_11294500,38.53125_-119.90625,56690.3,fallback
usgs_11294500,38.53125_-119.96875,52074.2,fallback
usgs_11294500,38.53125_-120.03125,47943.3,fallback
usgs_11299600,37.96875_-120.53125,13041.8,fallback
usgs_11299600,37.96875_-120.59375,3663.9,center
usgs_11299600,37.96875_-120.65625,6465.0,fallback
usgs_11299600,38.03125_-120.59375,14117.8,fallback
usgs_11299600,38.03125_-120.65625,15088.4,fallback
usgs_11315000,38.53125_-120.09375,11409.1,channel
usgs_11315000,38.53125_-120.15625,4050.1,channel
usgs_11315000,38.53125_-120.21875,2566.9,center
usgs_11315000,38.59375_-120.09375,12520.1,channel
usgs_11315000,38.59375_-120.15625,10125.6,fallback
usgs_11316800,38.40625_-120.21875,27770.8,fallback
usgs_11316800,38.40625_-120.28125,19839.9,center
usgs_11316800,38.40625_-120.34375,12556.5,fallback
usgs_11316800,38.40625_-120.40625,5040.0,center
usgs_11316800,38.40625_-120.46875,2713.7,fallback
usgs_11316800,38.46875_-120.34375,16156.9,fallback
usgs_11316800,38.46875_-120.40625,11318.2,fallback
usgs_11318500,38.28125_-120.28125,30982.6,fallback
usgs_11318500,38.28125_-120.34375,22542.8,channel
usgs_11318500,38.28125_-120.40625,19240.7,fallback
usgs_11318500,38.34375_-120.21875,38051.8,channel
usgs_11318500,38.34375_-120.28125,30711.6,channel
usgs_11318500,38.34375_-120.34375,22060.2,channel
usgs_11318500,38.34375_-120.40625,13934.4,channel
usgs_11318500,38.34375_-120.46875,5241.4,channel
usgs_11318500,38.34375_-120.53125,5764.7,center
usgs_11318500,38.34375_-120.59375,6217.5,fallback
usgs_11318500,38.40625_-120.21875,35686.9,fallback
usgs_11318500,38.40625_-120.28125,29023.6,fallback
usgs_11318500,38.40625_-120.34375,22414.5,fallback
usgs_11318500,38.40625_-120.40625,15927.0,fallback
usgs_11318500,38.40625_-120.46875,9806.0,fallback
usgs_11318500,38.40625_-120.53125,5465.1,fallback
usgs_11334300,38.46875_-120.53125,31448.5,fallback
usgs_11334300,38.46875_-120.59375,25261.0,fallback
usgs_11334300,38.46875_-120.65625,19552.4,fallback
usgs_11334300,38.53125_-120.46875,40707.0,center
usgs_11334300,38.53125_-120.53125,31271.5,center
usgs_11334300,38.53125_-120.59375,20859.6,channel
usgs_11334300,38.53125_-120.65625,13333.9,channel
usgs_11334300,38.53125_-120.71875,5299.8,channel
usgs_11334300,38.53125_-120.78125,3835.9,fallback
usgs_11334300,38.59375_-120.53125,29335.7,fallback
usgs_11334300,38.59375_-120.59375,22590.0,fallback
usgs_11334300,38.59375_-120.65625,16987.1,channel
usgs_11334300,38.59375_-120.71875,9718.2,fallback
usgs_11337500,37.78125_-121.78125,11774.0,fallback
usgs_11337500,37.84375_-121.71875,0.0,channel
usgs_11337500,37.84375_-121.78125,2731.5,channel
usgs_11337500,37.84375_-121.84375,23830.6,channel
usgs_11337500,37.84375_-121.90625,24571.7,channel
usgs_11337500,37.90625_-121.71875,3913.0,fallback
usgs_11337500,37.90625_-121.78125,5180.8,channel
usgs_11337500,37.90625_-121.84375,11837.8,channel
usgs_11337500,37.90625_-121.90625,16859.0,fallback
usgs_11341400,41.15625_-122.46875,20907.7,fallback
usgs_11341400,41.21875_-122.34375,6896.5,fallback
usgs_11341400,41.21875_-122.40625,15729.7,channel
usgs_11341400,41.21875_-122.46875,17622.5,channel
usgs_11341400,41.21875_-122.53125,22247.2,fallback
usgs_11341400,41.28125_-122.28125,3553.9,fallback
usgs_11341400,41.28125_-122.34375,85.0,channel
usgs_11341400,41.28125_-122.40625,8283.1,channel
usgs_11341400,41.28125_-122.46875,15554.2,channel
usgs_11341400,41.28125_-122.53125,21457.0,fallback
usgs_11341400,41.34375_-122.21875,15734.1,channel
usgs_11341400,41.34375_-122.28125,8913.3,channel
usgs_11341400,41.34375_-122.34375,9631.9,channel
usgs_11341400,41.34375_-122.40625,16403.5,channel
usgs_11341400,41.34375_-122.46875,18280.2,fallback
usgs_11341400,41.40625_-122.21875,20077.4,channel
usgs_11341400,41.40625_-122.28125,18381.1,fallback
usgs_11341400,41.40625_-122.34375,18403.4,fallback
usgs_11341400,41.40625_-122.40625,20333.3,fallback
usgs_11371000,40.71875_-122.53125,11183.2,fallback
usgs_11371000,40.71875_-122.59375,4426.2,channel
usgs_11371000,40.71875_-122.65625,3913.3,center
usgs_11371000,40.71875_-122.71875,8865.1,fallback
usgs_11371000,40.78125_-122.53125,14997.3,channel
usgs_11371000,40.78125_-122.59375,8314.2,channel
usgs_11371000,40.78125_-122.65625,8992.3,channel
usgs_11371000,40.78125_-122.71875,14196.6,fallback
usgs_11371000,40.84375_-122.53125,22590.3,fallback
usgs_11371000,40.84375_-122.59375,18256.5,channel
usgs_11371000,40.84375_-122.65625,19985.4,fallback
usgs_11371000,40.90625_-122.53125,34468.2,channel
usgs_11371000,40.90625_-122.59375,30283.3,channel
usgs_11371000,40.90625_-122.65625,28307.4,fallback
usgs_11371000,40.96875_-122.53125,45639.5,channel
usgs_11371000,40.96875_-122.59375,40330.5,channel
usgs_11371000,41.03125_-122.53125,46195.1,fallback
usgs_11372000,40.53125_-122.53125,3169.9,center
usgs_11372000,40.53125_-122.59375,8138.3,center
usgs_11372000,40.59375_-122.53125,6313.7,channel
usgs_11372000,40.59375_-122.59375,17836.2,channel
usgs_11372000,40.59375_-122.65625,38338.3,channel
usgs_11372000,40.59375_-122.71875,27192.7,fallback
usgs_11372000,40.65625_-122.53125,16879.2,channel
usgs_11372000,40.65625_-122.59375,17206.3,channel
usgs_11372000,40.65625_-122.65625,25367.4,channel
usgs_11372000,40.65625_-122.71875,34539.8,channel
usgs_11372000,40.65625_-122.78125,39130.8,fallback
usgs_11372000,40.71875_-122.53125,33300.0,fallback
usgs_11372000,40.71875_-122.59375,38359.4,channel
usgs_11372000,40.71875_-122.65625,32950.6,channel
usgs_11372000,40.71875_-122.71875,40944.4,fallback
usgs_11372000,40.71875_-122.78125,45845.1,fallback
usgs_11372000,40.78125_-122.53125,48930.6,channel
usgs_11372000,40.78125_-122.59375,42247.4,channel
usgs_11372000,40.78125_-122.65625,42925.5,channel
usgs_11372000,40.78125_-122.71875,49520.8,fallback
usgs_11372000,40.84375_-122.53125,53540.8,fallback
usgs_11372000,40.84375_-122.59375,52189.7,channel
usgs_11372000,40.84375_-122.65625,55914.4,fallback
usgs_11372000,40.90625_-122.53125,68401.5,channel
usgs_11372000,40.90625_-122.59375,64216.5,channel
usgs_11372000,40.90625_-122.65625,65669.0,fallback
usgs_11372000,40.96875_-122.53125,79572.8,channel
usgs_11372000,40.96875_-122.59375,74263.7,channel
usgs_11372000,41.03125_-122.53125,83905.2,fallback
usgs_11374000,40.53125_-121.90625,40238.1,fallback
usgs_11374000,40.53125_-121.96875,32637.5,fallback
usgs_11374000,40.53125_-122.03125,33516.8,center
usgs_11374000,40.53125_-122.09375,21719.5,channel
usgs_11374000,40.53125_-122.15625,12916.8,channel
usgs_11374000,40.53125_-122.21875,0.0,channel
usgs_11374000,40.53125_-122.28125,7314.3,fallback
usgs_11374000,40.59375_-121.65625,72040.3,fallback
usgs_11374000,40.59375_-121.71875,64561.0,fallback
usgs_11374000,40.59375_-121.78125,57824.0,channel
usgs_11374000,40.59375_-121.84375,50984.1,channel
usgs_11374000,40.59375_-121.90625,43836.0,channel
usgs_11374000,40.59375_-121.96875,38670.4,channel
usgs_11374000,40.59375_-122.03125,31429.6,channel
usgs_11374000,40.59375_-122.09375,25163.5,channel
usgs_11374000,40.59375_-122.15625,16308.4,channel
usgs_11374000,40.59375_-122.21875,8698.4,channel
usgs_11374000,40.59375_-122.28125,15536.1,fallback
usgs_11374000,40.65625_-121.65625,76933.2,channel
usgs_11374000,40.65625_-121.71875,70517.4,channel
usgs_11374000,40.65625_-121.78125,61940.0,channel
usgs_11374000,40.65625_-121.84375,55015.3,channel
usgs_11374000,40.65625_-121.90625,45507.4,channel
usgs_11374000,40.65625_-121.96875,40834.5,channel
usgs_11374000,40.65625_-122.03125,30573.4,channel
usgs_11374000,40.65625_-122.09375,29744.5,channel
usgs_11374000,40.65625_-122.15625,22388.1,channel
usgs_11374000,40.65625_-122.21875,16455.5,channel
usgs_11374000,40.65625_-122.28125,25140.0,fallback
usgs_11374000,40.71875_-121.71875,71727.6,fallback
usgs_11374000,40.71875_-121.78125,62701.5,channel
usgs_11374000,40.71875_-121.84375,54935.8,channel
usgs_11374000,40.71875_-121.90625,48056.7,channel
usgs_11374000,40.71875_-121.96875,50068.2,channel
usgs_11374000,40.71875_-122.03125,42792.1,channel
usgs_11374000,40.71875_-122.09375,33963.4,channel
usgs_11374000,40.71875_-122.15625,26780.2,channel
usgs_11374000,40.71875_-122.21875,28232.8,channel
usgs_11374000,40.71875_-122.28125,26528.2,channel
usgs_11374000,40.78125_-121.78125,70959.9,fallback
usgs_11374000,40.78125_-121.84375,65191.9,channel
usgs_11374000,40.78125_-121.90625,56929.0,channel
usgs_11374000,40.78125_-121.96875,56532.9,channel
