entity_id,key,lat,lon,overlap_mi2
uf_03,38.96875_-122.34375,38.96875,-122.34375,13.168531
uf_03,38.96875_-122.40625,38.96875,-122.40625,14.510576
uf_03,38.96875_-122.46875,38.96875,-122.46875,14.510576
uf_03,38.96875_-122.53125,38.96875,-122.53125,14.510576
uf_03,38.96875_-122.59375,38.96875,-122.59375,14.556332
uf_03,38.96875_-122.65625,38.96875,-122.65625,14.510576
uf_03,38.96875_-122.71875,38.96875,-122.71875,14.510576
uf_03,38.96875_-122.78125,38.96875,-122.78125,14.510576
uf_03,38.96875_-122.84375,38.96875,-122.84375,14.510576
uf_03,38.96875_-122.90625,38.96875,-122.90625,14.510576
uf_03,38.96875_-122.96875,38.96875,-122.96875,9.795562
uf_03,38.96875_-123.03125,38.96875,-123.03125,0.145566
uf_03,39.03125_-122.34375,39.03125,-122.34375,7.242325
uf_03,39.03125_-122.40625,39.03125,-122.40625,13.616462
uf_03,39.03125_-122.46875,39.03125,-122.46875,14.497972
uf_03,39.03125_-122.53125,39.03125,-122.53125,14.497972
uf_03,39.03125_-122.59375,39.03125,-122.59375,14.497972
uf_03,39.03125_-122.65625,39.03125,-122.65625,14.497972
uf_03,39.03125_-122.71875,39.03125,-122.71875,14.497972
uf_03,39.03125_-122.78125,39.03125,-122.78125,14.497972
uf_03,39.03125_-122.84375,39.03125,-122.84375,14.497972
uf_03,39.03125_-122.90625,39.03125,-122.90625,14.497972
uf_03,39.03125_-122.96875,39.03125,-122.96875,14.497972
uf_03,39.03125_-123.03125,39.03125,-123.03125,12.125529
uf_03,39.03125_-123.09375,39.03125,-123.09375,0.106906
uf_03,39.09375_-122.40625,39.09375,-122.40625,7.40418
uf_03,39.09375_-122.46875,39.09375,-122.46875,14.491107
uf_03,39.09375_-122.53125,39.09375,-122.53125,14.48535
uf_03,39.09375_-122.59375,39.09375,-122.59375,14.50944
uf_03,39.09375_-122.65625,39.09375,-122.65625,14.48535
uf_03,39.09375_-122.71875,39.09375,-122.71875,14.501722
uf_03,39.09375_-122.78125,39.09375,-122.78125,14.482294
uf_03,39.09375_-122.84375,39.09375,-122.84375,14.48535
uf_03,39.09375_-122.90625,39.09375,-122.90625,14.48535
uf_03,39.09375_-122.96875,39.09375,-122.96875,14.48535
uf_03,39.09375_-123.03125,39.09375,-123.03125,14.48535
uf_03,39.09375_-123.09375,39.09375,-123.09375,6.010111
uf_03,39.15625_-122.40625,39.15625,-122.40625,5.337416
uf_03,39.15625_-122.46875,39.15625,-122.46875,14.470403
uf_03,39.15625_-122.53125,39.15625,-122.53125,14.47271
uf_03,39.15625_-122.59375,39.15625,-122.59375,14.467135
uf_03,39.15625_-122.65625,39.15625,-122.65625,14.475415
uf_03,39.15625_-122.71875,39.15625,-122.71875,14.461959
uf_03,39.15625_-122.78125,39.15625,-122.78125,14.466801
uf_03,39.15625_-122.84375,39.15625,-122.84375,14.47271
uf_03,39.15625_-122.90625,39.15625,-122.90625,14.47271
uf_03,39.15625_-122.96875,39.15625,-122.96875,14.47271
uf_03,39.15625_-123.03125,39.15625,-123.03125,13.320007
uf_03,39.15625_-123.09375,39.15625,-123.09375,2.4272
uf_03,39.21875_-122.40625,39.21875,-122.40625,2.632758
uf_03,39.21875_-122.46875,39.21875,-122.46875,8.243309
uf_03,39.21875_-122.53125,39.21875,-122.53125,11.772697
uf_03,39.21875_-122.59375,39.21875,-122.59375,9.283791
uf_03,39.21875_-122.65625,39.21875,-122.65625,8.017213
uf_03,39.21875_-122.71875,39.21875,-122.71875,13.774078
uf_03,39.21875_-122.78125,39.21875,-122.78125,14.090416
uf_03,39.21875_-122.84375,39.21875,-122.84375,13.822971
uf_03,39.21875_-122.90625,39.21875,-122.90625,14.460053
uf_03,39.21875_-122.96875,39.21875,-122.96875,14.200053
uf_03,39.21875_-123.03125,39.21875,-123.03125,3.654923
uf_03,39.28125_-122.53125,39.28125,-122.53125,0.111682
uf_03,39.28125_-122.59375,39.28125,-122.59375,0.199209
uf_03,39.28125_-122.71875,39.28125,-122.71875,0.28189
uf_03,39.28125_-122.78125,39.28125,-122.78125,0.926846
