epoch,loss,cal_kge,lr,epoch_s
0.000000000000000000e+00,1.423645360188351638e+00,-8.734609614044723525e-02,1.599999999999999860e-04,5.899734973907470703e+00
1.000000000000000000e+00,8.818139450417624703e-01,nan,2.799999999999999755e-04,1.734542131423950195e+00
2.000000000000000000e+00,4.166629536905222531e-01,7.452550803416410075e-01,4.000000000000000192e-04,4.993614912033081055e+00
3.000000000000000000e+00,3.316730631308423272e-01,nan,3.997038957044966347e-04,1.751062154769897461e+00
4.000000000000000000e+00,2.996653906173176174e-01,7.827497258448473660e-01,3.988164820770001432e-04,4.980436325073242188e+00
5.000000000000000000e+00,2.790170372981164437e-01,nan,3.973404541635308261e-04,1.743651866912841797e+00
6.000000000000000000e+00,2.648491240623924714e-01,8.289723829830599744e-01,3.952802946123499476e-04,4.989614486694335938e+00
7.000000000000000000e+00,2.578008361678156835e-01,nan,3.926422600603038165e-04,1.747008562088012695e+00
8.000000000000000000e+00,2.442351997209092074e-01,8.643247606647423975e-01,3.894343621316237046e-04,4.989500284194946289e+00
9.000000000000000000e+00,2.374594200712939196e-01,nan,3.856663431068863305e-04,1.749191761016845703e+00
1.000000000000000000e+01,2.285239312073422679e-01,8.601452516545774474e-01,3.813496463360276242e-04,4.982233524322509766e+00
1.100000000000000000e+01,2.235563401546743212e-01,nan,3.764973814852653577e-04,1.743328809738159180e+00
1.200000000000000000e+01,2.120619103726413546e-01,8.673460209540134747e-01,3.711242847234738217e-04,4.980904817581176758e+00
1.300000000000000000e+01,2.132293970531059513e-01,nan,3.652466739689228317e-04,1.753049135208129883e+00
1.400000000000000000e+01,2.061901569573415527e-01,8.377998474521040073e-01,3.588823993322968141e-04,4.995524168014526367e+00
1.500000000000000000e+01,2.023717627550164766e-01,nan,3.520507889064948374e-04,1.743364810943603516e+00
1.600000000000000000e+01,1.982773019828730221e-01,8.697427009677103360e-01,3.447725900678480699e-04,4.991367101669311523e+00
1.700000000000000000e+01,1.958741832834978991e-01,nan,3.370699064670196177e-04,1.741645097732543945e+00
