basin,key,lat,lon,soil_chi,veg_frac_obs,lai_obs_mean
SHA,41.09375_-120.15625,41.09375,-120.15625,1.423217856768373,0.34029585123062134,0.4918768
SHA,41.03125_-120.34375,41.03125,-120.34375,1.4086938188424907,0.272426038980484,0.37015846
SHA,41.03125_-120.28125,41.03125,-120.28125,1.3893981894380447,0.28573963046073914,0.33252496
SHA,41.03125_-120.21875,41.03125,-120.21875,1.3928562066219397,0.27585798501968384,0.33149147
SHA,40.96875_-120.65625,40.96875,-120.65625,1.4289444781297813,0.2757396399974823,0.40772435
SHA,41.03125_-120.40625,41.03125,-120.40625,1.4054965764468386,0.2569822371006012,0.3431508
SHA,40.96875_-120.59375,40.96875,-120.59375,1.3728042390246973,0.23396450281143188,0.38232496
SHA,40.84375_-120.84375,40.84375,-120.84375,1.4421845845048682,0.3368639051914215,0.87257576
SHA,41.03125_-121.90625,41.03125,-121.90625,1.3158588754574434,0.480295866727829,2.5703254
SHA,41.03125_-121.84375,41.03125,-121.84375,1.2734804639167536,0.526627242565155,2.9186742
SHA,40.96875_-121.90625,40.96875,-121.90625,1.3619289743437504,0.42254438996315,2.3732007
SHA,40.96875_-121.84375,40.96875,-121.84375,1.3300499930997371,0.43952661752700806,2.3220904
SHA,40.90625_-121.96875,40.90625,-121.96875,1.2358830663112275,0.5649704337120056,3.002355
SHA,40.90625_-121.90625,40.90625,-121.90625,1.3694175027510014,0.48053255677223206,2.5268123
SHA,40.90625_-121.84375,40.90625,-121.84375,1.3225029568141378,0.455443799495697,1.9718812
SHA,40.84375_-121.96875,40.84375,-121.96875,1.3794167358446634,0.5020710229873657,2.4008226
SHA,40.84375_-121.90625,40.84375,-121.90625,1.4050811474488918,0.42810651659965515,1.8743039
SHA,40.84375_-121.84375,40.84375,-121.84375,1.3363665208543112,0.46715977787971497,2.1103256
SHA,40.84375_-121.78125,40.84375,-121.78125,1.311281130444233,0.44532543420791626,2.096655
SHA,40.78125_-121.96875,40.78125,-121.96875,1.4154772123920298,0.44958579540252686,1.8980019
SHA,40.78125_-121.90625,40.78125,-121.90625,1.4159361500874574,0.44840237498283386,1.8978167
SHA,40.78125_-121.84375,40.78125,-121.84375,1.3699544435264295,0.5152071118354797,2.1920264
SHA,40.78125_-121.78125,40.78125,-121.78125,1.2856692731545167,0.5751479268074036,2.3708332
SHA,40.71875_-121.78125,40.71875,-121.78125,1.375932527053417,0.5023077130317688,1.785408
SHA,40.78125_-122.53125,40.78125,-122.53125,1.3411555205107553,0.42331361770629883,2.2681193
SHA,41.40625_-122.40625,41.40625,-122.40625,1.3754487941965765,0.36289942264556885,1.4307368
SHA,41.40625_-122.34375,41.40625,-122.34375,1.378913341985017,0.3390532433986664,1.3202317
SHA,41.34375_-122.34375,41.34375,-122.34375,1.3480909309956297,0.3147929012775421,1.5538762
SHA,41.34375_-121.96875,41.34375,-121.96875,1.3284585829206872,0.38183432817459106,1.7664591
SHA,41.28125_-121.96875,41.28125,-121.96875,1.335894661707024,0.37177515029907227,1.4482188
SHA,41.28125_-121.90625,41.28125,-121.90625,1.328142395078249,0.4804733693599701,2.451031
SHA,41.28125_-121.65625,41.28125,-121.65625,1.3410126455402898,0.42343196272850037,2.4078677
SHA,41.21875_-122.21875,41.21875,-122.21875,1.3254807651331015,0.4800591766834259,2.7116613
SHA,41.15625_-122.03125,41.15625,-122.03125,1.3171710652897701,0.5201775431632996,2.8682415
BND,41.53125_-121.90625,41.53125,-121.90625,1.389392496221019,0.30289942026138306,2.021268
BND,41.53125_-121.84375,41.53125,-121.84375,1.3703440964417117,0.34840238094329834,1.7883705
BND,41.53125_-121.78125,41.53125,-121.78125,1.3569754458429095,0.43485206365585327,1.7205534
BND,41.53125_-121.71875,41.53125,-121.71875,1.3582157086360966,0.3711834251880646,1.5143465
BND,41.53125_-121.53125,41.53125,-121.53125,1.3857668584791154,0.37609466910362244,1.5295564
BND,41.53125_-121.46875,41.53125,-121.46875,1.3332612185727668,0.48213016986846924,2.353875
BND,41.46875_-122.15625,41.46875,-122.15625,1.43712433933374,0.3655621409416199,1.2725078
BND,41.46875_-122.09375,41.46875,-122.09375,1.409261921769906,0.40355029702186584,1.3128881
BND,41.46875_-122.03125,41.46875,-122.03125,1.4188734822956333,0.39834320545196533,1.2602075
BND,41.46875_-121.96875,41.46875,-121.96875,1.4027049895291381,0.39266273379325867,1.3746107
BND,41.46875_-121.90625,41.46875,-121.90625,1.375675584129763,0.3353254497051239,1.6563197
BND,41.46875_-121.84375,41.46875,-121.84375,1.375143042758651,0.39153847098350525,1.6835814
BND,41.46875_-121.78125,41.46875,-121.78125,1.3760391264431964,0.40840235352516174,1.9529657
BND,41.46875_-121.71875,41.46875,-121.71875,1.3815994699456473,0.35846152901649475,1.4801626
BND,41.46875_-121.46875,41.46875,-121.46875,1.3867762488900945,0.38147929310798645,1.8944397
BND,41.40625_-122.28125,41.40625,-122.28125,1.4380060563903994,0.3413017690181732,1.4129539
BND,41.40625_-122.21875,41.40625,-122.21875,1.4686555922352773,0.03343195095658302,0.19409122
BND,41.40625_-122.15625,41.40625,-122.15625,1.5257448320250406,0.10071005672216415,0.29970014
BND,41.40625_-122.09375,41.40625,-122.09375,1.3905006128327129,0.4139053225517273,1.2238898
BND,41.40625_-122.03125,41.40625,-122.03125,1.350957189722712,0.4363905191421509,1.6975337
BND,41.40625_-121.96875,41.40625,-121.96875,1.3428006550679292,0.4580473303794861,2.1309452
BND,41.40625_-121.90625,41.40625,-121.90625,1.3577035208683215,0.39171597361564636,1.7877591
BND,41.40625_-121.84375,41.40625,-121.84375,1.4137345233208947,0.41112425923347473,1.5148482
BND,41.40625_-121.78125,41.40625,-121.78125,1.3638502042366174,0.3995858132839203,1.8889608
BND,41.40625_-121.71875,41.40625,-121.71875,1.3704540960422167,0.4001775085926056,1.6493847
BND,41.34375_-122.28125,41.34375,-122.28125,1.371573079595246,0.41402366757392883,2.1182134
BND,41.34375_-122.21875,41.34375,-122.21875,1.4365448112301176,0.34449705481529236,1.0422103
BND,41.34375_-122.15625,41.34375,-122.15625,1.4183208580179096,0.3978698253631592,1.2333779
BND,41.34375_-122.09375,41.34375,-122.09375,1.303851526067048,0.45130178332328796,1.6667751
BND,41.34375_-121.90625,41.34375,-121.90625,1.3491329112790789,0.49071004986763,2.372047
BND,41.34375_-121.84375,41.34375,-121.84375,1.3368968599995905,0.5110650658607483,2.2640805
BND,41.34375_-121.78125,41.34375,-121.78125,1.3725332513628157,0.4253254532814026,2.0280285
BND,41.34375_-121.71875,41.34375,-121.71875,1.3616077835870155,0.41414201259613037,1.8127016
BND,41.28125_-122.28125,41.28125,-122.28125,1.341828877270049,0.3838461637496948,2.1407855
BND,41.28125_-122.21875,41.28125,-122.21875,1.3186720643578012,0.44071006774902344,2.025674
BND,41.28125_-122.15625,41.28125,-122.15625,1.280013592838039,0.4197041392326355,2.2253525
BND,41.28125_-121.84375,41.28125,-121.84375,1.3535000446671492,0.414497047662735,2.1543715
BND,41.28125_-121.78125,41.28125,-121.78125,1.3589515865312736,0.45674556493759155,2.3153803
BND,41.28125_-121.71875,41.28125,-121.71875,1.3434108922596248,0.4286390542984009,2.2339404
BND,41.59375_-121.71875,41.59375,-121.71875,1.36125522223828,0.2897041440010071,1.8683828
BND,41.59375_-121.65625,41.59375,-121.65625,1.3768342939672613,0.31431952118873596,1.2640371
BND,41.53125_-121.65625,41.53125,-121.65625,1.3810529203460984,0.3786982297897339,1.2399781
BND,41.65625_-120.34375,41.65625,-120.34375,1.4365231595269332,0.36816567182540894,0.8532213
BND,41.65625_-120.28125,41.65625,-120.28125,1.4113093850207399,0.3598816692829132,0.83866364
BND,41.59375_-120.40625,41.59375,-120.40625,1.426104225500676,0.343609482049942,0.4763398
BND,41.59375_-120.34375,41.59375,-120.34375,1.4226536196495756,0.36017751693725586,0.7421107
BND,41.59375_-120.28125,41.59375,-120.28125,1.4177041404259172,0.33887574076652527,0.74208784
BND,41.46875_-120.34375,41.46875,-120.34375,1.393153485904203,0.2995857894420624,0.5869735
BND,41.40625_-120.34375,41.40625,-120.34375,1.4094100227292614,0.3653254508972168,0.77762544
BND,41.40625_-120.28125,41.40625,-120.28125,1.4220635220292042,0.38958579301834106,1.042735
BND,41.34375_-120.90625,41.34375,-120.90625,1.4234543081043007,0.3305325508117676,0.89632297
BND,41.34375_-120.84375,41.34375,-120.84375,1.4003463828628921,0.3680473268032074,1.2427151
BND,41.34375_-120.34375,41.34375,-120.34375,1.413930669069615,0.356449693441391,0.77409804
BND,41.34375_-120.28125,41.34375,-120.28125,1.4339540719003045,0.42810651659965515,1.2849572
BND,41.34375_-120.21875,41.34375,-120.21875,1.454468938504847,0.30621302127838135,0.5542455
BND,41.28125_-120.90625,41.28125,-120.90625,1.4462956214789466,0.3533135950565338,0.9692686
BND,41.28125_-120.84375,41.28125,-120.84375,1.4332292867865515,0.3742011785507202,1.0952239
BND,41.28125_-120.78125,41.28125,-120.78125,1.3856202814955298,0.36059170961380005,1.4738536
BND,41.28125_-120.34375,41.28125,-120.34375,1.3738501460960424,0.3454437851905823,0.6757671
BND,41.28125_-120.28125,41.28125,-120.28125,1.4200705829239633,0.4111834466457367,1.2421477
BND,41.28125_-120.21875,41.28125,-120.21875,1.444895416485904,0.3438461422920227,0.66456676
BND,41.21875_-120.84375,41.21875,-120.84375,1.4607388771077914,0.3614201247692108,0.81741333
BND,41.21875_-120.78125,41.21875,-120.78125,1.4140432353968737,0.3856804668903351,1.2232841
BND,41.21875_-120.71875,41.21875,-120.71875,1.4061985272683262,0.3708875775337219,1.2922225
BND,41.15625_-120.84375,41.15625,-120.84375,1.437608343748915,0.3403550386428833,0.7824206
BND,41.15625_-120.78125,41.15625,-120.78125,1.452721942009883,0.373786985874176,1.1366242
BND,40.96875_-121.09375,40.96875,-121.09375,1.4399312754343945,0.32668638229370117,1.1586748
BND,40.96875_-121.03125,40.96875,-121.03125,1.3984252352810558,0.281715989112854,0.83800226
BND,40.96875_-120.96875,40.96875,-120.96875,1.389342030500621,0.2687574028968811,0.5089203
BND,40.90625_-121.15625,40.90625,-121.15625,1.4395100534309604,0.32692307233810425,0.59286356
BND,40.90625_-121.09375,40.90625,-121.09375,1.4037904053121864,0.3382840156555176,0.6494645
BND,40.90625_-121.03125,40.90625,-121.03125,1.3986471540858099,0.27721893787384033,0.4900945
BND,40.90625_-120.96875,40.90625,-120.96875,1.4221507041008108,0.2718935012817383,0.37542787
BND,40.53125_-121.53125,40.53125,-121.53125,1.4666115810508322,0.3342011868953705,1.2017533
BND,40.53125_-121.46875,40.53125,-121.46875,1.4009914679486086,0.3378698229789734,1.1276582
BND,40.46875_-121.59375,40.46875,-121.59375,1.4184797963146398,0.45982247591018677,1.5604703
BND,40.46875_-121.53125,40.46875,-121.53125,1.4520571856939077,0.2546153962612152,0.5261976
BND,40.46875_-121.46875,40.46875,-121.46875,1.3817954174088485,0.2819526493549347,0.6209389
BND,40.40625_-123.03125,40.40625,-123.03125,1.4046090854925202,0.47260355949401855,2.5146024
BND,40.34375_-123.03125,40.34375,-123.03125,1.3620849767001273,0.4072781205177307,2.4403543
BND,41.21875_-122.40625,41.21875,-122.40625,1.3776446205971573,0.47958579659461975,1.6121315
BND,41.21875_-122.34375,41.21875,-122.34375,1.3466637406196789,0.49816566705703735,1.9580178
BND,41.21875_-122.28125,41.21875,-122.28125,1.2758294299425725,0.48360946774482727,2.6067975
BND,41.15625_-122.40625,41.15625,-122.40625,1.3145721152384753,0.5326627492904663,2.187921
BND,41.15625_-122.34375,41.15625,-122.34375,1.3199368599441166,0.502366840839386,2.2993917
BND,41.15625_-122.28125,41.15625,-122.28125,1.3221445979549797,0.5994082689285278,3.0974607
BND,41.15625_-122.21875,41.15625,-122.21875,1.2289142324995326,0.6346745491027832,3.2609553
BND,41.15625_-122.15625,41.15625,-122.15625,1.30381291336947,0.61834317445755,3.3217106
BND,41.09375_-122.40625,41.09375,-122.40625,1.301073382037967,0.518224835395813,2.0786862
BND,41.09375_-122.34375,41.09375,-122.34375,1.2838824017237007,0.5323668718338013,2.7806537
BND,41.09375_-122.28125,41.09375,-122.28125,1.2918564128037624,0.6023668646812439,3.1026952
BND,41.09375_-122.21875,41.09375,-122.21875,1.2287796765243586,0.5979290008544922,3.2183852
BND,41.09375_-122.15625,41.09375,-122.15625,1.29102329202736,0.6534911394119263,3.3204594
BND,41.03125_-122.53125,41.03125,-122.53125,1.3875873617761239,0.25201183557510376,1.7604103
BND,41.03125_-122.46875,41.03125,-122.46875,1.3870891014844895,0.2597041428089142,1.7027065
BND,41.03125_-122.40625,41.03125,-122.40625,1.319794543069037,0.32946744561195374,2.112263
BND,41.03125_-122.34375,41.03125,-122.34375,1.3226620752979223,0.4409467577934265,2.9077332
BND,41.03125_-122.28125,41.03125,-122.28125,1.3468784983661028,0.4457988142967224,2.5979178
BND,41.03125_-122.21875,41.03125,-122.21875,1.2490603419799668,0.4614792764186859,2.7281148
BND,40.96875_-122.59375,40.96875,-122.59375,1.4004383466990253,0.49289941787719727,2.4784677
BND,40.96875_-122.53125,40.96875,-122.53125,1.3212766837132763,0.3752070963382721,2.420303
BND,40.96875_-122.46875,40.96875,-122.46875,1.2888920166532878,0.2879289984703064,2.4629557
BND,40.96875_-122.40625,40.96875,-122.40625,1.3527779538728089,0.32792899012565613,2.4620605
BND,40.96875_-122.34375,40.96875,-122.34375,1.3310325874745095,0.3478698134422302,2.6528952
BND,40.96875_-122.28125,40.96875,-122.28125,1.2865920116789251,0.36449703574180603,2.5054548
BND,40.90625_-122.59375,40.90625,-122.59375,1.376778374017954,0.43988165259361267,2.3076706
BND,40.90625_-122.53125,40.90625,-122.53125,1.2924611827313328,0.4603550434112549,2.4255323
BND,40.90625_-122.46875,40.90625,-122.46875,1.310516480608847,0.5299999713897705,2.4262807
BND,40.90625_-122.40625,40.90625,-122.40625,1.2960329949151372,0.4363313615322113,2.0649865
BND,40.84375_-122.65625,40.84375,-122.65625,1.3789366241940404,0.4375147819519043,2.534181
BND,40.84375_-122.59375,40.84375,-122.59375,1.3440410944227168,0.3811834454536438,2.3036861
BND,40.84375_-122.53125,40.84375,-122.53125,1.3222918480768544,0.386982262134552,2.0049474
BND,40.84375_-122.46875,40.84375,-122.46875,1.258864046215225,0.4645562171936035,2.2319267
BND,40.84375_-122.40625,40.84375,-122.40625,1.3702449062490052,0.32846152782440186,1.5671813
BND,40.78125_-122.65625,40.78125,-122.65625,1.3584277625272931,0.34662720561027527,2.1693225
BND,40.78125_-122.59375,40.78125,-122.59375,1.3311721903525195,0.41863906383514404,2.148946
BND,40.78125_-122.40625,40.78125,-122.40625,1.3993394214812274,0.21213017404079437,1.348731
BND,40.46875_-122.90625,40.46875,-122.90625,1.3656266356987712,0.48674556612968445,2.3725216
BND,40.40625_-122.96875,40.40625,-122.96875,1.3386365576483226,0.46431952714920044,2.1677692
BND,40.40625_-122.90625,40.40625,-122.90625,1.334337415132245,0.47899407148361206,1.9724323
BND,40.34375_-122.96875,40.34375,-122.96875,1.373961843532269,0.40816569328308105,1.9828988
BND,40.34375_-122.90625,40.34375,-122.90625,1.3933888228376525,0.4082840383052826,1.5124542
BND,40.28125_-123.03125,40.28125,-123.03125,1.4050454539820034,0.3614201247692108,1.807712
BND,40.28125_-122.96875,40.28125,-122.96875,1.3994595559645644,0.31106507778167725,1.6045264
BND,41.34375_-122.40625,41.34375,-122.40625,1.352700877764176,0.4372780919075012,1.8869302
BND,41.28125_-122.53125,41.28125,-122.53125,1.4442732326486207,0.37739646434783936,1.0933628
BND,41.28125_-122.46875,41.28125,-122.46875,1.4464058793784695,0.3364497125148773,1.0123123
BND,41.28125_-122.40625,41.28125,-122.40625,1.3635244669030486,0.5097041130065918,2.0598931
BND,41.28125_-122.34375,41.28125,-122.34375,1.3236458481485078,0.46100592613220215,2.27362
BND,41.21875_-122.53125,41.21875,-122.53125,1.4040079161876076,0.39970412850379944,1.1308091
BND,41.21875_-122.46875,41.21875,-122.46875,1.3854948053383351,0.42964497208595276,1.3716459
BND,41.15625_-122.46875,41.15625,-122.46875,1.3622579377271573,0.4552662670612335,1.4162631
BND,40.90625_-122.65625,40.90625,-122.65625,1.441540319366121,0.5014201402664185,2.2292855
BND,40.28125_-123.09375,40.28125,-123.09375,1.3924312699318957,0.3506508767604828,2.1811967
BND,40.34375_-123.09375,40.34375,-123.09375,1.408033243279033,0.32029587030410767,1.7108556
BND,41.34375_-122.46875,41.34375,-122.46875,1.454710196860932,0.2792307734489441,0.9060661
BND,41.09375_-122.53125,41.09375,-122.53125,1.425262858238356,0.4108284115791321,1.3086616
BND,41.09375_-122.46875,41.09375,-122.46875,1.3870456844191201,0.4304733872413635,1.291792
BND,40.90625_-121.28125,40.90625,-121.28125,1.4608814671652581,0.33816567063331604,0.6387712
BND,40.84375_-121.34375,40.84375,-121.34375,1.4613942540378226,0.32153844833374023,0.9645543
BND,40.84375_-121.28125,40.84375,-121.28125,1.4571822641098304,0.32053253054618835,0.9871155
BND,40.78125_-121.34375,40.78125,-121.34375,1.4524833142518698,0.3549112379550934,0.9317687
BND,40.78125_-121.28125,40.78125,-121.28125,1.4424019720080246,0.3765680491924286,1.1604621
BND,40.71875_-121.71875,40.71875,-121.71875,1.310859853318661,0.46792900562286377,1.8930831
BND,40.71875_-121.65625,40.71875,-121.65625,1.3598075938663041,0.5381065011024475,2.2358406
BND,40.71875_-121.59375,40.71875,-121.59375,1.4289150614430413,0.40295857191085815,1.255612
BND,40.71875_-121.53125,40.71875,-121.53125,1.4277583102440794,0.41224852204322815,1.4639162
BND,40.71875_-121.46875,40.71875,-121.46875,1.4441885047056846,0.42621302604675293,1.5024258
BND,40.65625_-121.71875,40.65625,-121.71875,1.381076817126748,0.5139644742012024,2.3370464
BND,40.65625_-121.65625,40.65625,-121.65625,1.377082855695782,0.526627242565155,2.0313487
BND,40.65625_-121.59375,40.65625,-121.59375,1.4240181154366218,0.4514792859554291,1.648657
BND,40.65625_-121.53125,40.65625,-121.53125,1.4271271836799446,0.4148520827293396,1.483125
BND,40.65625_-121.46875,40.65625,-121.46875,1.4548635113811093,0.4003550410270691,1.443978
BND,40.65625_-121.40625,40.65625,-121.40625,1.475711336601369,0.3276331424713135,1.3148407
BND,40.65625_-121.34375,40.65625,-121.34375,1.4741950982714358,0.37431952357292175,1.3909935
BND,40.65625_-121.28125,40.65625,-121.28125,1.4684923762581883,0.34242603182792664,1.0772388
BND,40.65625_-121.21875,40.65625,-121.21875,1.4602098905991765,0.3462130129337311,1.1560314
BND,40.65625_-121.15625,40.65625,-121.15625,1.4619313950747022,0.3307100534439087,1.0292385
BND,40.65625_-121.09375,40.65625,-121.09375,1.4650658009047468,0.3537278175354004,0.9820124
BND,40.65625_-121.03125,40.65625,-121.03125,1.461648389211342,0.3835502862930298,1.0327111
BND,40.59375_-121.71875,40.59375,-121.71875,1.3938201554241112,0.5339053273200989,2.1150975
BND,40.59375_-121.65625,40.59375,-121.65625,1.3772369870578731,0.502662718296051,2.0849364
BND,40.59375_-121.59375,40.59375,-121.59375,1.3931093156118974,0.46272188425064087,2.0218413
BND,40.59375_-121.53125,40.59375,-121.53125,1.4462816934946225,0.4497041404247284,1.9589092
BND,40.59375_-121.46875,40.59375,-121.46875,1.4591119457102022,0.40526628494262695,1.8245646
BND,40.59375_-121.40625,40.59375,-121.40625,1.470780860184182,0.3273964524269104,1.4945762
BND,40.59375_-121.34375,40.59375,-121.34375,1.4430951447608582,0.3366864025592804,1.2520199
BND,40.59375_-121.28125,40.59375,-121.28125,1.4352614902198657,0.3801775276660919,1.5153913
BND,40.59375_-121.21875,40.59375,-121.21875,1.4702599265748937,0.42017751932144165,1.6972333
BND,40.59375_-121.15625,40.59375,-121.15625,1.4371328507102017,0.4125443696975708,1.7142707
BND,40.59375_-121.09375,40.59375,-121.09375,1.4728359797987551,0.3728402256965637,1.173837
BND,40.59375_-121.03125,40.59375,-121.03125,1.4713143493862182,0.39254438877105713,1.1455259
BND,40.53125_-121.65625,40.53125,-121.65625,1.457527279730182,0.4626627266407013,1.959233
BND,40.53125_-121.59375,40.53125,-121.59375,1.41308477805892,0.49449703097343445,2.1187177
BND,40.53125_-121.40625,40.53125,-121.40625,1.3732727316462519,0.2819526493549347,0.8470478
BND,40.53125_-121.34375,40.53125,-121.34375,1.3883456138971169,0.2757396399974823,0.76355445
BND,40.53125_-121.28125,40.53125,-121.28125,1.4095783089369631,0.29674556851387024,0.9456718
BND,40.53125_-121.21875,40.53125,-121.21875,1.3980581071612193,0.37396448850631714,1.197092
BND,40.53125_-121.15625,40.53125,-121.15625,1.4107770299666673,0.3984023630619049,1.4142983
BND,40.46875_-121.65625,40.46875,-121.65625,1.4415510883379885,0.4990532398223877,2.1363382
BND,40.46875_-121.40625,40.46875,-121.40625,1.3442909475315061,0.3584023714065552,1.1099523
BND,40.46875_-121.34375,40.46875,-121.34375,1.3860372682658535,0.3552071154117584,0.95077056
BND,40.46875_-121.28125,40.46875,-121.28125,1.384744524272048,0.35461539030075073,0.87463456
BND,40.46875_-121.21875,40.46875,-121.21875,1.3985764016964857,0.3722485303878784,0.860824
BND,40.40625_-121.65625,40.40625,-121.65625,1.4108158726360376,0.4858579933643341,1.9788071
BND,40.40625_-121.59375,40.40625,-121.59375,1.3728851467335725,0.47491124272346497,1.6221937
BND,40.96875_-122.21875,40.96875,-122.21875,1.2389923680173567,0.4666863977909088,2.7754784
BND,40.90625_-122.34375,40.90625,-122.34375,1.3144633011377775,0.3614201247692108,2.6232517
BND,40.90625_-122.28125,40.90625,-122.28125,1.2855826085716768,0.4359763264656067,2.7970583
BND,40.90625_-122.21875,40.90625,-122.21875,1.3028374581238933,0.48639053106307983,2.6386418
BND,40.90625_-122.15625,40.90625,-122.15625,1.2181127200824027,0.6071597337722778,3.5916278
BND,40.90625_-122.09375,40.90625,-122.09375,1.2643574258578556,0.6138461828231812,3.3934884
BND,40.84375_-122.34375,40.84375,-122.34375,1.3410257475772946,0.43508875370025635,2.1017182
BND,40.84375_-122.28125,40.84375,-122.28125,1.2647660258918667,0.480236679315567,2.4393423
BND,40.84375_-122.21875,40.84375,-122.21875,1.3168468655449008,0.5583431720733643,2.72615
BND,40.84375_-122.15625,40.84375,-122.15625,1.2098933016187674,0.5988757610321045,3.214111
BND,40.84375_-122.09375,40.84375,-122.09375,1.2393027324564962,0.6105325222015381,3.170113
BND,40.84375_-122.03125,40.84375,-122.03125,1.28259135480668,0.5766863822937012,3.127337
BND,40.78125_-122.46875,40.78125,-122.46875,1.3107093702389276,0.4146745502948761,2.0808425
BND,40.78125_-122.34375,40.78125,-122.34375,1.4151970461406738,0.29420119524002075,1.7153546
BND,40.78125_-122.28125,40.78125,-122.28125,1.397183281343886,0.34396448731422424,1.813641
BND,40.78125_-122.21875,40.78125,-122.21875,1.359940678867542,0.3279881775379181,1.817619
BND,40.78125_-122.15625,40.78125,-122.15625,1.4110735656564661,0.3883431851863861,2.0547018
BND,40.78125_-122.09375,40.78125,-122.09375,1.394547002288776,0.5224260091781616,2.5464988
BND,40.78125_-122.03125,40.78125,-122.03125,1.3884298344899535,0.5257396697998047,2.6827292
BND,40.71875_-122.40625,40.71875,-122.40625,1.4325671373813862,0.3254437744617462,1.5941372
BND,40.71875_-122.34375,40.71875,-122.34375,1.3880353363562938,0.3856213092803955,1.7181463
BND,40.71875_-122.28125,40.71875,-122.28125,1.4103270492137525,0.31609466671943665,1.6017718
BND,40.71875_-122.21875,40.71875,-122.21875,1.4740885670267652,0.31065088510513306,1.1600171
BND,40.71875_-122.15625,40.71875,-122.15625,1.4947865972556174,0.37994083762168884,1.3598913
BND,40.71875_-122.09375,40.71875,-122.09375,1.4228663394078986,0.45485207438468933,1.7311683
BND,41.34375_-122.03125,41.34375,-122.03125,1.2766569811904858,0.434201180934906,2.0449827
BND,41.28125_-122.09375,41.28125,-122.09375,1.293353579218277,0.44781064987182617,2.0340214
BND,41.28125_-122.03125,41.28125,-122.03125,1.3313404804126945,0.37100592255592346,1.6380792
BND,41.21875_-122.15625,41.21875,-122.15625,1.262529093275846,0.4783431887626648,2.6240308
BND,41.21875_-122.09375,41.21875,-122.09375,1.2836612713859346,0.4326627254486084,2.3259726
BND,41.21875_-122.03125,41.21875,-122.03125,1.3210030514264135,0.43739643692970276,2.6814866
BND,41.15625_-122.09375,41.15625,-122.09375,1.3036635657323083,0.5121893286705017,2.8543007
BND,41.28125_-121.53125,41.28125,-121.53125,1.4231633044515077,0.348698228597641,1.2123029
BND,41.28125_-121.46875,41.28125,-121.46875,1.4279576454251646,0.3728994131088257,1.5653908
BND,40.90625_-121.34375,40.90625,-121.34375,1.4919712746146687,0.34088757634162903,0.6801955
BND,40.84375_-121.40625,40.84375,-121.40625,1.4490342118629607,0.30952662229537964,0.68655515
BND,40.78125_-121.40625,40.78125,-121.40625,1.450284526343612,0.3061538338661194,0.65968335
BND,40.71875_-121.40625,40.71875,-121.40625,1.4460995964138552,0.3664497137069702,1.0492808
BND,40.90625_-121.46875,40.90625,-121.46875,1.4293464492909833,0.3284023702144623,0.589437
BND,40.90625_-121.40625,40.90625,-121.40625,1.461781262289482,0.3284023702144623,0.5741639
BND,40.84375_-121.46875,40.84375,-121.46875,1.4406482673150727,0.38999998569488525,0.687079
BND,40.71875_-121.21875,40.71875,-121.21875,1.4468892279817722,0.3168047368526459,0.98367107
BND,40.71875_-121.15625,40.71875,-121.15625,1.461846505504754,0.3995266258716583,1.2437575
BND,41.21875_-121.53125,41.21875,-121.53125,1.3965731993465704,0.3085798919200897,0.60445166
BND,41.21875_-121.46875,41.21875,-121.46875,1.4394195212100183,0.3237278163433075,1.1058152
BND,40.90625_-121.21875,40.90625,-121.21875,1.4514724562209538,0.3459171652793884,0.86589473
BND,40.84375_-121.21875,40.84375,-121.21875,1.4624205079149672,0.35887575149536133,1.0757858
BND,40.84375_-121.15625,40.84375,-121.15625,1.4379287912036598,0.38538461923599243,1.2278392
BND,40.84375_-121.09375,40.84375,-121.09375,1.4501931002620276,0.3418934941291809,0.72135365
BND,40.84375_-121.03125,40.84375,-121.03125,1.4451833310058857,0.3188757300376892,0.6415657
BND,40.78125_-121.53125,40.78125,-121.53125,1.3955614210692557,0.3427218794822693,1.332593
BND,40.78125_-121.46875,40.78125,-121.46875,1.4350104775318617,0.2800000011920929,0.7972886
BND,40.78125_-121.21875,40.78125,-121.21875,1.4808364792474777,0.40970414876937866,1.5236152
BND,40.71875_-121.34375,40.71875,-121.34375,1.4669679910808289,0.36384615302085876,1.1561669
BND,40.71875_-121.28125,40.71875,-121.28125,1.4368069227048723,0.3502366840839386,1.0088682
BND,41.53125_-121.59375,41.53125,-121.59375,1.3645046952957682,0.44165679812431335,1.5216788
BND,41.46875_-121.65625,41.46875,-121.65625,1.3975547669955841,0.29828402400016785,1.1175455
BND,41.46875_-121.59375,41.46875,-121.59375,1.398483721605194,0.33159762620925903,1.2759509
BND,41.46875_-121.53125,41.46875,-121.53125,1.3852899102849159,0.18124260008335114,1.0621034
BND,41.46875_-121.34375,41.46875,-121.34375,1.3986450350845416,0.33307692408561707,0.80784625
BND,41.40625_-121.65625,41.40625,-121.65625,1.3951138873887061,0.3559763431549072,1.442351
BND,41.40625_-121.59375,41.40625,-121.59375,1.4041035255635217,0.377692312002182,1.4070054
BND,41.40625_-121.53125,41.40625,-121.53125,1.3898341047727498,0.3752070963382721,1.1948302
BND,41.40625_-121.46875,41.40625,-121.46875,1.385989946742736,0.35846152901649475,1.2564564
BND,41.40625_-121.40625,41.40625,-121.40625,1.3762881849453614,0.31372779607772827,0.9708075
BND,41.40625_-121.34375,41.40625,-121.34375,1.3761405523459946,0.31029585003852844,0.8416338
