epoch,loss,cal_kge,lr,epoch_s
0.000000000000000000e+00,1.019245684767762894e+00,7.690719227440798722e-01,1.599999999999999860e-04,1.609756064414978027e+01
1.000000000000000000e+00,1.005470044083065506e+00,nan,2.799999999999999755e-04,1.178930950164794922e+01
2.000000000000000000e+00,9.304099287837743759e-01,7.877688615213128687e-01,4.000000000000000192e-04,1.552780723571777344e+01
3.000000000000000000e+00,8.668260735770066949e-01,nan,3.997038957044966347e-04,1.279495859146118164e+01
4.000000000000000000e+00,8.185085962629981005e-01,8.314568424002373170e-01,3.988164820770001432e-04,1.673838090896606445e+01
5.000000000000000000e+00,7.827956713736057281e-01,nan,3.973404541635308261e-04,1.256254529953002930e+01
6.000000000000000000e+00,7.503641985563768158e-01,8.370940143989439308e-01,3.952802946123499476e-04,1.655268764495849609e+01
7.000000000000000000e+00,7.056662821107440031e-01,nan,3.926422600603038165e-04,1.170278882980346680e+01
8.000000000000000000e+00,6.935439612716436386e-01,8.541886944577237184e-01,3.894343621316237046e-04,1.573205041885375977e+01
9.000000000000000000e+00,6.662950466076532630e-01,nan,3.856663431068863305e-04,1.136713266372680664e+01
1.000000000000000000e+01,6.392976565079556694e-01,8.704241017437858163e-01,3.813496463360276242e-04,1.537743997573852539e+01
1.100000000000000000e+01,6.312569676794939078e-01,nan,3.764973814852653577e-04,1.141882324218750000e+01
1.200000000000000000e+01,6.112683824160032309e-01,8.872492074724427358e-01,3.711242847234738217e-04,1.525709176063537598e+01
1.300000000000000000e+01,5.910002568529711953e-01,nan,3.652466739689228317e-04,1.128920412063598633e+01
1.400000000000000000e+01,5.799070255210002633e-01,8.839375515048983889e-01,3.588823993322968141e-04,1.505772089958190918e+01
1.500000000000000000e+01,5.595688776423534128e-01,nan,3.520507889064948374e-04,1.118169951438903809e+01
1.600000000000000000e+01,5.456973071106605566e-01,8.831100518431900248e-01,3.447725900678480699e-04,1.515728163719177246e+01
1.700000000000000000e+01,5.277963620093133468e-01,nan,3.370699064670196177e-04,1.132217669486999512e+01
1.800000000000000000e+01,5.407263218528695070e-01,8.815461276685699898e-01,3.289661309009438194e-04,1.517012882232666016e+01
