basin,lat,lon,area_weight,elev,flowlen,soil_class,veg_class,basin_id,basin_id2,key
AMF,39.15625,-120.96875,6.061e-05,751,80661,1,1,1,1,39.156250_-120.968750
AMF,39.15625,-120.90625,0.23907063,825,79080,1,1,1,1,39.156250_-120.906250
AMF,39.15625,-120.84375,0.70701946,898,82448,1,1,1,1,39.156250_-120.843750
AMF,39.15625,-120.78125,0.77696494,1078,84717,1,1,1,1,39.156250_-120.781250
AMF,39.15625,-120.71875,0.77696494,1200,96829,1,1,1,1,39.156250_-120.718750
AMF,39.15625,-120.65625,0.77696494,1498,104466,1,1,1,1,39.156250_-120.656250
AMF,39.15625,-120.59375,0.77696494,1549,111887,1,1,1,1,39.156250_-120.593750
AMF,39.15625,-120.53125,0.77696494,1865,119850,1,1,1,1,39.156250_-120.531250
AMF,39.15625,-120.46875,0.77696494,1907,127469,1,1,1,1,39.156250_-120.468750
AMF,39.15625,-120.40625,0.77696494,1847,132802,1,1,1,1,39.156250_-120.406250
AMF,39.15625,-120.34375,0.77696494,2138,142933,1,1,1,1,39.156250_-120.343750
AMF,39.15625,-120.28125,0.73203148,2254,153834,1,1,1,1,39.156250_-120.281250
AMF,39.09375,-120.96875,0.29379321,693,71634,1,1,1,1,39.093750_-120.968750
AMF,39.09375,-120.90625,0.77765463,688,70068,1,1,1,1,39.093750_-120.906250
AMF,39.09375,-120.84375,0.77765463,864,72574,1,1,1,1,39.093750_-120.843750
AMF,39.09375,-120.78125,0.77765463,1092,80869,1,1,1,1,39.093750_-120.781250
AMF,39.09375,-120.71875,0.77765463,1179,89571,1,1,1,1,39.093750_-120.718750
AMF,39.09375,-120.65625,0.77765463,1177,97755,1,1,1,1,39.093750_-120.656250
AMF,39.09375,-120.59375,0.77765463,1516,104018,1,1,1,1,39.093750_-120.593750
AMF,39.09375,-120.53125,0.77765463,1638,116309,1,1,1,1,39.093750_-120.531250
AMF,39.09375,-120.46875,0.77765463,1713,121313,1,1,1,1,39.093750_-120.468750
AMF,39.09375,-120.40625,0.77765463,1751,128951,1,1,1,1,39.093750_-120.406250
AMF,39.09375,-120.34375,0.77765463,1848,149872,1,1,1,1,39.093750_-120.343750
AMF,39.09375,-120.28125,0.7766026,2150,158290,1,1,1,1,39.093750_-120.281250
AMF,39.03125,-121.03125,6.072e-05,669,55224,1,1,1,1,39.031250_-121.031250
AMF,39.03125,-120.96875,0.52695571,625,55000,1,1,1,1,39.031250_-120.968750
AMF,39.03125,-120.90625,0.7783434,606,60039,1,1,1,1,39.031250_-120.906250
AMF,39.03125,-120.84375,0.7783434,833,66587,1,1,1,1,39.031250_-120.843750
AMF,39.03125,-120.78125,0.7783434,878,76439,1,1,1,1,39.031250_-120.781250
AMF,39.03125,-120.71875,0.7783434,803,84710,1,1,1,1,39.031250_-120.718750
AMF,39.03125,-120.65625,0.7783434,1006,93766,1,1,1,1,39.031250_-120.656250
AMF,39.03125,-120.59375,0.7783434,1330,102081,1,1,1,1,39.031250_-120.593750
AMF,39.03125,-120.53125,0.7783434,1413,111269,1,1,1,1,39.031250_-120.531250
AMF,39.03125,-120.46875,0.7783434,1575,119015,1,1,1,1,39.031250_-120.468750
AMF,39.03125,-120.40625,0.7783434,1737,128581,1,1,1,1,39.031250_-120.406250
AMF,39.03125,-120.34375,0.7783434,2028,147331,1,1,1,1,39.031250_-120.343750
AMF,39.03125,-120.28125,0.7783434,1978,157854,1,1,1,1,39.031250_-120.281250
AMF,39.03125,-120.21875,0.62290178,2206,166899,1,1,1,1,39.031250_-120.218750
AMF,38.96875,-121.03125,0.20818753,444,43159,1,1,1,1,38.968750_-121.031250
AMF,38.96875,-120.96875,0.77903125,467,47442,1,1,1,1,38.968750_-120.968750
AMF,38.96875,-120.90625,0.77903125,604,53207,1,1,1,1,38.968750_-120.906250
AMF,38.96875,-120.84375,0.77903125,624,64311,1,1,1,1,38.968750_-120.843750
AMF,38.96875,-120.78125,0.77903125,853,73013,1,1,1,1,38.968750_-120.781250
AMF,38.96875,-120.71875,0.77903125,964,81216,1,1,1,1,38.968750_-120.718750
AMF,38.96875,-120.65625,0.77903125,958,94847,1,1,1,1,38.968750_-120.656250
AMF,38.96875,-120.59375,0.77903125,1236,102349,1,1,1,1,38.968750_-120.593750
AMF,38.96875,-120.53125,0.77903125,1475,110351,1,1,1,1,38.968750_-120.531250
AMF,38.96875,-120.46875,0.77903125,1464,118178,1,1,1,1,38.968750_-120.468750
AMF,38.96875,-120.40625,0.77903125,1675,133963,1,1,1,1,38.968750_-120.406250
AMF,38.96875,-120.34375,0.77903125,1858,140265,1,1,1,1,38.968750_-120.343750
AMF,38.96875,-120.28125,0.77903125,2180,144580,1,1,1,1,38.968750_-120.281250
AMF,38.96875,-120.21875,0.7665104,2245,152764,1,1,1,1,38.968750_-120.218750
AMF,38.96875,-120.15625,0.33399257,2446,180006,1,1,1,1,38.968750_-120.156250
AMF,38.90625,-121.09375,0.03980514,380,30616,1,1,1,1,38.906250_-121.093750
AMF,38.90625,-121.03125,0.75080363,381,32214,1,1,1,1,38.906250_-121.031250
AMF,38.90625,-120.96875,0.77971816,472,39452,1,1,1,1,38.906250_-120.968750
AMF,38.90625,-120.90625,0.77971816,594,47908,1,1,1,1,38.906250_-120.906250
AMF,38.90625,-120.84375,0.77971816,766,55715,1,1,1,1,38.906250_-120.843750
AMF,38.90625,-120.78125,0.77971816,901,73429,1,1,1,1,38.906250_-120.781250
AMF,38.90625,-120.71875,0.77971816,1071,82706,1,1,1,1,38.906250_-120.718750
AMF,38.90625,-120.65625,0.77971816,1263,89391,1,1,1,1,38.906250_-120.656250
AMF,38.90625,-120.59375,0.77971816,1263,98285,1,1,1,1,38.906250_-120.593750
AMF,38.90625,-120.53125,0.77971816,1366,106508,1,1,1,1,38.906250_-120.531250
AMF,38.90625,-120.46875,0.77971816,1621,116587,1,1,1,1,38.906250_-120.468750
AMF,38.90625,-120.40625,0.77971816,1673,126990,1,1,1,1,38.906250_-120.406250
AMF,38.90625,-120.34375,0.77971816,1756,132771,1,1,1,1,38.906250_-120.343750
AMF,38.90625,-120.28125,0.77971816,2101,140757,1,1,1,1,38.906250_-120.281250
AMF,38.90625,-120.21875,0.77971816,2457,150085,1,1,1,1,38.906250_-120.218750
AMF,38.90625,-120.15625,0.38934361,2485,171757,1,1,1,1,38.906250_-120.156250
AMF,38.84375,-121.09375,0.58477927,264,19239,1,1,1,1,38.843750_-121.093750
AMF,38.84375,-121.03125,0.78040415,385,24093,1,1,1,1,38.843750_-121.031250
AMF,38.84375,-120.96875,0.78040415,353,33968,1,1,1,1,38.843750_-120.968750
AMF,38.84375,-120.90625,0.78040415,490,39662,1,1,1,1,38.843750_-120.906250
AMF,38.84375,-120.84375,0.78040415,635,52097,1,1,1,1,38.843750_-120.843750
AMF,38.84375,-120.78125,0.78040415,731,59150,1,1,1,1,38.843750_-120.781250
AMF,38.84375,-120.71875,0.78040415,886,78075,1,1,1,1,38.843750_-120.718750
AMF,38.84375,-120.65625,0.78040415,1115,86384,1,1,1,1,38.843750_-120.656250
AMF,38.84375,-120.59375,0.78040415,1291,91753,1,1,1,1,38.843750_-120.593750
AMF,38.84375,-120.53125,0.78040415,1326,102423,1,1,1,1,38.843750_-120.531250
AMF,38.84375,-120.46875,0.78040415,1492,111605,1,1,1,1,38.843750_-120.468750
AMF,38.84375,-120.40625,0.78040415,1599,124813,1,1,1,1,38.843750_-120.406250
AMF,38.84375,-120.34375,0.78040415,1658,132502,1,1,1,1,38.843750_-120.343750
AMF,38.84375,-120.28125,0.78040415,1963,141035,1,1,1,1,38.843750_-120.281250
AMF,38.84375,-120.21875,0.78040415,2251,150813,1,1,1,1,38.843750_-120.218750
AMF,38.84375,-120.15625,0.60408732,2504,151861,1,1,1,1,38.843750_-120.156250
AMF,38.78125,-121.15625,0.11486206,147,10332,1,1,1,1,38.781250_-121.156250
AMF,38.78125,-121.09375,0.73281795,219,11099,1,1,1,1,38.781250_-121.093750
AMF,38.78125,-121.03125,0.78108921,310,17813,1,1,1,1,38.781250_-121.031250
AMF,38.78125,-120.96875,0.78108921,330,27343,1,1,1,1,38.781250_-120.968750
AMF,38.78125,-120.90625,0.78108921,384,38157,1,1,1,1,38.781250_-120.906250
AMF,38.78125,-120.84375,0.78108921,504,46392,1,1,1,1,38.781250_-120.843750
AMF,38.78125,-120.78125,0.78108921,604,59243,1,1,1,1,38.781250_-120.781250
AMF,38.78125,-120.71875,0.78108921,772,70060,1,1,1,1,38.781250_-120.718750
AMF,38.78125,-120.65625,0.78108921,888,82063,1,1,1,1,38.781250_-120.656250
AMF,38.78125,-120.59375,0.78108921,1025,80691,1,1,1,1,38.781250_-120.593750
AMF,38.78125,-120.53125,0.75783108,1205,86447,1,1,1,1,38.781250_-120.531250
AMF,38.78125,-120.46875,0.77289071,1292,108453,1,1,1,1,38.781250_-120.468750
AMF,38.78125,-120.40625,0.78108921,1406,117050,1,1,1,1,38.781250_-120.406250
AMF,38.78125,-120.34375,0.78108921,1578,124898,1,1,1,1,38.781250_-120.343750
AMF,38.78125,-120.28125,0.78108921,1730,132808,1,1,1,1,38.781250_-120.281250
AMF,38.78125,-120.21875,0.78108921,1955,140656,1,1,1,1,38.781250_-120.218750
AMF,38.78125,-120.15625,0.78108921,2055,148336,1,1,1,1,38.781250_-120.156250
AMF,38.78125,-120.09375,0.78108921,2304,156469,1,1,1,1,38.781250_-120.093750
AMF,38.71875,-121.21875,0.0025537,103,1860,1,1,1,1,38.718750_-121.218750
AMF,38.71875,-121.15625,0.59481272,124,856,1,1,1,1,38.718750_-121.156250
AMF,38.71875,-121.09375,0.67891151,177,8420,1,1,1,1,38.718750_-121.093750
AMF,38.71875,-121.03125,0.75468424,335,17567,1,1,1,1,38.718750_-121.031250
AMF,38.71875,-120.96875,0.69136024,405,28909,1,1,1,1,38.718750_-120.968750
AMF,38.71875,-120.90625,0.78177334,403,37087,1,1,1,1,38.718750_-120.906250
AMF,38.71875,-120.84375,0.74880704,511,45421,1,1,1,1,38.718750_-120.843750
AMF,38.71875,-120.78125,0.73843353,637,53768,1,1,1,1,38.718750_-120.781250
AMF,38.71875,-120.71875,0.68621469,772,61293,1,1,1,1,38.718750_-120.718750
AMF,38.71875,-120.65625,0.57420687,899,69989,1,1,1,1,38.718750_-120.656250
AMF,38.71875,-120.59375,0.21043089,1076,78345,1,1,1,1,38.718750_-120.593750
AMF,38.71875,-120.46875,0.03227741,1428,112643,1,1,1,1,38.718750_-120.468750
AMF,38.71875,-120.40625,0.38768918,1490,119533,1,1,1,1,38.718750_-120.406250
AMF,38.71875,-120.34375,0.68924247,1696,126410,1,1,1,1,38.718750_-120.343750
AMF,38.71875,-120.28125,0.78177334,1825,134220,1,1,1,1,38.718750_-120.281250
AMF,38.71875,-120.21875,0.78177334,1821,141334,1,1,1,1,38.718750_-120.218750
AMF,38.71875,-120.15625,0.78177334,2123,149551,1,1,1,1,38.718750_-120.156250
AMF,38.71875,-120.09375,0.78177334,2391,159639,1,1,1,1,38.718750_-120.093750
AMF,38.71875,-120.03125,0.47856462,2551,164964,1,1,1,1,38.718750_-120.031250
AMF,38.65625,-121.21875,0.00015314,91,1821,1,1,1,1,38.656250_-121.218750
AMF,38.65625,-121.15625,0.04338739,82,0,1,1,1,1,38.656250_-121.156250
AMF,38.65625,-121.09375,0.05815174,262,15681,1,1,1,1,38.656250_-121.093750
AMF,38.65625,-121.03125,0.05800688,369,24773,1,1,1,1,38.656250_-121.031250
AMF,38.65625,-120.96875,0.08749908,457,42340,1,1,1,1,38.656250_-120.968750
AMF,38.65625,-120.90625,0.21342248,449,44076,1,1,1,1,38.656250_-120.906250
AMF,38.65625,-120.84375,0.21166563,518,48952,1,1,1,1,38.656250_-120.843750
AMF,38.65625,-120.78125,0.04843543,656,59230,1,1,1,1,38.656250_-120.781250
AMF,38.65625,-120.71875,0.02214215,707,62770,1,1,1,1,38.656250_-120.718750
AMF,38.65625,-120.34375,0.0178844,1867,138653,1,1,1,1,38.656250_-120.343750
AMF,38.65625,-120.28125,0.26579823,1951,138599,1,1,1,1,38.656250_-120.281250
AMF,38.65625,-120.21875,0.68834094,2049,145598,1,1,1,1,38.656250_-120.218750
AMF,38.65625,-120.15625,0.68262015,2186,151654,1,1,1,1,38.656250_-120.156250
AMF,38.65625,-120.09375,0.76687474,2472,159378,1,1,1,1,38.656250_-120.093750
AMF,38.65625,-120.03125,0.41637324,2670,169298,1,1,1,1,38.656250_-120.031250
AMF,38.65625,-119.96875,0.0729689,2757,177182,1,1,1,1,38.656250_-119.968750
AMF,38.59375,-120.15625,0.01778181,2462,166393,1,1,1,1,38.593750_-120.156250
AMF,38.59375,-120.09375,0.02952989,2474,166655,1,1,1,1,38.593750_-120.093750
BLB,39.84375,-122.90625,1.30843117,1426,85006,1,1,1,1,39.843750_-122.906250
BLB,39.84375,-122.84375,0.75794419,1331,79666,1,1,1,1,39.843750_-122.843750
BLB,39.84375,-122.78125,0.43839748,1559,74080,1,1,1,1,39.843750_-122.781250
BLB,39.84375,-122.71875,0.19068951,1534,73735,1,1,1,1,39.843750_-122.718750
BLB,39.84375,-122.65625,0.00694326,529,40140,1,1,1,1,39.843750_-122.656250
BLB,39.84375,-122.59375,1.14597408,291,30387,1,1,1,1,39.843750_-122.593750
BLB,39.84375,-122.53125,1.08938041,262,21468,1,1,1,1,39.843750_-122.531250
BLB,39.84375,-122.46875,0.37636497,222,13744,1,1,1,1,39.843750_-122.468750
BLB,39.84375,-122.40625,0.52052296,181,6120,1,1,1,1,39.843750_-122.406250
BLB,39.84375,-122.34375,0.39328608,147,0,1,1,1,1,39.843750_-122.343750
BLB,39.78125,-122.90625,1.37762018,1472,84636,1,1,1,1,39.781250_-122.906250
BLB,39.78125,-122.84375,1.92833148,1210,75764,1,1,1,1,39.781250_-122.843750
BLB,39.78125,-122.78125,1.92833148,1016,67046,1,1,1,1,39.781250_-122.781250
BLB,39.78125,-122.71875,1.84608323,1117,47056,1,1,1,1,39.781250_-122.718750
BLB,39.78125,-122.65625,1.83735746,1023,38721,1,1,1,1,39.781250_-122.656250
BLB,39.78125,-122.59375,1.92833148,425,29902,1,1,1,1,39.781250_-122.593750
BLB,39.78125,-122.53125,1.92833148,232,21430,1,1,1,1,39.781250_-122.531250
BLB,39.78125,-122.46875,1.92833148,229,13274,1,1,1,1,39.781250_-122.468750
BLB,39.78125,-122.40625,1.92833148,182,5672,1,1,1,1,39.781250_-122.406250
BLB,39.78125,-122.34375,0.79133155,150,1860,1,1,1,1,39.781250_-122.343750
BLB,39.71875,-122.78125,1.88037852,1275,63105,1,1,1,1,39.718750_-122.781250
BLB,39.71875,-122.71875,1.93008172,745,54071,1,1,1,1,39.718750_-122.718750
BLB,39.71875,-122.65625,1.93008172,839,42378,1,1,1,1,39.718750_-122.656250
BLB,39.71875,-122.59375,1.93008172,566,34245,1,1,1,1,39.718750_-122.593750
BLB,39.71875,-122.53125,1.93008172,292,23124,1,1,1,1,39.718750_-122.531250
BLB,39.71875,-122.46875,1.83906106,250,18245,1,1,1,1,39.718750_-122.468750
BLB,39.71875,-122.40625,0.77874855,183,11013,1,1,1,1,39.718750_-122.406250
BLB,39.71875,-122.34375,0.0013205,195,10645,1,1,1,1,39.718750_-122.343750
BLB,39.65625,-122.78125,1.44741352,1380,63892,1,1,1,1,39.656250_-122.781250
BLB,39.65625,-122.71875,1.93182967,1108,53247,1,1,1,1,39.656250_-122.718750
BLB,39.65625,-122.65625,1.93182967,719,45721,1,1,1,1,39.656250_-122.656250
BLB,39.65625,-122.59375,1.93182967,381,38196,1,1,1,1,39.656250_-122.593750
BLB,39.65625,-122.53125,1.93182967,243,29568,1,1,1,1,39.656250_-122.531250
BLB,39.65625,-122.46875,1.00241678,269,25154,1,1,1,1,39.656250_-122.468750
BLB,39.59375,-122.71875,0.94543393,1267,61230,1,1,1,1,39.593750_-122.718750
BLB,39.59375,-122.65625,1.93357531,898,53020,1,1,1,1,39.593750_-122.656250
BLB,39.59375,-122.59375,1.93357531,347,42647,1,1,1,1,39.593750_-122.593750
BLB,39.59375,-122.53125,1.77423738,278,36464,1,1,1,1,39.593750_-122.531250
BLB,39.59375,-122.46875,0.01633487,322,35755,1,1,1,1,39.593750_-122.468750
BLB,39.53125,-122.65625,1.73123262,1153,55472,1,1,1,1,39.531250_-122.656250
BLB,39.53125,-122.59375,1.93531866,440,49426,1,1,1,1,39.531250_-122.593750
BLB,39.53125,-122.53125,1.92992011,313,47824,1,1,1,1,39.531250_-122.531250
BLB,39.53125,-122.46875,0.16842486,414,51688,1,1,1,1,39.531250_-122.468750
BLB,39.46875,-122.71875,1.56073648,1405,71345,1,1,1,1,39.468750_-122.718750
BLB,39.46875,-122.65625,1.93705971,898,62148,1,1,1,1,39.468750_-122.656250
BLB,39.46875,-122.59375,1.93705971,589,57888,1,1,1,1,39.468750_-122.593750
BLB,39.46875,-122.53125,1.93705971,343,56258,1,1,1,1,39.468750_-122.531250
BLB,39.46875,-122.46875,0.75106224,415,58418,1,1,1,1,39.468750_-122.468750
BLB,39.40625,-122.78125,1.38826854,1730,101793,1,1,1,1,39.406250_-122.781250
BLB,39.40625,-122.71875,1.9217418,1492,92682,1,1,1,1,39.406250_-122.718750
BLB,39.40625,-122.65625,1.93879845,925,83715,1,1,1,1,39.406250_-122.656250
BLB,39.40625,-122.59375,1.93879845,526,73524,1,1,1,1,39.406250_-122.593750
BLB,39.40625,-122.53125,1.93879845,356,64583,1,1,1,1,39.406250_-122.531250
BLB,39.40625,-122.46875,1.26002598,431,64992,1,1,1,1,39.406250_-122.468750
BLB,39.34375,-122.71875,1.88981618,1315,92798,1,1,1,1,39.343750_-122.718750
BLB,39.34375,-122.65625,1.94053488,740,84287,1,1,1,1,39.343750_-122.656250
BLB,39.34375,-122.59375,1.94053488,649,77049,1,1,1,1,39.343750_-122.593750
BLB,39.34375,-122.53125,1.94053488,406,73208,1,1,1,1,39.343750_-122.531250
BLB,39.34375,-122.46875,1.39147453,457,73246,1,1,1,1,39.343750_-122.468750
BLB,39.28125,-122.71875,1.522913,1455,101570,1,1,1,1,39.281250_-122.718750
BLB,39.28125,-122.65625,1.942269,997,97751,1,1,1,1,39.281250_-122.656250
BLB,39.28125,-122.59375,1.9147782,753,88825,1,1,1,1,39.281250_-122.593750
BLB,39.28125,-122.53125,1.92606819,521,81897,1,1,1,1,39.281250_-122.531250
BLB,39.28125,-122.46875,1.66357827,453,83086,1,1,1,1,39.281250_-122.468750
BLB,39.28125,-122.40625,0.05752079,605,100288,1,1,1,1,39.281250_-122.406250
BLB,39.21875,-122.71875,0.01561416,1585,107996,1,1,1,1,39.218750_-122.718750
BLB,39.21875,-122.65625,0.86814165,1086,99981,1,1,1,1,39.218750_-122.656250
BLB,39.21875,-122.59375,0.69847377,851,96987,1,1,1,1,39.218750_-122.593750
BLB,39.21875,-122.53125,0.36289382,602,92868,1,1,1,1,39.218750_-122.531250
BLB,39.21875,-122.46875,0.83737979,469,91525,1,1,1,1,39.218750_-122.468750
BLB,39.21875,-122.40625,0.31522097,568,98035,1,1,1,1,39.218750_-122.406250
BND,42.40625,-120.46875,0.09687744,1973,579370,1,1,1,1,42.406250_-120.468750
BND,42.34375,-120.78125,0.06815046,1747,588457,1,1,1,1,42.343750_-120.781250
BND,42.34375,-120.71875,0.06507575,1857,588348,1,1,1,1,42.343750_-120.718750
BND,42.34375,-120.65625,0.08898785,1997,582540,1,1,1,1,42.343750_-120.656250
BND,42.34375,-120.59375,0.12239178,1831,577963,1,1,1,1,42.343750_-120.593750
BND,42.34375,-120.53125,0.12946881,1912,576129,1,1,1,1,42.343750_-120.531250
BND,42.34375,-120.46875,0.13831271,1841,571098,1,1,1,1,42.343750_-120.468750
BND,42.34375,-120.40625,0.13831271,1631,568553,1,1,1,1,42.343750_-120.406250
BND,42.34375,-120.34375,0.09983048,1597,570263,1,1,1,1,42.343750_-120.343750
BND,42.28125,-120.78125,0.12980649,1710,579993,1,1,1,1,42.281250_-120.781250
BND,42.28125,-120.71875,0.13845013,1708,576196,1,1,1,1,42.281250_-120.718750
BND,42.28125,-120.65625,0.13845013,2039,575678,1,1,1,1,42.281250_-120.656250
BND,42.28125,-120.59375,0.13845013,1861,568610,1,1,1,1,42.281250_-120.593750
BND,42.28125,-120.53125,0.13845013,1673,564522,1,1,1,1,42.281250_-120.531250
BND,42.28125,-120.46875,0.13845013,1581,561953,1,1,1,1,42.281250_-120.468750
BND,42.28125,-120.40625,0.13845013,1487,560016,1,1,1,1,42.281250_-120.406250
BND,42.28125,-120.34375,0.13702681,1551,562077,1,1,1,1,42.281250_-120.343750
BND,42.21875,-120.78125,0.13592957,1681,577586,1,1,1,1,42.218750_-120.781250
BND,42.21875,-120.71875,0.13858738,1540,566881,1,1,1,1,42.218750_-120.718750
BND,42.21875,-120.65625,0.13858738,1746,565890,1,1,1,1,42.218750_-120.656250
BND,42.21875,-120.59375,0.13858738,1788,558379,1,1,1,1,42.218750_-120.593750
BND,42.21875,-120.53125,0.13858738,1586,555060,1,1,1,1,42.218750_-120.531250
BND,42.21875,-120.46875,0.13858738,1503,554728,1,1,1,1,42.218750_-120.468750
BND,42.21875,-120.40625,0.13858738,1455,550618,1,1,1,1,42.218750_-120.406250
BND,42.21875,-120.34375,0.13858738,1634,551386,1,1,1,1,42.218750_-120.343750
BND,42.15625,-120.78125,0.13872446,1602,579229,1,1,1,1,42.156250_-120.781250
BND,42.15625,-120.71875,0.13872446,1620,564930,1,1,1,1,42.156250_-120.718750
BND,42.15625,-120.65625,0.13872446,1525,556904,1,1,1,1,42.156250_-120.656250
BND,42.15625,-120.59375,0.13872446,1610,549843,1,1,1,1,42.156250_-120.593750
BND,42.15625,-120.53125,0.13872446,1485,545408,1,1,1,1,42.156250_-120.531250
BND,42.15625,-120.46875,0.13872446,1463,541364,1,1,1,1,42.156250_-120.468750
BND,42.15625,-120.40625,0.13872446,1441,541556,1,1,1,1,42.156250_-120.406250
BND,42.15625,-120.34375,0.13872446,1511,544281,1,1,1,1,42.156250_-120.343750
BND,42.15625,-120.28125,0.10604526,1887,550819,1,1,1,1,42.156250_-120.281250
BND,42.09375,-120.78125,0.12217349,1700,577119,1,1,1,1,42.093750_-120.781250
BND,42.09375,-120.71875,0.13886138,1710,561849,1,1,1,1,42.093750_-120.718750
BND,42.09375,-120.65625,0.13886138,1738,556642,1,1,1,1,42.093750_-120.656250
BND,42.09375,-120.59375,0.13886138,1722,543738,1,1,1,1,42.093750_-120.593750
BND,42.09375,-120.53125,0.13886138,1473,536655,1,1,1,1,42.093750_-120.531250
BND,42.09375,-120.46875,0.13886138,1441,534144,1,1,1,1,42.093750_-120.468750
BND,42.09375,-120.40625,0.13886138,1435,534451,1,1,1,1,42.093750_-120.406250
BND,42.09375,-120.34375,0.13886138,1446,537330,1,1,1,1,42.093750_-120.343750
BND,42.09375,-120.28125,0.13886138,1817,540426,1,1,1,1,42.093750_-120.281250
BND,42.03125,-120.65625,0.13899814,1646,550189,1,1,1,1,42.031250_-120.656250
BND,42.03125,-120.59375,0.13899814,1663,542077,1,1,1,1,42.031250_-120.593750
BND,42.03125,-120.53125,0.13899814,1465,529921,1,1,1,1,42.031250_-120.531250
BND,42.03125,-120.46875,0.13899814,1435,527193,1,1,1,1,42.031250_-120.468750
BND,42.03125,-120.40625,0.13899814,1434,527500,1,1,1,1,42.031250_-120.406250
BND,42.03125,-120.34375,0.13899814,1436,530379,1,1,1,1,42.031250_-120.343750
BND,42.03125,-120.28125,0.13899814,1744,534642,1,1,1,1,42.031250_-120.281250
BND,41.96875,-120.59375,0.08617446,1642,528056,1,1,1,1,41.968750_-120.593750
BND,41.96875,-120.53125,0.13913473,1656,522698,1,1,1,1,41.968750_-120.531250
BND,41.96875,-120.46875,0.13913473,1434,520242,1,1,1,1,41.968750_-120.468750
BND,41.96875,-120.40625,0.13913473,1434,520549,1,1,1,1,41.968750_-120.406250
BND,41.96875,-120.34375,0.13913473,1438,523428,1,1,1,1,41.968750_-120.343750
BND,41.96875,-120.28125,0.13913473,1721,529086,1,1,1,1,41.968750_-120.281250
BND,41.96875,-120.21875,0.09507069,2107,538535,1,1,1,1,41.968750_-120.218750
BND,41.90625,-120.53125,0.13927115,1554,515747,1,1,1,1,41.906250_-120.531250
BND,41.90625,-120.46875,0.13927115,1434,513290,1,1,1,1,41.906250_-120.468750
BND,41.90625,-120.40625,0.13927115,1434,513597,1,1,1,1,41.906250_-120.406250
BND,41.90625,-120.34375,0.13927115,1462,516477,1,1,1,1,41.906250_-120.343750
BND,41.90625,-120.28125,0.1326769,1871,527658,1,1,1,1,41.906250_-120.281250
BND,41.84375,-120.53125,0.13858347,1546,508981,1,1,1,1,41.843750_-120.531250
BND,41.84375,-120.46875,0.13940741,1443,506339,1,1,1,1,41.843750_-120.468750
BND,41.84375,-120.40625,0.13940741,1434,506646,1,1,1,1,41.843750_-120.406250
BND,41.84375,-120.34375,0.13940741,1588,509525,1,1,1,1,41.843750_-120.343750
BND,41.84375,-120.28125,0.13940741,1673,527146,1,1,1,1,41.843750_-120.281250
BND,41.84375,-120.21875,0.06961558,1868,537410,1,1,1,1,41.843750_-120.218750
BND,41.78125,-120.59375,8.415e-05,1544,491682,1,1,1,1,41.781250_-120.593750
BND,41.78125,-120.53125,0.11580451,1536,503094,1,1,1,1,41.781250_-120.531250
BND,41.78125,-120.46875,0.1395435,1437,499311,1,1,1,1,41.781250_-120.468750
BND,41.78125,-120.40625,0.1395435,1437,499695,1,1,1,1,41.781250_-120.406250
BND,41.78125,-120.34375,0.1395435,1709,506217,1,1,1,1,41.781250_-120.343750
BND,41.78125,-120.28125,0.1395435,1855,514105,1,1,1,1,41.781250_-120.281250
