epoch,loss,cal_kge,lr,epoch_s
0.000000000000000000e+00,1.474494253595669990e+00,-1.455210047332987366e-01,1.599999999999999860e-04,7.540148735046386719e+00
1.000000000000000000e+00,9.491205703881051559e-01,nan,2.799999999999999755e-04,3.398890018463134766e+00
2.000000000000000000e+00,4.362626943944228897e-01,7.195876944069856673e-01,4.000000000000000192e-04,6.674526691436767578e+00
3.000000000000000000e+00,3.437789222225546837e-01,nan,3.997038957044966347e-04,3.413275003433227539e+00
4.000000000000000000e+00,3.096028248675995465e-01,8.026399046090041400e-01,3.988164820770001432e-04,6.670072793960571289e+00
5.000000000000000000e+00,2.886785269818372135e-01,nan,3.973404541635308261e-04,3.407407283782958984e+00
6.000000000000000000e+00,2.733485063330994835e-01,7.791588812792653584e-01,3.952802946123499476e-04,6.683293581008911133e+00
7.000000000000000000e+00,2.644711466920044440e-01,nan,3.926422600603038165e-04,3.415622949600219727e+00
8.000000000000000000e+00,2.496056603267788887e-01,8.381448623301167578e-01,3.894343621316237046e-04,6.681341648101806641e+00
9.000000000000000000e+00,2.483872734010219574e-01,nan,3.856663431068863305e-04,3.408751487731933594e+00
1.000000000000000000e+01,2.392243227610985346e-01,8.101274871085011320e-01,3.813496463360276242e-04,6.676825523376464844e+00
1.100000000000000000e+01,2.304774749403198653e-01,nan,3.764973814852653577e-04,3.414934873580932617e+00
1.200000000000000000e+01,2.313607576199703808e-01,8.349420937335207960e-01,3.711242847234738217e-04,6.689296960830688477e+00
1.300000000000000000e+01,2.269110989032520065e-01,nan,3.652466739689228317e-04,3.407115221023559570e+00
1.400000000000000000e+01,2.204107403651707764e-01,8.435764607679883120e-01,3.588823993322968141e-04,6.683792114257812500e+00
1.500000000000000000e+01,2.182604794183539143e-01,nan,3.520507889064948374e-04,3.407991409301757812e+00
1.600000000000000000e+01,2.192878334576057187e-01,8.520621771303293901e-01,3.447725900678480699e-04,6.687955856323242188e+00
1.700000000000000000e+01,2.138549577341311569e-01,nan,3.370699064670196177e-04,3.413416147232055664e+00
1.800000000000000000e+01,2.097537037399080095e-01,8.502814285367610303e-01,3.289661309009438194e-04,6.674878120422363281e+00
1.900000000000000000e+01,2.067065085801813307e-01,nan,3.204858742696712172e-04,3.419689416885375977e+00
