epoch,loss,cal_kge,lr,epoch_s
0.000000000000000000e+00,1.489781512982315537e+00,-8.146394976732444781e-02,1.599999999999999860e-04,6.579454302787780762e+01
1.000000000000000000e+00,9.368496021876732138e-01,nan,2.799999999999999755e-04,9.400587248802185059e+01
2.000000000000000000e+00,4.185626373315851079e-01,7.308175476865569342e-01,4.000000000000000192e-04,1.078225080966949463e+02
3.000000000000000000e+00,3.294293422044979325e-01,nan,3.997038957044966347e-04,1.832590119838714600e+02
4.000000000000000000e+00,2.904929288973410739e-01,8.223432863206027177e-01,3.988164820770001432e-04,1.758636593818664551e+02
5.000000000000000000e+00,2.721952607648240319e-01,nan,3.973404541635308261e-04,1.093281373977661133e+02
6.000000000000000000e+00,2.551071115045083770e-01,8.474798686197412279e-01,3.952802946123499476e-04,1.389205098152160645e+02
7.000000000000000000e+00,2.419417255765033969e-01,nan,3.926422600603038165e-04,1.325223221778869629e+02
8.000000000000000000e+00,2.350298498964144001e-01,8.478454750777117965e-01,3.894343621316237046e-04,4.573228931427001953e+01
9.000000000000000000e+00,2.269794989066819257e-01,nan,3.856663431068863305e-04,1.773597764968872070e+01
1.000000000000000000e+01,2.230051198146409397e-01,8.815260610614927828e-01,3.813496463360276242e-04,2.256564831733703613e+01
1.100000000000000000e+01,2.120073947331143627e-01,nan,3.764973814852653577e-04,1.774396538734436035e+01
1.200000000000000000e+01,2.137761099988387814e-01,8.559981207796422131e-01,3.711242847234738217e-04,2.115707850456237793e+01
1.300000000000000000e+01,2.055976697657671270e-01,nan,3.652466739689228317e-04,1.697500610351562500e+01
1.400000000000000000e+01,2.032502077830334597e-01,8.625639007147384296e-01,3.588823993322968141e-04,2.089981579780578613e+01
1.500000000000000000e+01,1.952504323691957588e-01,nan,3.520507889064948374e-04,1.709524154663085938e+01
1.600000000000000000e+01,2.006098236371245680e-01,8.698394240502984598e-01,3.447725900678480699e-04,2.088103485107421875e+01
1.700000000000000000e+01,1.883037999375826721e-01,nan,3.370699064670196177e-04,1.716534090042114258e+01
1.800000000000000000e+01,1.814191192905935945e-01,8.659452458692453725e-01,3.289661309009438194e-04,2.163840913772583008e+01
1.900000000000000000e+01,1.845533178808788366e-01,nan,3.204858742696712172e-04,1.829205346107482910e+01
2.000000000000000000e+01,1.903087308940788203e-01,8.611322904217992846e-01,3.116548908338733241e-04,2.096572709083557129e+01
2.100000000000000000e+01,1.810112054873671827e-01,nan,3.025000000000000887e-04,1.716131424903869629e+01
2.200000000000000000e+01,1.783117715579768114e-01,9.167580725566750743e-01,2.930490048706235230e-04,2.022575664520263672e+01
2.300000000000000000e+01,1.790301149917973289e-01,nan,2.833306078073291384e-04,1.826756334304809570e+01
2.400000000000000000e+01,1.785594605737262364e-01,8.275831381421639987e-01,2.733743232625872191e-04,1.985277104377746582e+01
2.500000000000000000e+01,1.744781298976805506e-01,nan,2.632103881453305423e-04,1.844586324691772461e+01
2.600000000000000000e+01,1.752743688929412069e-01,9.101707253368608308e-01,2.528696699924559048e-04,2.032271623611450195e+01
2.700000000000000000e+01,1.664480851031839848e-01,nan,2.423835732251290525e-04,1.758987450599670410e+01
2.800000000000000000e+01,1.689637736417353153e-01,8.563085204780506166e-01,2.317839437745895933e-04,2.206422424316406250e+01
2.900000000000000000e+01,1.656899558794167338e-01,nan,2.211029723671048693e-04,1.593701338768005371e+01
3.000000000000000000e+01,1.691328007210460005e-01,8.831865886100358498e-01,2.103730967617916401e-04,1.925069785118103027e+01
3.100000000000000000e+01,1.667323196306824684e-01,nan,1.996269032382084595e-04,1.649271464347839355e+01
3.200000000000000000e+01,1.616088889746202240e-01,8.565142164842259875e-01,1.888970276328952845e-04,2.064794683456420898e+01
3.300000000000000000e+01,1.658240662266810828e-01,nan,1.782160562254104250e-04,1.765214085578918457e+01
3.400000000000000000e+01,1.622197707701060476e-01,8.924143621046706221e-01,1.676164267748710471e-04,2.010579943656921387e+01
3.500000000000000000e+01,1.656150758369929199e-01,nan,1.571303300075441948e-04,1.685573053359985352e+01
3.600000000000000000e+01,1.594978142529726028e-01,8.892464495944113478e-01,1.467896118546695844e-04,2.002293276786804199e+01
3.700000000000000000e+01,1.554290931154456434e-01,nan,1.366256767374129618e-04,1.727130222320556641e+01
3.800000000000000000e+01,1.579895236839850836e-01,9.085064805178593161e-01,1.266693921926709883e-04,2.034403276443481445e+01
3.900000000000000000e+01,1.576311458936995868e-01,nan,1.169509951293766308e-04,1.648808908462524414e+01
4.000000000000000000e+01,1.554221848750280133e-01,9.042083101588979099e-01,1.075000000000000651e-04,2.019118618965148926e+01
4.100000000000000000e+01,1.553166236521469346e-01,nan,9.834510916612681619e-05,1.787337946891784668e+01
4.200000000000000000e+01,1.516810256159967785e-01,9.043969653840340239e-01,8.951412573032893659e-05,2.128385663032531738e+01
4.300000000000000000e+01,1.544261913125713759e-01,nan,8.103386909905629378e-05,1.595616197586059570e+01
4.400000000000000000e+01,1.539322953257295790e-01,9.096130695697552948e-01,7.293009353298048189e-05,1.936102581024169922e+01
4.500000000000000000e+01,1.547411550871199970e-01,nan,6.522740993215205680e-05,1.734158754348754883e+01
4.600000000000000000e+01,1.546539732048081150e-01,8.870120618771900611e-01,5.794921109350526894e-05,1.949944496154785156e+01
