epoch,loss,cal_kge,lr,epoch_s
0.000000000000000000e+00,1.436397093865606545e+00,-1.148768720764860723e-01,1.599999999999999860e-04,1.946399331092834473e+01
1.000000000000000000e+00,9.609933238890435714e-01,nan,2.799999999999999755e-04,1.810993313789367676e+01
2.000000000000000000e+00,4.204660727538996334e-01,7.133309871102705424e-01,4.000000000000000192e-04,2.078168964385986328e+01
3.000000000000000000e+00,3.300834276402990208e-01,nan,3.997038957044966347e-04,1.764458465576171875e+01
4.000000000000000000e+00,2.873041993007063866e-01,7.982704145400154605e-01,3.988164820770001432e-04,2.110748338699340820e+01
5.000000000000000000e+00,2.634089822467002850e-01,nan,3.973404541635308261e-04,1.818664717674255371e+01
6.000000000000000000e+00,2.490544050104088192e-01,8.126449750949341633e-01,3.952802946123499476e-04,2.101036643981933594e+01
7.000000000000000000e+00,2.448378005582425299e-01,nan,3.926422600603038165e-04,1.791371130943298340e+01
8.000000000000000000e+00,2.311176756500369911e-01,8.530855983259340025e-01,3.894343621316237046e-04,1.970267248153686523e+01
9.000000000000000000e+00,2.249962297371692066e-01,nan,3.856663431068863305e-04,1.673300838470458984e+01
1.000000000000000000e+01,2.173827117205494042e-01,8.631545465024215158e-01,3.813496463360276242e-04,1.989196801185607910e+01
1.100000000000000000e+01,2.133109613011280603e-01,nan,3.764973814852653577e-04,1.882797622680664062e+01
1.200000000000000000e+01,2.021961342025962172e-01,8.628680886419587415e-01,3.711242847234738217e-04,2.134472990036010742e+01
1.300000000000000000e+01,1.965262165500057945e-01,nan,3.652466739689228317e-04,1.710773634910583496e+01
1.400000000000000000e+01,1.976319498175548306e-01,8.850548520738755753e-01,3.588823993322968141e-04,2.104633998870849609e+01
1.500000000000000000e+01,1.919455568616589003e-01,nan,3.520507889064948374e-04,1.627594828605651855e+01
1.600000000000000000e+01,1.911319601866934004e-01,8.781840034832477659e-01,3.447725900678480699e-04,2.214918684959411621e+01
1.700000000000000000e+01,1.792387763659159250e-01,nan,3.370699064670196177e-04,1.770146298408508301e+01
1.800000000000000000e+01,1.843327162787318230e-01,8.334684550578703721e-01,3.289661309009438194e-04,2.139935398101806641e+01
1.900000000000000000e+01,1.829938995134499369e-01,nan,3.204858742696712172e-04,1.745201015472412109e+01
2.000000000000000000e+01,1.765336302212542896e-01,8.791677481049747778e-01,3.116548908338733241e-04,2.088478469848632812e+01
2.100000000000000000e+01,1.733864125692182179e-01,nan,3.025000000000000887e-04,1.770890021324157715e+01
2.200000000000000000e+01,1.718642087653279305e-01,9.188447813445113077e-01,2.930490048706235230e-04,1.940476775169372559e+01
2.300000000000000000e+01,1.713081636052164736e-01,nan,2.833306078073291384e-04,1.763261198997497559e+01
2.400000000000000000e+01,1.736662156052059536e-01,9.092159783585433974e-01,2.733743232625872191e-04,1.933568835258483887e+01
2.500000000000000000e+01,1.678096310546000891e-01,nan,2.632103881453305423e-04,1.653326559066772461e+01
2.600000000000000000e+01,1.664229909268518381e-01,9.015576075279523316e-01,2.528696699924559048e-04,2.001299643516540527e+01
2.700000000000000000e+01,1.620505367302232380e-01,nan,2.423835732251290525e-04,1.685669255256652832e+01
2.800000000000000000e+01,1.601924235001206398e-01,9.080214032122064793e-01,2.317839437745895933e-04,2.008667683601379395e+01
2.900000000000000000e+01,1.589690367691218853e-01,nan,2.211029723671048693e-04,1.777607488632202148e+01
3.000000000000000000e+01,1.611401971119145460e-01,8.957223929398853146e-01,2.103730967617916401e-04,2.080733299255371094e+01
3.100000000000000000e+01,1.552300744483040562e-01,nan,1.996269032382084595e-04,1.851842331886291504e+01
