basin,lat,lon,area_weight,elev,flowlen,soil_class,veg_class,key
BND,40.78125,-121.34375,0.15950004,1566.7652450118508,286319.2015566893,7,3,40.78125_-121.34375
BND,40.78125,-121.28125,0.15950015,1694.8117009294347,291884.17940923566,6,6,40.78125_-121.28125
BND,40.71875,-121.71875,0.15963739999999998,1547.6680433281927,144633.14045724875,1,9,40.71875_-121.71875
BND,40.71875,-121.65625,0.15965203,1697.6195330557337,278630.5676745231,1,3,40.71875_-121.65625
BND,40.71875,-121.59375,0.15964092000000002,2042.5994841422862,276396.4880325169,1,16,40.71875_-121.59375
BND,40.71875,-121.53125,0.15964846,1799.9365634970736,275212.626820954,1,3,40.71875_-121.53125
BND,40.71875,-121.46875,0.15964793,1385.2850621990524,276454.5380827049,6,3,40.71875_-121.46875
BND,40.65625,-121.71875,0.15979223,1656.0499278969949,115432.01592905988,1,9,40.65625_-121.71875
BND,40.65625,-121.65625,0.15979761999999997,1883.5715637692228,111049.29002221688,1,3,40.65625_-121.65625
BND,40.65625,-121.59375,0.15979529,1861.0832697884898,312907.84219885326,1,3,40.65625_-121.59375
BND,40.65625,-121.53125,0.1597997,1788.7769595937916,291079.34195583593,1,3,40.65625_-121.53125
BND,40.65625,-121.46875,0.15979904,1470.1587453842026,290976.0703055538,6,3,40.65625_-121.46875
BND,40.65625,-121.40625,0.15979984000000003,1427.2033756729666,289613.0922888283,6,16,40.65625_-121.40625
BND,40.65625,-121.34375,0.15980365,1662.5465298821398,293904.44646420784,6,6,40.65625_-121.34375
BND,40.65625,-121.28125,0.15981085,1648.439300210217,302992.4306701954,6,3,40.65625_-121.28125
BND,40.65625,-121.21875,0.15978906,1722.4411969755627,311007.1456912632,6,6,40.65625_-121.21875
BND,40.65625,-121.15625,0.15980383,1761.0904651659473,320754.94261432905,6,6,40.65625_-121.15625
BND,40.65625,-121.09375,0.09380957,1772.1880849683032,332808.12718585104,6,6,40.65625_-121.09375
BND,40.65625,-121.03125,0.00272835,2103.0,341401.0,6,3,40.65625_-121.03125
BND,40.59375,-121.71875,0.15993932,1501.2420224119996,94689.2391717684,1,9,40.59375_-121.71875
BND,40.59375,-121.65625,0.15996243999999998,1698.9298464689589,99948.82990819596,1,3,40.59375_-121.65625
BND,40.59375,-121.59375,0.15994814,1778.0,105945.0,1,3,40.59375_-121.59375
BND,40.59375,-121.53125,0.15993925,1687.982996606524,304332.5868850204,1,3,40.59375_-121.53125
BND,40.59375,-121.46875,0.15995032,1636.4496956304934,300232.5150006577,6,3,40.59375_-121.46875
BND,40.59375,-121.40625,0.15994086999999998,1856.6833145274252,296977.892737985,1,3,40.59375_-121.40625
BND,40.59375,-121.34375,0.15993941,2045.0496925679545,297784.84820126573,6,3,40.59375_-121.34375
BND,40.59375,-121.28125,0.15994585,1830.9478119626112,312454.9013164768,6,3,40.59375_-121.28125
BND,40.59375,-121.21875,0.15585916,1935.9377075431435,315351.7068249309,6,3,40.59375_-121.21875
BND,40.59375,-121.15625,0.11614421,1953.832115264291,320794.2770566867,6,3,40.59375_-121.15625
BND,40.59375,-121.09375,0.05236429,1792.3390283721978,335749.3017577437,6,3,40.59375_-121.09375
BND,40.59375,-121.03125,0.00198965,2087.0,341555.0,0,3,40.59375_-121.03125
BND,40.53125,-121.65625,0.16009003,1463.3856114587525,95653.03502816509,6,9,40.53125_-121.65625
BND,40.53125,-121.59375,0.1601041,1797.8858340916938,101924.26544042282,1,3,40.53125_-121.59375
BND,40.53125,-121.40625,0.16009755,2060.0,306982.0,6,3,40.53125_-121.40625
BND,40.53125,-121.34375,0.1600915,2017.3922910335655,313183.9179203768,6,3,40.53125_-121.34375
BND,40.53125,-121.28125,0.16009853999999998,2026.4454115571575,321391.8473737488,6,3,40.53125_-121.28125
BND,40.53125,-121.21875,0.039805209999999994,2195.755550090051,323609.51134612784,6,3,40.53125_-121.21875
BND,40.53125,-121.15625,8.535e-05,2033.0,328227.0,1,3,40.53125_-121.15625
BND,40.46875,-121.65625,0.16024673,1532.6361456486507,92709.6804905785,1,3,40.46875_-121.65625
BND,40.46875,-121.40625,0.02449947,2113.0,321913.0,1,3,40.46875_-121.40625
BND,40.46875,-121.34375,0.07682922,2077.0,329879.0,6,3,40.46875_-121.34375
BND,40.46875,-121.28125,0.08585519,2157.0,329610.0,6,3,40.46875_-121.28125
BND,40.46875,-121.21875,0.01426869,2302.0,331490.0,6,3,40.46875_-121.21875
BND,40.40625,-121.65625,0.16039133,1681.6333740109267,92678.07152786874,1,3,40.40625_-121.65625
BND,40.40625,-121.59375,0.16040196,2001.0499457737296,99618.80128391198,1,3,40.40625_-121.59375
BND,40.96875,-122.21875,0.15905843,715.7155132236625,134221.54453756395,6,3,40.96875_-122.21875
BND,40.90625,-122.34375,0.15919523,616.811160108252,121118.7195832438,6,6,40.90625_-122.34375
BND,40.90625,-122.28125,0.15920131999999998,707.5496495883327,124264.00068567273,6,3,40.90625_-122.28125
BND,40.90625,-122.21875,0.16486923000000003,611.2171345132139,124602.4359327086,1,3,40.90625_-122.21875
BND,40.90625,-122.15625,0.15919827,753.8043540297266,130247.36980584022,1,3,40.90625_-122.15625
BND,40.90625,-122.09375,0.15920146,643.6613613970627,140597.61983426535,1,3,40.90625_-122.09375
BND,40.84375,-122.34375,0.17067541,444.89293753564147,108529.53131977243,6,6,40.84375_-122.34375
BND,40.84375,-122.28125,0.15935044,460.24073206198864,115134.35243216148,6,6,40.84375_-122.28125
BND,40.84375,-122.21875,0.15934631999999999,691.5172002717101,119505.18395479734,6,3,40.84375_-122.21875
BND,40.84375,-122.15625,0.15935162000000003,619.8313810051004,126979.94349935064,1,3,40.84375_-122.15625
BND,40.84375,-122.09375,0.15934929,603.473308980542,134874.72409227554,1,3,40.84375_-122.09375
BND,40.84375,-122.03125,0.15934882,542.5032614612396,145528.3309791061,6,3,40.84375_-122.03125
BND,40.78125,-122.46875,0.15948566,901.5502253306034,99149.44267515965,6,6,40.78125_-122.46875
BND,40.78125,-122.34375,0.15950164,416.099847813477,88478.25539304799,6,6,40.78125_-122.34375
BND,40.78125,-122.28125,0.15949422000000002,446.5456689903872,98384.98392813231,0,14,40.78125_-122.28125
BND,40.78125,-122.21875,0.15950572000000002,462.23927380159154,115957.62572263865,6,6,40.78125_-122.21875
BND,40.78125,-122.15625,0.16516814000000002,438.2828212511202,123241.22907250754,6,6,40.78125_-122.15625
BND,40.78125,-122.09375,0.15950107,495.5413508511259,90414.9025390864,6,6,40.78125_-122.09375
BND,40.78125,-122.03125,0.15950477,587.4692317352014,92697.91576063838,6,6,40.78125_-122.03125
BND,40.71875,-122.40625,0.15964317,365.0768461312814,82593.69353107933,6,6,40.71875_-122.40625
BND,40.71875,-122.34375,0.15964462000000001,368.3119334682246,74823.16409240724,6,6,40.71875_-122.34375
BND,40.71875,-122.28125,0.15964467000000002,404.7496530889506,73056.05088951607,6,6,40.71875_-122.28125
BND,40.71875,-122.21875,0.16531712999999998,330.8049508844002,73993.62578112747,6,9,40.71875_-122.21875
BND,40.71875,-122.15625,0.15964419,371.5098200567149,74768.12714449552,6,9,40.71875_-122.15625
BND,40.71875,-122.09375,0.15965687,438.6194577784219,79669.99944349405,6,6,40.71875_-122.09375
BND,41.34375,-122.03125,0.15813736,1304.7810819024676,206776.11416979518,6,16,41.34375_-122.03125
BND,41.28125,-122.09375,0.15829204,1123.0,186939.0,6,16,41.28125_-122.09375
BND,41.28125,-122.03125,0.15828943,1102.0971971407062,196970.20185289695,6,3,41.28125_-122.03125
BND,41.21875,-122.15625,0.15843637,1010.9445748473031,177400.16288930379,6,3,41.21875_-122.15625
BND,41.21875,-122.09375,0.15845311,969.1193533531782,179812.63938442105,6,16,41.21875_-122.09375
BND,41.21875,-122.03125,0.15844702,1044.616146772593,187002.3679113056,6,3,41.21875_-122.03125
BND,41.15625,-122.09375,0.15859167000000002,999.7795700114639,172380.2350873788,6,3,41.15625_-122.09375
BND,41.28125,-121.53125,0.15828031,1257.0425255042778,305171.80183157336,6,16,41.28125_-121.53125
BND,41.28125,-121.46875,0.15829612,1391.1202920197918,299818.5224073717,6,6,41.28125_-121.46875
BND,40.90625,-121.34375,0.15919791,1268.5912095202757,274039.54781416414,6,3,40.90625_-121.34375
BND,40.84375,-121.40625,0.15936074,1330.3514243219502,268440.015850328,7,3,40.84375_-121.40625
BND,40.78125,-121.40625,0.15949536,1376.8773863390134,273597.68445558543,7,3,40.78125_-121.40625
BND,40.71875,-121.40625,0.1596477,1388.1300831768951,281967.0740806789,6,3,40.71875_-121.40625
BND,40.90625,-121.46875,0.15918841,1113.1998923790998,250578.70295582447,6,16,40.90625_-121.46875
BND,40.90625,-121.40625,0.15919433,1189.9800806975977,264925.0909056874,7,7,40.90625_-121.40625
BND,40.84375,-121.46875,0.15935103,1094.00582098528,261218.11149083884,6,16,40.84375_-121.46875
BND,40.71875,-121.21875,0.15964882,1734.3165341904814,305064.97134623356,6,3,40.71875_-121.21875
BND,40.71875,-121.15625,0.15965647,1782.6578651024915,319771.77502778306,6,6,40.71875_-121.15625
BND,41.21875,-121.53125,0.15844539000000002,1122.35077353781,293111.98320708476,6,16,41.21875_-121.53125
BND,41.21875,-121.46875,0.15844332,1108.34496323354,293599.8349697545,6,7,41.21875_-121.46875
BND,40.90625,-121.21875,0.15920399000000002,1341.7209608879775,294111.5419313925,6,16,40.90625_-121.21875
BND,40.84375,-121.21875,0.15934932,1600.1387747999177,302720.25424821395,6,6,40.84375_-121.21875
BND,40.84375,-121.15625,0.15933422,1598.8464831973947,305601.80761571496,6,6,40.84375_-121.15625
BND,40.84375,-121.09375,0.15934598,1494.930585195811,315939.382581098,6,6,40.84375_-121.09375
BND,40.84375,-121.03125,0.1593434,1489.869204309686,321085.92601795867,6,16,40.84375_-121.03125
BND,40.78125,-121.53125,0.15949784,1372.4312812637463,263672.2383703754,6,6,40.78125_-121.53125
BND,40.78125,-121.46875,0.15949861999999998,1073.508848979383,266335.6317776919,6,16,40.78125_-121.46875
BND,40.78125,-121.21875,0.15950599000000001,1858.1515880375403,302663.6441427686,6,6,40.78125_-121.21875
BND,40.71875,-121.34375,0.15965255,1553.3162714908092,288817.75675634365,6,6,40.71875_-121.34375
BND,40.71875,-121.28125,0.15963576000000002,1698.9599818987926,296378.41114459565,6,6,40.71875_-121.28125
BND,41.53125,-121.59375,0.15768634999999998,1918.6549807893966,339092.9983390446,6,2,41.53125_-121.59375
BND,41.46875,-121.65625,0.15784495,1539.875334560909,333783.29152082466,6,3,41.46875_-121.65625
BND,41.46875,-121.59375,0.15782206,1570.425457949288,330552.2302010885,6,3,41.46875_-121.59375
BND,41.46875,-121.53125,0.15783812000000003,1561.3103664691391,333147.838103875,6,16,41.46875_-121.53125
BND,41.46875,-121.34375,0.00331237,1362.0,378359.0,6,3,41.46875_-121.34375
BND,41.40625,-121.65625,0.15798824,1352.2752034581813,325186.2617358102,6,3,41.40625_-121.65625
BND,41.40625,-121.59375,0.15798847,1333.0,321794.0,6,3,41.40625_-121.59375
BND,41.40625,-121.53125,0.15797931,1373.4366424312145,321937.448662866,6,3,41.40625_-121.53125
BND,41.40625,-121.46875,0.14353242,1367.952008333727,326237.85736267804,6,3,41.40625_-121.46875
BND,41.40625,-121.40625,0.12030606,1350.9252572979285,333812.676501084,6,3,41.40625_-121.40625
BND,41.40625,-121.34375,0.14452873,1346.959200015111,368319.45677575667,7,3,41.40625_-121.34375
BND,41.40625,-121.28125,0.11545268,1346.0381697505852,364823.9888473788,7,9,41.40625_-121.28125
BND,41.34375,-121.65625,0.15813101,1317.1124622551895,319427.6808309136,6,3,41.34375_-121.65625
BND,41.34375,-121.59375,0.15814298,1210.4431742085549,315533.4007940789,6,3,41.34375_-121.59375
BND,41.34375,-121.53125,0.15814984999999998,1327.0964209577182,314284.0555810202,6,6,41.34375_-121.53125
BND,41.34375,-121.46875,0.15813562,1354.2313156264224,325201.23581834376,6,6,41.34375_-121.46875
BND,41.34375,-121.40625,0.15813867,1348.4381231358532,333890.76889643754,6,6,41.34375_-121.40625
BND,41.34375,-121.34375,0.15815042,1331.7572907488957,363292.1226483622,7,3,41.34375_-121.34375
BND,41.34375,-121.28125,0.15814446999999998,1306.6003738859793,358111.80902993324,6,9,41.34375_-121.28125
BND,40.90625,-120.90625,0.15919944000000003,1687.1095951719426,336560.69138811034,7,16,40.90625_-120.90625
BND,40.84375,-120.96875,0.15934987,1614.852167623356,327228.8080521183,6,6,40.84375_-120.96875
BND,40.84375,-120.90625,0.15659507,1833.7835636843483,335739.48586880794,6,6,40.84375_-120.90625
BND,40.78125,-121.15625,0.15949875,1892.0,312737.0,6,6,40.78125_-121.15625
BND,40.78125,-121.09375,0.15837064,1774.0,321816.0,6,6,40.78125_-121.09375
BND,40.78125,-121.03125,0.15949875,1768.0,327348.0,6,6,40.78125_-121.03125
BND,40.78125,-120.96875,0.15547396,1828.0,330617.0,6,6,40.78125_-120.96875
BND,40.78125,-120.90625,0.05343868,1925.0,338545.0,6,6,40.78125_-120.90625
BND,40.71875,-121.09375,0.03810566,1912.0,327034.0,6,6,40.71875_-121.09375
BND,40.71875,-121.03125,0.01685874,2025.0,333998.0,6,6,40.71875_-121.03125
BND,40.71875,-120.96875,0.01217277,1990.0,339952.0,6,6,40.71875_-120.96875
BND,41.71875,-120.34375,0.01680521,1648.7879461190905,488169.73640317493,6,16,41.71875_-120.34375
BND,41.53125,-122.15625,0.00516001,2164.0,259579.0,1,2,41.53125_-122.15625
BND,41.53125,-122.09375,0.00047678,2164.0,257326.0,0,2,41.53125_-122.09375
BND,41.53125,-120.40625,0.15768846,1470.8290146913732,464168.28797237284,8,9,41.53125_-120.40625
BND,41.53125,-120.34375,0.15769147,1754.16413291093,471954.8647624376,6,2,41.53125_-120.34375
BND,41.53125,-120.28125,0.07722506,2029.1338379018418,486479.52573633485,6,2,41.53125_-120.28125
BND,41.46875,-120.28125,0.14949526999999999,1932.2481690557836,482383.50114816346,6,12,41.46875_-120.28125
BND,41.34375,-120.40625,0.15813309,1578.7754948063052,476581.69646536343,8,12,41.34375_-120.40625
BND,41.21875,-120.65625,0.15844787,1765.0920914241385,484877.1157563684,6,7,41.21875_-120.65625
BND,41.21875,-120.28125,0.15844157,1775.0606192554137,508584.842766327,6,9,41.21875_-120.28125
BND,41.21875,-120.21875,0.15843681,2092.409529073452,516779.09561004164,6,2,41.21875_-120.21875
BND,41.15625,-120.71875,0.15859421,1777.973017236884,393416.3509531653,6,6,41.15625_-120.71875
BND,41.15625,-120.65625,0.15859166,1815.5117530770535,421297.9985268456,6,6,41.15625_-120.65625
BND,41.15625,-120.59375,0.15860071,1847.6000457375003,429427.9299989892,6,2,41.15625_-120.59375
BND,41.15625,-120.53125,0.15860093,1730.0552366244005,487095.2472208707,6,11,41.15625_-120.53125
BND,41.15625,-120.34375,0.15858934999999996,1714.348960002674,502622.99336254306,6,12,41.15625_-120.34375
BND,41.15625,-120.28125,0.15859748999999998,1977.800746720519,511462.0097645304,6,2,41.15625_-120.28125
BND,41.15625,-120.21875,0.15858815,2214.2546147363464,521818.27967682324,6,3,41.15625_-120.21875
BND,41.09375,-120.71875,0.15873577,1590.6688426307442,390988.7843247934,6,6,41.09375_-120.71875
BND,41.09375,-120.65625,0.15875367,1699.5755625680968,399751.8695626375,7,6,41.09375_-120.65625
BND,41.09375,-120.59375,0.14838099,1804.53571033594,409687.56976011547,7,6,41.09375_-120.59375
BND,41.09375,-120.53125,0.10152795,1881.0921928395087,498273.88119576924,7,6,41.09375_-120.53125
BND,41.09375,-120.34375,0.15873922000000001,1769.7342348664683,509234.95416501345,7,6,41.09375_-120.34375
BND,41.09375,-120.28125,0.15874541000000003,1928.2013350181273,521265.72670069634,7,6,41.09375_-120.28125
BND,41.59375,-121.59375,0.15084312000000002,2126.933617787805,348645.38676367863,1,3,41.59375_-121.59375
BND,41.59375,-121.53125,0.09253984,2163.1145740040183,350229.08346329536,6,3,41.59375_-121.53125
BND,41.28125,-121.59375,0.15829344,1180.499588612137,305178.19025614706,6,16,41.28125_-121.59375
BND,41.21875,-121.59375,0.1584402,1150.3387405469066,300520.34991391073,6,16,41.21875_-121.59375
BND,41.15625,-121.59375,0.1585949,1143.5716381800423,292039.3317727115,6,6,41.15625_-121.59375
BND,41.15625,-121.53125,0.15860033,1052.4049508598123,284224.08907175664,6,7,41.15625_-121.53125
BND,41.03125,-121.40625,0.17019573,1010.7571145880099,261192.0837389399,8,9,41.03125_-121.40625
BND,40.96875,-121.53125,0.16470307,945.3906511275108,239568.8585542455,7,7,40.96875_-121.53125
BND,40.96875,-121.46875,0.15904434,1069.5327561483798,248420.80840273853,7,7,40.96875_-121.46875
BND,40.96875,-121.40625,0.15904667,1076.0009030053884,259600.9549113477,6,16,40.96875_-121.40625
BND,40.96875,-121.34375,0.15905279,1103.0212823050765,269654.6319528881,7,16,40.96875_-121.34375
BND,40.90625,-121.53125,0.15920929,996.7572912359574,247971.53744018328,7,7,40.90625_-121.53125
BND,40.84375,-121.53125,0.1593383,1082.4121855825,255478.1820340747,6,6,40.84375_-121.53125
BND,40.78125,-121.59375,0.15949994,1541.4738682660322,259199.7254558215,6,3,40.78125_-121.59375
BND,41.46875,-120.21875,0.01094571,2087.1371998709997,489950.48594928975,6,3,41.46875_-120.21875
BND,41.40625,-120.21875,0.05799862,2376.2678522351052,486463.1651763438,7,6,41.40625_-120.21875
BND,41.28125,-120.15625,0.00225187,2573.87501054679,523575.1065958515,0,6,41.28125_-120.15625
BND,41.21875,-120.15625,0.10408292999999999,2361.7776629654836,522928.94022939214,6,6,41.21875_-120.15625
BND,41.09375,-122.09375,0.15874129,1090.3926805054941,164704.44178197117,1,3,41.09375_-122.09375
BND,41.09375,-122.03125,0.15875237,1150.6964582009077,170336.28671023936,1,3,41.09375_-122.03125
BND,41.09375,-121.96875,0.15874843,1114.7900451676908,184875.319505837,1,3,41.09375_-121.96875
BND,41.09375,-121.90625,0.15875295,911.1752428537549,188298.96453300552,1,3,41.09375_-121.90625
BND,41.03125,-122.15625,0.1588969,918.0,145878.0,1,3,41.03125_-122.15625
BND,41.03125,-122.09375,0.1588969,1131.0,153855.0,1,3,41.03125_-122.09375
BND,41.03125,-122.03125,0.15889076,899.2368709168487,161930.13795012372,1,3,41.03125_-122.03125
BND,41.03125,-121.96875,0.15889207,755.1330771258755,178987.68771651096,1,3,41.03125_-121.96875
BND,40.96875,-122.15625,0.15904765,813.0,135354.0,1,3,40.96875_-122.15625
BND,40.96875,-122.09375,0.15904765,785.0,150513.0,1,3,40.96875_-122.09375
BND,40.96875,-122.03125,0.15905094,823.4949135163868,156201.8121463476,1,3,40.96875_-122.03125
BND,40.96875,-121.96875,0.15904845,767.6411457640738,169541.631999243,6,9,40.96875_-121.96875
BND,40.90625,-122.03125,0.15919923000000002,786.6951367164274,152492.2246666017,1,3,40.90625_-122.03125
BND,41.71875,-120.71875,0.12210135999999999,1557.0524750911864,449680.58738625026,7,12,41.71875_-120.71875
BND,41.59375,-121.03125,0.02392447,1526.0,404803.62835791137,7,9,41.59375_-121.03125
BND,41.59375,-120.96875,0.06565619,1557.604570262149,407448.4442615388,7,9,41.59375_-120.96875
BND,41.53125,-121.09375,0.045169429999999997,1468.9565369764464,397631.0719251937,7,12,41.53125_-121.09375
BND,41.53125,-121.03125,0.1103411,1499.9794815349856,396500.7427553287,7,12,41.53125_-121.03125
BND,41.53125,-120.96875,0.1576781,1531.3634407060968,399808.7088385769,7,12,41.53125_-120.96875
BND,41.46875,-121.21875,0.00033687,1408.0,377815.0,7,9,41.46875_-121.21875
BND,41.46875,-121.15625,0.02144133,1460.0,377777.0,6,9,41.46875_-121.15625
BND,41.46875,-121.09375,0.14355693,1489.24144066051,392175.5732653241,6,9,41.46875_-121.09375
BND,41.46875,-121.03125,0.15783903,1462.7861745602468,385655.8535011271,7,9,41.46875_-121.03125
BND,41.46875,-120.96875,0.15784289,1512.681721045528,386827.04034410417,7,12,41.46875_-120.96875
BND,41.40625,-121.21875,0.12417725,1381.0,362339.0,7,9,41.40625_-121.21875
BND,41.40625,-121.15625,0.1549212,1471.9622724326946,362827.63367440994,6,9,41.40625_-121.15625
BND,41.40625,-121.09375,0.1533237,1561.0565329430478,368046.2710203315,6,9,41.40625_-121.09375
BND,41.40625,-121.03125,0.15799399999999997,1431.953787232427,376413.8058136385,6,9,41.40625_-121.03125
BND,41.40625,-120.96875,0.15798763000000002,1419.7368589553498,381255.3318432588,7,12,41.40625_-120.96875
BND,41.34375,-121.21875,0.15814825,1338.0289595363845,353289.9461419902,6,9,41.34375_-121.21875
BND,41.34375,-121.15625,0.15814228000000002,1355.4897238739695,357521.13585007115,6,9,41.34375_-121.15625
BND,41.34375,-121.09375,0.15814231999999998,1441.027872109123,356585.7520320937,6,9,41.34375_-121.09375
BND,41.34375,-121.03125,0.15813929,1489.6041382884673,364464.10016954044,6,9,41.34375_-121.03125
BND,41.34375,-120.96875,0.15813903,1514.9414147791344,378820.32907182997,6,9,41.34375_-120.96875
BND,41.28125,-121.34375,0.15828520000000001,1395.6105133644837,345944.1438092127,6,6,41.28125_-121.34375
BND,41.28125,-121.28125,0.15829118000000003,1325.2427968507152,351247.3951656686,6,9,41.28125_-121.28125
BND,41.28125,-121.21875,0.15829225000000002,1295.1773482277242,346049.01388185454,7,16,41.28125_-121.21875
BND,41.28125,-121.15625,0.15828618,1309.787574253166,347877.4404824856,8,16,41.28125_-121.15625
BND,41.28125,-121.09375,0.15829029,1384.0071196407562,349518.0666226589,6,16,41.28125_-121.09375
BND,41.28125,-121.03125,0.15830001999999999,1629.2270961178654,351869.34199067065,6,9,41.28125_-121.03125
BND,41.28125,-120.96875,0.15829336000000002,1544.1289592311387,367899.5327153962,6,9,41.28125_-120.96875
BND,41.21875,-121.21875,0.15843712,1321.5448385454117,339199.7673293986,6,16,41.21875_-121.21875
BND,41.21875,-121.03125,0.15843635,1332.12616000053,344651.49856828933,6,16,41.21875_-121.03125
BND,41.21875,-120.96875,0.15844192,1365.1782556661774,353402.1645537999,8,16,41.21875_-120.96875
BND,41.21875,-120.90625,0.15844836,1333.837109705648,361193.6117619645,10,16,41.21875_-120.90625
BND,41.21875,-120.34375,0.15844456,1624.7972536261263,500472.26346193266,10,12,41.21875_-120.34375
BND,41.15625,-121.03125,0.15860280999999998,1275.7569200066507,332307.15948607726,10,16,41.15625_-121.03125
BND,41.15625,-120.96875,0.15859635,1297.966095247463,351128.9607706609,8,16,41.15625_-120.96875
BND,41.15625,-120.90625,0.1585903,1372.0776166007631,360539.5548814776,8,16,41.15625_-120.90625
BND,41.09375,-121.03125,0.15875129,1384.62538200477,328691.9045285239,7,16,41.09375_-121.03125
BND,41.09375,-120.96875,0.15873878,1493.0257368741272,340155.3912408801,6,9,41.09375_-120.96875
BND,41.09375,-120.90625,0.15874205,1445.1219722814467,367208.9629345847,7,9,41.09375_-120.90625
BND,41.09375,-120.84375,0.15874531,1587.9002327690814,374563.8276994766,6,9,41.09375_-120.84375
BND,41.09375,-120.78125,0.15874597,1629.0,380985.0,6,9,41.09375_-120.78125
BND,41.03125,-121.15625,0.1588915,1329.4180218576826,310656.95301649236,7,16,41.03125_-121.15625
BND,41.03125,-121.09375,0.15889389,1376.7891553916893,315148.520910716,6,9,41.03125_-121.09375
BND,41.03125,-121.03125,0.15889285,1541.2950543715465,326568.437524533,6,9,41.03125_-121.03125
BND,41.03125,-120.96875,0.15889665,1661.1562957431765,338705.612245318,6,9,41.03125_-120.96875
BND,41.03125,-120.90625,0.15889602,1637.7536426651845,347555.90625441726,7,12,41.03125_-120.90625
BND,41.03125,-120.84375,0.15890532000000002,1640.1394902322966,377247.43951039517,6,9,41.03125_-120.84375
BND,41.03125,-120.78125,0.1588969,1789.0,384948.0,6,9,41.03125_-120.78125
BND,41.03125,-120.71875,0.15889725999999998,1712.0120012138664,397855.50390497607,6,9,41.03125_-120.71875
BND,41.03125,-120.65625,0.15888960000000002,1652.8989176132359,403992.433462039,7,6,41.03125_-120.65625
BND,40.96875,-121.15625,0.15904090999999998,1391.7152159152008,297467.3345482619,7,16,40.96875_-121.15625
BND,40.96875,-120.84375,0.15683913,1801.875190266613,357163.26824555837,6,7,40.96875_-120.84375
BND,40.96875,-120.78125,0.10455285,1774.1429578438083,390022.84419171733,6,9,40.96875_-120.78125
BND,40.96875,-120.71875,0.0909202,1865.1153320164274,396857.325311207,7,6,40.96875_-120.71875
BND,41.78125,-120.65625,0.00215114,1534.5584434299954,483124.50574114185,0,16,41.78125_-120.65625
BND,41.71875,-120.78125,0.02739781,1541.1573446928787,445783.78292133566,8,12,41.71875_-120.78125
BND,41.71875,-120.65625,0.15587609,1522.926069803265,473066.97662374005,9,16,41.71875_-120.65625
BND,41.71875,-120.59375,0.14132315,1544.6955117402915,474814.5720263807,8,12,41.71875_-120.59375
BND,41.71875,-120.53125,0.07829453,1550.8999955680174,473229.0138119483,8,12,41.71875_-120.53125
BND,41.71875,-120.46875,0.04014982,1477.6538843760695,484644.1710064952,8,16,41.71875_-120.46875
BND,41.65625,-120.78125,0.15764428000000003,1508.6523249051597,437563.1728220015,8,12,41.65625_-120.78125
BND,41.65625,-120.71875,0.15737909,1533.0,442782.0,9,12,41.65625_-120.71875
BND,41.65625,-120.65625,0.15738141,1506.7534091860023,463959.0648847281,9,16,41.65625_-120.65625
BND,41.65625,-120.59375,0.15738112,1516.4502284645068,461167.1859980409,9,16,41.65625_-120.59375
BND,41.65625,-120.53125,0.15738288,1524.153096893385,462735.53009596723,8,12,41.65625_-120.53125
BND,41.65625,-120.46875,0.15737795,1524.0020389768706,466316.4866149292,8,16,41.65625_-120.46875
BND,41.59375,-120.84375,0.05557212,1506.9547800227883,428155.5982143564,7,12,41.59375_-120.84375
BND,41.59375,-120.78125,0.15752976999999999,1513.1379899177155,428170.0367853645,8,12,41.59375_-120.78125
BND,41.59375,-120.71875,0.15753298999999998,1543.2129508873034,431021.54629141494,9,12,41.59375_-120.71875
BND,41.59375,-120.65625,0.15752844,1500.8454779340163,458050.5669899353,0,14,41.59375_-120.65625
BND,41.59375,-120.59375,0.1575272,1499.9592291363017,451475.3302407457,10,12,41.59375_-120.59375
BND,41.59375,-120.53125,0.15753989,1499.2956806050836,451444.2358098002,8,12,41.59375_-120.53125
BND,41.59375,-120.46875,0.15752672,1509.0617100387794,457384.31158942427,8,12,41.59375_-120.46875
BND,41.53125,-120.90625,0.10255462000000001,1468.5186615678554,410862.75687609194,8,12,41.53125_-120.90625
BND,41.53125,-120.84375,0.14039625,1488.8145687651913,409613.1093808417,7,12,41.53125_-120.84375
BND,41.53125,-120.78125,0.1576958,1457.2947236388034,418607.0745887968,8,12,41.53125_-120.78125
BND,41.53125,-120.71875,0.15767810999999998,1518.1534487570914,421611.03201649233,8,12,41.53125_-120.71875
BND,41.53125,-120.65625,0.15768416,1520.1120597655467,430156.7156301559,8,12,41.53125_-120.65625
BND,41.53125,-120.59375,0.16890053,1463.380107392203,439611.2097229061,7,12,41.53125_-120.59375
BND,41.53125,-120.53125,0.15767799999999998,1399.0993553951723,444833.2540912492,8,9,41.53125_-120.53125
BND,41.53125,-120.46875,0.15768125,1393.319034063974,454433.3852117484,8,9,41.53125_-120.46875
BND,41.46875,-120.90625,0.15783068,1397.5257814260194,398611.57407672575,8,9,41.46875_-120.90625
BND,41.46875,-120.84375,0.15783689,1366.9373909356677,401636.62031037227,7,9,41.46875_-120.84375
BND,41.46875,-120.78125,0.15784,1340.6815020273693,408377.7908019513,10,9,41.46875_-120.78125
BND,41.46875,-120.71875,0.15783552,1350.676070380102,415758.46203427465,10,9,41.46875_-120.71875
BND,41.40625,-120.90625,0.15798345,1397.6805926823347,392569.17867548787,6,12,41.40625_-120.90625
