epoch,loss,cal_kge,lr,epoch_s
0.000000000000000000e+00,1.422422942601972107e+00,-8.566624168777935144e-02,1.599999999999999860e-04,2.217025017738342285e+01
1.000000000000000000e+00,9.841894236289792097e-01,nan,2.799999999999999755e-04,1.233292078971862793e+01
2.000000000000000000e+00,4.312195404329233761e-01,7.293270774787307120e-01,4.000000000000000192e-04,2.001381826400756836e+01
3.000000000000000000e+00,3.212693729955289346e-01,nan,3.997038957044966347e-04,1.395901894569396973e+01
4.000000000000000000e+00,2.869873092406325932e-01,8.161966796734485552e-01,3.988164820770001432e-04,1.664375734329223633e+01
5.000000000000000000e+00,2.627059991161028729e-01,nan,3.973404541635308261e-04,1.307757496833801270e+01
6.000000000000000000e+00,2.479685202447904357e-01,8.641004885431805560e-01,3.952802946123499476e-04,1.738259220123291016e+01
7.000000000000000000e+00,2.342247320339083672e-01,nan,3.926422600603038165e-04,1.696028065681457520e+01
8.000000000000000000e+00,2.294599668433268957e-01,8.649596707362784409e-01,3.894343621316237046e-04,1.628597736358642578e+01
9.000000000000000000e+00,2.183546694512996378e-01,nan,3.856663431068863305e-04,1.269823837280273438e+01
1.000000000000000000e+01,2.184416620681683130e-01,8.345119027355388797e-01,3.813496463360276242e-04,1.637336802482604980e+01
1.100000000000000000e+01,2.101547028351989088e-01,nan,3.764973814852653577e-04,1.181006789207458496e+01
1.200000000000000000e+01,2.040347523676852293e-01,8.368323959021302105e-01,3.711242847234738217e-04,1.642845463752746582e+01
1.300000000000000000e+01,1.997708926598230905e-01,nan,3.652466739689228317e-04,1.277559471130371094e+01
1.400000000000000000e+01,1.968970575576854953e-01,8.859367383670910812e-01,3.588823993322968141e-04,1.613903927803039551e+01
1.500000000000000000e+01,1.911279523952139625e-01,nan,3.520507889064948374e-04,1.141539239883422852e+01
1.600000000000000000e+01,1.919226822339826222e-01,8.781329502901050743e-01,3.447725900678480699e-04,1.530124211311340332e+01
1.700000000000000000e+01,1.863723424677219687e-01,nan,3.370699064670196177e-04,1.147014760971069336e+01
1.800000000000000000e+01,1.875131799735956784e-01,8.935646466125412024e-01,3.289661309009438194e-04,1.543253993988037109e+01
1.900000000000000000e+01,1.829015856298307485e-01,nan,3.204858742696712172e-04,1.170080924034118652e+01
2.000000000000000000e+01,1.814432478923764525e-01,8.715391467019407701e-01,3.116548908338733241e-04,1.560351657867431641e+01
2.100000000000000000e+01,1.748970787351330214e-01,nan,3.025000000000000887e-04,1.164172816276550293e+01
2.200000000000000000e+01,1.736664556794696446e-01,8.456654154767855314e-01,2.930490048706235230e-04,1.616044759750366211e+01
