epoch,loss,cal_kge,lr,epoch_s
0.000000000000000000e+00,1.497576426300737618e+00,-8.416174660180625322e-02,1.599999999999999860e-04,7.537048339843750000e+00
1.000000000000000000e+00,1.005895950521032089e+00,nan,2.799999999999999755e-04,3.402139902114868164e+00
2.000000000000000000e+00,4.332836893801059741e-01,7.355488305370333491e-01,4.000000000000000192e-04,6.666727304458618164e+00
3.000000000000000000e+00,3.425038869803150310e-01,nan,3.997038957044966347e-04,3.409310340881347656e+00
4.000000000000000000e+00,3.120154570788145065e-01,7.836222799506226133e-01,3.988164820770001432e-04,6.662223815917968750e+00
5.000000000000000000e+00,2.912073609833087939e-01,nan,3.973404541635308261e-04,3.467721939086914062e+00
6.000000000000000000e+00,2.773766167875792998e-01,8.259192859947611653e-01,3.952802946123499476e-04,6.738980531692504883e+00
7.000000000000000000e+00,2.615399315125412349e-01,nan,3.926422600603038165e-04,3.420853376388549805e+00
8.000000000000000000e+00,2.561345629704495086e-01,8.190920382746746942e-01,3.894343621316237046e-04,6.679722547531127930e+00
9.000000000000000000e+00,2.423879351570374374e-01,nan,3.856663431068863305e-04,3.410300493240356445e+00
1.000000000000000000e+01,2.379195691707233495e-01,8.260052345610685576e-01,3.813496463360276242e-04,6.686192274093627930e+00
1.100000000000000000e+01,2.322966557823949452e-01,nan,3.764973814852653577e-04,3.416691303253173828e+00
1.200000000000000000e+01,2.271573441620502176e-01,8.649052749905210558e-01,3.711242847234738217e-04,6.686872005462646484e+00
1.300000000000000000e+01,2.259760945000582333e-01,nan,3.652466739689228317e-04,3.416424512863159180e+00
1.400000000000000000e+01,2.159298210818734465e-01,8.508948884378060296e-01,3.588823993322968141e-04,6.677956819534301758e+00
1.500000000000000000e+01,2.142026089649233522e-01,nan,3.520507889064948374e-04,3.401756048202514648e+00
1.600000000000000000e+01,2.119658167680932292e-01,8.280433382376984897e-01,3.447725900678480699e-04,6.689244270324707031e+00
1.700000000000000000e+01,2.027614372265007792e-01,nan,3.370699064670196177e-04,3.413563728332519531e+00
1.800000000000000000e+01,2.075474106499718419e-01,8.606506856514057890e-01,3.289661309009438194e-04,6.683514595031738281e+00
1.900000000000000000e+01,2.059543557568556671e-01,nan,3.204858742696712172e-04,3.398903369903564453e+00
2.000000000000000000e+01,2.011705809790227117e-01,8.659989787660195004e-01,3.116548908338733241e-04,6.689214229583740234e+00
2.100000000000000000e+01,1.970959349224964685e-01,nan,3.025000000000000887e-04,3.417228221893310547e+00
2.200000000000000000e+01,1.900162604740924244e-01,8.549608954044954912e-01,2.930490048706235230e-04,6.680313825607299805e+00
2.300000000000000000e+01,1.886058966629207134e-01,nan,2.833306078073291384e-04,3.411559104919433594e+00
2.400000000000000000e+01,1.907256177833510646e-01,8.934440167168250513e-01,2.733743232625872191e-04,6.683007478713989258e+00
2.500000000000000000e+01,1.867621844737893944e-01,nan,2.632103881453305423e-04,3.408854961395263672e+00
2.600000000000000000e+01,1.884730482060048284e-01,8.724939855782114506e-01,2.528696699924559048e-04,6.686949968338012695e+00
2.700000000000000000e+01,1.859487861705323153e-01,nan,2.423835732251290525e-04,3.417371988296508789e+00
2.800000000000000000e+01,1.821629437617957592e-01,8.999430108318117183e-01,2.317839437745895933e-04,6.683676242828369141e+00
2.900000000000000000e+01,1.830456257383856478e-01,nan,2.211029723671048693e-04,3.423416376113891602e+00
3.000000000000000000e+01,1.774431829237275715e-01,8.779106965914785787e-01,2.103730967617916401e-04,6.769091606140136719e+00
3.100000000000000000e+01,1.758568438494371167e-01,nan,1.996269032382084595e-04,3.468620061874389648e+00
3.200000000000000000e+01,1.722706335389779797e-01,9.107913176270067135e-01,1.888970276328952845e-04,6.687998294830322266e+00
3.300000000000000000e+01,1.804742990061640739e-01,nan,1.782160562254104250e-04,3.405065536499023438e+00
3.400000000000000000e+01,1.743058621262510710e-01,8.819835235927894201e-01,1.676164267748710471e-04,6.752861499786376953e+00
3.500000000000000000e+01,1.758929858398106394e-01,nan,1.571303300075441948e-04,3.441004514694213867e+00
3.600000000000000000e+01,1.752382082243760519e-01,8.991631548817111685e-01,1.467896118546695844e-04,6.755059957504272461e+00
3.700000000000000000e+01,1.766967386938631535e-01,nan,1.366256767374129618e-04,3.451628684997558594e+00
3.800000000000000000e+01,1.680484479293227196e-01,9.037416873793425731e-01,1.266693921926709883e-04,6.721849918365478516e+00
3.900000000000000000e+01,1.680529039456612472e-01,nan,1.169509951293766308e-04,3.467577219009399414e+00
4.000000000000000000e+01,1.722467518411576748e-01,9.096199777865064950e-01,1.075000000000000651e-04,6.763381481170654297e+00
4.100000000000000000e+01,1.676706567199693909e-01,nan,9.834510916612681619e-05,3.411529064178466797e+00
4.200000000000000000e+01,1.689922453628646126e-01,9.069255524490077436e-01,8.951412573032893659e-05,6.694165229797363281e+00
4.300000000000000000e+01,1.673219852770368166e-01,nan,8.103386909905629378e-05,3.427505493164062500e+00
4.400000000000000000e+01,1.659859920748406048e-01,9.068254684738747962e-01,7.293009353298048189e-05,6.713526725769042969e+00
4.500000000000000000e+01,1.679992218398385639e-01,nan,6.522740993215205680e-05,3.405551671981811523e+00
4.600000000000000000e+01,1.677502810230685482e-01,9.063589966685253740e-01,5.794921109350526894e-05,6.684986591339111328e+00
4.700000000000000000e+01,1.615739318335221997e-01,nan,5.111760066770328547e-05,3.401163101196289062e+00
4.800000000000000000e+01,1.619633869268000126e-01,8.846411515930479030e-01,4.475332603107722045e-05,6.689235925674438477e+00
4.900000000000000000e+01,1.678978530690073967e-01,nan,3.887571527652621017e-05,3.409983396530151367e+00
5.000000000000000000e+01,1.614966547737518854e-01,8.911485916033556887e-01,3.350261851473466056e-05,6.684887170791625977e+00
5.100000000000000000e+01,1.694281811618970623e-01,nan,2.865035366397240769e-05,3.412274599075317383e+00
5.200000000000000000e+01,1.649731805341111412e-01,8.762528982945126943e-01,2.433365689311366067e-05,6.690681934356689453e+00
5.300000000000000000e+01,1.676859907391998472e-01,nan,2.056563786837625269e-05,3.409260749816894531e+00
5.400000000000000000e+01,1.632454283535480499e-01,9.025314971847487877e-01,1.735773993969615434e-05,6.693949460983276367e+00
5.500000000000000000e+01,1.629220116366114912e-01,nan,1.471970538765005885e-05,3.410552978515625000e+00
5.600000000000000000e+01,1.657788830602334729e-01,9.002277029136138697e-01,1.265954583646914987e-05,6.694113016128540039e+00
