date,series,flow_taf
1975-11-30,DELTA_NET_USE,71.0
1975-12-31,DELTA_NET_USE,67.0
1976-01-31,DELTA_NET_USE,68.0
1976-02-29,DELTA_NET_USE,66.0
1976-03-31,DELTA_NET_USE,86.0
1976-04-30,DELTA_NET_USE,95.0
1976-05-31,DELTA_NET_USE,123.0
1976-06-30,DELTA_NET_USE,126.0
1976-07-31,DELTA_NET_USE,129.0
1976-08-31,DELTA_NET_USE,106.0
1976-09-30,DELTA_NET_USE,99.0
1976-10-31,DELTA_NET_USE,88.0
1976-11-30,DELTA_NET_USE,69.0
1976-12-31,DELTA_NET_USE,63.0
1977-01-31,DELTA_NET_USE,55.0
1977-02-28,DELTA_NET_USE,68.0
1977-03-31,DELTA_NET_USE,78.0
1977-04-30,DELTA_NET_USE,105.0
1977-05-31,DELTA_NET_USE,95.0
1977-06-30,DELTA_NET_USE,126.0
1977-07-31,DELTA_NET_USE,129.0
1977-08-31,DELTA_NET_USE,116.0
1977-09-30,DELTA_NET_USE,96.0
1977-10-31,DELTA_NET_USE,87.0
1977-11-30,DELTA_NET_USE,61.0
1977-12-31,DELTA_NET_USE,34.0
1978-01-31,DELTA_NET_USE,-23.0
1978-02-28,DELTA_NET_USE,-3.0
1978-03-31,DELTA_NET_USE,12.0
1978-04-30,DELTA_NET_USE,62.0
1978-05-31,DELTA_NET_USE,120.0
1978-06-30,DELTA_NET_USE,125.0
1978-07-31,DELTA_NET_USE,129.0
1978-08-31,DELTA_NET_USE,119.0
1978-09-30,DELTA_NET_USE,101.0
1978-10-31,DELTA_NET_USE,90.0
1978-11-30,DELTA_NET_USE,56.0
1978-12-31,DELTA_NET_USE,63.0
1979-01-31,DELTA_NET_USE,11.0
1979-02-28,DELTA_NET_USE,18.0
1979-03-31,DELTA_NET_USE,47.0
1979-04-30,DELTA_NET_USE,87.0
1979-05-31,DELTA_NET_USE,118.0
1979-06-30,DELTA_NET_USE,128.0
1979-07-31,DELTA_NET_USE,127.0
1979-08-31,DELTA_NET_USE,115.0
1979-09-30,DELTA_NET_USE,106.0
1979-10-31,DELTA_NET_USE,76.0
1979-11-30,DELTA_NET_USE,62.0
1979-12-31,DELTA_NET_USE,26.0
1980-01-31,DELTA_NET_USE,10.0
1980-02-29,DELTA_NET_USE,-16.0
1980-03-31,DELTA_NET_USE,66.0
1980-04-30,DELTA_NET_USE,86.0
1980-05-31,DELTA_NET_USE,110.0
1980-06-30,DELTA_NET_USE,118.0
1980-07-31,DELTA_NET_USE,122.0
1980-08-31,DELTA_NET_USE,115.0
1980-09-30,DELTA_NET_USE,101.0
1980-10-31,DELTA_NET_USE,89.0
1980-11-30,DELTA_NET_USE,74.0
1980-12-31,DELTA_NET_USE,51.0
1981-01-31,DELTA_NET_USE,26.0
1981-02-28,DELTA_NET_USE,67.0
1981-03-31,DELTA_NET_USE,42.0
1981-04-30,DELTA_NET_USE,97.0
1981-05-31,DELTA_NET_USE,116.0
1981-06-30,DELTA_NET_USE,131.0
1981-07-31,DELTA_NET_USE,130.0
1981-08-31,DELTA_NET_USE,119.0
1981-09-30,DELTA_NET_USE,102.0
1981-10-31,DELTA_NET_USE,74.0
1981-11-30,DELTA_NET_USE,33.0
1981-12-31,DELTA_NET_USE,26.0
1982-01-31,DELTA_NET_USE,-21.0
1982-02-28,DELTA_NET_USE,29.0
1982-03-31,DELTA_NET_USE,-33.0
1982-04-30,DELTA_NET_USE,53.0
1982-05-31,DELTA_NET_USE,120.0
1982-06-30,DELTA_NET_USE,115.0
1982-07-31,DELTA_NET_USE,126.0
1982-08-31,DELTA_NET_USE,116.0
1982-09-30,DELTA_NET_USE,86.0
1982-10-31,DELTA_NET_USE,70.0
1982-11-30,DELTA_NET_USE,15.0
1982-12-31,DELTA_NET_USE,21.0
1983-01-31,DELTA_NET_USE,-56.0
1983-02-28,DELTA_NET_USE,-42.0
1983-03-31,DELTA_NET_USE,-76.0
1983-04-30,DELTA_NET_USE,54.0
1983-05-31,DELTA_NET_USE,113.0
1983-06-30,DELTA_NET_USE,124.0
1983-07-31,DELTA_NET_USE,126.0
1983-08-31,DELTA_NET_USE,118.0
1983-09-30,DELTA_NET_USE,101.0
1983-10-31,DELTA_NET_USE,85.0
1983-11-30,DELTA_NET_USE,21.0
1983-12-31,DELTA_NET_USE,-4.0
1984-01-31,DELTA_NET_USE,55.0
1984-02-29,DELTA_NET_USE,41.0
1984-03-31,DELTA_NET_USE,83.0
1984-04-30,DELTA_NET_USE,97.0
1984-05-31,DELTA_NET_USE,119.0
1984-06-30,DELTA_NET_USE,124.0
1984-07-31,DELTA_NET_USE,130.0
1984-08-31,DELTA_NET_USE,117.0
1984-09-30,DELTA_NET_USE,106.0
1984-10-31,DELTA_NET_USE,74.0
1984-11-30,DELTA_NET_USE,25.0
1984-12-31,DELTA_NET_USE,39.0
1985-01-31,DELTA_NET_USE,38.0
1985-02-28,DELTA_NET_USE,53.0
1985-03-31,DELTA_NET_USE,45.0
1985-04-30,DELTA_NET_USE,105.0
1985-05-31,DELTA_NET_USE,123.0
1985-06-30,DELTA_NET_USE,128.0
1985-07-31,DELTA_NET_USE,128.0
1985-08-31,DELTA_NET_USE,115.0
1985-09-30,DELTA_NET_USE,97.0
1985-10-31,DELTA_NET_USE,83.0
1985-11-30,DELTA_NET_USE,42.0
1985-12-31,DELTA_NET_USE,35.0
1986-01-31,DELTA_NET_USE,22.0
1986-02-28,DELTA_NET_USE,-61.0
1986-03-31,DELTA_NET_USE,18.0
1986-04-30,DELTA_NET_USE,87.0
1986-05-31,DELTA_NET_USE,118.0
1986-06-30,DELTA_NET_USE,124.0
1986-07-31,DELTA_NET_USE,128.0
1986-08-31,DELTA_NET_USE,120.0
1986-09-30,DELTA_NET_USE,93.0
1986-10-31,DELTA_NET_USE,88.0
1986-11-30,DELTA_NET_USE,74.0
1986-12-31,DELTA_NET_USE,60.0
1987-01-31,DELTA_NET_USE,52.0
1987-02-28,DELTA_NET_USE,43.0
1987-03-31,DELTA_NET_USE,57.0
1987-04-30,DELTA_NET_USE,109.0
1987-05-31,DELTA_NET_USE,122.0
1987-06-30,DELTA_NET_USE,124.0
1987-07-31,DELTA_NET_USE,124.0
1987-08-31,DELTA_NET_USE,118.0
1987-09-30,DELTA_NET_USE,105.0
1987-10-31,DELTA_NET_USE,86.0
1987-11-30,DELTA_NET_USE,58.0
1987-12-31,DELTA_NET_USE,30.0
1988-01-31,DELTA_NET_USE,21.0
1988-02-29,DELTA_NET_USE,72.0
1988-03-31,DELTA_NET_USE,89.0
1988-04-30,DELTA_NET_USE,92.0
1988-05-31,DELTA_NET_USE,112.0
1988-06-30,DELTA_NET_USE,122.0
1988-07-31,DELTA_NET_USE,136.0
1988-08-31,DELTA_NET_USE,119.0
1988-09-30,DELTA_NET_USE,105.0
1988-10-31,DELTA_NET_USE,88.0
1988-11-30,DELTA_NET_USE,61.0
1988-12-31,DELTA_NET_USE,44.0
1989-01-31,DELTA_NET_USE,57.0
1989-02-28,DELTA_NET_USE,57.0
1989-03-31,DELTA_NET_USE,43.0
1989-04-30,DELTA_NET_USE,106.0
1989-05-31,DELTA_NET_USE,118.0
1989-06-30,DELTA_NET_USE,122.0
1989-07-31,DELTA_NET_USE,134.0
1989-08-31,DELTA_NET_USE,118.0
1989-09-30,DELTA_NET_USE,87.0
1989-10-31,DELTA_NET_USE,80.0
1989-11-30,DELTA_NET_USE,63.0
1989-12-31,DELTA_NET_USE,62.0
1990-01-31,DELTA_NET_USE,34.0
1990-02-28,DELTA_NET_USE,34.0
1990-03-31,DELTA_NET_USE,84.0
1990-04-30,DELTA_NET_USE,103.0
1990-05-31,DELTA_NET_USE,96.0
1990-06-30,DELTA_NET_USE,128.0
1990-07-31,DELTA_NET_USE,132.0
1990-08-31,DELTA_NET_USE,119.0
1990-09-30,DELTA_NET_USE,105.0
1990-10-31,DELTA_NET_USE,87.0
1990-11-30,DELTA_NET_USE,73.0
1990-12-31,DELTA_NET_USE,59.0
1991-01-31,DELTA_NET_USE,68.0
1991-02-28,DELTA_NET_USE,58.0
1991-03-31,DELTA_NET_USE,22.0
1991-04-30,DELTA_NET_USE,97.0
1991-05-31,DELTA_NET_USE,114.0
1991-06-30,DELTA_NET_USE,123.0
1991-07-31,DELTA_NET_USE,131.0
1991-08-31,DELTA_NET_USE,117.0
1991-09-30,DELTA_NET_USE,107.0
1991-10-31,DELTA_NET_USE,81.0
1991-11-30,DELTA_NET_USE,73.0
1991-12-31,DELTA_NET_USE,55.0
1992-01-31,DELTA_NET_USE,49.0
1992-02-29,DELTA_NET_USE,2.0
1992-03-31,DELTA_NET_USE,41.0
1992-04-30,DELTA_NET_USE,98.0
1992-05-31,DELTA_NET_USE,124.0
1992-06-30,DELTA_NET_USE,122.0
1992-07-31,DELTA_NET_USE,127.0
1992-08-31,DELTA_NET_USE,120.0
1992-09-30,DELTA_NET_USE,106.0
1992-10-31,DELTA_NET_USE,81.0
1992-11-30,DELTA_NET_USE,72.0
1992-12-31,DELTA_NET_USE,12.0
1993-01-31,DELTA_NET_USE,-82.0
1993-02-28,DELTA_NET_USE,-51.0
1993-03-31,DELTA_NET_USE,42.0
1993-04-30,DELTA_NET_USE,94.0
1993-05-31,DELTA_NET_USE,108.0
1993-06-30,DELTA_NET_USE,118.0
1993-07-31,DELTA_NET_USE,128.0
1993-08-31,DELTA_NET_USE,119.0
1993-09-30,DELTA_NET_USE,105.0
1993-10-31,DELTA_NET_USE,85.0
1993-11-30,DELTA_NET_USE,57.0
1993-12-31,DELTA_NET_USE,51.0
1994-01-31,DELTA_NET_USE,45.0
1994-02-28,DELTA_NET_USE,30.0
1994-03-31,DELTA_NET_USE,92.0
1994-04-30,DELTA_NET_USE,94.0
1994-05-31,DELTA_NET_USE,104.0
1994-06-30,DELTA_NET_USE,128.0
1994-07-31,DELTA_NET_USE,131.0
1994-08-31,DELTA_NET_USE,122.0
1994-09-30,DELTA_NET_USE,106.0
1994-10-31,DELTA_NET_USE,85.0
1994-11-30,DELTA_NET_USE,47.0
1994-12-31,DELTA_NET_USE,40.0
1995-01-31,DELTA_NET_USE,-73.0
1995-02-28,DELTA_NET_USE,63.0
1995-03-31,DELTA_NET_USE,-28.0
1995-04-30,DELTA_NET_USE,85.0
1995-05-31,DELTA_NET_USE,103.0
1995-06-30,DELTA_NET_USE,116.0
1995-07-31,DELTA_NET_USE,125.0
1995-08-31,DELTA_NET_USE,119.0
1995-09-30,DELTA_NET_USE,103.0
1995-10-31,DELTA_NET_USE,89.0
1995-11-30,DELTA_NET_USE,75.0
1995-12-31,DELTA_NET_USE,12.0
1996-01-31,DELTA_NET_USE,-1.0
1996-02-29,DELTA_NET_USE,-47.0
1996-03-31,DELTA_NET_USE,48.0
1996-04-30,DELTA_NET_USE,79.0
1996-05-31,DELTA_NET_USE,99.0
1996-06-30,DELTA_NET_USE,127.0
1996-07-31,DELTA_NET_USE,133.0
1996-08-31,DELTA_NET_USE,122.0
1996-09-30,DELTA_NET_USE,103.0
1996-10-31,DELTA_NET_USE,78.0
1996-11-30,DELTA_NET_USE,58.0
1996-12-31,DELTA_NET_USE,0.0
1997-01-31,DELTA_NET_USE,-67.0
1997-02-28,DELTA_NET_USE,70.0
1997-03-31,DELTA_NET_USE,92.0
1997-04-30,DELTA_NET_USE,104.0
1997-05-31,DELTA_NET_USE,120.0
1997-06-30,DELTA_NET_USE,122.0
1997-07-31,DELTA_NET_USE,130.0
1997-08-31,DELTA_NET_USE,116.0
1997-09-30,DELTA_NET_USE,105.0
1997-10-31,DELTA_NET_USE,84.0
1997-11-30,DELTA_NET_USE,37.0
1997-12-31,DELTA_NET_USE,37.0
1998-01-31,DELTA_NET_USE,1.0
1998-02-28,DELTA_NET_USE,-159.0
1998-03-31,DELTA_NET_USE,51.0
1998-04-30,DELTA_NET_USE,73.0
1998-05-31,DELTA_NET_USE,65.0
1998-06-30,DELTA_NET_USE,116.0
1998-07-31,DELTA_NET_USE,130.0
1998-08-31,DELTA_NET_USE,121.0
1998-09-30,DELTA_NET_USE,99.0
1998-10-31,DELTA_NET_USE,81.0
1998-11-30,DELTA_NET_USE,54.0
1998-12-31,DELTA_NET_USE,54.0
1999-01-31,DELTA_NET_USE,29.0
1999-02-28,DELTA_NET_USE,20.0
1999-03-31,DELTA_NET_USE,53.0
1999-04-30,DELTA_NET_USE,83.0
1999-05-31,DELTA_NET_USE,115.0
1999-06-30,DELTA_NET_USE,124.0
1999-07-31,DELTA_NET_USE,125.0
1999-08-31,DELTA_NET_USE,115.0
1999-09-30,DELTA_NET_USE,102.0
1999-10-31,DELTA_NET_USE,88.0
1999-11-30,DELTA_NET_USE,63.0
1999-12-31,DELTA_NET_USE,67.0
2000-01-31,DELTA_NET_USE,29.0
2000-02-29,DELTA_NET_USE,0.0
2000-03-31,DELTA_NET_USE,77.0
2000-04-30,DELTA_NET_USE,92.0
2000-05-31,DELTA_NET_USE,114.0
2000-06-30,DELTA_NET_USE,128.0
2000-07-31,DELTA_NET_USE,126.0
2000-08-31,DELTA_NET_USE,120.0
2000-09-30,DELTA_NET_USE,102.0
2000-10-31,DELTA_NET_USE,67.0
2000-11-30,DELTA_NET_USE,63.0
2000-12-31,DELTA_NET_USE,55.0
2001-01-31,DELTA_NET_USE,30.0
2001-02-28,DELTA_NET_USE,22.0
2001-03-31,DELTA_NET_USE,61.0
2001-04-30,DELTA_NET_USE,78.0
2001-05-31,DELTA_NET_USE,129.0
2001-06-30,DELTA_NET_USE,128.0
2001-07-31,DELTA_NET_USE,121.0
2001-08-31,DELTA_NET_USE,120.0
2001-09-30,DELTA_NET_USE,102.0
2001-10-31,DELTA_NET_USE,91.0
2001-11-30,DELTA_NET_USE,54.0
2001-12-31,DELTA_NET_USE,4.0
2002-01-31,DELTA_NET_USE,31.0
2002-02-28,DELTA_NET_USE,59.0
2002-03-31,DELTA_NET_USE,56.0
2002-04-30,DELTA_NET_USE,101.0
2002-05-31,DELTA_NET_USE,118.0
2002-06-30,DELTA_NET_USE,126.0
2002-07-31,DELTA_NET_USE,130.0
2002-08-31,DELTA_NET_USE,118.0
2002-09-30,DELTA_NET_USE,106.0
2002-10-31,DELTA_NET_USE,87.0
2002-11-30,DELTA_NET_USE,55.0
2002-12-31,DELTA_NET_USE,-7.0
2003-01-31,DELTA_NET_USE,34.0
2003-02-28,DELTA_NET_USE,45.0
2003-03-31,DELTA_NET_USE,59.0
2003-04-30,DELTA_NET_USE,58.0
2003-05-31,DELTA_NET_USE,113.0
2003-06-30,DELTA_NET_USE,128.0
2003-07-31,DELTA_NET_USE,134.0
2003-08-31,DELTA_NET_USE,115.0
2003-09-30,DELTA_NET_USE,106.0
2003-10-31,DELTA_NET_USE,90.0
2003-11-30,DELTA_NET_USE,61.0
2003-12-31,DELTA_NET_USE,21.0
2004-01-31,DELTA_NET_USE,25.0
2004-02-29,DELTA_NET_USE,8.0
2004-03-31,DELTA_NET_USE,90.0
2004-04-30,DELTA_NET_USE,105.0
2004-05-31,DELTA_NET_USE,119.0
2004-06-30,DELTA_NET_USE,125.0
2004-07-31,DELTA_NET_USE,129.0
2004-08-31,DELTA_NET_USE,119.0
2004-09-30,DELTA_NET_USE,105.0
2004-10-31,DELTA_NET_USE,66.0
2004-11-30,DELTA_NET_USE,48.0
2004-12-31,DELTA_NET_USE,18.0
2005-01-31,DELTA_NET_USE,10.0
2005-02-28,DELTA_NET_USE,15.0
2005-03-31,DELTA_NET_USE,46.0
2005-04-30,DELTA_NET_USE,78.0
2005-05-31,DELTA_NET_USE,111.0
2005-06-30,DELTA_NET_USE,118.0
2005-07-31,DELTA_NET_USE,133.0
2005-08-31,DELTA_NET_USE,122.0
2005-09-30,DELTA_NET_USE,102.0
2005-10-31,DELTA_NET_USE,86.0
2005-11-30,DELTA_NET_USE,67.0
2005-12-31,DELTA_NET_USE,-5.0
2006-01-31,DELTA_NET_USE,22.0
2006-02-28,DELTA_NET_USE,48.0
2006-03-31,DELTA_NET_USE,6.0
2006-04-30,DELTA_NET_USE,45.0
2006-05-31,DELTA_NET_USE,115.0
2006-06-30,DELTA_NET_USE,128.0
2006-07-31,DELTA_NET_USE,135.0
2006-08-31,DELTA_NET_USE,118.0
2006-09-30,DELTA_NET_USE,104.0
2006-10-31,DELTA_NET_USE,86.0
2006-11-30,DELTA_NET_USE,60.0
2006-12-31,DELTA_NET_USE,51.0
2007-01-31,DELTA_NET_USE,66.0
2007-02-28,DELTA_NET_USE,41.0
2007-03-31,DELTA_NET_USE,93.0
2007-04-30,DELTA_NET_USE,92.0
2007-05-31,DELTA_NET_USE,120.0
2007-06-30,DELTA_NET_USE,127.0
2007-07-31,DELTA_NET_USE,129.0
2007-08-31,DELTA_NET_USE,121.0
2007-09-30,DELTA_NET_USE,101.0
2007-10-31,DELTA_NET_USE,81.0
2007-11-30,DELTA_NET_USE,70.0
2007-12-31,DELTA_NET_USE,51.0
2008-01-31,DELTA_NET_USE,4.0
2008-02-29,DELTA_NET_USE,47.0
2008-03-31,DELTA_NET_USE,91.0
2008-04-30,DELTA_NET_USE,104.0
2008-05-31,DELTA_NET_USE,119.0
2008-06-30,DELTA_NET_USE,129.0
2008-07-31,DELTA_NET_USE,130.0
2008-08-31,DELTA_NET_USE,121.0
2008-09-30,DELTA_NET_USE,107.0
2008-10-31,DELTA_NET_USE,88.0
2008-11-30,DELTA_NET_USE,63.0
2008-12-31,DELTA_NET_USE,54.0
2009-01-31,DELTA_NET_USE,53.0
2009-02-28,DELTA_NET_USE,27.0
2009-03-31,DELTA_NET_USE,77.0
2009-04-30,DELTA_NET_USE,98.0
2009-05-31,DELTA_NET_USE,118.0
2009-06-30,DELTA_NET_USE,124.0
2009-07-31,DELTA_NET_USE,133.0
2009-08-31,DELTA_NET_USE,119.0
2009-09-30,DELTA_NET_USE,105.0
2009-10-31,DELTA_NET_USE,60.0
2009-11-30,DELTA_NET_USE,71.0
2009-12-31,DELTA_NET_USE,47.0
2010-01-31,DELTA_NET_USE,9.0
2010-02-28,DELTA_NET_USE,25.0
2010-03-31,DELTA_NET_USE,65.0
2010-04-30,DELTA_NET_USE,57.0
2010-05-31,DELTA_NET_USE,108.0
2010-06-30,DELTA_NET_USE,123.0
2010-07-31,DELTA_NET_USE,126.0
2010-08-31,DELTA_NET_USE,115.0
2010-09-30,DELTA_NET_USE,102.0
2010-10-31,DELTA_NET_USE,78.0
2010-11-30,DELTA_NET_USE,54.0
2010-12-31,DELTA_NET_USE,9.0
2011-01-31,DELTA_NET_USE,35.0
2011-02-28,DELTA_NET_USE,26.0
2011-03-31,DELTA_NET_USE,5.0
2011-04-30,DELTA_NET_USE,97.0
2011-05-31,DELTA_NET_USE,105.0
2011-06-30,DELTA_NET_USE,108.0
2011-07-31,DELTA_NET_USE,121.0
2011-08-31,DELTA_NET_USE,115.0
2011-09-30,DELTA_NET_USE,105.0
2011-10-31,DELTA_NET_USE,77.0
2011-11-30,DELTA_NET_USE,64.0
2011-12-31,DELTA_NET_USE,65.0
2012-01-31,DELTA_NET_USE,49.0
2012-02-29,DELTA_NET_USE,67.0
2012-03-31,DELTA_NET_USE,53.0
2012-04-30,DELTA_NET_USE,75.0
2012-05-31,DELTA_NET_USE,117.0
2012-06-30,DELTA_NET_USE,124.0
2012-07-31,DELTA_NET_USE,129.0
2012-08-31,DELTA_NET_USE,121.0
2012-09-30,DELTA_NET_USE,104.0
2012-10-31,DELTA_NET_USE,82.0
2012-11-30,DELTA_NET_USE,44.0
2012-12-31,DELTA_NET_USE,-4.0
2013-01-31,DELTA_NET_USE,39.0
2013-02-28,DELTA_NET_USE,74.0
2013-03-31,DELTA_NET_USE,83.0
2013-04-30,DELTA_NET_USE,101.0
2013-05-31,DELTA_NET_USE,114.0
2013-06-30,DELTA_NET_USE,123.0
2013-07-31,DELTA_NET_USE,129.0
2013-08-31,DELTA_NET_USE,114.0
2013-09-30,DELTA_NET_USE,96.0
2013-10-31,DELTA_NET_USE,82.0
2013-11-30,DELTA_NET_USE,44.0
2013-12-31,DELTA_NET_USE,-4.0
2014-01-31,DELTA_NET_USE,39.0
2014-02-28,DELTA_NET_USE,74.0
2014-03-31,DELTA_NET_USE,83.0
2014-04-30,DELTA_NET_USE,101.0
2014-05-31,DELTA_NET_USE,114.0
2014-06-30,DELTA_NET_USE,123.0
2014-07-31,DELTA_NET_USE,129.0
2014-08-31,DELTA_NET_USE,114.0
2014-09-30,DELTA_NET_USE,96.0
1921-10-31,DELTA_OUTFLOW,352.0
1921-11-30,DELTA_OUTFLOW,485.0
1921-12-31,DELTA_OUTFLOW,1672.0
1922-01-31,DELTA_OUTFLOW,1536.0
1922-02-28,DELTA_OUTFLOW,4544.0
1922-03-31,DELTA_OUTFLOW,3493.0
1922-04-30,DELTA_OUTFLOW,4581.0
1922-05-31,DELTA_OUTFLOW,7671.0
1922-06-30,DELTA_OUTFLOW,5498.0
1922-07-31,DELTA_OUTFLOW,1379.0
1922-08-31,DELTA_OUTFLOW,495.0
1922-09-30,DELTA_OUTFLOW,336.0
1922-10-31,DELTA_OUTFLOW,413.0
1922-11-30,DELTA_OUTFLOW,809.0
1922-12-31,DELTA_OUTFLOW,3300.0
1923-01-31,DELTA_OUTFLOW,2548.0
1923-02-28,DELTA_OUTFLOW,1624.0
1923-03-31,DELTA_OUTFLOW,1794.0
1923-04-30,DELTA_OUTFLOW,4195.0
1923-05-31,DELTA_OUTFLOW,4136.0
1923-06-30,DELTA_OUTFLOW,2218.0
1923-07-31,DELTA_OUTFLOW,1070.0
1923-08-31,DELTA_OUTFLOW,407.0
1923-09-30,DELTA_OUTFLOW,370.0
1923-10-31,DELTA_OUTFLOW,423.0
1923-11-30,DELTA_OUTFLOW,393.0
1923-12-31,DELTA_OUTFLOW,489.0
1924-01-31,DELTA_OUTFLOW,594.0
1924-02-29,DELTA_OUTFLOW,1336.0
1924-03-31,DELTA_OUTFLOW,674.0
1924-04-30,DELTA_OUTFLOW,1098.0
1924-05-31,DELTA_OUTFLOW,1089.0
1924-06-30,DELTA_OUTFLOW,353.0
1924-07-31,DELTA_OUTFLOW,258.0
1924-08-31,DELTA_OUTFLOW,191.0
1924-09-30,DELTA_OUTFLOW,192.0
1924-10-31,DELTA_OUTFLOW,343.0
1924-11-30,DELTA_OUTFLOW,892.0
1924-12-31,DELTA_OUTFLOW,1192.0
1925-01-31,DELTA_OUTFLOW,1177.0
1925-02-28,DELTA_OUTFLOW,6907.0
1925-03-31,DELTA_OUTFLOW,2678.0
1925-04-30,DELTA_OUTFLOW,4726.0
1925-05-31,DELTA_OUTFLOW,4320.0
1925-06-30,DELTA_OUTFLOW,2206.0
1925-07-31,DELTA_OUTFLOW,831.0
1925-08-31,DELTA_OUTFLOW,414.0
1925-09-30,DELTA_OUTFLOW,323.0
1925-10-31,DELTA_OUTFLOW,370.0
1925-11-30,DELTA_OUTFLOW,514.0
1925-12-31,DELTA_OUTFLOW,731.0
1926-01-31,DELTA_OUTFLOW,942.0
1926-02-28,DELTA_OUTFLOW,4287.0
1926-03-31,DELTA_OUTFLOW,1986.0
1926-04-30,DELTA_OUTFLOW,4634.0
1926-05-31,DELTA_OUTFLOW,2327.0
1926-06-30,DELTA_OUTFLOW,860.0
1926-07-31,DELTA_OUTFLOW,378.0
1926-08-31,DELTA_OUTFLOW,243.0
1926-09-30,DELTA_OUTFLOW,232.0
1926-10-31,DELTA_OUTFLOW,308.0
1926-11-30,DELTA_OUTFLOW,2486.0
1926-12-31,DELTA_OUTFLOW,2447.0
1927-01-31,DELTA_OUTFLOW,2975.0
1927-02-28,DELTA_OUTFLOW,8879.0
1927-03-31,DELTA_OUTFLOW,4538.0
1927-04-30,DELTA_OUTFLOW,6034.0
1927-05-31,DELTA_OUTFLOW,4814.0
1927-06-30,DELTA_OUTFLOW,3399.0
1927-07-31,DELTA_OUTFLOW,1077.0
1927-08-31,DELTA_OUTFLOW,426.0
1927-09-30,DELTA_OUTFLOW,334.0
1927-10-31,DELTA_OUTFLOW,370.0
1927-11-30,DELTA_OUTFLOW,1666.0
1927-12-31,DELTA_OUTFLOW,1331.0
1928-01-31,DELTA_OUTFLOW,1743.0
1928-02-29,DELTA_OUTFLOW,2621.0
1928-03-31,DELTA_OUTFLOW,7556.0
1928-04-30,DELTA_OUTFLOW,4533.0
1928-05-31,DELTA_OUTFLOW,3308.0
1928-06-30,DELTA_OUTFLOW,1180.0
1928-07-31,DELTA_OUTFLOW,509.0
1928-08-31,DELTA_OUTFLOW,294.0
1928-09-30,DELTA_OUTFLOW,267.0
1928-10-31,DELTA_OUTFLOW,289.0
1928-11-30,DELTA_OUTFLOW,536.0
1928-12-31,DELTA_OUTFLOW,735.0
1929-01-31,DELTA_OUTFLOW,690.0
1929-02-28,DELTA_OUTFLOW,1362.0
1929-03-31,DELTA_OUTFLOW,1460.0
1929-04-30,DELTA_OUTFLOW,1788.0
1929-05-31,DELTA_OUTFLOW,2644.0
1929-06-30,DELTA_OUTFLOW,1467.0
1929-07-31,DELTA_OUTFLOW,462.0
1929-08-31,DELTA_OUTFLOW,202.0
1929-09-30,DELTA_OUTFLOW,223.0
1929-10-31,DELTA_OUTFLOW,228.0
1929-11-30,DELTA_OUTFLOW,265.0
1929-12-31,DELTA_OUTFLOW,2897.0
1930-01-31,DELTA_OUTFLOW,1885.0
1930-02-28,DELTA_OUTFLOW,2353.0
1930-03-31,DELTA_OUTFLOW,3588.0
1930-04-30,DELTA_OUTFLOW,3005.0
1930-05-31,DELTA_OUTFLOW,2484.0
1930-06-30,DELTA_OUTFLOW,1624.0
1930-07-31,DELTA_OUTFLOW,506.0
1930-08-31,DELTA_OUTFLOW,265.0
1930-09-30,DELTA_OUTFLOW,266.0
1930-10-31,DELTA_OUTFLOW,294.0
1930-11-30,DELTA_OUTFLOW,450.0
1930-12-31,DELTA_OUTFLOW,374.0
1931-01-31,DELTA_OUTFLOW,921.0
1931-02-28,DELTA_OUTFLOW,862.0
1931-03-31,DELTA_OUTFLOW,1319.0
1931-04-30,DELTA_OUTFLOW,1273.0
1931-05-31,DELTA_OUTFLOW,1186.0
1931-06-30,DELTA_OUTFLOW,461.0
1931-07-31,DELTA_OUTFLOW,188.0
1931-08-31,DELTA_OUTFLOW,157.0
1931-09-30,DELTA_OUTFLOW,167.0
1931-10-31,DELTA_OUTFLOW,279.0
1931-11-30,DELTA_OUTFLOW,380.0
1931-12-31,DELTA_OUTFLOW,2460.0
1932-01-31,DELTA_OUTFLOW,1877.0
1932-02-29,DELTA_OUTFLOW,2850.0
1932-03-31,DELTA_OUTFLOW,2960.0
1932-04-30,DELTA_OUTFLOW,3078.0
1932-05-31,DELTA_OUTFLOW,4590.0
1932-06-30,DELTA_OUTFLOW,3180.0
1932-07-31,DELTA_OUTFLOW,987.0
1932-08-31,DELTA_OUTFLOW,347.0
1932-09-30,DELTA_OUTFLOW,233.0
1932-10-31,DELTA_OUTFLOW,244.0
1932-11-30,DELTA_OUTFLOW,280.0
1932-12-31,DELTA_OUTFLOW,426.0
1933-01-31,DELTA_OUTFLOW,854.0
1933-02-28,DELTA_OUTFLOW,660.0
1933-03-31,DELTA_OUTFLOW,2222.0
1933-04-30,DELTA_OUTFLOW,2159.0
1933-05-31,DELTA_OUTFLOW,2600.0
1933-06-30,DELTA_OUTFLOW,2613.0
1933-07-31,DELTA_OUTFLOW,558.0
1933-08-31,DELTA_OUTFLOW,241.0
1933-09-30,DELTA_OUTFLOW,214.0
1933-10-31,DELTA_OUTFLOW,262.0
1933-11-30,DELTA_OUTFLOW,317.0
1933-12-31,DELTA_OUTFLOW,1319.0
1934-01-31,DELTA_OUTFLOW,1792.0
1934-02-28,DELTA_OUTFLOW,2014.0
1934-03-31,DELTA_OUTFLOW,2137.0
