epoch,loss,cal_kge,lr,epoch_s
0.000000000000000000e+00,1.437024619430303574e+00,-1.937264683915785324e-01,1.599999999999999860e-04,5.883682012557983398e+00
1.000000000000000000e+00,1.171204944865571029e+00,nan,2.799999999999999755e-04,1.772855997085571289e+00
2.000000000000000000e+00,7.182970645113123664e-01,5.908694987454922165e-01,4.000000000000000192e-04,5.033604145050048828e+00
3.000000000000000000e+00,4.669629660331540699e-01,nan,3.997038957044966347e-04,1.770929813385009766e+00
4.000000000000000000e+00,3.843190279892749195e-01,6.861478315977629361e-01,3.988164820770001432e-04,5.023548603057861328e+00
5.000000000000000000e+00,3.390307513376076831e-01,nan,3.973404541635308261e-04,1.762941598892211914e+00
6.000000000000000000e+00,3.158435401403241749e-01,7.789003753219039261e-01,3.952802946123499476e-04,5.028635740280151367e+00
7.000000000000000000e+00,2.984402465323607312e-01,nan,3.926422600603038165e-04,1.764381408691406250e+00
8.000000000000000000e+00,2.903809659700427037e-01,6.783595423537536195e-01,3.894343621316237046e-04,5.025255680084228516e+00
9.000000000000000000e+00,2.800255366083648223e-01,nan,3.856663431068863305e-04,1.761291503906250000e+00
1.000000000000000000e+01,2.684651693432695274e-01,7.903038922558377477e-01,3.813496463360276242e-04,5.033011198043823242e+00
1.100000000000000000e+01,2.602184473847349300e-01,nan,3.764973814852653577e-04,1.765345335006713867e+00
1.200000000000000000e+01,2.531093884673383254e-01,8.479904686177313078e-01,3.711242847234738217e-04,5.034642696380615234e+00
1.300000000000000000e+01,2.380306497216224670e-01,nan,3.652466739689228317e-04,1.769120693206787109e+00
1.400000000000000000e+01,2.375632504829102154e-01,7.919573735344571652e-01,3.588823993322968141e-04,5.038744211196899414e+00
1.500000000000000000e+01,2.312790911851657638e-01,nan,3.520507889064948374e-04,1.761921882629394531e+00
1.600000000000000000e+01,2.250728639774024487e-01,8.306898625021041926e-01,3.447725900678480699e-04,5.028988838195800781e+00
1.700000000000000000e+01,2.219552754734953337e-01,nan,3.370699064670196177e-04,1.750901460647583008e+00
1.800000000000000000e+01,2.224334238821433773e-01,7.852586185400712848e-01,3.289661309009438194e-04,5.041471719741821289e+00
1.900000000000000000e+01,2.130970778978533153e-01,nan,3.204858742696712172e-04,1.764314413070678711e+00
2.000000000000000000e+01,2.129879504338734741e-01,8.557216078909134493e-01,3.116548908338733241e-04,5.035702228546142578e+00
2.100000000000000000e+01,2.065319292143815155e-01,nan,3.025000000000000887e-04,1.764040946960449219e+00
2.200000000000000000e+01,2.087017854986091547e-01,8.713202247552656043e-01,2.930490048706235230e-04,5.036960601806640625e+00
2.300000000000000000e+01,2.025989533091584749e-01,nan,2.833306078073291384e-04,1.776697397232055664e+00
2.400000000000000000e+01,2.024583442964487667e-01,7.972230310089458705e-01,2.733743232625872191e-04,5.034201622009277344e+00
2.500000000000000000e+01,1.990906883341570788e-01,nan,2.632103881453305423e-04,1.760304212570190430e+00
2.600000000000000000e+01,1.983115509566333590e-01,8.207586527780564856e-01,2.528696699924559048e-04,5.051862955093383789e+00
2.700000000000000000e+01,1.960265673179593382e-01,nan,2.423835732251290525e-04,1.763669967651367188e+00
2.800000000000000000e+01,1.919196143022013912e-01,8.498071427817588397e-01,2.317839437745895933e-04,5.072953701019287109e+00
2.900000000000000000e+01,1.880475044664409456e-01,nan,2.211029723671048693e-04,1.771353006362915039e+00
3.000000000000000000e+01,1.923348993683854646e-01,8.731447092467431448e-01,2.103730967617916401e-04,5.072069644927978516e+00
3.100000000000000000e+01,1.868161443206999006e-01,nan,1.996269032382084595e-04,1.768284559249877930e+00
3.200000000000000000e+01,1.772289574663672151e-01,8.668967691176377999e-01,1.888970276328952845e-04,5.043998479843139648e+00
3.300000000000000000e+01,1.808376660984423456e-01,nan,1.782160562254104250e-04,1.770969152450561523e+00
3.400000000000000000e+01,1.801252771789828844e-01,8.471919165843307953e-01,1.676164267748710471e-04,5.047960996627807617e+00
3.500000000000000000e+01,1.846746425661775770e-01,nan,1.571303300075441948e-04,1.766742706298828125e+00
3.600000000000000000e+01,1.824880584867464295e-01,8.879671803044136835e-01,1.467896118546695844e-04,5.044219732284545898e+00
