center,start,end,source,metric,value,n_basins
1948-03-31,1933-03-31,1963-02-28,9unimp,pbias,1.7153451145142549,9
1948-03-31,1933-03-31,1963-02-28,9unimp,seas_mismatch,0.05505681398451916,9
1948-03-31,1933-03-31,1963-02-28,vic_11obs,kge,0.7713745694291191,11
1948-03-31,1933-03-31,1963-02-28,vic_11obs,nse,0.8016280534733117,11
1948-03-31,1933-03-31,1963-02-28,vic_11obs,pbias,8.390772624030918,11
1948-03-31,1933-03-31,1963-02-28,vic_11obs,seas_mismatch,0.06452826007258036,11
1948-03-31,1933-03-31,1963-02-28,vic_9unimp,kge,0.6624259553655374,9
1948-03-31,1933-03-31,1963-02-28,vic_9unimp,nse,0.8194582104304284,9
1948-03-31,1933-03-31,1963-02-28,vic_9unimp,pbias,23.521807037670204,9
1948-03-31,1933-03-31,1963-02-28,vic_9unimp,seas_mismatch,0.07836568023926263,9
1948-04-30,1933-04-30,1963-03-31,11obs,kge,0.8964966353845265,11
1948-04-30,1933-04-30,1963-03-31,11obs,nse,0.9115581551232519,11
1948-04-30,1933-04-30,1963-03-31,11obs,pbias,3.346066689546395,11
1948-04-30,1933-04-30,1963-03-31,11obs,seas_mismatch,0.038527411548297835,11
1948-04-30,1933-04-30,1963-03-31,9unimp,kge,0.9398126461449995,9
1948-04-30,1933-04-30,1963-03-31,9unimp,nse,0.9128991891055479,9
1948-04-30,1933-04-30,1963-03-31,9unimp,pbias,1.868904242100139,9
1948-04-30,1933-04-30,1963-03-31,9unimp,seas_mismatch,0.055198846918272565,9
1948-04-30,1933-04-30,1963-03-31,vic_11obs,kge,0.7711542032517256,11
1948-04-30,1933-04-30,1963-03-31,vic_11obs,nse,0.8016287573593639,11
1948-04-30,1933-04-30,1963-03-31,vic_11obs,pbias,8.258642793387402,11
1948-04-30,1933-04-30,1963-03-31,vic_11obs,seas_mismatch,0.06351178813785449,11
1948-04-30,1933-04-30,1963-03-31,vic_9unimp,kge,0.6678550926362858,9
1948-04-30,1933-04-30,1963-03-31,vic_9unimp,nse,0.8201128523441614,9
1948-04-30,1933-04-30,1963-03-31,vic_9unimp,pbias,23.41217072318988,9
1948-04-30,1933-04-30,1963-03-31,vic_9unimp,seas_mismatch,0.07569031997881652,9
1948-05-31,1933-05-31,1963-04-30,11obs,kge,0.8942058037330713,11
1948-05-31,1933-05-31,1963-04-30,11obs,nse,0.9112882661611548,11
1948-05-31,1933-05-31,1963-04-30,11obs,pbias,3.402011315370507,11
1948-05-31,1933-05-31,1963-04-30,11obs,seas_mismatch,0.038052813456450146,11
1948-05-31,1933-05-31,1963-04-30,9unimp,kge,0.9415555311187618,9
1948-05-31,1933-05-31,1963-04-30,9unimp,nse,0.9134264279500023,9
1948-05-31,1933-05-31,1963-04-30,9unimp,pbias,2.0701563266209804,9
1948-05-31,1933-05-31,1963-04-30,9unimp,seas_mismatch,0.053874524222912626,9
1948-05-31,1933-05-31,1963-04-30,vic_11obs,kge,0.7693811654048741,11
1948-05-31,1933-05-31,1963-04-30,vic_11obs,nse,0.8030598325184043,11
1948-05-31,1933-05-31,1963-04-30,vic_11obs,pbias,8.209616615095397,11
1948-05-31,1933-05-31,1963-04-30,vic_11obs,seas_mismatch,0.06341712183419693,11
1948-05-31,1933-05-31,1963-04-30,vic_9unimp,kge,0.6726520318027942,9
1948-05-31,1933-05-31,1963-04-30,vic_9unimp,nse,0.821300687605522,9
1948-05-31,1933-05-31,1963-04-30,vic_9unimp,pbias,23.61032581701828,9
1948-05-31,1933-05-31,1963-04-30,vic_9unimp,seas_mismatch,0.07294024406214052,9
1948-06-30,1933-06-30,1963-05-31,11obs,kge,0.8964288823745123,11
1948-06-30,1933-06-30,1963-05-31,11obs,nse,0.9113730056045064,11
1948-06-30,1933-06-30,1963-05-31,11obs,pbias,3.4627800864221965,11
1948-06-30,1933-06-30,1963-05-31,11obs,seas_mismatch,0.03756215485974972,11
1948-06-30,1933-06-30,1963-05-31,9unimp,kge,0.941496214326133,9
1948-06-30,1933-06-30,1963-05-31,9unimp,nse,0.9133180682245448,9
1948-06-30,1933-06-30,1963-05-31,9unimp,pbias,2.042341294866144,9
1948-06-30,1933-06-30,1963-05-31,9unimp,seas_mismatch,0.054116448397787384,9
1948-06-30,1933-06-30,1963-05-31,vic_11obs,kge,0.772689920283182,11
1948-06-30,1933-06-30,1963-05-31,vic_11obs,nse,0.8043884694249552,11
1948-06-30,1933-06-30,1963-05-31,vic_11obs,pbias,8.123399741755891,11
1948-06-30,1933-06-30,1963-05-31,vic_11obs,seas_mismatch,0.06392848400394417,11
1948-06-30,1933-06-30,1963-05-31,vic_9unimp,kge,0.6730245711656893,9
1948-06-30,1933-06-30,1963-05-31,vic_9unimp,nse,0.8212245112775474,9
1948-06-30,1933-06-30,1963-05-31,vic_9unimp,pbias,23.517619503902853,9
1948-06-30,1933-06-30,1963-05-31,vic_9unimp,seas_mismatch,0.07294959323712781,9
1948-07-31,1933-07-31,1963-06-30,11obs,kge,0.8999067179778524,11
1948-07-31,1933-07-31,1963-06-30,11obs,nse,0.9113884326571183,11
1948-07-31,1933-07-31,1963-06-30,11obs,pbias,3.324459719024909,11
1948-07-31,1933-07-31,1963-06-30,11obs,seas_mismatch,0.03693125839150806,11
1948-07-31,1933-07-31,1963-06-30,9unimp,kge,0.9415252530818141,9
1948-07-31,1933-07-31,1963-06-30,9unimp,nse,0.9132744832137613,9
1948-07-31,1933-07-31,1963-06-30,9unimp,pbias,2.0843972196201612,9
1948-07-31,1933-07-31,1963-06-30,9unimp,seas_mismatch,0.054266877486856414,9
1948-07-31,1933-07-31,1963-06-30,vic_11obs,kge,0.7726984649066053,11
1948-07-31,1933-07-31,1963-06-30,vic_11obs,nse,0.804733158537319,11
1948-07-31,1933-07-31,1963-06-30,vic_11obs,pbias,8.110802922849466,11
1948-07-31,1933-07-31,1963-06-30,vic_11obs,seas_mismatch,0.0638406112522578,11
1948-07-31,1933-07-31,1963-06-30,vic_9unimp,kge,0.673693462171829,9
1948-07-31,1933-07-31,1963-06-30,vic_9unimp,nse,0.8209017723673592,9
1948-07-31,1933-07-31,1963-06-30,vic_9unimp,pbias,23.213415799192887,9
1948-07-31,1933-07-31,1963-06-30,vic_9unimp,seas_mismatch,0.07321120644940726,9
1948-08-31,1933-08-31,1963-07-31,11obs,kge,0.9008294126922094,11
1948-08-31,1933-08-31,1963-07-31,11obs,nse,0.9112801963232897,11
1948-08-31,1933-08-31,1963-07-31,11obs,pbias,3.317216198588745,11
1948-08-31,1933-08-31,1963-07-31,11obs,seas_mismatch,0.03688731116825972,11
1948-08-31,1933-08-31,1963-07-31,9unimp,kge,0.9415695039667544,9
1948-08-31,1933-08-31,1963-07-31,9unimp,nse,0.9132655038267474,9
1948-08-31,1933-08-31,1963-07-31,9unimp,pbias,2.0608141105149285,9
1948-08-31,1933-08-31,1963-07-31,9unimp,seas_mismatch,0.054315410131155636,9
1948-08-31,1933-08-31,1963-07-31,vic_11obs,kge,0.7725818707023016,11
1948-08-31,1933-08-31,1963-07-31,vic_11obs,nse,0.8043699708908696,11
1948-08-31,1933-08-31,1963-07-31,vic_11obs,pbias,8.030537334961027,11
1948-08-31,1933-08-31,1963-07-31,vic_11obs,seas_mismatch,0.06384212677332651,11
1948-08-31,1933-08-31,1963-07-31,vic_9unimp,kge,0.6739334493981832,9
1948-08-31,1933-08-31,1963-07-31,vic_9unimp,nse,0.8208295056935175,9
1948-08-31,1933-08-31,1963-07-31,vic_9unimp,pbias,22.85881619614364,9
1948-08-31,1933-08-31,1963-07-31,vic_9unimp,seas_mismatch,0.07316464809320625,9
1948-09-30,1933-09-30,1963-08-31,11obs,kge,0.90097881962335,11
1948-09-30,1933-09-30,1963-08-31,11obs,nse,0.9112346385424567,11
1948-09-30,1933-09-30,1963-08-31,11obs,pbias,3.309976644921905,11
1948-09-30,1933-09-30,1963-08-31,11obs,seas_mismatch,0.0368493557628585,11
1948-09-30,1933-09-30,1963-08-31,9unimp,kge,0.9415730052771778,9
1948-09-30,1933-09-30,1963-08-31,9unimp,nse,0.9132641922017033,9
1948-09-30,1933-09-30,1963-08-31,9unimp,pbias,2.0381850901622296,9
1948-09-30,1933-09-30,1963-08-31,9unimp,seas_mismatch,0.054324348880199304,9
1948-09-30,1933-09-30,1963-08-31,vic_11obs,kge,0.772465150108775,11
1948-09-30,1933-09-30,1963-08-31,vic_11obs,nse,0.8042638953349277,11
1948-09-30,1933-09-30,1963-08-31,vic_11obs,pbias,8.00916480461409,11
1948-09-30,1933-09-30,1963-08-31,vic_11obs,seas_mismatch,0.06383686077687337,11
1948-09-30,1933-09-30,1963-08-31,vic_9unimp,kge,0.6739918037978123,9
1948-09-30,1933-09-30,1963-08-31,vic_9unimp,nse,0.8207992686816332,9
1948-09-30,1933-09-30,1963-08-31,vic_9unimp,pbias,22.839354687638505,9
1948-09-30,1933-09-30,1963-08-31,vic_9unimp,seas_mismatch,0.07312880538084188,9
1948-10-31,1933-10-31,1963-09-30,11obs,kge,0.9009268097161249,11
1948-10-31,1933-10-31,1963-09-30,11obs,nse,0.9112366649569752,11
1948-10-31,1933-10-31,1963-09-30,11obs,pbias,3.311352195935182,11
1948-10-31,1933-10-31,1963-09-30,11obs,seas_mismatch,0.03683915969888087,11
1948-10-31,1933-10-31,1963-09-30,9unimp,kge,0.9415747588162907,9
1948-10-31,1933-10-31,1963-09-30,9unimp,nse,0.9132648534453401,9
1948-10-31,1933-10-31,1963-09-30,9unimp,pbias,2.028485651559177,9
1948-10-31,1933-10-31,1963-09-30,9unimp,seas_mismatch,0.0543333094076811,9
1948-10-31,1933-10-31,1963-09-30,vic_11obs,kge,0.7723148409493021,11
1948-10-31,1933-10-31,1963-09-30,vic_11obs,nse,0.8041955136453175,11
1948-10-31,1933-10-31,1963-09-30,vic_11obs,pbias,7.9915696597473165,11
1948-10-31,1933-10-31,1963-09-30,vic_11obs,seas_mismatch,0.06384486461797811,11
1948-10-31,1933-10-31,1963-09-30,vic_9unimp,kge,0.6740288811369288,9
1948-10-31,1933-10-31,1963-09-30,vic_9unimp,nse,0.8207178812000724,9
1948-10-31,1933-10-31,1963-09-30,vic_9unimp,pbias,22.840396460533945,9
1948-10-31,1933-10-31,1963-09-30,vic_9unimp,seas_mismatch,0.07310638524225485,9
1948-11-30,1933-11-30,1963-10-31,11obs,kge,0.9011106002415777,11
1948-11-30,1933-11-30,1963-10-31,11obs,nse,0.9112325213222716,11
1948-11-30,1933-11-30,1963-10-31,11obs,pbias,3.3473409138076553,11
1948-11-30,1933-11-30,1963-10-31,11obs,seas_mismatch,0.03700602886263813,11
1948-11-30,1933-11-30,1963-10-31,9unimp,kge,0.9415896921481576,9
1948-11-30,1933-11-30,1963-10-31,9unimp,nse,0.9132848289486895,9
1948-11-30,1933-11-30,1963-10-31,9unimp,pbias,2.0717703872628985,9
1948-11-30,1933-11-30,1963-10-31,9unimp,seas_mismatch,0.054225869437895924,9
1948-11-30,1933-11-30,1963-10-31,vic_11obs,kge,0.7720830516618885,11
1948-11-30,1933-11-30,1963-10-31,vic_11obs,nse,0.8041094882828711,11
1948-11-30,1933-11-30,1963-10-31,vic_11obs,pbias,7.964889911316822,11
1948-11-30,1933-11-30,1963-10-31,vic_11obs,seas_mismatch,0.06395274587238603,11
1948-11-30,1933-11-30,1963-10-31,vic_9unimp,kge,0.6746255767503719,9
1948-11-30,1933-11-30,1963-10-31,vic_9unimp,nse,0.820652775112817,9
1948-11-30,1933-11-30,1963-10-31,vic_9unimp,pbias,22.817502674126043,9
1948-11-30,1933-11-30,1963-10-31,vic_9unimp,seas_mismatch,0.0727755786368589,9
1948-12-31,1933-12-31,1963-11-30,11obs,kge,0.900948655479488,11
1948-12-31,1933-12-31,1963-11-30,11obs,nse,0.911009142273782,11
1948-12-31,1933-12-31,1963-11-30,11obs,pbias,3.355535276643054,11
1948-12-31,1933-12-31,1963-11-30,11obs,seas_mismatch,0.03696853702771101,11
1948-12-31,1933-12-31,1963-11-30,9unimp,kge,0.9415326345058771,9
1948-12-31,1933-12-31,1963-11-30,9unimp,nse,0.9129543403917522,9
1948-12-31,1933-12-31,1963-11-30,9unimp,pbias,2.0490590869806535,9
1948-12-31,1933-12-31,1963-11-30,9unimp,seas_mismatch,0.054988077356306946,9
1948-12-31,1933-12-31,1963-11-30,vic_11obs,kge,0.7718237274922911,11
1948-12-31,1933-12-31,1963-11-30,vic_11obs,nse,0.8035395614525842,11
1948-12-31,1933-12-31,1963-11-30,vic_11obs,pbias,7.863979703645424,11
1948-12-31,1933-12-31,1963-11-30,vic_11obs,seas_mismatch,0.06396388586099933,11
1948-12-31,1933-12-31,1963-11-30,vic_9unimp,kge,0.6751149957779423,9
1948-12-31,1933-12-31,1963-11-30,vic_9unimp,nse,0.8204718015369141,9
1948-12-31,1933-12-31,1963-11-30,vic_9unimp,pbias,22.73934533042654,9
1948-12-31,1933-12-31,1963-11-30,vic_9unimp,seas_mismatch,0.07238663424526569,9
1949-01-31,1934-01-31,1963-12-31,11obs,kge,0.9019815361246682,11
1949-01-31,1934-01-31,1963-12-31,11obs,nse,0.9112560212960051,11
1949-01-31,1934-01-31,1963-12-31,11obs,pbias,3.2750869246111063,11
1949-01-31,1934-01-31,1963-12-31,11obs,seas_mismatch,0.03659677069497808,11
1949-01-31,1934-01-31,1963-12-31,9unimp,kge,0.9418106119205513,9
1949-01-31,1934-01-31,1963-12-31,9unimp,nse,0.9129782702816229,9
1949-01-31,1934-01-31,1963-12-31,9unimp,pbias,1.9581677383459013,9
1949-01-31,1934-01-31,1963-12-31,9unimp,seas_mismatch,0.055185315474925986,9
1949-01-31,1934-01-31,1963-12-31,vic_11obs,kge,0.7719447158354971,11
1949-01-31,1934-01-31,1963-12-31,vic_11obs,nse,0.8036030607671317,11
1949-01-31,1934-01-31,1963-12-31,vic_11obs,pbias,7.714362847565823,11
1949-01-31,1934-01-31,1963-12-31,vic_11obs,seas_mismatch,0.06645551686344157,11
1949-01-31,1934-01-31,1963-12-31,vic_9unimp,kge,0.6765324711295232,9
1949-01-31,1934-01-31,1963-12-31,vic_9unimp,nse,0.8201974860612031,9
1949-01-31,1934-01-31,1963-12-31,vic_9unimp,pbias,22.64358694642767,9
1949-01-31,1934-01-31,1963-12-31,vic_9unimp,seas_mismatch,0.07316560900083979,9
1949-02-28,1934-02-28,1964-01-31,11obs,kge,0.9020599972178095,11
1949-02-28,1934-02-28,1964-01-31,11obs,nse,0.9112598899619516,11
1949-02-28,1934-02-28,1964-01-31,11obs,pbias,3.269797647910303,11
1949-02-28,1934-02-28,1964-01-31,11obs,seas_mismatch,0.03637304088132743,11
1949-02-28,1934-02-28,1964-01-31,9unimp,kge,0.9418443413174786,9
1949-02-28,1934-02-28,1964-01-31,9unimp,nse,0.9133014138793002,9
1949-02-28,1934-02-28,1964-01-31,9unimp,pbias,2.0050931914145753,9
1949-02-28,1934-02-28,1964-01-31,9unimp,seas_mismatch,0.05473238185064463,9
1949-02-28,1934-02-28,1964-01-31,vic_11obs,kge,0.7715960573290368,11
1949-02-28,1934-02-28,1964-01-31,vic_11obs,nse,0.8036593793123594,11
1949-02-28,1934-02-28,1964-01-31,vic_11obs,pbias,7.722383052989126,11
1949-02-28,1934-02-28,1964-01-31,vic_11obs,seas_mismatch,0.06651290620377234,11
1949-02-28,1934-02-28,1964-01-31,vic_9unimp,kge,0.6768696671962484,9
1949-02-28,1934-02-28,1964-01-31,vic_9unimp,nse,0.8203168249255968,9
1949-02-28,1934-02-28,1964-01-31,vic_9unimp,pbias,22.708119776867786,9
1949-02-28,1934-02-28,1964-01-31,vic_9unimp,seas_mismatch,0.07317636447150283,9
1949-03-31,1934-03-31,1964-02-29,11obs,kge,0.9027598058724611,11
1949-03-31,1934-03-31,1964-02-29,11obs,nse,0.911289390331913,11
1949-03-31,1934-03-31,1964-02-29,11obs,pbias,3.330144638368494,11
1949-03-31,1934-03-31,1964-02-29,11obs,seas_mismatch,0.036116114018925956,11
1949-03-31,1934-03-31,1964-02-29,9unimp,kge,0.9419487412223678,9
1949-03-31,1934-03-31,1964-02-29,9unimp,nse,0.9133318597165353,9
1949-03-31,1934-03-31,1964-02-29,9unimp,pbias,1.9434497724850828,9
1949-03-31,1934-03-31,1964-02-29,9unimp,seas_mismatch,0.054870478460084054,9
1949-03-31,1934-03-31,1964-02-29,vic_11obs,kge,0.7716633832806181,11
1949-03-31,1934-03-31,1964-02-29,vic_11obs,nse,0.8037618125660377,11
1949-03-31,1934-03-31,1964-02-29,vic_11obs,pbias,7.72302029452762,11
1949-03-31,1934-03-31,1964-02-29,vic_11obs,seas_mismatch,0.06598711341098815,11
1949-03-31,1934-03-31,1964-02-29,vic_9unimp,kge,0.6758460522426972,9
1949-03-31,1934-03-31,1964-02-29,vic_9unimp,nse,0.8204456857255484,9
1949-03-31,1934-03-31,1964-02-29,vic_9unimp,pbias,22.675437522915484,9
1949-03-31,1934-03-31,1964-02-29,vic_9unimp,seas_mismatch,0.07305163346164364,9
1949-04-30,1934-04-30,1964-03-31,11obs,kge,0.9023744464982403,11
1949-04-30,1934-04-30,1964-03-31,11obs,nse,0.9113286070245586,11
1949-04-30,1934-04-30,1964-03-31,11obs,pbias,3.4203017244526155,11
1949-04-30,1934-04-30,1964-03-31,11obs,seas_mismatch,0.0356233977370448,11
1949-04-30,1934-04-30,1964-03-31,9unimp,kge,0.9418896496120728,9
1949-04-30,1934-04-30,1964-03-31,9unimp,nse,0.9135004266370242,9
1949-04-30,1934-04-30,1964-03-31,9unimp,pbias,2.07374539139139,9
1949-04-30,1934-04-30,1964-03-31,9unimp,seas_mismatch,0.05570988568103759,9
1949-04-30,1934-04-30,1964-03-31,vic_11obs,kge,0.7716560121044388,11
1949-04-30,1934-04-30,1964-03-31,vic_11obs,nse,0.8040358102633731,11
1949-04-30,1934-04-30,1964-03-31,vic_11obs,pbias,7.710824225587015,11
1949-04-30,1934-04-30,1964-03-31,vic_11obs,seas_mismatch,0.06594910930302311,11
1949-04-30,1934-04-30,1964-03-31,vic_9unimp,kge,0.6762453226010987,9
1949-04-30,1934-04-30,1964-03-31,vic_9unimp,nse,0.8199555087238969,9
1949-04-30,1934-04-30,1964-03-31,vic_9unimp,pbias,22.70290013991035,9
1949-04-30,1934-04-30,1964-03-31,vic_9unimp,seas_mismatch,0.07283311047001388,9
1949-05-31,1934-05-31,1964-04-30,11obs,kge,0.9027583237462047,11
1949-05-31,1934-05-31,1964-04-30,11obs,nse,0.9113323742997509,11
1949-05-31,1934-05-31,1964-04-30,11obs,pbias,3.4052057755151286,11
1949-05-31,1934-05-31,1964-04-30,11obs,seas_mismatch,0.035715010103493615,11
1949-05-31,1934-05-31,1964-04-30,9unimp,kge,0.9418603565161872,9
1949-05-31,1934-05-31,1964-04-30,9unimp,nse,0.9135035937661983,9
1949-05-31,1934-05-31,1964-04-30,9unimp,pbias,2.233496642579511,9
1949-05-31,1934-05-31,1964-04-30,9unimp,seas_mismatch,0.0557203627900953,9
1949-05-31,1934-05-31,1964-04-30,vic_11obs,kge,0.7718429383474548,11
1949-05-31,1934-05-31,1964-04-30,vic_11obs,nse,0.804988914024294,11
1949-05-31,1934-05-31,1964-04-30,vic_11obs,pbias,7.443590670229135,11
1949-05-31,1934-05-31,1964-04-30,vic_11obs,seas_mismatch,0.06604192867236594,11
1949-05-31,1934-05-31,1964-04-30,vic_9unimp,kge,0.6764779441860098,9
1949-05-31,1934-05-31,1964-04-30,vic_9unimp,nse,0.8197403821269887,9
1949-05-31,1934-05-31,1964-04-30,vic_9unimp,pbias,22.775460592830214,9
1949-05-31,1934-05-31,1964-04-30,vic_9unimp,seas_mismatch,0.07263802119230284,9
1949-06-30,1934-06-30,1964-05-31,11obs,kge,0.9024938444630768,11
1949-06-30,1934-06-30,1964-05-31,11obs,nse,0.9114248464234259,11
1949-06-30,1934-06-30,1964-05-31,11obs,pbias,3.3875057216098083,11
1949-06-30,1934-06-30,1964-05-31,11obs,seas_mismatch,0.034975008479936544,11
1949-06-30,1934-06-30,1964-05-31,9unimp,kge,0.9418970371588892,9
1949-06-30,1934-06-30,1964-05-31,9unimp,nse,0.9134939023360445,9
1949-06-30,1934-06-30,1964-05-31,9unimp,pbias,2.334613697757896,9
1949-06-30,1934-06-30,1964-05-31,9unimp,seas_mismatch,0.055781363554425555,9
1949-06-30,1934-06-30,1964-05-31,vic_11obs,kge,0.7719592022350044,11
1949-06-30,1934-06-30,1964-05-31,vic_11obs,nse,0.8058421241069995,11
1949-06-30,1934-06-30,1964-05-31,vic_11obs,pbias,7.460847205318039,11
1949-06-30,1934-06-30,1964-05-31,vic_11obs,seas_mismatch,0.06613320491540248,11
1949-06-30,1934-06-30,1964-05-31,vic_9unimp,kge,0.6769822366501695,9
1949-06-30,1934-06-30,1964-05-31,vic_9unimp,nse,0.8192153434028018,9
1949-06-30,1934-06-30,1964-05-31,vic_9unimp,pbias,22.577582089525027,9
1949-06-30,1934-06-30,1964-05-31,vic_9unimp,seas_mismatch,0.07282708005151381,9
1949-07-31,1934-07-31,1964-06-30,11obs,kge,0.9021305536717301,11
1949-07-31,1934-07-31,1964-06-30,11obs,nse,0.9112899182202912,11
1949-07-31,1934-07-31,1964-06-30,11obs,pbias,3.523490937477717,11
1949-07-31,1934-07-31,1964-06-30,11obs,seas_mismatch,0.03561025343486771,11
1949-07-31,1934-07-31,1964-06-30,9unimp,kge,0.9419002861180451,9
1949-07-31,1934-07-31,1964-06-30,9unimp,nse,0.913482310375951,9
1949-07-31,1934-07-31,1964-06-30,9unimp,pbias,2.3519433836567876,9
1949-07-31,1934-07-31,1964-06-30,9unimp,seas_mismatch,0.05586367358378549,9
1949-07-31,1934-07-31,1964-06-30,vic_11obs,kge,0.7717875785961708,11
1949-07-31,1934-07-31,1964-06-30,vic_11obs,nse,0.805183130899467,11
1949-07-31,1934-07-31,1964-06-30,vic_11obs,pbias,7.3587590987656,11
1949-07-31,1934-07-31,1964-06-30,vic_11obs,seas_mismatch,0.06608875711830822,11
1949-07-31,1934-07-31,1964-06-30,vic_9unimp,kge,0.6770857315413525,9
1949-07-31,1934-07-31,1964-06-30,vic_9unimp,nse,0.819270206735306,9
1949-07-31,1934-07-31,1964-06-30,vic_9unimp,pbias,22.675133980294323,9
1949-07-31,1934-07-31,1964-06-30,vic_9unimp,seas_mismatch,0.07286301650638848,9
1949-08-31,1934-08-31,1964-07-31,11obs,kge,0.9019472303405379,11
1949-08-31,1934-08-31,1964-07-31,11obs,nse,0.9112650690536869,11
1949-08-31,1934-08-31,1964-07-31,11obs,pbias,3.5732609238587645,11
1949-08-31,1934-08-31,1964-07-31,11obs,seas_mismatch,0.0358366780948349,11
1949-08-31,1934-08-31,1964-07-31,9unimp,kge,0.9419010183227488,9
1949-08-31,1934-08-31,1964-07-31,9unimp,nse,0.9134733369043873,9
1949-08-31,1934-08-31,1964-07-31,9unimp,pbias,2.335095635224162,9
1949-08-31,1934-08-31,1964-07-31,9unimp,seas_mismatch,0.05591283501190747,9
1949-08-31,1934-08-31,1964-07-31,vic_11obs,kge,0.7716351508752297,11
1949-08-31,1934-08-31,1964-07-31,vic_11obs,nse,0.8050168269422621,11
1949-08-31,1934-08-31,1964-07-31,vic_11obs,pbias,7.329445288653089,11
1949-08-31,1934-08-31,1964-07-31,vic_11obs,seas_mismatch,0.0660936100051723,11
1949-08-31,1934-08-31,1964-07-31,vic_9unimp,kge,0.6770737314201464,9
1949-08-31,1934-08-31,1964-07-31,vic_9unimp,nse,0.8188727807169663,9
1949-08-31,1934-08-31,1964-07-31,vic_9unimp,pbias,22.70740929034433,9
1949-08-31,1934-08-31,1964-07-31,vic_9unimp,seas_mismatch,0.07285717908227228,9
1949-09-30,1934-09-30,1964-08-31,11obs,kge,0.9019418375625583,11
1949-09-30,1934-09-30,1964-08-31,11obs,nse,0.9112692690803813,11
1949-09-30,1934-09-30,1964-08-31,11obs,pbias,3.5873159361285163,11
1949-09-30,1934-09-30,1964-08-31,11obs,seas_mismatch,0.03590041740138789,11
1949-09-30,1934-09-30,1964-08-31,9unimp,kge,0.9419010164616304,9
1949-09-30,1934-09-30,1964-08-31,9unimp,nse,0.9134741306895421,9
1949-09-30,1934-09-30,1964-08-31,9unimp,pbias,2.318658227643236,9
1949-09-30,1934-09-30,1964-08-31,9unimp,seas_mismatch,0.05590708958813707,9
1949-09-30,1934-09-30,1964-08-31,vic_11obs,kge,0.7715654130300835,11
1949-09-30,1934-09-30,1964-08-31,vic_11obs,nse,0.8049790784415333,11
1949-09-30,1934-09-30,1964-08-31,vic_11obs,pbias,7.318284808164599,11
1949-09-30,1934-09-30,1964-08-31,vic_11obs,seas_mismatch,0.0660966392908898,11
1949-09-30,1934-09-30,1964-08-31,vic_9unimp,kge,0.6770655417377185,9
1949-09-30,1934-09-30,1964-08-31,vic_9unimp,nse,0.8189399375313389,9
1949-09-30,1934-09-30,1964-08-31,vic_9unimp,pbias,22.697913098081425,9
1949-09-30,1934-09-30,1964-08-31,vic_9unimp,seas_mismatch,0.07286066835253269,9
1949-10-31,1934-10-31,1964-09-30,11obs,kge,0.9021247658120172,11
1949-10-31,1934-10-31,1964-09-30,11obs,nse,0.9112796365221807,11
1949-10-31,1934-10-31,1964-09-30,11obs,pbias,3.586572238823879,11
1949-10-31,1934-10-31,1964-09-30,11obs,seas_mismatch,0.03590599878275335,11
1949-10-31,1934-10-31,1964-09-30,9unimp,kge,0.9419008369855163,9
1949-10-31,1934-10-31,1964-09-30,9unimp,nse,0.9134748790824707,9
1949-10-31,1934-10-31,1964-09-30,9unimp,pbias,2.2998314015485093,9
1949-10-31,1934-10-31,1964-09-30,9unimp,seas_mismatch,0.05591727522302643,9
1949-10-31,1934-10-31,1964-09-30,vic_11obs,kge,0.7715364734687685,11
1949-10-31,1934-10-31,1964-09-30,vic_11obs,nse,0.8049591839227648,11
1949-10-31,1934-10-31,1964-09-30,vic_11obs,pbias,7.306189814951538,11
1949-10-31,1934-10-31,1964-09-30,vic_11obs,seas_mismatch,0.06612050490779116,11
1949-10-31,1934-10-31,1964-09-30,vic_9unimp,kge,0.677158691254987,9
1949-10-31,1934-10-31,1964-09-30,vic_9unimp,nse,0.8189510407246852,9
1949-10-31,1934-10-31,1964-09-30,vic_9unimp,pbias,22.67757737560415,9
1949-10-31,1934-10-31,1964-09-30,vic_9unimp,seas_mismatch,0.07280943361408831,9
1949-11-30,1934-11-30,1964-10-31,11obs,kge,0.9021981607074345,11
1949-11-30,1934-11-30,1964-10-31,11obs,nse,0.9112499078271015,11
1949-11-30,1934-11-30,1964-10-31,11obs,pbias,3.5678459950126094,11
1949-11-30,1934-11-30,1964-10-31,11obs,seas_mismatch,0.0358166713824753,11
1949-11-30,1934-11-30,1964-10-31,9unimp,kge,0.9418424642925455,9
1949-11-30,1934-11-30,1964-10-31,9unimp,nse,0.9134538919689228,9
1949-11-30,1934-11-30,1964-10-31,9unimp,pbias,2.29096747753563,9
1949-11-30,1934-11-30,1964-10-31,9unimp,seas_mismatch,0.055957065132286155,9
1949-11-30,1934-11-30,1964-10-31,vic_11obs,kge,0.7714560159280043,11
1949-11-30,1934-11-30,1964-10-31,vic_11obs,nse,0.8049773694939693,11
1949-11-30,1934-11-30,1964-10-31,vic_11obs,pbias,7.2956292860552345,11
1949-11-30,1934-11-30,1964-10-31,vic_11obs,seas_mismatch,0.0661147726905223,11
1949-11-30,1934-11-30,1964-10-31,vic_9unimp,kge,0.6772446755496753,9
1949-11-30,1934-11-30,1964-10-31,vic_9unimp,nse,0.818813503774225,9
1949-11-30,1934-11-30,1964-10-31,vic_9unimp,pbias,22.64021938571125,9
1949-11-30,1934-11-30,1964-10-31,vic_9unimp,seas_mismatch,0.07276409668139373,9
