date,set,arc,node,basin,anchor_kind,flow_taf_raw,flow_taf_qmap
1935-07-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.03886009453085041,0.07406188380501161
1935-08-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,6.508231479784343e-20
1935-09-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,0.1800000071525573
1935-10-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.7175972592927675,0.9240421711629692
1935-11-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,1.0611448032387554,1.1961930969660297
1935-12-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,1.9802276907314524,1.8812856448070485
1936-01-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,18.436630170039287,29.477269301718497
1936-02-29,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,48.119171162461754,51.34017963572354
1936-03-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,13.969020631381486,11.601515817046463
1936-04-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,15.422181466123597,16.77424482437445
1936-05-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,2.972873605798064,2.9024386959449258
1936-06-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,1.3952057142331342,1.2403284560377807
1936-07-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,0.0036561486964384626
1936-08-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,0.0
1936-09-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.006973947597732614,0.0106108645484389
1936-10-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.04526964826384453,0.009817043480226953
1936-11-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,0.0469139147061804
1936-12-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,3.407426707244171,3.0920103480692034
1937-01-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,5.249378020732191,5.488464596248818
1937-02-28,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,22.588978676828788,24.86524437556882
1937-03-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,29.655446460210445,31.436297219958153
1937-04-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,13.038064339658998,13.989370574630815
1937-05-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,3.547956899620715,2.9221700695946065
1937-06-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.9592302663526984,0.830114413166541
1937-07-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,0.0025647714021556885
1937-08-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,1.1237935173531066e-16
1937-09-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,2.1337185741450573e-89
1937-10-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.502963935503863,0.7209306755596414
1937-11-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,4.734849427744016,5.221748721787615
1937-12-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,9.946236778509537,17.7699559858237
1938-01-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,7.299531917354318,8.67637990366556
1938-02-28,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,54.329187301698624,57.68944222884419
1938-03-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,46.58364864740219,47.52268022053913
1938-04-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,15.145841094913512,14.110396842009575
1938-05-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,5.777147100710022,4.2613734399049905
1938-06-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.034490657388405205,0.2645227237417914
1938-07-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,0.0018035175216147635
1938-08-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,2.2997750085564828e-08
1938-09-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,0.00032908565080557177
1938-10-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.75033911443892,0.6868789337465068
1938-11-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.5727607426580262,0.9311238042879896
1938-12-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,1.2627201895321745,1.6394803959188127
1939-01-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,3.2013849543765174,3.217228679534054
1939-02-28,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,2.9032954334244008,4.4170542618607165
1939-03-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,7.167674812641229,8.415476432844395
1939-04-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.412695913175831,1.1803653970560846
1939-05-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,1.4667084629428118,1.0985764331026324
1939-06-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,0.02534176670474839
1939-07-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,1.820039779635874e-10
1939-08-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,1.3379655167036372e-33
1939-09-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,4.831965849157873e-06,0.0015998486785796775
1939-10-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.5054439649646139,0.7888266489449602
1939-11-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.26617873484360394,0.29498215165390224
