period,window,set,basin,source,ref_kind,n_months,kge,nse,pbias,r,mean_sim_taf,mean_calsim3_taf,seas_mismatch,ct_sim_mo,ct_ref_mo,dct_mo
post1950,WY1950–2019,9unimp,CosumnesRiver,9unimp,inflow_sum,831,0.9660886387071983,0.9627093924231979,1.8764416591007151,0.9820490300033252,33.10332144179708,32.49359803178788,0.0423589161229969,5.584182604207311,5.820133466041013,-0.23595086183370206
post1950,WY1950–2019,9unimp,CosumnesRiver,vic,inflow_sum,831,0.5342003665837556,0.7449084942729404,34.30692873796376,0.9564623672900453,43.641153552953746,32.49359803178788,0.10145747507452048,5.2701232115949725,5.820133466041013,-0.5500102544460406
post1950,WY1950–2019,9unimp,FresnoRiver,9unimp,inflow_sum,831,0.869078414380473,0.9078097607330244,8.67820943049892,0.9544245102830355,5.980897960799067,5.503309257799215,0.06297007053536437,5.504439637588074,5.465981722973898,0.03845791461417658
post1950,WY1950–2019,9unimp,FresnoRiver,vic,inflow_sum,831,-0.08662499360573794,0.2995167837737448,89.99494812011251,0.9438781420047886,10.456009569244967,5.503309257799215,0.04858816422282873,5.337101276928761,5.465981722973898,-0.1288804460451365
post1950,WY1950–2019,9unimp,MokelumneRiver,9unimp,inflow_sum,831,0.9456513272446468,0.9028283605998657,-2.4859089656486497,0.9517533887483717,62.20070654841271,63.786377833846835,0.03980944974084959,6.692134600870088,6.810164778326662,-0.11803017745657396
post1950,WY1950–2019,9unimp,MokelumneRiver,vic,inflow_sum,831,0.8590712004239748,0.814618454476119,7.362349220978181,0.9202565292085307,68.48255372538726,63.786377833846835,0.1056259467131845,6.432593745848672,6.810164778326662,-0.37757103247798973
post1950,WY1950–2019,9unimp,PutahCreek,9unimp,inflow_sum,831,0.9610424319245094,0.9712794168857657,2.363959691750032,0.9864742080637567,33.62531657982821,32.8487845537478,0.03734702642738144,4.57420015695849,4.904848325865976,-0.3306481689074863
post1950,WY1950–2019,9unimp,PutahCreek,vic,inflow_sum,831,0.8329759179594405,0.9235941889380282,13.326464230307069,0.97143343491716,37.226366077393635,32.8487845537478,0.054618044975435466,4.922700758154589,4.904848325865976,0.01785243228861244
post1950,WY1950–2019,9unimp,StonyCreek,9unimp,inflow_sum,831,0.9544734395707524,0.9140501147296588,-1.4741834555431417,0.9569743878283757,38.18248866198147,38.75379063187236,0.0543347606525295,4.90718008090489,5.187742507453797,-0.28056242654890706
post1950,WY1950–2019,9unimp,StonyCreek,vic,inflow_sum,831,0.8659562239096513,0.8604574755808454,5.944356265838095,0.9424259090648813,41.05745401354785,38.75379063187236,0.07411656282547605,5.0929531813334465,5.187742507453797,-0.09478932612035074
