arc,node,set,n_months,kge,nse,pbias,r,mean_set_taf,mean_calsim3_taf,cov_frac,n_hru
I_DCC010,DCC010,vic,1167,0.7006739506232351,0.5772158644729112,-16.20105969406244,0.7761744501610923,1.9492839854197204,2.3261439563593194,,
I_DER001,DER001,15cdec,1167,0.7807848196432083,0.7494862343278397,8.92478004574819,0.9088180277063643,2.746733866611853,2.5216795163214742,0.327,3.0
I_DER001,DER001,11obs,1167,0.6510239461711071,0.7855343240923421,-23.739741103163475,0.9150549094288388,1.9230393276952513,2.5216795163214742,0.506,3.0
I_DER001,DER001,vic,1167,0.7291409295630511,0.7411730276063272,7.711103255722012,0.9220123244120665,2.7161288276034146,2.5216795163214742,,
I_DER004,DER004,15cdec,1167,0.671898909712781,0.7531029431615884,16.872985223934887,0.9381219445779794,3.3681552471988585,2.881893741950112,0.937,8.0
I_DER004,DER004,11obs,1167,0.6399917621921232,0.7556850101272388,23.21727278860417,0.942577326823628,3.5509908734963815,2.881893741950112,0.731,8.0
I_DER004,DER004,vic,1167,0.17336053749293778,0.21721494607794467,44.483431318876505,0.9395117911338234,4.16385896533349,2.881893741950112,,
I_DONLL,DONLL,15cdec,1167,0.8174711718708384,0.6824399981975332,9.404697509757066,0.8525086047158644,16.38233626807166,14.974070255631053,0.944,48.0
I_DONLL,DONLL,11obs,1167,0.78632616905544,0.7963121421417034,9.569314580235329,0.9288116690757959,16.406986143857836,14.974070255631053,1.003,19.0
I_DONLL,DONLL,vic,1167,0.5465482894689262,0.4547663411462458,20.24888850643139,0.8630085821038869,18.00615304656849,14.974070255631053,,
I_EBF001,EBF001,15cdec,1167,0.8602774077783583,0.8514644541883889,-12.022602485357302,0.9307015375045374,45.06874003634885,51.22763494890576,0.936,221.0
I_EBF001,EBF001,11obs,1167,0.8798615857733592,0.8698134245861523,6.232570749551887,0.9337863478167263,54.42043354041848,51.22763494890576,0.986,92.0
I_EBF001,EBF001,vic,1167,0.6190044897491589,0.7701144870038887,32.92337666256249,0.9403272302377058,68.0935021584565,51.22763494890576,,
I_ECHOL,ECHOL,15cdec,1167,-0.12010633096391854,-0.5441092924441151,-55.04070997801,0.09020027540595181,0.5596564776826364,1.2448071964857612,0.994,4.0
I_ECHOL,ECHOL,vic,1167,0.5839537728599384,0.5292489688884081,-37.1008188761799,0.8142138183766904,0.7829735331599261,1.2448071964857612,,
I_ELENR,ELENR,15cdec,1167,0.8750802066734262,0.871001075746254,-10.952377103986437,0.9404959719289981,12.898902985642037,14.485398448765878,0.857,38.0
I_ELENR,ELENR,11obs,1167,0.9264832978639163,0.8636669328812336,-1.826276746161335,0.9341004957975085,14.220854985307252,14.485398448765878,1.0,18.0
I_ELENR,ELENR,vic,1167,0.7496130671936103,0.7543991469410727,-20.89472689973919,0.9082197575241374,11.45871400255719,14.485398448765878,,
I_ENGLB,ENGLB,15cdec,1167,0.7078287739732145,0.577025119398467,-0.12225293020751805,0.7625829692812164,10.050602681825353,10.062904877902584,0.929,53.0
I_ENGLB,ENGLB,11obs,1167,0.6605070702363716,0.5467580251386617,0.24280959859363466,0.7405418220068452,10.087338576843479,10.062904877902584,1.0,22.0
I_ENGLB,ENGLB,vic,1167,0.6129653994819644,0.37127775407025343,23.951174530807393,0.7541313160577311,12.473088788078163,10.062904877902584,,
I_EPARK,EPARK,9unimp,1167,0.8250630348364545,0.7872959458526666,-13.499142789410332,0.893964190367229,4.672765931777026,5.401988006200907,1.002,16.0
I_EPARK,EPARK,11obs,1167,0.7435395658683313,0.7809027614218563,-21.247759270772065,0.8930239807672845,4.254186598807358,5.401988006200907,1.002,16.0
I_EPARK,EPARK,vic,1167,0.7775749660569065,0.6793189695755505,-2.792207236977792,0.8791586791548489,5.251153306151092,5.401988006200907,,
I_ESTMN,ESTMN,9unimp,1167,0.9209141113073569,0.905817812450195,-4.257527907695442,0.9519234992546236,5.628582599786896,5.878877447785581,1.0,30.0
I_ESTMN,ESTMN,vic,1167,0.547347872126182,0.8013180933348149,41.06266733835847,0.9431815994190493,8.292901337399554,5.878877447785581,,
I_FOLSM,FOLSM,15cdec,1167,0.4024644917383856,0.4840449761938508,-39.24535314002545,0.7387954599519524,6.951612278153788,11.442107949661285,0.921,74.0
I_FOLSM,FOLSM,11obs,1167,0.06876484152689488,0.24039002171773816,-59.22202541715455,0.6742764094430053,4.665859871454618,11.442107949661285,1.0,26.0
I_FOLSM,FOLSM,vic,1167,0.6205497120809855,0.45333790830245113,-19.154287386984308,0.7015201648061381,9.250453709854185,11.442107949661285,,
I_FRDYC,FRDYC,15cdec,1167,0.7077191996154879,0.7654063663096012,-13.100290388232075,0.8890146516203808,6.587623481903739,7.580719787597133,0.945,14.0
I_FRDYC,FRDYC,11obs,1167,0.6739792588240479,0.4915286375294844,-2.2661987011873577,0.8314669575836844,7.408925614229953,7.580719787597133,0.945,6.0
I_FRDYC,FRDYC,vic,1167,0.8183396450240652,0.7361186791437152,-5.370347271912555,0.8927710231564623,7.173608809292575,7.580719787597133,,
I_FRMAN,FRMAN,15cdec,1167,0.13170598383561072,0.3265637040516759,-68.80654867625907,0.709827762798947,0.6049150629537751,1.9392373632390656,0.934,30.0
I_FRMAN,FRMAN,11obs,1167,0.4234449179841008,0.40528275305483774,-28.904901105679496,0.6579433818425826,1.378702721190427,1.9392373632390656,0.87,10.0
I_FRMAN,FRMAN,vic,1167,0.41578338563707196,0.40012525395555765,52.51676443634544,0.7440750235620405,2.957662081152922,1.9392373632390656,,
I_FRMDW,FRMDW,15cdec,1167,0.7620186541935728,0.6962321892455322,-2.1974472361669175,0.8345851938210486,9.253747332052857,9.46166237030456,0.948,21.0
I_FRMDW,FRMDW,11obs,1167,0.8715109702049137,0.7747945304431876,3.3687392197451564,0.8972728388231549,9.78040110141288,9.46166237030456,1.0,9.0
I_FRMDW,FRMDW,vic,1167,0.8976950286317151,0.7981802193006452,0.2099994133444421,0.9026324952326016,9.481531805774832,9.46166237030456,,
I_FRNCH,FRNCH,15cdec,1167,0.5967922039228668,0.7087837619132531,-32.21424057857017,0.8936388417798801,0.9040657013692363,1.3337103679086677,0.999,3.0
I_FRNCH,FRNCH,11obs,1167,0.604750916407548,0.32199372508200874,-21.19539108053753,0.7602755206187216,1.0510252395487498,1.3337103679086677,0.999,2.0
I_FRNCH,FRNCH,vic,1167,0.7022545618374176,0.6101399501010873,-22.43149295124438,0.8507733135215854,1.0345392207412194,1.3337103679086677,,
I_GERLE,GERLE,15cdec,1167,0.6195461911683922,0.6688820320974698,-26.0736094736067,0.8413982939819741,2.9650880637598482,4.010865460422078,0.878,11.0
I_GERLE,GERLE,11obs,1167,0.8492140782339364,0.7550645434681547,-4.561992959051176,0.8718379927343836,3.8278900605206077,4.010865460422078,1.002,5.0
I_GERLE,GERLE,vic,1167,0.8455474112733335,0.7288901219742561,-6.7382859791313985,0.8627983740472085,3.7406018754606336,4.010865460422078,,
I_GZL009,GZL009,15cdec,1167,0.7427649872043713,0.496552362338325,-8.089805444888588,0.7805163363514876,3.8697027156338386,4.210308480321492,0.999,10.0
I_GZL009,GZL009,11obs,1167,0.78049621730351,0.6973469839986091,-14.36801694004919,0.8500827354800965,3.605370644640573,4.210308480321492,0.999,5.0
I_GZL009,GZL009,vic,1167,0.7189368516834661,0.4928822189082108,-12.070234566340432,0.7950929061371584,3.702114370780165,4.210308480321492,,
I_HHOLE,HHOLE,15cdec,1167,0.7200185158254981,0.7394138325912936,-13.807491391571814,0.8699542455296418,14.186651712393916,16.459263039719325,0.889,32.0
I_HHOLE,HHOLE,11obs,1167,0.8344398361459975,0.7523947871377694,-11.489538845521182,0.8809400478369819,14.56816961908426,16.459263039719325,0.964,13.0
I_HHOLE,HHOLE,vic,1167,0.821732647556032,0.8031821553030426,-14.470581596637865,0.9048580456305182,14.07751195135148,16.459263039719325,,
I_HNSLY,HNSLY,9unimp,1167,0.6311310307581157,0.805547118832287,31.649833143869806,0.9401697652456,7.356856651992622,5.588200513670905,1.001,29.0
I_HNSLY,HNSLY,vic,1167,-0.18061054991286785,0.07291220122623676,94.99529901105781,0.9256718156701642,10.89672830097005,5.588200513670905,,
I_HTCHY,HTCHY,15cdec,1167,0.5805450304691637,0.754642988628178,31.015830023703014,0.95312639538201,81.66705049917441,62.3337275231546,0.935,123.0
I_HTCHY,HTCHY,11obs,1167,0.6384811297274866,0.7758604248606269,20.557548316498945,0.9549170833471246,75.14801367620191,62.3337275231546,0.96,51.0
I_HTCHY,HTCHY,vic,1167,0.644470481176314,0.6779639422256615,1.8349319206751387,0.9252499652573188,63.47750898682362,62.3337275231546,,
I_ICEHS,ICEHS,15cdec,1167,0.6662372461328466,0.6709680792149693,-21.307312418428683,0.8343163157112925,3.6220214415710865,4.602742075388605,0.97,15.0
I_ICEHS,ICEHS,11obs,1167,0.7092621071421467,0.7448559584744264,-21.66756151939864,0.8778751342606379,3.6054401046245332,4.602742075388605,0.998,9.0
I_ICEHS,ICEHS,vic,1167,0.6646208561999124,0.6552483923665339,-23.75620749320249,0.8278846404848083,3.5093051175823535,4.602742075388605,,
I_INDVL,INDVL,9unimp,1167,0.8002823934385022,0.8055389594419203,-5.627726274397172,0.9002225066119588,8.33362190503218,8.830582941408247,0.989,17.0
I_INDVL,INDVL,vic,1167,0.905953709919151,0.8185271438469011,0.5159412741571305,0.907787793555534,8.87614356355165,8.830582941408247,,
I_JKSMD,JKSMD,15cdec,1167,0.7340229532869632,0.7832489300779593,22.548140796210173,0.8979651573034946,7.896752270524992,6.44379606187318,0.944,15.0
I_JKSMD,JKSMD,11obs,1167,0.6477335361055803,0.5640660822966674,15.153105249635107,0.867348787409312,7.420231261200666,6.44379606187318,1.0,8.0
I_JKSMD,JKSMD,vic,1167,0.706205699412584,0.6581263696837936,11.07016006473661,0.890187824115975,7.157134600167736,6.44379606187318,,
I_JNKSN,JNKSN,9unimp,1167,0.8412196770820457,0.8987117020280891,13.40611941601115,0.9579769284210741,1.6112803610294444,1.420805481509102,0.997,6.0
I_JNKSN,JNKSN,vic,1167,0.5945060389146941,0.7449245814635224,32.11609609848895,0.9327880423726854,1.8771127353231638,1.420805481509102,,
I_LCBRF,LCBRF,15cdec,1167,0.49426330067172053,0.5625216572159739,-30.973244617288426,0.799166105270469,3.4449674408815154,4.990771218756056,0.8,11.0
I_LCBRF,LCBRF,11obs,1167,0.6126532438240333,0.6180171487717253,-24.89606437126196,0.809322335100754,3.748265603512133,4.990771218756056,1.002,6.0
I_LCBRF,LCBRF,vic,1167,0.6351294723717373,0.6365189095243402,-24.309460478183382,0.8191469647829565,3.7775416617760014,4.990771218756056,,
I_LGRSV,LGRSV,15cdec,1167,0.6907736409427626,0.6107818560642498,-14.091526822063544,0.79057719041841,5.585228592016047,6.501371035250199,0.988,10.0
I_LGRSV,LGRSV,11obs,1167,0.6297861146575551,0.6724659819015617,-20.492099548294743,0.8442289792671089,5.169103610702728,6.501371035250199,1.0,7.0
I_LGRSV,LGRSV,vic,1167,0.7252243906910472,0.6428230498755141,-18.608074776722706,0.8206115283629104,5.291591051498651,6.501371035250199,,
I_LKVLY,LKVLY,15cdec,1167,-0.14922432592609813,-0.985744563321064,81.22002373352758,0.7238502474781502,0.9559627984802365,0.5275149946376336,0.996,4.0
I_LKVLY,LKVLY,11obs,1167,-0.4617866972824085,-2.176793226964377,83.59106678437865,0.6771611461964184,0.9684704061027896,0.5275149946376336,0.996,2.0
I_LKVLY,LKVLY,vic,1167,-0.5022093834965538,-2.280138039019606,84.01486563054986,0.6895807808335644,0.9707060085634439,0.5275149946376336,,
I_LLOYD,LLOYD,15cdec,1167,0.7911745591973293,0.8615723307434765,-18.763277401140154,0.9394409521109433,19.285465683871518,23.73983719050501,0.947,38.0
I_LLOYD,LLOYD,11obs,1167,0.7563336188206864,0.853703277807225,-21.298390913568515,0.9393193855338544,18.683633863426532,23.73983719050501,1.0,19.0
I_LLOYD,LLOYD,vic,1167,0.7406885431979687,0.7852219776061309,-22.558209447230468,0.9207122221071214,18.384554994639377,23.73983719050501,,
I_LNG012,LNG012,15cdec,1167,0.7874793914427992,0.7824372956145844,1.3770751639287362,0.8871077085182324,1.3695026464467706,1.3508997416154074,0.994,7.0
I_LNG012,LNG012,11obs,1167,0.7514418011415117,0.7795768872283192,-12.578940946173656,0.8898852250118755,1.1809708608755927,1.3508997416154074,0.994,2.0
I_LNG012,LNG012,vic,1167,0.7929118483946905,0.737160677980364,-13.05870925922862,0.864303329898548,1.1744896719741806,1.3508997416154074,,
I_LOONL,LOONL,15cdec,1167,0.5180789906895231,0.5190820417198241,-34.0397204113885,0.7743042484270259,1.295483633110096,1.96403599437406,0.68,9.0
I_LOONL,LOONL,11obs,1167,0.561503152408563,0.631567627555164,-36.31449641855909,0.8510466579075863,1.2508062135378806,1.96403599437406,1.012,4.0
I_LOONL,LOONL,vic,1167,0.5415676874229176,0.6318674862218385,-38.30664547233575,0.8585429243483852,1.2116796890601247,1.96403599437406,,
I_LRB004,LRB004,15cdec,1167,0.2286142719918659,0.26367436353692386,-60.92418662501505,0.7025199228042187,0.6352615585649426,1.6257155096651579,1.004,4.0
I_LRB004,LRB004,11obs,1167,0.4613977130035686,0.5920899652359122,-45.558841395619716,0.8531503417721711,0.8850583590728179,1.6257155096651579,1.004,4.0
I_LRB004,LRB004,vic,1167,0.42049104158705275,0.5401474368603765,-47.33177291832324,0.8306968962249772,0.8562355363324842,1.6257155096651579,,
I_LYONS,LYONS,15cdec,1167,0.6993290818556062,0.4561118326535595,4.591988231576652,0.7958542878800131,1.2795445048552814,1.2233676082552782,0.974,8.0
