key,lat,lon,in_15cdec_grid,in_9unimp,in_11obs,in_12rim,in_calsim3_fp
36.78125_-120.65625,36.78125,-120.65625,0,0,0,0,1
36.78125_-120.59375,36.78125,-120.59375,0,0,0,0,1
36.78125_-120.53125,36.78125,-120.53125,0,0,0,0,1
36.78125_-120.46875,36.78125,-120.46875,0,0,0,0,1
36.78125_-120.40625,36.78125,-120.40625,0,0,0,0,1
36.78125_-120.34375,36.78125,-120.34375,0,0,0,0,1
36.78125_-120.28125,36.78125,-120.28125,0,0,0,0,1
36.78125_-120.21875,36.78125,-120.21875,0,0,0,0,1
36.78125_-120.15625,36.78125,-120.15625,0,0,0,0,1
36.78125_-120.09375,36.78125,-120.09375,0,0,0,0,1
36.78125_-120.03125,36.78125,-120.03125,0,0,0,0,1
36.78125_-119.96875,36.78125,-119.96875,0,0,0,0,1
36.78125_-119.90625,36.78125,-119.90625,0,0,0,0,1
36.78125_-119.84375,36.78125,-119.84375,0,0,0,0,1
36.78125_-119.78125,36.78125,-119.78125,0,0,0,0,1
36.78125_-119.71875,36.78125,-119.71875,0,0,0,0,1
36.78125_-119.65625,36.78125,-119.65625,0,0,0,0,1
36.78125_-119.59375,36.78125,-119.59375,0,0,0,0,1
36.78125_-119.53125,36.78125,-119.53125,0,0,0,0,1
36.78125_-119.46875,36.78125,-119.46875,0,0,0,0,1
36.78125_-119.40625,36.78125,-119.40625,0,0,0,0,1
36.78125_-119.34375,36.78125,-119.34375,0,0,0,0,1
36.78125_-119.28125,36.78125,-119.28125,1,0,0,0,1
36.78125_-119.21875,36.78125,-119.21875,0,0,0,0,1
36.78125_-119.15625,36.78125,-119.15625,1,0,0,0,1
36.78125_-119.09375,36.78125,-119.09375,1,0,0,0,1
36.78125_-119.03125,36.78125,-119.03125,1,0,0,0,1
36.78125_-118.96875,36.78125,-118.96875,1,0,0,0,1
36.78125_-118.90625,36.78125,-118.90625,1,0,0,0,1
36.78125_-118.84375,36.78125,-118.84375,1,0,0,0,1
36.78125_-118.78125,36.78125,-118.78125,1,0,0,0,1
36.78125_-118.71875,36.78125,-118.71875,1,0,0,0,1
36.78125_-118.65625,36.78125,-118.65625,1,0,0,0,1
36.78125_-118.59375,36.78125,-118.59375,1,0,0,0,1
36.78125_-118.53125,36.78125,-118.53125,1,0,0,0,1
36.78125_-118.46875,36.78125,-118.46875,1,0,0,0,1
36.78125_-118.40625,36.78125,-118.40625,1,0,0,0,1
36.78125_-118.34375,36.78125,-118.34375,1,0,0,0,1
36.84375_-121.15625,36.84375,-121.15625,0,0,0,0,1
36.84375_-121.09375,36.84375,-121.09375,0,0,0,0,1
36.84375_-121.03125,36.84375,-121.03125,0,0,0,0,1
36.84375_-120.96875,36.84375,-120.96875,0,0,0,0,1
36.84375_-120.90625,36.84375,-120.90625,0,0,0,0,1
36.84375_-120.84375,36.84375,-120.84375,0,0,0,0,1
36.84375_-120.78125,36.84375,-120.78125,0,0,0,0,1
36.84375_-120.71875,36.84375,-120.71875,0,0,0,0,1
36.84375_-120.65625,36.84375,-120.65625,0,0,0,0,1
36.84375_-120.59375,36.84375,-120.59375,0,0,0,0,1
36.84375_-120.53125,36.84375,-120.53125,0,0,0,0,1
36.84375_-120.46875,36.84375,-120.46875,0,0,0,0,1
36.84375_-120.40625,36.84375,-120.40625,0,0,0,0,1
36.84375_-120.34375,36.84375,-120.34375,0,0,0,0,1
36.84375_-120.28125,36.84375,-120.28125,0,0,0,0,1
36.84375_-120.21875,36.84375,-120.21875,0,0,0,0,1
36.84375_-120.15625,36.84375,-120.15625,0,0,0,0,1
36.84375_-120.09375,36.84375,-120.09375,0,0,0,0,1
36.84375_-120.03125,36.84375,-120.03125,0,0,0,0,1
36.84375_-119.96875,36.84375,-119.96875,0,0,0,0,1
36.84375_-119.90625,36.84375,-119.90625,0,0,0,0,1
36.84375_-119.84375,36.84375,-119.84375,0,0,0,0,1
36.84375_-119.78125,36.84375,-119.78125,0,0,0,0,1
36.84375_-119.71875,36.84375,-119.71875,0,0,0,0,1
36.84375_-119.65625,36.84375,-119.65625,0,0,0,0,1
36.84375_-119.59375,36.84375,-119.59375,0,0,0,0,1
36.84375_-119.53125,36.84375,-119.53125,0,0,0,0,1
36.84375_-119.46875,36.84375,-119.46875,0,0,0,0,1
36.84375_-119.40625,36.84375,-119.40625,0,0,0,0,1
36.84375_-119.34375,36.84375,-119.34375,1,0,0,0,1
36.84375_-119.28125,36.84375,-119.28125,1,0,0,0,1
36.84375_-119.21875,36.84375,-119.21875,1,0,0,0,1
36.84375_-119.15625,36.84375,-119.15625,1,0,0,0,1
36.84375_-119.09375,36.84375,-119.09375,1,0,0,0,1
36.84375_-119.03125,36.84375,-119.03125,1,0,0,0,1
36.84375_-118.96875,36.84375,-118.96875,1,0,0,0,1
36.84375_-118.90625,36.84375,-118.90625,1,0,0,0,1
36.84375_-118.84375,36.84375,-118.84375,1,0,0,0,1
36.84375_-118.78125,36.84375,-118.78125,1,0,0,0,1
36.84375_-118.71875,36.84375,-118.71875,1,0,0,0,1
36.84375_-118.65625,36.84375,-118.65625,1,0,0,0,1
36.84375_-118.59375,36.84375,-118.59375,1,0,0,0,1
36.84375_-118.53125,36.84375,-118.53125,1,0,0,0,1
36.84375_-118.46875,36.84375,-118.46875,1,0,0,0,1
36.84375_-118.40625,36.84375,-118.40625,1,0,0,0,1
36.84375_-118.34375,36.84375,-118.34375,1,0,0,0,1
36.90625_-121.21875,36.90625,-121.21875,0,0,0,0,1
36.90625_-121.15625,36.90625,-121.15625,0,0,0,0,1
36.90625_-121.09375,36.90625,-121.09375,0,0,0,0,1
36.90625_-121.03125,36.90625,-121.03125,0,0,0,0,1
36.90625_-120.96875,36.90625,-120.96875,0,0,0,0,1
36.90625_-120.90625,36.90625,-120.90625,0,0,0,0,1
36.90625_-120.84375,36.90625,-120.84375,0,0,0,0,1
36.90625_-120.78125,36.90625,-120.78125,0,0,0,0,1
36.90625_-120.71875,36.90625,-120.71875,0,0,0,0,1
36.90625_-120.65625,36.90625,-120.65625,0,0,0,0,1
36.90625_-120.59375,36.90625,-120.59375,0,0,0,0,1
36.90625_-120.53125,36.90625,-120.53125,0,0,0,0,1
36.90625_-120.46875,36.90625,-120.46875,0,0,0,0,1
36.90625_-120.40625,36.90625,-120.40625,0,0,0,0,1
36.90625_-120.34375,36.90625,-120.34375,0,0,0,0,1
36.90625_-120.28125,36.90625,-120.28125,0,0,0,0,1
36.90625_-120.21875,36.90625,-120.21875,0,0,0,0,1
36.90625_-120.15625,36.90625,-120.15625,0,0,0,0,1
36.90625_-120.09375,36.90625,-120.09375,0,0,0,0,1
36.90625_-120.03125,36.90625,-120.03125,0,0,0,0,1
36.90625_-119.96875,36.90625,-119.96875,0,0,0,0,1
36.90625_-119.90625,36.90625,-119.90625,0,0,0,0,1
36.90625_-119.84375,36.90625,-119.84375,0,0,0,0,1
36.90625_-119.78125,36.90625,-119.78125,0,0,0,0,1
36.90625_-119.71875,36.90625,-119.71875,0,0,0,0,1
36.90625_-119.65625,36.90625,-119.65625,0,0,0,0,1
36.90625_-119.59375,36.90625,-119.59375,0,0,0,0,1
36.90625_-119.53125,36.90625,-119.53125,0,0,0,0,1
36.90625_-119.46875,36.90625,-119.46875,0,0,0,0,1
36.90625_-119.40625,36.90625,-119.40625,1,0,0,0,1
36.90625_-119.34375,36.90625,-119.34375,1,0,0,0,1
36.90625_-119.28125,36.90625,-119.28125,1,0,0,0,1
36.90625_-119.21875,36.90625,-119.21875,1,0,0,0,1
36.90625_-119.15625,36.90625,-119.15625,1,0,0,0,1
36.90625_-119.09375,36.90625,-119.09375,1,0,0,0,1
36.90625_-119.03125,36.90625,-119.03125,1,0,0,0,1
36.90625_-118.96875,36.90625,-118.96875,1,0,0,0,1
36.90625_-118.90625,36.90625,-118.90625,1,0,0,0,1
36.90625_-118.84375,36.90625,-118.84375,1,0,0,0,1
36.90625_-118.78125,36.90625,-118.78125,1,0,0,0,1
36.90625_-118.71875,36.90625,-118.71875,1,0,0,0,1
36.90625_-118.65625,36.90625,-118.65625,1,0,0,0,1
36.90625_-118.59375,36.90625,-118.59375,1,0,0,0,1
36.90625_-118.53125,36.90625,-118.53125,1,0,0,0,1
36.90625_-118.46875,36.90625,-118.46875,1,0,0,0,1
36.90625_-118.40625,36.90625,-118.40625,1,0,0,0,1
36.90625_-118.34375,36.90625,-118.34375,1,0,0,0,1
36.96875_-121.21875,36.96875,-121.21875,0,0,0,0,1
36.96875_-121.15625,36.96875,-121.15625,0,0,0,0,1
36.96875_-121.09375,36.96875,-121.09375,0,0,0,0,1
36.96875_-121.03125,36.96875,-121.03125,0,0,0,0,1
36.96875_-120.96875,36.96875,-120.96875,0,0,0,0,1
36.96875_-120.90625,36.96875,-120.90625,0,0,0,0,1
36.96875_-120.84375,36.96875,-120.84375,0,0,0,0,1
36.96875_-120.78125,36.96875,-120.78125,0,0,0,0,1
36.96875_-120.71875,36.96875,-120.71875,0,0,0,0,1
36.96875_-120.65625,36.96875,-120.65625,0,0,0,0,1
36.96875_-120.59375,36.96875,-120.59375,0,0,0,0,1
36.96875_-120.53125,36.96875,-120.53125,0,0,0,0,1
36.96875_-120.46875,36.96875,-120.46875,0,0,0,0,1
36.96875_-120.40625,36.96875,-120.40625,0,0,0,0,1
36.96875_-120.34375,36.96875,-120.34375,0,0,0,0,1
36.96875_-120.28125,36.96875,-120.28125,0,0,0,0,1
36.96875_-120.21875,36.96875,-120.21875,0,0,0,0,1
36.96875_-120.15625,36.96875,-120.15625,0,0,0,0,1
36.96875_-120.09375,36.96875,-120.09375,0,0,0,0,1
36.96875_-120.03125,36.96875,-120.03125,0,0,0,0,1
36.96875_-119.96875,36.96875,-119.96875,0,0,0,0,1
36.96875_-119.90625,36.96875,-119.90625,0,0,0,0,1
36.96875_-119.84375,36.96875,-119.84375,0,0,0,0,1
36.96875_-119.78125,36.96875,-119.78125,0,0,0,0,1
36.96875_-119.71875,36.96875,-119.71875,1,0,1,1,1
36.96875_-119.65625,36.96875,-119.65625,1,0,1,1,1
36.96875_-119.59375,36.96875,-119.59375,1,0,1,1,1
36.96875_-119.53125,36.96875,-119.53125,0,0,0,0,1
36.96875_-119.46875,36.96875,-119.46875,0,0,0,0,1
36.96875_-119.40625,36.96875,-119.40625,1,0,0,0,1
36.96875_-119.34375,36.96875,-119.34375,1,0,0,0,1
36.96875_-119.28125,36.96875,-119.28125,1,0,0,0,1
36.96875_-119.21875,36.96875,-119.21875,1,0,0,0,1
36.96875_-119.15625,36.96875,-119.15625,1,0,0,0,1
36.96875_-119.09375,36.96875,-119.09375,1,0,0,0,1
36.96875_-119.03125,36.96875,-119.03125,1,0,0,0,1
36.96875_-118.96875,36.96875,-118.96875,1,0,0,0,1
36.96875_-118.90625,36.96875,-118.90625,1,0,0,0,1
36.96875_-118.84375,36.96875,-118.84375,1,0,0,0,1
36.96875_-118.78125,36.96875,-118.78125,1,0,0,0,1
36.96875_-118.71875,36.96875,-118.71875,1,0,0,0,1
36.96875_-118.65625,36.96875,-118.65625,1,0,0,0,1
36.96875_-118.59375,36.96875,-118.59375,1,0,0,0,1
36.96875_-118.53125,36.96875,-118.53125,1,0,0,0,1
36.96875_-118.46875,36.96875,-118.46875,1,0,0,0,1
36.96875_-118.40625,36.96875,-118.40625,1,0,0,0,1
37.03125_-121.21875,37.03125,-121.21875,0,0,0,0,1
37.03125_-121.15625,37.03125,-121.15625,0,0,0,0,1
37.03125_-121.09375,37.03125,-121.09375,0,0,0,0,1
37.03125_-121.03125,37.03125,-121.03125,0,0,0,0,1
37.03125_-120.96875,37.03125,-120.96875,0,0,0,0,1
37.03125_-120.90625,37.03125,-120.90625,0,0,0,0,1
37.03125_-120.84375,37.03125,-120.84375,0,0,0,0,1
37.03125_-120.78125,37.03125,-120.78125,0,0,0,0,1
37.03125_-120.71875,37.03125,-120.71875,0,0,0,0,1
37.03125_-120.65625,37.03125,-120.65625,0,0,0,0,1
37.03125_-120.59375,37.03125,-120.59375,0,0,0,0,1
37.03125_-120.53125,37.03125,-120.53125,0,0,0,0,1
37.03125_-120.46875,37.03125,-120.46875,0,0,0,0,1
37.03125_-120.40625,37.03125,-120.40625,0,0,0,0,1
37.03125_-120.34375,37.03125,-120.34375,0,0,0,0,1
37.03125_-120.28125,37.03125,-120.28125,0,0,0,0,1
37.03125_-120.21875,37.03125,-120.21875,0,0,0,0,1
37.03125_-120.15625,37.03125,-120.15625,0,0,0,0,1
37.03125_-120.09375,37.03125,-120.09375,0,0,0,0,1
37.03125_-120.03125,37.03125,-120.03125,0,0,0,0,1
37.03125_-119.96875,37.03125,-119.96875,0,0,0,0,1
37.03125_-119.90625,37.03125,-119.90625,0,1,0,0,1
37.03125_-119.84375,37.03125,-119.84375,0,0,0,0,1
37.03125_-119.78125,37.03125,-119.78125,0,0,1,1,1
37.03125_-119.71875,37.03125,-119.71875,1,0,1,1,1
37.03125_-119.65625,37.03125,-119.65625,1,0,1,1,1
37.03125_-119.59375,37.03125,-119.59375,1,0,1,1,1
37.03125_-119.53125,37.03125,-119.53125,1,0,1,1,1
37.03125_-119.46875,37.03125,-119.46875,1,0,1,1,1
37.03125_-119.40625,37.03125,-119.40625,1,0,1,1,1
37.03125_-119.34375,37.03125,-119.34375,1,0,1,1,1
37.03125_-119.28125,37.03125,-119.28125,1,0,0,0,1
37.03125_-119.21875,37.03125,-119.21875,1,0,0,0,1
37.03125_-119.15625,37.03125,-119.15625,1,0,0,0,1
37.03125_-119.09375,37.03125,-119.09375,1,0,0,0,1
37.03125_-119.03125,37.03125,-119.03125,1,0,0,0,1
37.03125_-118.96875,37.03125,-118.96875,1,0,0,0,1
37.03125_-118.90625,37.03125,-118.90625,1,0,0,0,1
37.03125_-118.84375,37.03125,-118.84375,1,0,0,0,1
37.03125_-118.78125,37.03125,-118.78125,1,0,0,0,1
37.03125_-118.71875,37.03125,-118.71875,1,0,0,0,1
37.03125_-118.65625,37.03125,-118.65625,1,0,0,0,1
37.03125_-118.59375,37.03125,-118.59375,1,0,0,0,1
37.03125_-118.53125,37.03125,-118.53125,1,0,0,0,1
37.03125_-118.46875,37.03125,-118.46875,1,0,0,0,1
37.03125_-118.40625,37.03125,-118.40625,1,0,0,0,1
37.09375_-121.21875,37.09375,-121.21875,0,0,0,0,1
37.09375_-121.15625,37.09375,-121.15625,0,0,0,0,1
37.09375_-121.09375,37.09375,-121.09375,0,0,0,0,1
37.09375_-121.03125,37.09375,-121.03125,0,0,0,0,1
37.09375_-120.96875,37.09375,-120.96875,0,0,0,0,1
37.09375_-120.90625,37.09375,-120.90625,0,0,0,0,1
37.09375_-120.84375,37.09375,-120.84375,0,0,0,0,1
37.09375_-120.78125,37.09375,-120.78125,0,0,0,0,1
37.09375_-120.71875,37.09375,-120.71875,0,0,0,0,1
37.09375_-120.65625,37.09375,-120.65625,0,0,0,0,1
37.09375_-120.59375,37.09375,-120.59375,0,0,0,0,1
37.09375_-120.53125,37.09375,-120.53125,0,0,0,0,1
37.09375_-120.46875,37.09375,-120.46875,0,0,0,0,1
37.09375_-120.40625,37.09375,-120.40625,0,0,0,0,1
37.09375_-120.34375,37.09375,-120.34375,0,0,0,0,1
37.09375_-120.28125,37.09375,-120.28125,0,0,0,0,1
37.09375_-120.21875,37.09375,-120.21875,0,0,0,0,1
37.09375_-120.15625,37.09375,-120.15625,0,0,0,0,1
37.09375_-120.09375,37.09375,-120.09375,0,0,0,0,1
37.09375_-120.03125,37.09375,-120.03125,0,0,0,0,1
37.09375_-119.96875,37.09375,-119.96875,0,0,0,0,1
37.09375_-119.90625,37.09375,-119.90625,0,1,0,0,1
37.09375_-119.84375,37.09375,-119.84375,0,1,0,0,1
37.09375_-119.78125,37.09375,-119.78125,0,1,1,1,1
37.09375_-119.71875,37.09375,-119.71875,1,1,1,1,1
37.09375_-119.65625,37.09375,-119.65625,1,0,1,1,1
37.09375_-119.59375,37.09375,-119.59375,1,0,1,1,1
37.09375_-119.53125,37.09375,-119.53125,1,0,1,1,1
37.09375_-119.46875,37.09375,-119.46875,1,0,1,1,1
37.09375_-119.40625,37.09375,-119.40625,1,0,1,1,1
37.09375_-119.34375,37.09375,-119.34375,1,0,1,1,1
37.09375_-119.28125,37.09375,-119.28125,1,0,1,1,1
37.09375_-119.21875,37.09375,-119.21875,1,0,1,1,1
37.09375_-119.15625,37.09375,-119.15625,1,0,0,0,1
37.09375_-119.09375,37.09375,-119.09375,1,0,0,0,1
37.09375_-119.03125,37.09375,-119.03125,1,0,0,0,1
37.09375_-118.96875,37.09375,-118.96875,1,0,0,0,1
37.09375_-118.90625,37.09375,-118.90625,1,0,0,0,1
37.09375_-118.84375,37.09375,-118.84375,1,0,0,0,1
37.09375_-118.78125,37.09375,-118.78125,1,0,1,1,1
37.09375_-118.71875,37.09375,-118.71875,1,0,1,1,1
37.09375_-118.65625,37.09375,-118.65625,1,0,1,1,1
37.09375_-118.59375,37.09375,-118.59375,1,0,0,0,1
37.09375_-118.53125,37.09375,-118.53125,1,0,0,0,1
37.09375_-118.46875,37.09375,-118.46875,1,0,0,0,1
37.15625_-121.40625,37.15625,-121.40625,0,0,0,0,1
37.15625_-121.34375,37.15625,-121.34375,0,0,0,0,1
37.15625_-121.28125,37.15625,-121.28125,0,0,0,0,1
37.15625_-121.21875,37.15625,-121.21875,0,0,0,0,1
37.15625_-121.15625,37.15625,-121.15625,0,0,0,0,1
37.15625_-121.09375,37.15625,-121.09375,0,0,0,0,1
37.15625_-121.03125,37.15625,-121.03125,0,0,0,0,1
37.15625_-120.96875,37.15625,-120.96875,0,0,0,0,1
37.15625_-120.90625,37.15625,-120.90625,0,0,0,0,1
37.15625_-120.84375,37.15625,-120.84375,0,0,0,0,1
37.15625_-120.78125,37.15625,-120.78125,0,0,0,0,1
37.15625_-120.71875,37.15625,-120.71875,0,0,0,0,1
37.15625_-120.65625,37.15625,-120.65625,0,0,0,0,1
37.15625_-120.59375,37.15625,-120.59375,0,0,0,0,1
37.15625_-120.53125,37.15625,-120.53125,0,0,0,0,1
37.15625_-120.46875,37.15625,-120.46875,0,0,0,0,1
37.15625_-120.40625,37.15625,-120.40625,0,0,0,0,1
37.15625_-120.34375,37.15625,-120.34375,0,0,0,0,1
37.15625_-120.28125,37.15625,-120.28125,0,0,0,0,1
37.15625_-120.21875,37.15625,-120.21875,0,0,0,0,1
37.15625_-120.15625,37.15625,-120.15625,0,0,0,0,1
37.15625_-120.09375,37.15625,-120.09375,0,0,0,0,1
37.15625_-120.03125,37.15625,-120.03125,0,1,0,0,1
37.15625_-119.96875,37.15625,-119.96875,0,1,0,0,1
37.15625_-119.90625,37.15625,-119.90625,0,1,0,0,1
37.15625_-119.84375,37.15625,-119.84375,0,1,0,0,1
37.15625_-119.78125,37.15625,-119.78125,0,1,1,1,1
37.15625_-119.71875,37.15625,-119.71875,1,1,1,1,1
37.15625_-119.65625,37.15625,-119.65625,1,1,1,1,1
37.15625_-119.59375,37.15625,-119.59375,1,0,1,1,1
37.15625_-119.53125,37.15625,-119.53125,1,0,1,1,1
37.15625_-119.46875,37.15625,-119.46875,1,0,1,1,1
37.15625_-119.40625,37.15625,-119.40625,1,0,1,1,1
37.15625_-119.34375,37.15625,-119.34375,1,0,1,1,1
37.15625_-119.28125,37.15625,-119.28125,1,0,1,1,1
37.15625_-119.21875,37.15625,-119.21875,1,0,1,1,1
37.15625_-119.15625,37.15625,-119.15625,1,0,1,1,1
37.15625_-119.09375,37.15625,-119.09375,1,0,1,1,1
37.15625_-119.03125,37.15625,-119.03125,1,0,1,1,1
37.15625_-118.96875,37.15625,-118.96875,1,0,1,1,1
37.15625_-118.90625,37.15625,-118.90625,1,0,1,1,1
37.15625_-118.84375,37.15625,-118.84375,1,0,1,1,1
37.15625_-118.78125,37.15625,-118.78125,1,0,1,1,1
37.15625_-118.71875,37.15625,-118.71875,1,0,1,1,1
37.15625_-118.65625,37.15625,-118.65625,1,0,0,0,1
37.15625_-118.59375,37.15625,-118.59375,1,0,0,0,1
37.21875_-121.46875,37.21875,-121.46875,0,0,0,0,1
37.21875_-121.40625,37.21875,-121.40625,0,0,0,0,1
37.21875_-121.34375,37.21875,-121.34375,0,0,0,0,1
37.21875_-121.28125,37.21875,-121.28125,0,0,0,0,1
37.21875_-121.21875,37.21875,-121.21875,0,0,0,0,1
37.21875_-121.15625,37.21875,-121.15625,0,0,0,0,1
37.21875_-121.09375,37.21875,-121.09375,0,0,0,0,1
37.21875_-121.03125,37.21875,-121.03125,0,0,0,0,1
37.21875_-120.96875,37.21875,-120.96875,0,0,0,0,1
37.21875_-120.90625,37.21875,-120.90625,0,0,0,0,1
37.21875_-120.84375,37.21875,-120.84375,0,0,0,0,1
37.21875_-120.78125,37.21875,-120.78125,0,0,0,0,1
37.21875_-120.71875,37.21875,-120.71875,0,0,0,0,1
37.21875_-120.65625,37.21875,-120.65625,0,0,0,0,1
37.21875_-120.59375,37.21875,-120.59375,0,0,0,0,1
37.21875_-120.53125,37.21875,-120.53125,0,0,0,0,1
37.21875_-120.46875,37.21875,-120.46875,0,0,0,0,1
37.21875_-120.40625,37.21875,-120.40625,0,0,0,0,1
37.21875_-120.34375,37.21875,-120.34375,0,0,0,0,1
37.21875_-120.28125,37.21875,-120.28125,0,0,0,0,1
37.21875_-120.21875,37.21875,-120.21875,0,0,0,0,1
37.21875_-120.15625,37.21875,-120.15625,0,0,0,0,1
37.21875_-120.09375,37.21875,-120.09375,0,0,0,0,1
37.21875_-120.03125,37.21875,-120.03125,0,1,0,0,1
37.21875_-119.96875,37.21875,-119.96875,0,1,0,0,1
37.21875_-119.90625,37.21875,-119.90625,0,1,0,0,1
37.21875_-119.84375,37.21875,-119.84375,0,1,0,0,1
37.21875_-119.78125,37.21875,-119.78125,0,1,0,0,1
37.21875_-119.71875,37.21875,-119.71875,0,1,0,0,1
37.21875_-119.65625,37.21875,-119.65625,1,1,1,1,1
37.21875_-119.59375,37.21875,-119.59375,1,0,1,1,1
37.21875_-119.53125,37.21875,-119.53125,1,0,1,1,1
37.21875_-119.46875,37.21875,-119.46875,1,0,1,1,1
37.21875_-119.40625,37.21875,-119.40625,1,0,1,1,1
37.21875_-119.34375,37.21875,-119.34375,1,0,1,1,1
37.21875_-119.28125,37.21875,-119.28125,1,0,1,1,1
37.21875_-119.21875,37.21875,-119.21875,1,0,1,1,1
37.21875_-119.15625,37.21875,-119.15625,1,0,1,1,1
37.21875_-119.09375,37.21875,-119.09375,1,0,1,1,1
37.21875_-119.03125,37.21875,-119.03125,1,0,1,1,1
37.21875_-118.96875,37.21875,-118.96875,1,0,1,1,1
37.21875_-118.90625,37.21875,-118.90625,1,0,1,1,1
37.21875_-118.84375,37.21875,-118.84375,1,0,1,1,1
37.21875_-118.78125,37.21875,-118.78125,1,0,1,1,1
37.21875_-118.71875,37.21875,-118.71875,1,0,1,1,1
37.21875_-118.65625,37.21875,-118.65625,1,0,0,0,1
37.28125_-121.46875,37.28125,-121.46875,0,0,0,0,1
37.28125_-121.40625,37.28125,-121.40625,0,0,0,0,1
37.28125_-121.34375,37.28125,-121.34375,0,0,0,0,1
37.28125_-121.28125,37.28125,-121.28125,0,0,0,0,1
37.28125_-121.21875,37.28125,-121.21875,0,0,0,0,1
37.28125_-121.15625,37.28125,-121.15625,0,0,0,0,1
37.28125_-121.09375,37.28125,-121.09375,0,0,0,0,1
37.28125_-121.03125,37.28125,-121.03125,0,0,0,0,1
37.28125_-120.96875,37.28125,-120.96875,0,0,0,0,1
37.28125_-120.90625,37.28125,-120.90625,0,0,0,0,1
37.28125_-120.84375,37.28125,-120.84375,0,0,0,0,1
37.28125_-120.78125,37.28125,-120.78125,0,0,0,0,1
37.28125_-120.71875,37.28125,-120.71875,0,0,0,0,1
37.28125_-120.65625,37.28125,-120.65625,0,0,0,0,1
37.28125_-120.59375,37.28125,-120.59375,0,0,0,0,1
37.28125_-120.53125,37.28125,-120.53125,0,0,0,0,1
37.28125_-120.46875,37.28125,-120.46875,0,0,0,0,1
37.28125_-120.40625,37.28125,-120.40625,0,0,0,0,1
37.28125_-120.34375,37.28125,-120.34375,0,0,0,0,1
37.28125_-120.28125,37.28125,-120.28125,0,0,0,0,1
37.28125_-120.21875,37.28125,-120.21875,0,0,0,0,1
37.28125_-120.15625,37.28125,-120.15625,0,0,0,0,1
37.28125_-120.09375,37.28125,-120.09375,0,0,0,0,1
37.28125_-120.03125,37.28125,-120.03125,0,1,0,0,1
37.28125_-119.96875,37.28125,-119.96875,0,1,0,0,1
37.28125_-119.90625,37.28125,-119.90625,0,1,0,0,1
37.28125_-119.84375,37.28125,-119.84375,0,1,0,0,1
37.28125_-119.78125,37.28125,-119.78125,0,1,0,0,1
37.28125_-119.71875,37.28125,-119.71875,0,1,0,0,1
37.28125_-119.65625,37.28125,-119.65625,1,1,1,1,1
37.28125_-119.59375,37.28125,-119.59375,1,1,1,1,1
37.28125_-119.53125,37.28125,-119.53125,1,0,1,1,1
37.28125_-119.46875,37.28125,-119.46875,1,0,1,1,1
37.28125_-119.40625,37.28125,-119.40625,1,0,1,1,1
37.28125_-119.34375,37.28125,-119.34375,1,0,1,1,1
37.28125_-119.28125,37.28125,-119.28125,1,0,1,1,1
37.28125_-119.21875,37.28125,-119.21875,1,0,1,1,1
37.28125_-119.15625,37.28125,-119.15625,1,0,1,1,1
37.28125_-119.09375,37.28125,-119.09375,1,0,1,1,1
37.28125_-119.03125,37.28125,-119.03125,1,0,1,1,1
37.28125_-118.96875,37.28125,-118.96875,1,0,1,1,1
37.28125_-118.90625,37.28125,-118.90625,1,0,1,1,1
37.28125_-118.84375,37.28125,-118.84375,1,0,1,1,1
37.28125_-118.78125,37.28125,-118.78125,1,0,1,1,1
37.28125_-118.71875,37.28125,-118.71875,1,0,1,1,1
37.28125_-118.65625,37.28125,-118.65625,1,0,0,0,1
37.34375_-121.40625,37.34375,-121.40625,0,0,0,0,1
37.34375_-121.34375,37.34375,-121.34375,0,0,0,0,1
37.34375_-121.28125,37.34375,-121.28125,0,0,0,0,1
37.34375_-121.21875,37.34375,-121.21875,0,0,0,0,1
37.34375_-121.15625,37.34375,-121.15625,0,0,0,0,1
37.34375_-121.09375,37.34375,-121.09375,0,0,0,0,1
37.34375_-121.03125,37.34375,-121.03125,0,0,0,0,1
37.34375_-120.96875,37.34375,-120.96875,0,0,0,0,1
37.34375_-120.90625,37.34375,-120.90625,0,0,0,0,1
37.34375_-120.84375,37.34375,-120.84375,0,0,0,0,1
37.34375_-120.78125,37.34375,-120.78125,0,0,0,0,1
37.34375_-120.71875,37.34375,-120.71875,0,0,0,0,1
37.34375_-120.65625,37.34375,-120.65625,0,0,0,0,1
37.34375_-120.59375,37.34375,-120.59375,0,0,0,0,1
37.34375_-120.53125,37.34375,-120.53125,0,0,0,0,1
37.34375_-120.46875,37.34375,-120.46875,0,0,0,0,1
37.34375_-120.40625,37.34375,-120.40625,0,0,0,0,1
37.34375_-120.34375,37.34375,-120.34375,0,0,0,0,1
37.34375_-120.28125,37.34375,-120.28125,0,0,0,0,1
37.34375_-120.21875,37.34375,-120.21875,0,0,0,0,1
37.34375_-120.15625,37.34375,-120.15625,0,0,0,0,1
37.34375_-120.09375,37.34375,-120.09375,0,0,0,0,1
37.34375_-120.03125,37.34375,-120.03125,0,1,0,0,1
37.34375_-119.96875,37.34375,-119.96875,0,1,0,0,1
37.34375_-119.90625,37.34375,-119.90625,0,1,0,0,1
37.34375_-119.84375,37.34375,-119.84375,0,1,0,0,1
37.34375_-119.78125,37.34375,-119.78125,0,1,0,0,1
37.34375_-119.71875,37.34375,-119.71875,0,1,0,0,1
37.34375_-119.65625,37.34375,-119.65625,0,1,0,0,1
37.34375_-119.59375,37.34375,-119.59375,1,1,1,1,1
