epoch,loss,cal_kge,lr,epoch_s
0.000000000000000000e+00,2.118477896683745865e+00,-7.487919542766516279e-02,1.599999999999999860e-04,3.857232999801635742e+01
1.000000000000000000e+00,1.415200400476654297e+00,nan,2.799999999999999755e-04,2.510897684097290039e+01
2.000000000000000000e+00,5.560008426093392409e-01,7.133561555897074413e-01,4.000000000000000192e-04,3.775319743156433105e+01
3.000000000000000000e+00,4.228959438494510059e-01,nan,3.997038957044966347e-04,2.519893455505371094e+01
4.000000000000000000e+00,3.751717628911137581e-01,8.070601008406175225e-01,3.988164820770001432e-04,3.775060749053955078e+01
5.000000000000000000e+00,3.621940379962325096e-01,nan,3.973404541635308261e-04,2.516209411621093750e+01
6.000000000000000000e+00,3.445289064612653274e-01,7.946352242726545390e-01,3.952802946123499476e-04,3.776766967773437500e+01
7.000000000000000000e+00,3.300109058618545532e-01,nan,3.926422600603038165e-04,2.522574996948242188e+01
8.000000000000000000e+00,3.224637677065200214e-01,8.048040467028166889e-01,3.894343621316237046e-04,3.783599281311035156e+01
9.000000000000000000e+00,3.195302321886022701e-01,nan,3.856663431068863305e-04,2.524838256835937500e+01
1.000000000000000000e+01,3.157789365698893680e-01,8.171319667532928044e-01,3.813496463360276242e-04,3.785636687278747559e+01
1.100000000000000000e+01,3.092973349202010613e-01,nan,3.764973814852653577e-04,2.526328611373901367e+01
1.200000000000000000e+01,3.055241044817699203e-01,8.248772760960023653e-01,3.711242847234738217e-04,3.781903886795043945e+01
1.300000000000000000e+01,3.000972494482994080e-01,nan,3.652466739689228317e-04,2.518618464469909668e+01
1.400000000000000000e+01,2.942773416224453431e-01,8.553735225823762001e-01,3.588823993322968141e-04,3.779345464706420898e+01
1.500000000000000000e+01,2.917541469343834515e-01,nan,3.520507889064948374e-04,2.520938038825988770e+01
1.600000000000000000e+01,2.898704771780305500e-01,8.385504060030635198e-01,3.447725900678480699e-04,3.779223036766052246e+01
1.700000000000000000e+01,2.856126660481095314e-01,nan,3.370699064670196177e-04,2.522913718223571777e+01
1.800000000000000000e+01,2.861725697293877602e-01,8.231163928738066682e-01,3.289661309009438194e-04,3.776074123382568359e+01
1.900000000000000000e+01,2.785645854762858753e-01,nan,3.204858742696712172e-04,2.520827126502990723e+01
2.000000000000000000e+01,2.802592859499984379e-01,8.421767054693435339e-01,3.116548908338733241e-04,3.780438542366027832e+01
2.100000000000000000e+01,2.778593337991171475e-01,nan,3.025000000000000887e-04,2.527167057991027832e+01
2.200000000000000000e+01,2.767314667709999676e-01,8.124750402933281768e-01,2.930490048706235230e-04,3.782114410400390625e+01
2.300000000000000000e+01,2.744627737750609531e-01,nan,2.833306078073291384e-04,2.519720673561096191e+01
2.400000000000000000e+01,2.710786916108595124e-01,8.554256002714528684e-01,2.733743232625872191e-04,3.775265884399414062e+01
2.500000000000000000e+01,2.655969499092962760e-01,nan,2.632103881453305423e-04,2.522335171699523926e+01
2.600000000000000000e+01,2.704461857469545594e-01,8.335958267283486434e-01,2.528696699924559048e-04,3.783474421501159668e+01
2.700000000000000000e+01,2.655548035270637874e-01,nan,2.423835732251290525e-04,2.526278829574584961e+01
2.800000000000000000e+01,2.655678766055239448e-01,8.624244380678101063e-01,2.317839437745895933e-04,3.785265302658081055e+01
2.900000000000000000e+01,2.641955613055163021e-01,nan,2.211029723671048693e-04,2.526565289497375488e+01
3.000000000000000000e+01,2.688110266915625934e-01,8.605475626366272390e-01,2.103730967617916401e-04,3.780812382698059082e+01
3.100000000000000000e+01,2.666471493947837335e-01,nan,1.996269032382084595e-04,2.521678304672241211e+01
3.200000000000000000e+01,2.657447518366906625e-01,8.741986441846983924e-01,1.888970276328952845e-04,3.779998707771301270e+01
3.300000000000000000e+01,2.593428895084394226e-01,nan,1.782160562254104250e-04,2.519431257247924805e+01
3.400000000000000000e+01,2.578799482434988022e-01,8.576387444439673713e-01,1.676164267748710471e-04,3.778109741210937500e+01
