epoch,loss,cal_kge,lr,epoch_s
0.000000000000000000e+00,1.423149200777212853e+00,-8.347304713779690744e-02,1.599999999999999860e-04,8.598324537277221680e+00
1.000000000000000000e+00,8.783564477538069459e-01,nan,2.799999999999999755e-04,2.409982681274414062e+00
2.000000000000000000e+00,4.138562385406758803e-01,7.471768743591805650e-01,4.000000000000000192e-04,7.018103837966918945e+00
3.000000000000000000e+00,3.307296618198354854e-01,nan,3.997038957044966347e-04,2.383585929870605469e+00
4.000000000000000000e+00,3.000957296333379154e-01,7.821248997307911344e-01,3.988164820770001432e-04,7.013455390930175781e+00
5.000000000000000000e+00,2.790010134792990093e-01,nan,3.973404541635308261e-04,2.357261419296264648e+00
6.000000000000000000e+00,2.647743166113893376e-01,8.346976779731816176e-01,3.952802946123499476e-04,6.977793931961059570e+00
7.000000000000000000e+00,2.576516277881132355e-01,nan,3.926422600603038165e-04,2.441380739212036133e+00
8.000000000000000000e+00,2.444469628648625603e-01,8.601877022953388074e-01,3.894343621316237046e-04,6.981730699539184570e+00
9.000000000000000000e+00,2.379324386517206735e-01,nan,3.856663431068863305e-04,2.414423465728759766e+00
1.000000000000000000e+01,2.289593246144553118e-01,8.566954922118992233e-01,3.813496463360276242e-04,7.004443168640136719e+00
1.100000000000000000e+01,2.243320839479565620e-01,nan,3.764973814852653577e-04,2.443221330642700195e+00
1.200000000000000000e+01,2.140883880460427990e-01,8.549691770338968544e-01,3.711242847234738217e-04,6.990216493606567383e+00
1.300000000000000000e+01,2.150897880912654991e-01,nan,3.652466739689228317e-04,2.431941986083984375e+00
1.400000000000000000e+01,2.084151686997049446e-01,8.487117076661975235e-01,3.588823993322968141e-04,7.133718729019165039e+00
1.500000000000000000e+01,2.048478229488763513e-01,nan,3.520507889064948374e-04,2.377926588058471680e+00
1.600000000000000000e+01,2.008377678381899900e-01,8.577531589007726387e-01,3.447725900678480699e-04,7.044947862625122070e+00
1.700000000000000000e+01,1.983774278519881973e-01,nan,3.370699064670196177e-04,2.428249835968017578e+00
1.800000000000000000e+01,1.948166027044256621e-01,8.735642821111792022e-01,3.289661309009438194e-04,7.066965103149414062e+00
1.900000000000000000e+01,1.941362760133213405e-01,nan,3.204858742696712172e-04,2.366667985916137695e+00
2.000000000000000000e+01,1.883018628901077518e-01,8.755979392566587416e-01,3.116548908338733241e-04,7.027136087417602539e+00
2.100000000000000000e+01,1.912061532234979877e-01,nan,3.025000000000000887e-04,2.446810245513916016e+00
2.200000000000000000e+01,1.886042275776465826e-01,9.038360889805461262e-01,2.930490048706235230e-04,7.089914798736572266e+00
