basin,model,dp,dt,annual,freshet,q999,q30,pct_annual,pct_freshet,pct_q999,pct_q30
SHA,noah_ca (physics),-0.2,0.0,3415.0302,1105.6554,7.4395,0.1696,-32.0368,-32.0739,-25.9833,-37.527
BND,noah_ca (physics),-0.2,0.0,4570.8881,1425.154,8.2706,0.1438,-33.4862,-33.2507,-28.8887,-38.9103
ORO,noah_ca (physics),-0.2,0.0,2749.4023,883.072,14.5554,0.161,-32.3748,-32.4052,-28.7489,-38.8433
YRS,noah_ca (physics),-0.2,0.0,1578.2773,601.761,28.9322,0.3702,-29.8769,-28.6489,-27.1204,-36.5023
FOL,noah_ca (physics),-0.2,0.0,1767.8743,694.9825,20.1575,0.173,-32.319,-30.8563,-31.5195,-39.057
MKM,noah_ca (physics),-0.2,0.0,516.5995,273.1381,17.9338,0.1452,-32.1177,-30.1501,-34.8245,-38.563
NHG,noah_ca (physics),-0.2,0.0,91.6433,24.0519,9.1386,0.0157,-42.945,-45.9288,-33.8446,-61.8567
NML,noah_ca (physics),-0.2,0.0,817.0849,494.1333,14.7719,0.1476,-31.7501,-29.9632,-39.1218,-36.0165
TLG,noah_ca (physics),-0.2,0.0,1216.03,773.8518,12.4932,0.1116,-31.7406,-29.7996,-30.5093,-31.543
MRC,noah_ca (physics),-0.2,0.0,722.0092,446.0133,10.6374,0.1086,-32.5719,-30.1589,-30.251,-35.4335
MIL,noah_ca (physics),-0.2,0.0,1063.518,756.1008,10.0712,0.1023,-33.4814,-32.629,-22.189,-31.0429
PNF,noah_ca (physics),-0.2,0.0,1093.2638,797.5299,11.4739,0.1148,-32.7332,-32.0363,-23.9044,-32.177
TRM,noah_ca (physics),-0.2,0.0,267.1309,156.1766,8.9346,0.0755,-36.246,-35.0575,-40.2325,-38.8248
SCC,noah_ca (physics),-0.2,0.0,175.6425,75.8023,9.933,0.0836,-36.7896,-35.0652,-37.9725,-46.069
ISB,noah_ca (physics),-0.2,0.0,641.9793,379.4848,5.027,0.0589,-38.1958,-38.6126,-31.8909,-39.3579
SHA,noah_ca (physics),-0.2,0.5,3381.7523,1058.3698,7.5985,0.1636,-32.699,-34.9789,-24.4011,-39.7166
BND,noah_ca (physics),-0.2,0.5,4525.3963,1366.9184,8.2428,0.1378,-34.1482,-35.9783,-29.128,-41.4694
ORO,noah_ca (physics),-0.2,0.5,2720.5551,831.5878,14.6293,0.1541,-33.0844,-36.3461,-28.3872,-41.4673
YRS,noah_ca (physics),-0.2,0.5,1565.0604,557.1122,29.3823,0.3555,-30.4641,-33.9429,-25.9866,-39.0334
FOL,noah_ca (physics),-0.2,0.5,1749.4279,646.7737,20.4483,0.1658,-33.0252,-35.6525,-30.5315,-41.5931
MKM,noah_ca (physics),-0.2,0.5,510.4955,254.1186,19.9644,0.1374,-32.9198,-35.014,-27.4447,-41.8784
NHG,noah_ca (physics),-0.2,0.5,90.3527,23.599,8.9955,0.0151,-43.7485,-46.947,-34.8804,-63.3065
NML,noah_ca (physics),-0.2,0.5,807.2513,461.6774,15.728,0.1428,-32.5715,-34.5634,-35.1815,-38.1096
TLG,noah_ca (physics),-0.2,0.5,1200.8853,732.9506,13.4588,0.1069,-32.5907,-33.51,-25.1385,-34.4036
MRC,noah_ca (physics),-0.2,0.5,713.0333,419.3904,10.8785,0.1059,-33.4101,-34.3278,-28.6701,-37.0799
MIL,noah_ca (physics),-0.2,0.5,1047.4197,726.2905,9.9967,0.0982,-34.4883,-35.2852,-22.765,-33.7674
PNF,noah_ca (physics),-0.2,0.5,1076.7846,766.031,11.2461,0.1117,-33.7471,-34.7205,-25.415,-33.993
TRM,noah_ca (physics),-0.2,0.5,262.4772,145.4859,9.8181,0.0718,-37.3566,-39.503,-34.3228,-41.8402
SCC,noah_ca (physics),-0.2,0.5,173.0327,72.1415,9.7804,0.0811,-37.7289,-38.2011,-38.9253,-47.7138
ISB,noah_ca (physics),-0.2,0.5,628.6481,357.996,4.7751,0.0571,-39.4792,-42.0887,-35.3046,-41.125
SHA,noah_ca (physics),-0.2,1.0,3348.9821,1019.2875,7.6398,0.1586,-33.3512,-37.3799,-23.9909,-41.5724
BND,noah_ca (physics),-0.2,1.0,4480.4108,1319.0381,8.2108,0.1332,-34.8028,-38.2208,-29.4029,-43.4009
ORO,noah_ca (physics),-0.2,1.0,2692.1511,792.6387,14.8477,0.1483,-33.783,-39.3275,-27.318,-43.6678
YRS,noah_ca (physics),-0.2,1.0,1552.0469,519.0823,29.7132,0.3454,-31.0423,-38.4521,-25.153,-40.7641
FOL,noah_ca (physics),-0.2,1.0,1731.499,605.6768,20.6577,0.1602,-33.7116,-39.7413,-29.8202,-43.5678
MKM,noah_ca (physics),-0.2,1.0,504.5137,234.7361,21.1857,0.1301,-33.7058,-39.9707,-23.0062,-44.9813
NHG,noah_ca (physics),-0.2,1.0,89.1022,23.1847,8.8621,0.0145,-44.527,-47.8785,-35.8465,-64.5712
NML,noah_ca (physics),-0.2,1.0,797.5172,427.1794,16.9814,0.1361,-33.3846,-39.453,-30.0162,-41.0224
TLG,noah_ca (physics),-0.2,1.0,1186.1267,689.433,14.2046,0.1025,-33.4191,-37.4577,-20.99,-37.149
MRC,noah_ca (physics),-0.2,1.0,704.2471,393.0539,10.9952,0.1039,-34.2307,-38.4518,-27.9049,-38.2513
MIL,noah_ca (physics),-0.2,1.0,1031.6527,694.8599,9.816,0.0958,-35.4745,-38.0858,-24.1608,-35.4271
PNF,noah_ca (physics),-0.2,1.0,1060.2802,730.2582,11.0518,0.1096,-34.7626,-37.769,-26.7038,-35.2601
TRM,noah_ca (physics),-0.2,1.0,258.0806,135.7207,10.3416,0.0688,-38.4059,-43.5637,-30.8205,-44.2787
SCC,noah_ca (physics),-0.2,1.0,170.5107,68.7896,9.7441,0.0791,-38.6365,-41.0725,-39.1519,-49.0168
ISB,noah_ca (physics),-0.2,1.0,615.2182,337.6497,4.6875,0.055,-40.7722,-45.3801,-36.4908,-43.3361
SHA,noah_ca (physics),-0.2,1.5,3316.8285,988.2497,7.6536,0.1547,-33.9911,-39.2867,-23.8528,-43.0216
BND,noah_ca (physics),-0.2,1.5,4436.2438,1280.331,8.1871,0.129,-35.4455,-40.0337,-29.6067,-45.1867
ORO,noah_ca (physics),-0.2,1.5,2664.689,763.5759,14.7874,0.1443,-34.4585,-41.5521,-27.6133,-45.2128
YRS,noah_ca (physics),-0.2,1.5,1539.2161,488.7005,30.3116,0.3377,-31.6124,-42.0545,-23.6459,-42.0763
FOL,noah_ca (physics),-0.2,1.5,1713.7588,571.0706,20.8891,0.1545,-34.3907,-43.1842,-29.0342,-45.5584
MKM,noah_ca (physics),-0.2,1.5,498.709,216.2782,22.0663,0.1254,-34.4686,-44.691,-19.806,-46.959
NHG,noah_ca (physics),-0.2,1.5,87.8719,22.7864,8.7222,0.014,-45.2929,-48.7739,-36.8592,-65.9137
NML,noah_ca (physics),-0.2,1.5,787.9658,393.0204,18.7382,0.1311,-34.1824,-44.2946,-22.7761,-43.165
TLG,noah_ca (physics),-0.2,1.5,1171.7372,644.5376,15.0453,0.0977,-34.2268,-41.5304,-16.3138,-40.0673
MRC,noah_ca (physics),-0.2,1.5,695.6513,366.3848,11.3831,0.1022,-35.0334,-42.6279,-25.3615,-39.2783
MIL,noah_ca (physics),-0.2,1.5,1015.8376,661.0319,9.6802,0.0924,-36.4637,-41.0999,-25.2095,-37.6674
PNF,noah_ca (physics),-0.2,1.5,1043.852,694.9177,10.8255,0.1067,-35.7734,-40.7807,-28.2044,-36.9591
TRM,noah_ca (physics),-0.2,1.5,253.6875,125.797,10.598,0.0659,-39.4544,-47.6902,-29.1054,-46.5836
SCC,noah_ca (physics),-0.2,1.5,168.074,66.1947,9.7392,0.0767,-39.5134,-43.2954,-39.1829,-50.5803
ISB,noah_ca (physics),-0.2,1.5,602.3023,319.0443,4.7149,0.0528,-42.0156,-48.3898,-36.1195,-45.5792
SHA,noah_ca (physics),-0.2,2.0,3285.1036,963.4931,7.6242,0.1509,-34.6225,-40.8077,-24.1461,-44.4162
BND,noah_ca (physics),-0.2,2.0,4392.6305,1249.2129,8.1308,0.1261,-36.0802,-41.4912,-30.0908,-46.432
ORO,noah_ca (physics),-0.2,2.0,2637.8362,741.443,14.6536,0.141,-35.119,-43.2462,-28.2684,-46.4345
YRS,noah_ca (physics),-0.2,2.0,1526.4394,466.5417,29.9411,0.332,-32.18,-44.6819,-24.579,-43.0559
FOL,noah_ca (physics),-0.2,2.0,1696.2546,543.0566,20.8425,0.1497,-35.0609,-45.9713,-29.1924,-47.2588
MKM,noah_ca (physics),-0.2,2.0,493.0239,198.9222,22.6288,0.1204,-35.2156,-49.1295,-17.7616,-49.0767
NHG,noah_ca (physics),-0.2,2.0,86.6654,22.4066,8.6236,0.0135,-46.0441,-49.6276,-37.5724,-67.1369
NML,noah_ca (physics),-0.2,2.0,778.7431,360.2247,20.0212,0.1253,-34.9528,-48.9429,-17.4885,-45.7045
TLG,noah_ca (physics),-0.2,2.0,1157.6838,598.9149,15.8292,0.0927,-35.0157,-45.6691,-11.9537,-43.1341
MRC,noah_ca (physics),-0.2,2.0,687.3884,340.7591,12.2312,0.0997,-35.8051,-46.6406,-19.8004,-40.7381
MIL,noah_ca (physics),-0.2,2.0,1000.178,626.9936,9.6578,0.0881,-37.4431,-44.1329,-25.3831,-40.5619
PNF,noah_ca (physics),-0.2,2.0,1027.6711,657.738,10.9597,0.1049,-36.769,-43.949,-27.3148,-37.9991
TRM,noah_ca (physics),-0.2,2.0,249.3112,116.6769,11.1903,0.0629,-40.4989,-51.4826,-25.1434,-49.0586
SCC,noah_ca (physics),-0.2,2.0,165.7669,63.8857,9.586,0.0746,-40.3437,-45.2733,-40.1393,-51.9058
ISB,noah_ca (physics),-0.2,2.0,589.7547,300.8693,4.9135,0.0507,-43.2236,-51.3298,-33.4289,-47.7811
SHA,noah_ca (physics),-0.2,2.5,3253.9299,943.427,7.6079,0.1475,-35.2429,-42.0404,-24.3079,-45.6691
BND,noah_ca (physics),-0.2,2.5,4349.759,1223.4005,8.0866,0.1233,-36.704,-42.7001,-30.4711,-47.6026
ORO,noah_ca (physics),-0.2,2.5,2611.8232,723.8597,14.4531,0.1386,-35.7588,-44.5921,-29.2495,-47.3779
YRS,noah_ca (physics),-0.2,2.5,1513.8507,449.8675,29.664,0.3269,-32.7394,-46.659,-25.277,-43.9295
FOL,noah_ca (physics),-0.2,2.5,1679.0919,519.8561,21.0756,0.1457,-35.7179,-48.2796,-28.4007,-48.6839
MKM,noah_ca (physics),-0.2,2.5,487.4781,181.5172,23.051,0.1145,-35.9443,-53.5805,-16.2274,-51.5659
NHG,noah_ca (physics),-0.2,2.5,85.4853,22.04,8.6108,0.0132,-46.7788,-50.4518,-37.6657,-67.941
NML,noah_ca (physics),-0.2,2.5,769.7088,329.5081,20.6083,0.1206,-35.7074,-53.2966,-15.0691,-47.7097
TLG,noah_ca (physics),-0.2,2.5,1144.1936,553.3618,16.7831,0.088,-35.773,-49.8015,-6.6478,-46.0101
MRC,noah_ca (physics),-0.2,2.5,679.2849,315.6838,12.7765,0.0979,-36.5619,-50.5672,-16.2247,-41.8227
MIL,noah_ca (physics),-0.2,2.5,984.9507,592.972,9.7943,0.0848,-38.3955,-47.1643,-24.3284,-42.8137
PNF,noah_ca (physics),-0.2,2.5,1011.9286,620.2797,10.7729,0.1013,-37.7376,-47.1412,-28.5534,-40.1083
TRM,noah_ca (physics),-0.2,2.5,245.178,108.8183,11.4347,0.0594,-41.4853,-54.7504,-23.5084,-51.8885
SCC,noah_ca (physics),-0.2,2.5,163.5196,61.9979,9.5762,0.0729,-41.1525,-46.8905,-40.2005,-52.969
ISB,noah_ca (physics),-0.2,2.5,577.532,284.4528,5.1066,0.0481,-44.4003,-53.9855,-30.8133,-50.423
SHA,noah_ca (physics),-0.2,3.0,3223.0813,925.989,7.6174,0.145,-35.8568,-43.1117,-24.2134,-46.5859
BND,noah_ca (physics),-0.2,3.0,4307.3094,1201.272,8.0453,0.121,-37.3217,-43.7366,-30.8262,-48.5781
ORO,noah_ca (physics),-0.2,3.0,2586.5927,710.4935,14.3201,0.136,-36.3794,-45.6153,-29.9009,-48.335
YRS,noah_ca (physics),-0.2,3.0,1501.487,438.1951,29.2382,0.3227,-33.2887,-48.043,-26.3497,-44.6552
FOL,noah_ca (physics),-0.2,3.0,1662.2407,501.2344,20.8415,0.1425,-36.363,-50.1322,-29.1957,-49.7814
MKM,noah_ca (physics),-0.2,3.0,481.9581,166.6345,22.873,0.1085,-36.6697,-57.3864,-16.8742,-54.0876
NHG,noah_ca (physics),-0.2,3.0,84.3257,21.6884,8.5993,0.0129,-47.5008,-51.2423,-37.7488,-68.6477
NML,noah_ca (physics),-0.2,3.0,760.9611,301.4938,20.5963,0.1155,-36.4381,-57.2672,-15.1186,-49.9424
TLG,noah_ca (physics),-0.2,3.0,1131.1241,507.7303,18.3297,0.0848,-36.5066,-53.9409,1.9546,-47.9821
MRC,noah_ca (physics),-0.2,3.0,671.3562,291.067,13.729,0.0963,-37.3023,-54.4219,-9.979,-42.7624
MIL,noah_ca (physics),-0.2,3.0,970.0947,556.4527,10.0801,0.0815,-39.3247,-50.4183,-22.1203,-45.0668
PNF,noah_ca (physics),-0.2,3.0,996.4626,581.0757,11.3251,0.0981,-38.6892,-50.482,-24.8914,-42.0561
TRM,noah_ca (physics),-0.2,3.0,241.1579,102.2093,11.4183,0.0569,-42.4447,-57.4986,-23.6182,-53.8749
SCC,noah_ca (physics),-0.2,3.0,161.3559,60.4487,9.7677,0.0716,-41.9311,-48.2176,-39.0046,-53.8239
ISB,noah_ca (physics),-0.2,3.0,565.7986,269.5225,5.3186,0.046,-45.5299,-56.4006,-27.9408,-52.5878
SHA,noah_ca (physics),-0.2,3.5,3192.6254,910.8238,7.6374,0.1424,-36.4629,-44.0434,-24.0144,-47.5264
BND,noah_ca (physics),-0.2,3.5,4265.3359,1181.9284,7.9929,0.119,-37.9325,-44.6426,-31.2766,-49.4385
ORO,noah_ca (physics),-0.2,3.5,2562.0633,699.1336,14.2128,0.1338,-36.9827,-46.4848,-30.4261,-49.1827
YRS,noah_ca (physics),-0.2,3.5,1489.3036,429.2979,28.8485,0.3181,-33.83,-49.0979,-27.3313,-45.4419
FOL,noah_ca (physics),-0.2,3.5,1645.7203,485.8969,20.635,0.1396,-36.9955,-51.6582,-29.8972,-50.8292
MKM,noah_ca (physics),-0.2,3.5,476.5536,154.485,23.3329,0.1039,-37.3798,-60.4934,-15.2028,-56.0335
NHG,noah_ca (physics),-0.2,3.5,83.1792,21.3458,8.5667,0.0126,-48.2146,-52.0125,-37.9849,-69.2982
NML,noah_ca (physics),-0.2,3.5,752.3431,276.6831,20.7601,0.1109,-37.1579,-60.7838,-14.4432,-51.9453
TLG,noah_ca (physics),-0.2,3.5,1118.3269,463.1054,18.5321,0.0821,-37.2249,-57.9891,3.0806,-49.6455
MRC,noah_ca (physics),-0.2,3.5,663.5953,268.9432,14.6213,0.0944,-38.0271,-57.8862,-4.1282,-43.8696
MIL,noah_ca (physics),-0.2,3.5,955.588,520.608,10.595,0.0772,-40.232,-53.6122,-18.1422,-47.9404
PNF,noah_ca (physics),-0.2,3.5,981.3888,541.5867,12.2585,0.0946,-39.6167,-53.8472,-18.701,-44.1061
TRM,noah_ca (physics),-0.2,3.5,237.264,96.3123,11.5168,0.0543,-43.3741,-59.9507,-22.9595,-56.0089
SCC,noah_ca (physics),-0.2,3.5,159.2416,59.1349,9.7575,0.07,-42.692,-49.3431,-39.0687,-54.8529
ISB,noah_ca (physics),-0.2,3.5,554.6133,254.7854,5.4561,0.0441,-46.6067,-58.7846,-26.0784,-54.5527
SHA,noah_ca (physics),-0.2,4.0,3162.6046,896.7655,7.6238,0.1401,-37.0603,-44.9071,-24.1502,-48.388
BND,noah_ca (physics),-0.2,4.0,4223.8768,1164.0388,7.9734,0.1171,-38.5358,-45.4804,-31.4441,-50.2254
ORO,noah_ca (physics),-0.2,4.0,2538.044,689.557,14.1266,0.1318,-37.5735,-47.2178,-30.8479,-49.9373
YRS,noah_ca (physics),-0.2,4.0,1477.375,422.5696,28.4269,0.3139,-34.36,-49.8957,-28.3932,-46.1632
FOL,noah_ca (physics),-0.2,4.0,1629.5445,473.1966,20.3456,0.1371,-37.6148,-52.9217,-30.8805,-51.7019
MKM,noah_ca (physics),-0.2,4.0,471.2392,145.1365,23.018,0.1005,-38.0782,-62.8841,-16.3474,-57.4744
NHG,noah_ca (physics),-0.2,4.0,82.0371,21.0066,8.5457,0.0124,-48.9256,-52.775,-38.1367,-69.8173
NML,noah_ca (physics),-0.2,4.0,743.9215,255.7652,20.8835,0.107,-37.8614,-63.7487,-13.9348,-53.6388
TLG,noah_ca (physics),-0.2,4.0,1105.7854,422.5737,18.8877,0.0793,-37.9289,-61.666,5.0584,-51.3537
MRC,noah_ca (physics),-0.2,4.0,656.0225,248.525,14.9247,0.0932,-38.7343,-61.0835,-2.1387,-44.6013
MIL,noah_ca (physics),-0.2,4.0,941.47,484.6892,11.2866,0.074,-41.115,-56.8126,-12.7986,-50.0769
PNF,noah_ca (physics),-0.2,4.0,966.6162,504.2388,13.5894,0.091,-40.5256,-57.0299,-9.874,-46.2448
TRM,noah_ca (physics),-0.2,4.0,233.5282,91.4285,11.3855,0.0516,-44.2657,-61.9815,-23.8372,-58.1914
SCC,noah_ca (physics),-0.2,4.0,157.2044,57.9015,9.7614,0.0686,-43.4252,-50.3996,-39.0441,-55.773
ISB,noah_ca (physics),-0.2,4.0,543.8963,241.1713,5.7924,0.0421,-47.6384,-60.9869,-21.522,-56.6247
SHA,noah_ca (physics),-0.15,0.0,3806.6757,1232.1564,8.1087,0.1926,-24.2426,-24.3023,-19.3255,-29.0504
BND,noah_ca (physics),-0.15,0.0,5125.1389,1596.7816,9.0759,0.1647,-25.421,-25.2123,-21.9646,-30.0188
ORO,noah_ca (physics),-0.15,0.0,3069.0181,986.9458,15.9441,0.1839,-24.5135,-24.4542,-21.951,-30.1522
YRS,noah_ca (physics),-0.15,0.0,1744.4689,661.6419,31.4773,0.4188,-22.493,-21.5488,-20.7094,-28.1676
FOL,noah_ca (physics),-0.15,0.0,1973.7355,771.6548,22.4496,0.1979,-24.4378,-23.2281,-23.7328,-30.2793
MKM,noah_ca (physics),-0.15,0.0,576.5569,302.6976,20.0008,0.1646,-24.2392,-22.5909,-27.3124,-30.3693
NHG,noah_ca (physics),-0.15,0.0,107.0612,28.6832,10.3108,0.0208,-33.3462,-35.5172,-25.3592,-49.3738
NML,noah_ca (physics),-0.15,0.0,909.8133,546.9262,16.8447,0.1663,-24.0047,-22.4805,-30.5793,-27.9327
TLG,noah_ca (physics),-0.15,0.0,1354.6092,856.3031,13.5178,0.1238,-23.9617,-22.32,-24.8106,-24.0913
MRC,noah_ca (physics),-0.15,0.0,806.7068,493.8147,11.7703,0.1218,-24.662,-22.6737,-22.8221,-27.5959
MIL,noah_ca (physics),-0.15,0.0,1193.3277,846.7552,10.8267,0.1127,-25.3624,-24.5514,-16.352,-24.0076
PNF,noah_ca (physics),-0.15,0.0,1223.2358,891.035,12.3558,0.1273,-24.7362,-24.068,-18.0555,-24.7847
TRM,noah_ca (physics),-0.15,0.0,303.2992,176.6639,10.236,0.0863,-27.614,-26.5384,-31.5268,-30.1124
SCC,noah_ca (physics),-0.15,0.0,200.0923,85.8137,11.3422,0.1007,-27.9907,-26.4891,-29.1725,-35.0963
ISB,noah_ca (physics),-0.15,0.0,735.9463,436.5712,5.5785,0.0674,-29.1495,-29.378,-24.4194,-30.5369
SHA,noah_ca (physics),-0.15,0.5,3772.2954,1180.0897,8.2673,0.1863,-24.9268,-27.501,-17.747,-31.3851
BND,noah_ca (physics),-0.15,0.5,5077.6089,1532.6488,9.1833,0.1584,-26.1126,-28.216,-21.0412,-32.6926
ORO,noah_ca (physics),-0.15,0.5,3039.2514,929.2186,16.1455,0.1761,-25.2456,-28.8729,-20.9651,-33.1066
YRS,noah_ca (physics),-0.15,0.5,1730.9494,612.8504,32.098,0.403,-23.0936,-27.334,-19.1458,-30.8841
FOL,noah_ca (physics),-0.15,0.5,1954.7282,718.5168,22.9283,0.1907,-25.1655,-28.5148,-22.1064,-32.8026
MKM,noah_ca (physics),-0.15,0.5,570.2397,281.8284,22.09,0.1564,-25.0693,-27.9278,-19.7198,-33.8386
NHG,noah_ca (physics),-0.15,0.5,105.6164,28.1703,10.2009,0.0201,-34.2457,-36.6703,-26.1542,-51.0331
NML,noah_ca (physics),-0.15,0.5,899.5817,511.2977,18.03,0.1617,-24.8593,-27.5303,-25.6949,-29.9075
TLG,noah_ca (physics),-0.15,0.5,1339.0187,811.3021,14.8079,0.1189,-24.8368,-26.4023,-17.6346,-27.0501
MRC,noah_ca (physics),-0.15,0.5,797.4253,464.6391,12.1519,0.1209,-25.5288,-27.2423,-20.3201,-28.1469
MIL,noah_ca (physics),-0.15,0.5,1176.5629,813.7797,10.619,0.1091,-26.411,-27.4896,-17.9564,-26.393
PNF,noah_ca (physics),-0.15,0.5,1206.1928,856.6716,12.2257,0.1247,-25.7848,-26.9964,-18.9183,-26.2887
TRM,noah_ca (physics),-0.15,0.5,298.4778,164.8193,11.1373,0.0831,-28.7646,-31.4637,-25.4976,-32.6563
SCC,noah_ca (physics),-0.15,0.5,197.3402,81.7871,11.1353,0.0979,-28.9811,-29.9384,-30.4645,-36.8648
ISB,noah_ca (physics),-0.15,0.5,721.632,412.3006,5.3633,0.0658,-30.5276,-33.3041,-27.3355,-32.2133
SHA,noah_ca (physics),-0.15,1.0,3738.1932,1136.7374,8.3327,0.1801,-25.6054,-30.1644,-17.0966,-33.6429
BND,noah_ca (physics),-0.15,1.0,5030.4874,1479.7636,9.1654,0.1527,-26.7983,-30.693,-21.1954,-35.1302
ORO,noah_ca (physics),-0.15,1.0,3009.7832,885.8418,16.3716,0.1703,-25.9704,-32.1932,-19.8582,-35.3223
YRS,noah_ca (physics),-0.15,1.0,1717.6049,571.1833,32.6647,0.3915,-23.6865,-32.2745,-17.7184,-32.8536
FOL,noah_ca (physics),-0.15,1.0,1936.1283,673.2063,23.128,0.1842,-25.8776,-33.0228,-21.4278,-35.0846
MKM,noah_ca (physics),-0.15,1.0,564.0112,260.4561,23.7396,0.1501,-25.8877,-33.3933,-13.7248,-36.4834
NHG,noah_ca (physics),-0.15,1.0,104.2157,27.7014,10.1327,0.0193,-35.1177,-37.7244,-26.648,-52.9581
NML,noah_ca (physics),-0.15,1.0,889.5412,473.357,19.3405,0.1544,-25.698,-32.9079,-20.2937,-33.0756
TLG,noah_ca (physics),-0.15,1.0,1323.8894,763.4877,15.8065,0.1142,-25.6861,-30.7398,-12.0798,-29.9507
MRC,noah_ca (physics),-0.15,1.0,788.3165,435.6267,12.29,0.1182,-26.3795,-31.7853,-19.4146,-29.7582
MIL,noah_ca (physics),-0.15,1.0,1160.0163,778.7275,10.6032,0.1064,-27.4459,-30.6129,-18.079,-28.2718
PNF,noah_ca (physics),-0.15,1.0,1189.1729,817.3824,12.0863,0.1218,-26.832,-30.3445,-19.8432,-28.0055
TRM,noah_ca (physics),-0.15,1.0,293.8312,153.8958,11.8106,0.0799,-29.8736,-36.006,-20.994,-35.2302
SCC,noah_ca (physics),-0.15,1.0,194.6543,78.0906,10.9974,0.0962,-29.9477,-33.1049,-31.3261,-37.984
ISB,noah_ca (physics),-0.15,1.0,707.249,389.246,5.4105,0.0637,-31.9122,-37.0336,-26.6952,-34.4142
SHA,noah_ca (physics),-0.15,1.5,3704.6524,1102.2459,8.3865,0.1758,-26.2729,-32.2834,-16.5617,-35.2516
BND,noah_ca (physics),-0.15,1.5,4984.103,1436.9519,9.1646,0.1483,-27.4733,-32.6981,-21.2021,-36.9856
ORO,noah_ca (physics),-0.15,1.5,2981.0374,853.6009,16.2623,0.1658,-26.6775,-34.6611,-20.3934,-37.0355
YRS,noah_ca (physics),-0.15,1.5,1704.5036,537.873,33.0894,0.383,-24.2686,-36.2241,-16.6485,-34.3176
FOL,noah_ca (physics),-0.15,1.5,1917.7858,635.0718,23.2317,0.1788,-26.5798,-36.8168,-21.0756,-37.0118
MKM,noah_ca (physics),-0.15,1.5,557.906,240.1523,24.6722,0.1434,-26.69,-38.5856,-10.3356,-39.3228
NHG,noah_ca (physics),-0.15,1.5,102.8455,27.2541,10.0647,0.0186,-35.9707,-38.73,-27.1407,-54.6418
NML,noah_ca (physics),-0.15,1.5,879.6722,435.8504,21.5813,0.1494,-26.5223,-38.224,-11.0589,-35.2437
TLG,noah_ca (physics),-0.15,1.5,1309.0479,714.1502,17.1335,0.1087,-26.5192,-35.2154,-4.6991,-33.3039
MRC,noah_ca (physics),-0.15,1.5,779.4307,406.2924,13.0591,0.115,-27.2093,-36.3788,-14.3719,-31.6422
MIL,noah_ca (physics),-0.15,1.5,1143.5177,741.1497,10.4991,0.1029,-28.4778,-33.9612,-18.8827,-30.5823
PNF,noah_ca (physics),-0.15,1.5,1172.112,778.4208,11.8672,0.1201,-27.8818,-33.6647,-21.2959,-29.0325
TRM,noah_ca (physics),-0.15,1.5,289.252,142.9189,11.917,0.0774,-30.9665,-40.5705,-20.2817,-37.258
SCC,noah_ca (physics),-0.15,1.5,192.0513,75.2344,10.9736,0.0932,-30.8844,-35.5516,-31.4743,-39.9305
ISB,noah_ca (physics),-0.15,1.5,693.3274,368.0844,5.4812,0.0614,-33.2525,-40.4568,-25.738,-36.7686
SHA,noah_ca (physics),-0.15,2.0,3671.5929,1075.0364,8.3264,0.1725,-26.9309,-33.955,-17.1596,-36.4705
BND,noah_ca (physics),-0.15,2.0,4938.2592,1402.799,9.101,0.145,-28.1404,-34.2977,-21.7493,-38.3856
ORO,noah_ca (physics),-0.15,2.0,2952.8866,829.2013,15.9433,0.1626,-27.3699,-36.5288,-21.9547,-38.2539
YRS,noah_ca (physics),-0.15,2.0,1691.3609,513.4488,32.7445,0.377,-24.8525,-39.1201,-17.5173,-35.3366
FOL,noah_ca (physics),-0.15,2.0,1899.5721,604.0309,23.1931,0.1739,-27.2771,-39.905,-21.2067,-38.7361
MKM,noah_ca (physics),-0.15,2.0,551.9474,221.0238,25.3359,0.1381,-27.4729,-43.4774,-7.9236,-41.581
NHG,noah_ca (physics),-0.15,2.0,101.4907,26.8268,9.9442,0.018,-36.8142,-39.6907,-28.0131,-56.0916
NML,noah_ca (physics),-0.15,2.0,870.053,399.7509,22.6103,0.1429,-27.3258,-43.3406,-6.8185,-38.0494
TLG,noah_ca (physics),-0.15,2.0,1294.6334,663.8977,18.2273,0.1035,-27.3283,-39.7741,1.3854,-36.5105
MRC,noah_ca (physics),-0.15,2.0,770.8748,378.1921,14.0154,0.1126,-28.0083,-40.779,-8.1012,-33.0936
MIL,noah_ca (physics),-0.15,2.0,1127.1248,703.0705,10.2653,0.0987,-29.5031,-37.3542,-20.689,-33.4349
PNF,noah_ca (physics),-0.15,2.0,1155.25,737.0244,12.0957,0.1172,-28.9193,-37.1924,-19.7805,-30.7162
TRM,noah_ca (physics),-0.15,2.0,284.6502,132.6682,12.5851,0.0746,-32.0648,-44.833,-15.8127,-39.5466
SCC,noah_ca (physics),-0.15,2.0,189.6024,72.7288,11.0517,0.0917,-31.7657,-37.698,-30.9864,-40.9028
ISB,noah_ca (physics),-0.15,2.0,679.7902,347.5649,5.7112,0.0592,-34.5557,-43.7761,-22.6218,-39.0117
SHA,noah_ca (physics),-0.15,2.5,3638.9981,1052.9214,8.2731,0.1691,-27.5795,-35.3136,-17.6901,-37.7049
BND,noah_ca (physics),-0.15,2.5,4892.9914,1374.455,9.0641,0.1422,-28.7991,-35.6253,-22.0666,-39.5927
