basin,model,dp,dt,annual,freshet,q999,q30,pct_annual,pct_freshet,pct_q999,pct_q30
MKM,noah_ca (physics),0.05,1.0,810.4746,364.5015,32.605,0.2384,6.4981,-6.7857,18.494,0.8524
NHG,noah_ca (physics),0.05,1.0,176.392,48.8041,14.8002,0.0463,9.8176,9.7165,7.1402,12.8387
NML,noah_ca (physics),0.05,1.0,1273.4626,660.2012,30.331,0.2388,6.3704,-6.4252,25.0003,3.5127
TLG,noah_ca (physics),0.05,1.0,1894.064,1059.7359,23.2353,0.1668,6.3195,-3.8654,29.2411,2.3375
MRC,noah_ca (physics),0.05,1.0,1141.1993,608.2482,19.3752,0.18,6.5761,-4.7546,27.0427,6.9984
MIL,noah_ca (physics),0.05,1.0,1699.9308,1120.4596,13.7997,0.1537,6.3235,-0.1635,6.618,3.6255
PNF,noah_ca (physics),0.05,1.0,1725.3132,1169.634,16.3671,0.1813,6.1558,-0.3264,8.5477,7.147
TRM,noah_ca (physics),0.05,1.0,448.5791,229.9623,19.5755,0.1325,7.0588,-4.3755,30.9491,7.3675
SCC,noah_ca (physics),0.05,1.0,298.7778,116.4634,17.4901,0.1699,7.5244,-0.2335,9.2182,9.535
ISB,noah_ca (physics),0.05,1.0,1110.1735,610.5655,8.9144,0.1035,6.8778,-1.2318,20.7769,6.686
SHA,noah_ca (physics),0.05,1.5,5327.5032,1579.6143,11.1828,0.2732,6.0238,-2.9562,11.2589,0.6432
BND,noah_ca (physics),0.05,1.5,7312.6687,2096.8964,12.4778,0.2361,6.4111,-1.7886,7.285,0.3263
ORO,noah_ca (physics),0.05,1.5,4310.4613,1223.3712,22.2938,0.2642,6.0214,-6.357,9.1319,0.3395
YRS,noah_ca (physics),0.05,1.5,2379.2663,738.0514,43.6158,0.5866,5.7112,-12.4888,9.8672,0.6027
FOL,noah_ca (physics),0.05,1.5,2767.4981,896.8972,32.1585,0.2857,5.9505,-10.7678,9.2512,0.6722
MKM,noah_ca (physics),0.05,1.5,803.8489,337.1558,34.1617,0.2286,5.6275,-13.7788,24.1514,-3.2819
NHG,noah_ca (physics),0.05,1.5,174.4264,48.141,14.7613,0.0453,8.5939,8.2258,6.8587,10.4142
NML,noah_ca (physics),0.05,1.5,1262.9147,609.7278,31.633,0.2306,5.4894,-13.5792,30.3662,-0.0269
TLG,noah_ca (physics),0.05,1.5,1878.1512,993.823,24.9405,0.162,5.4263,-9.8448,38.7257,-0.6636
MRC,noah_ca (physics),0.05,1.5,1131.2728,568.2616,20.9447,0.1759,5.6491,-11.0161,37.3341,4.5663
MIL,noah_ca (physics),0.05,1.5,1681.3148,1067.939,14.231,0.1493,5.1591,-4.8432,9.9498,0.6906
PNF,noah_ca (physics),0.05,1.5,1706.713,1116.915,16.7284,0.1776,5.0114,-4.819,10.9437,4.977
TRM,noah_ca (physics),0.05,1.5,443.264,214.5839,19.7063,0.1293,5.7903,-10.7702,31.8237,4.7596
SCC,noah_ca (physics),0.05,1.5,295.7116,112.6231,17.442,0.1677,6.4209,-3.5232,8.9178,8.1179
ISB,noah_ca (physics),0.05,1.5,1092.9609,578.6929,9.2276,0.1003,5.2207,-6.3877,25.0211,3.3157
SHA,noah_ca (physics),0.05,2.0,5289.4719,1541.2513,11.2667,0.2676,5.2669,-5.313,12.0937,-1.4425
BND,noah_ca (physics),0.05,2.0,7258.4098,2049.3217,12.4706,0.2302,5.6215,-4.0168,7.2227,-2.1729
ORO,noah_ca (physics),0.05,2.0,4278.6262,1189.6635,22.1209,0.2598,5.2384,-8.9372,8.2854,-1.3133
YRS,noah_ca (physics),0.05,2.0,2365.1228,704.3468,43.4623,0.5758,5.0828,-16.4852,9.4804,-1.245
FOL,noah_ca (physics),0.05,2.0,2746.9189,854.0193,32.1179,0.2794,5.1626,-15.0337,9.1131,-1.5721
MKM,noah_ca (physics),0.05,2.0,797.3639,311.3458,35.5632,0.2194,4.7753,-20.3793,29.2447,-7.1882
NHG,noah_ca (physics),0.05,2.0,172.4863,47.5061,14.7197,0.0442,7.3861,6.7986,6.5577,7.6096
NML,noah_ca (physics),0.05,2.0,1252.4872,560.9406,33.1042,0.2228,4.6184,-20.4941,36.429,-3.4264
TLG,noah_ca (physics),0.05,2.0,1862.5611,926.2016,27.2591,0.1566,4.5512,-15.9791,51.6222,-3.9298
MRC,noah_ca (physics),0.05,2.0,1121.6289,530.5192,22.1649,0.1727,4.7484,-16.9261,45.3347,2.6157
MIL,noah_ca (physics),0.05,2.0,1662.8115,1013.6562,14.7107,0.1453,4.0018,-9.68,13.6559,-2.0407
PNF,noah_ca (physics),0.05,2.0,1688.0609,1058.6036,18.7019,0.1729,3.8638,-9.7882,24.0319,2.1777
TRM,noah_ca (physics),0.05,2.0,437.8754,199.7187,20.0938,0.1261,4.5043,-16.9515,34.4161,2.1607
SCC,noah_ca (physics),0.05,2.0,292.7364,109.2658,17.2582,0.1652,5.3502,-6.3992,7.7703,6.5106
ISB,noah_ca (physics),0.05,2.0,1076.1403,548.1545,9.4926,0.0976,3.6014,-11.3277,28.6109,0.5574
SHA,noah_ca (physics),0.05,2.5,5251.6983,1510.4828,11.2449,0.2624,4.5151,-7.2033,11.8772,-3.3573
BND,noah_ca (physics),0.05,2.5,7204.6457,2010.4283,12.418,0.2253,4.8392,-5.8385,6.7707,-4.2947
ORO,noah_ca (physics),0.05,2.5,4247.4565,1163.7095,21.8671,0.2566,4.4718,-10.9238,7.0431,-2.5586
YRS,noah_ca (physics),0.05,2.5,2350.98,677.944,43.2153,0.5679,4.4544,-19.6158,8.8583,-2.5953
FOL,noah_ca (physics),0.05,2.5,2726.4969,818.6799,31.955,0.2731,4.3808,-18.5496,8.5597,-3.7875
MKM,noah_ca (physics),0.05,2.5,790.9949,285.9703,35.6567,0.2112,3.9384,-26.8686,29.5848,-10.6495
NHG,noah_ca (physics),0.05,2.5,170.57,46.8839,14.6755,0.0431,6.193,5.3998,6.2378,4.9756
NML,noah_ca (physics),0.05,2.5,1242.0102,514.1324,34.4368,0.2157,3.7432,-27.1285,41.9211,-6.5061
TLG,noah_ca (physics),0.05,2.5,1847.4461,857.5088,28.6694,0.15,3.7027,-22.2106,59.4667,-7.9865
MRC,noah_ca (physics),0.05,2.5,1112.1654,493.5958,22.7402,0.1698,3.8646,-22.7079,49.1074,0.904
MIL,noah_ca (physics),0.05,2.5,1644.7701,959.4101,16.0123,0.1429,2.8734,-14.5135,23.7123,-3.6505
PNF,noah_ca (physics),0.05,2.5,1669.9057,998.9021,19.774,0.1698,2.7467,-14.8758,31.1423,0.3179
TRM,noah_ca (physics),0.05,2.5,432.684,186.6775,20.3282,0.1225,3.2653,-22.3745,35.9842,-0.7632
SCC,noah_ca (physics),0.05,2.5,289.8944,106.6158,17.2858,0.1632,4.3274,-8.6693,7.9423,5.2462
ISB,noah_ca (physics),0.05,2.5,1059.6073,519.7351,9.7783,0.0946,2.0097,-15.925,32.4814,-2.5378
SHA,noah_ca (physics),0.05,3.0,5214.1708,1484.9154,11.211,0.2587,3.7683,-8.774,11.5399,-4.7067
BND,noah_ca (physics),0.05,3.0,7151.0568,1978.1846,12.3807,0.2219,4.0594,-7.3487,6.4496,-5.7176
ORO,noah_ca (physics),0.05,3.0,4216.658,1144.4202,21.8069,0.2537,3.7142,-12.4003,6.7483,-3.649
YRS,noah_ca (physics),0.05,3.0,2336.9627,660.4441,42.5768,0.5633,3.8316,-21.6908,7.25,-3.3946
FOL,noah_ca (physics),0.05,3.0,2706.352,790.36,32.0757,0.2689,3.6096,-21.3671,8.9698,-5.2704
MKM,noah_ca (physics),0.05,3.0,784.6099,263.6565,35.3054,0.2053,3.0994,-32.5749,28.3078,-13.1505
NHG,noah_ca (physics),0.05,3.0,168.6711,46.2869,14.6323,0.0419,5.0108,4.0577,5.9248,2.1857
NML,noah_ca (physics),0.05,3.0,1231.9813,471.6604,35.3711,0.2068,2.9055,-33.1484,45.7714,-10.3707
TLG,noah_ca (physics),0.05,3.0,1832.7992,788.7355,30.8764,0.1447,2.8806,-28.4494,71.743,-11.2593
MRC,noah_ca (physics),0.05,3.0,1102.844,456.8422,23.1713,0.167,2.9941,-28.4632,51.9338,-0.7578
MIL,noah_ca (physics),0.05,3.0,1627.0229,900.9057,17.4249,0.1385,1.7634,-19.7264,34.6267,-6.6293
PNF,noah_ca (physics),0.05,3.0,1652.2343,935.9373,21.7985,0.1658,1.6594,-20.2415,44.569,-2.0022
TRM,noah_ca (physics),0.05,3.0,427.5981,175.6923,20.7696,0.1198,2.0515,-26.9424,38.9371,-2.9514
SCC,noah_ca (physics),0.05,3.0,287.0755,104.5248,17.6781,0.1618,3.3129,-10.4605,10.3923,4.3146
ISB,noah_ca (physics),0.05,3.0,1043.7442,494.0166,9.9862,0.0921,0.4826,-20.0853,35.2985,-5.0931
SHA,noah_ca (physics),0.05,3.5,5176.9901,1463.075,11.1812,0.2552,3.0284,-10.1158,11.2437,-5.9757
BND,noah_ca (physics),0.05,3.5,7097.8822,1950.3818,12.3513,0.2185,3.2856,-8.6509,6.1976,-7.1741
ORO,noah_ca (physics),0.05,3.5,4186.4454,1128.5062,21.6445,0.2503,2.9711,-13.6185,5.9534,-4.9335
YRS,noah_ca (physics),0.05,3.5,2323.0236,647.0352,42.5105,0.5572,3.2123,-23.2807,7.0829,-4.4398
FOL,noah_ca (physics),0.05,3.5,2686.473,767.7058,31.8109,0.2652,2.8485,-23.621,8.0702,-6.5581
MKM,noah_ca (physics),0.05,3.5,778.26,245.3206,35.1898,0.2004,2.265,-37.264,27.8878,-15.2271
NHG,noah_ca (physics),0.05,3.5,166.7881,45.7013,14.5851,0.0409,3.8385,2.7411,5.5833,-0.3484
NML,noah_ca (physics),0.05,3.5,1221.8452,432.9579,35.1079,0.2001,2.0589,-38.634,44.687,-13.2661
TLG,noah_ca (physics),0.05,3.5,1818.371,722.1859,31.8655,0.14,2.0707,-34.4865,77.2445,-14.1476
MRC,noah_ca (physics),0.05,3.5,1093.7118,423.7432,23.4235,0.1654,2.1413,-33.6462,53.5878,-1.6945
MIL,noah_ca (physics),0.05,3.5,1609.5792,842.7819,18.5096,0.1336,0.6724,-24.9054,43.0069,-9.9068
PNF,noah_ca (physics),0.05,3.5,1634.7981,872.3785,23.9603,0.1628,0.5866,-25.6579,58.9064,-3.778
TRM,noah_ca (physics),0.05,3.5,422.6863,165.67,20.4143,0.1177,0.8792,-31.1099,36.5602,-4.6179
SCC,noah_ca (physics),0.05,3.5,284.3264,102.8086,17.6529,0.1606,2.3236,-11.9307,10.2349,3.5183
ISB,noah_ca (physics),0.05,3.5,1028.4435,468.6105,10.1368,0.0895,-0.9904,-24.1952,37.3384,-7.7793
SHA,noah_ca (physics),0.05,4.0,5140.3697,1443.3364,11.1562,0.2519,2.2996,-11.3284,10.995,-7.1935
BND,noah_ca (physics),0.05,4.0,7045.2776,1925.2585,12.3148,0.2152,2.5201,-9.8275,5.8837,-8.5499
ORO,noah_ca (physics),0.05,4.0,4156.7584,1115.6654,21.5385,0.2482,2.2409,-14.6014,5.4345,-5.7257
YRS,noah_ca (physics),0.05,4.0,2309.2981,637.3366,42.4535,0.5527,2.6025,-24.4306,6.9394,-5.1989
FOL,noah_ca (physics),0.05,4.0,2666.8673,748.3202,31.6971,0.2619,2.0979,-25.5497,7.6837,-7.7243
MKM,noah_ca (physics),0.05,4.0,771.8498,230.7245,34.9905,0.196,1.4227,-40.9966,27.1634,-17.0999
NHG,noah_ca (physics),0.05,4.0,164.919,45.1221,14.5346,0.04,2.6748,1.439,5.218,-2.4464
NML,noah_ca (physics),0.05,4.0,1211.7252,399.7559,36.2342,0.1947,1.2136,-43.3399,49.3286,-15.5998
TLG,noah_ca (physics),0.05,4.0,1804.1213,661.2329,32.9507,0.1349,1.2708,-40.0159,83.2807,-17.2592
MRC,noah_ca (physics),0.05,4.0,1084.793,392.9039,24.8936,0.1636,1.3084,-38.4753,63.2269,-2.7631
MIL,noah_ca (physics),0.05,4.0,1592.7031,784.7193,19.8436,0.1295,-0.3832,-30.079,53.3132,-12.6415
PNF,noah_ca (physics),0.05,4.0,1617.714,811.8975,25.6489,0.1598,-0.4646,-30.8119,70.1055,-5.5609
TRM,noah_ca (physics),0.05,4.0,417.9252,157.5223,20.4334,0.1153,-0.2571,-34.498,36.6881,-6.563
SCC,noah_ca (physics),0.05,4.0,281.67,101.2096,17.5039,0.1583,1.3676,-13.3004,9.3048,2.0664
ISB,noah_ca (physics),0.05,4.0,1013.7309,444.9397,10.3756,0.0869,-2.4068,-28.0243,40.5737,-10.5025
SHA,noah_ca (physics),0.1,0.0,5870.2904,1902.4514,11.5537,0.3308,16.8259,16.8774,14.9491,21.8558
BND,noah_ca (physics),0.1,0.0,8093.686,2509.4312,13.3053,0.2875,17.7761,17.5331,14.3994,22.1725
ORO,noah_ca (physics),0.1,0.0,4753.0136,1524.9263,23.2159,0.3219,16.9066,16.7255,13.6456,22.2473
YRS,noah_ca (physics),0.1,0.0,2592.8003,966.014,44.9307,0.7027,15.1986,14.5408,13.1793,20.5187
FOL,noah_ca (physics),0.1,0.0,3049.6465,1162.0768,34.1402,0.3467,16.7522,15.6149,15.9834,22.1473
MKM,noah_ca (physics),0.1,0.0,886.7561,449.607,31.8363,0.2906,16.5217,14.9784,15.7005,22.9399
NHG,noah_ca (physics),0.1,0.0,200.8102,56.1269,15.8981,0.0583,25.0199,26.179,15.0879,41.9615
NML,noah_ca (physics),0.1,0.0,1393.3257,809.3368,28.6593,0.2809,16.3824,14.7128,18.1106,21.76
TLG,noah_ca (physics),0.1,0.0,2073.8156,1264.4333,21.4538,0.1944,16.4095,14.7038,19.3318,19.2201
MRC,noah_ca (physics),0.1,0.0,1253.2644,735.5732,18.501,0.2024,17.0418,15.1832,21.3108,20.2748
MIL,noah_ca (physics),0.1,0.0,1878.544,1305.3103,14.2481,0.1759,17.495,16.3073,10.0821,18.6327
PNF,noah_ca (physics),0.1,0.0,1900.9782,1360.5428,16.697,0.2008,16.9642,15.9424,10.7355,18.6618
TRM,noah_ca (physics),0.1,0.0,500.7671,284.1295,18.8317,0.1535,19.5141,18.1487,25.9735,24.3831
SCC,noah_ca (physics),0.1,0.0,332.9543,138.063,18.7766,0.1967,19.8239,18.2695,17.2523,26.7946
ISB,noah_ca (physics),0.1,0.0,1254.202,744.6294,9.1993,0.1199,20.7436,20.4551,24.6371,23.5655
SHA,noah_ca (physics),0.1,0.5,5830.2295,1822.8599,11.6178,0.3194,16.0286,11.9877,15.5869,17.6534
BND,noah_ca (physics),0.1,0.5,8036.7768,2412.8542,13.4089,0.2765,16.948,13.0098,15.2905,17.4703
ORO,noah_ca (physics),0.1,0.5,4720.2763,1434.5173,23.6878,0.3095,16.1014,9.8052,15.9557,17.5299
YRS,noah_ca (physics),0.1,0.5,2578.6958,897.1812,45.4792,0.6775,14.5719,6.3793,14.561,16.2075
FOL,noah_ca (physics),0.1,0.5,3028.2641,1085.3333,34.2304,0.334,15.9336,7.9797,16.2898,17.6651
MKM,noah_ca (physics),0.1,0.5,880.1982,420.9644,33.8499,0.2771,15.6599,7.6536,23.0184,17.204
NHG,noah_ca (physics),0.1,0.5,198.6712,55.3168,15.9,0.0565,23.6882,24.3577,15.1021,37.6413
NML,noah_ca (physics),0.1,0.5,1382.5899,760.1871,30.4666,0.2721,15.4856,7.7465,25.5589,17.9591
TLG,noah_ca (physics),0.1,0.5,2057.047,1201.038,23.55,0.1874,15.4683,8.9529,30.9914,14.9229
MRC,noah_ca (physics),0.1,0.5,1242.9065,693.6727,19.6369,0.1984,16.0745,8.6221,28.7586,17.9093
MIL,noah_ca (physics),0.1,0.5,1859.0241,1257.8384,14.2973,0.1712,16.2741,12.0774,10.4623,15.4833
PNF,noah_ca (physics),0.1,0.5,1882.0528,1313.1532,16.7454,0.2004,15.7998,11.904,11.0563,18.4148
TRM,noah_ca (physics),0.1,0.5,495.0716,266.3588,20.2295,0.1496,18.1549,10.7592,35.324,21.2243
SCC,noah_ca (physics),0.1,0.5,329.641,131.9967,18.7638,0.1943,18.6314,13.0729,17.1719,25.2415
ISB,noah_ca (physics),0.1,0.5,1236.0455,706.0528,9.4715,0.1175,18.9957,14.2147,28.3243,21.0823
SHA,noah_ca (physics),0.1,1.0,5790.0413,1756.7982,11.7898,0.3094,15.2288,7.9292,17.2986,13.9708
BND,noah_ca (physics),0.1,1.0,7979.9731,2333.5479,13.3946,0.2678,16.1214,9.2953,15.1675,13.7993
ORO,noah_ca (physics),0.1,1.0,4687.2618,1367.0969,23.7922,0.2996,15.2893,4.6445,16.4668,13.767
YRS,noah_ca (physics),0.1,1.0,2564.5821,837.8868,45.7197,0.6587,13.9448,-0.6513,15.1668,12.9786
FOL,noah_ca (physics),0.1,1.0,3006.9786,1019.4075,34.5078,0.3239,15.1187,1.4208,17.2323,14.1066
MKM,noah_ca (physics),0.1,1.0,873.5855,390.813,34.6657,0.2648,14.791,-0.057,25.9831,12.0079
NHG,noah_ca (physics),0.1,1.0,196.5742,54.5705,15.7942,0.0549,22.3826,22.68,14.336,33.7841
NML,noah_ca (physics),0.1,1.0,1371.8117,706.8238,32.7123,0.2628,14.5854,0.1829,34.8142,13.9081
TLG,noah_ca (physics),0.1,1.0,2040.4651,1133.4738,25.566,0.183,14.5375,2.8237,42.2047,12.2358
MRC,noah_ca (physics),0.1,1.0,1232.5694,651.7737,21.318,0.1964,15.1091,2.0611,39.7819,16.7474
MIL,noah_ca (physics),0.1,1.0,1839.6887,1205.7585,14.6231,0.167,15.0647,7.4369,12.9795,12.6192
PNF,noah_ca (physics),0.1,1.0,1863.2691,1257.4854,17.0804,0.1976,14.644,7.1601,13.278,16.7873
TRM,noah_ca (physics),0.1,1.0,489.5315,249.5107,21.0856,0.1462,16.8326,3.7533,41.0506,18.422
SCC,noah_ca (physics),0.1,1.0,326.4046,126.378,19.0218,0.1913,17.4667,8.2597,18.7829,23.3201
ISB,noah_ca (physics),0.1,1.0,1217.7486,668.3226,9.8059,0.1144,17.2342,8.1113,32.8557,17.8871
SHA,noah_ca (physics),0.1,1.5,5749.9595,1703.5788,11.8785,0.3004,14.4311,4.6596,18.1814,10.6444
BND,noah_ca (physics),0.1,1.5,7923.2821,2268.7612,13.3531,0.2613,15.2965,6.2609,14.8111,11.0423
ORO,noah_ca (physics),0.1,1.5,4654.3801,1317.9114,23.7972,0.2933,14.4806,0.8796,16.4913,11.3808
YRS,noah_ca (physics),0.1,1.5,2550.3683,789.3633,46.2632,0.6435,13.3133,-6.4048,16.5359,10.3659
FOL,noah_ca (physics),0.1,1.5,2985.8804,963.3875,34.4385,0.3146,14.311,-4.1527,16.9971,10.8572
MKM,noah_ca (physics),0.1,1.5,866.8884,361.8072,36.5895,0.2537,13.911,-7.4747,32.9747,7.3215
NHG,noah_ca (physics),0.1,1.5,194.4904,53.8746,15.6841,0.0536,21.0853,21.1155,13.5389,30.6189
NML,noah_ca (physics),0.1,1.5,1361.1272,653.3268,34.2806,0.2527,13.6929,-7.3996,41.2775,9.5333
TLG,noah_ca (physics),0.1,1.5,2024.3528,1063.6752,27.3777,0.1774,13.633,-3.5081,52.2821,8.7783
MRC,noah_ca (physics),0.1,1.5,1222.4156,609.162,22.7447,0.1928,14.1609,-4.6115,49.1365,14.5644
MIL,noah_ca (physics),0.1,1.5,1820.6027,1149.7048,15.0817,0.1624,13.871,2.4424,16.5223,9.5298
PNF,noah_ca (physics),0.1,1.5,1844.4529,1201.463,18.6189,0.1946,13.4863,2.386,23.482,15.0233
TRM,noah_ca (physics),0.1,1.5,484.1167,233.0009,21.5713,0.1435,15.5403,-3.1119,44.2996,16.2832
SCC,noah_ca (physics),0.1,1.5,323.2045,122.2364,18.9926,0.1882,16.3151,4.7118,18.6011,21.3131
ISB,noah_ca (physics),0.1,1.5,1199.9151,633.7587,10.1402,0.1116,15.5174,2.5201,37.3852,15.032
SHA,noah_ca (physics),0.1,2.0,5710.5113,1662.2272,11.967,0.2937,13.6461,2.1192,19.0617,8.1778
BND,noah_ca (physics),0.1,2.0,7867.1525,2217.6893,13.3596,0.2548,14.4797,3.8689,14.8669,8.2805
ORO,noah_ca (physics),0.1,2.0,4621.8512,1281.6855,23.7407,0.2873,13.6805,-1.8934,16.215,9.1301
YRS,noah_ca (physics),0.1,2.0,2536.0634,753.2879,46.1394,0.6315,12.6777,-10.6822,16.2242,8.3066
FOL,noah_ca (physics),0.1,2.0,2964.8227,917.5905,34.5292,0.3081,13.5048,-8.709,17.305,8.5343
MKM,noah_ca (physics),0.1,2.0,860.3455,334.3643,37.8483,0.243,13.0512,-14.4927,37.5495,2.7865
NHG,noah_ca (physics),0.1,2.0,192.4371,53.2144,15.6429,0.0524,19.807,19.6313,13.2408,27.6413
NML,noah_ca (physics),0.1,2.0,1350.5781,601.486,35.5406,0.2452,12.8117,-14.7473,46.47,6.2681
TLG,noah_ca (physics),0.1,2.0,2008.6219,992.0294,29.9272,0.1713,12.75,-10.0075,66.4629,5.0436
MRC,noah_ca (physics),0.1,2.0,1212.5783,569.0209,24.0986,0.1893,13.2422,-10.8971,58.0143,12.5014
MIL,noah_ca (physics),0.1,2.0,1801.7153,1091.4681,16.0494,0.1587,12.6897,-2.7467,23.9988,7.046
PNF,noah_ca (physics),0.1,2.0,1825.5841,1139.2512,20.3993,0.1892,12.3253,-2.9156,35.2897,11.8032
TRM,noah_ca (physics),0.1,2.0,478.6091,217.0166,22.1425,0.1405,14.2259,-9.7586,48.1207,13.843
SCC,noah_ca (physics),0.1,2.0,320.0865,118.6255,19.1878,0.1854,15.193,1.6186,19.8195,19.5426
ISB,noah_ca (physics),0.1,2.0,1182.5295,600.6994,10.5454,0.1088,13.8436,-2.8278,42.8748,12.1192
SHA,noah_ca (physics),0.1,2.5,5671.3703,1629.1728,11.9398,0.2885,12.8671,0.0885,18.7908,6.2921
BND,noah_ca (physics),0.1,2.5,7811.2957,2176.0574,13.2919,0.249,13.6669,1.919,14.2849,5.7886
ORO,noah_ca (physics),0.1,2.5,4590.0012,1253.9171,23.3965,0.2834,12.8971,-4.0189,14.5301,7.6509
YRS,noah_ca (physics),0.1,2.5,2521.7313,724.8357,45.8751,0.6236,12.0409,-14.0558,15.5583,6.96
FOL,noah_ca (physics),0.1,2.5,2943.8728,879.7956,34.3474,0.3021,12.7028,-12.4692,16.6874,6.4257
MKM,noah_ca (physics),0.1,2.5,853.9197,307.5476,37.8864,0.2349,12.2069,-21.3506,37.688,-0.6409
NHG,noah_ca (physics),0.1,2.5,190.4074,52.5678,15.612,0.0511,18.5433,18.1777,13.0168,24.5249
NML,noah_ca (physics),0.1,2.5,1339.9811,551.6519,36.8729,0.2371,11.9266,-21.8107,51.9609,2.7572
TLG,noah_ca (physics),0.1,2.5,1993.2961,919.1781,31.3132,0.1649,11.8897,-16.6162,74.1725,1.158
MRC,noah_ca (physics),0.1,2.5,1202.8573,529.7269,24.9677,0.186,12.3343,-17.0502,63.7129,10.5258
MIL,noah_ca (physics),0.1,2.5,1783.3317,1033.2532,17.6302,0.1547,11.5398,-7.9338,36.2129,4.31
PNF,noah_ca (physics),0.1,2.5,1807.0141,1075.0705,21.7042,0.184,11.1828,-8.3849,43.9438,8.716
TRM,noah_ca (physics),0.1,2.5,473.2379,202.8767,22.2167,0.1368,12.944,-15.6384,48.617,10.8479
SCC,noah_ca (physics),0.1,2.5,317.1181,115.7987,19.0996,0.1828,14.1247,-0.8029,19.2691,17.8276
ISB,noah_ca (physics),0.1,2.5,1165.3028,569.6705,10.7647,0.1063,12.1852,-7.8472,45.8464,9.5463
SHA,noah_ca (physics),0.1,3.0,5632.4865,1601.9466,11.9017,0.2844,12.0933,-1.5842,18.4117,4.7697
BND,noah_ca (physics),0.1,3.0,7755.6744,2141.7624,13.2317,0.2451,12.8575,0.3128,13.7673,4.1469
ORO,noah_ca (physics),0.1,3.0,4558.4505,1233.4775,23.2195,0.2804,12.1211,-5.5834,13.6632,6.5084
YRS,noah_ca (physics),0.1,3.0,2507.455,705.8338,45.2458,0.6164,11.4066,-16.3089,13.9731,5.7237
FOL,noah_ca (physics),0.1,3.0,2923.1827,849.551,34.0837,0.2976,11.9107,-15.4782,15.7914,4.8406
MKM,noah_ca (physics),0.1,3.0,847.4363,283.8076,37.6784,0.2288,11.3549,-27.4216,36.932,-3.1922
NHG,noah_ca (physics),0.1,3.0,188.3875,51.9407,15.5797,0.0501,17.2858,16.768,12.7832,21.9956
NML,noah_ca (physics),0.1,3.0,1329.7736,506.3895,38.1128,0.2288,11.074,-28.226,57.0706,-0.814
TLG,noah_ca (physics),0.1,3.0,1978.5075,846.0193,33.1092,0.159,11.0596,-23.2529,84.1626,-2.47
MRC,noah_ca (physics),0.1,3.0,1193.3355,490.5555,25.62,0.1839,11.4451,-23.184,67.9901,9.3252
MIL,noah_ca (physics),0.1,3.0,1765.2189,970.3463,19.3183,0.151,10.407,-13.539,49.2551,1.8283
PNF,noah_ca (physics),0.1,3.0,1788.9373,1007.4355,24.1115,0.1802,10.0705,-14.1486,59.9094,6.5165
TRM,noah_ca (physics),0.1,3.0,467.9807,190.9857,22.8326,0.1345,11.6893,-20.583,52.7374,8.9967
SCC,noah_ca (physics),0.1,3.0,314.1913,113.5838,19.1544,0.181,13.0714,-2.7003,19.6115,16.6761
ISB,noah_ca (physics),0.1,3.0,1148.7869,541.6972,10.9404,0.1028,10.5952,-12.3723,48.2262,5.9287
SHA,noah_ca (physics),0.1,3.5,5593.9556,1578.7795,11.8669,0.2807,11.3265,-3.0074,18.0657,3.3945
BND,noah_ca (physics),0.1,3.5,7700.4232,2112.2661,13.1679,0.2411,12.0535,-1.0688,13.2188,2.4533
ORO,noah_ca (physics),0.1,3.5,4527.4334,1216.6791,23.1029,0.2777,11.3582,-6.8693,13.0926,5.4523
YRS,noah_ca (physics),0.1,3.5,2493.3156,691.4971,45.1303,0.6112,10.7784,-18.0088,13.6822,4.8338
FOL,noah_ca (physics),0.1,3.5,2902.7289,825.3402,33.8875,0.2935,11.1276,-17.887,15.125,3.396
MKM,noah_ca (physics),0.1,3.5,840.9152,264.108,37.5201,0.2224,10.4981,-32.4594,36.3567,-5.9242
NHG,noah_ca (physics),0.1,3.5,186.3845,51.323,15.5429,0.0489,16.0387,15.3794,12.5172,19.1788
NML,noah_ca (physics),0.1,3.5,1319.5017,465.1039,38.2604,0.2213,10.216,-34.0777,57.679,-4.0905
TLG,noah_ca (physics),0.1,3.5,1963.7943,775.2745,34.0969,0.153,10.2337,-29.6705,89.6562,-6.1317
MRC,noah_ca (physics),0.1,3.5,1184.0258,455.2821,25.9002,0.1818,10.5757,-28.7075,69.8275,8.0462
MIL,noah_ca (physics),0.1,3.5,1747.4186,907.9496,20.3011,0.1459,9.2936,-19.0988,56.8484,-1.6192
PNF,noah_ca (physics),0.1,3.5,1771.2729,939.1564,26.7806,0.1779,8.9837,-19.9672,77.611,5.1336
TRM,noah_ca (physics),0.1,3.5,462.8596,180.0365,22.6166,0.1321,10.4671,-25.1359,51.2918,7.0524
SCC,noah_ca (physics),0.1,3.5,311.3343,111.7905,19.0514,0.1797,12.0432,-4.2365,18.9678,15.8702
ISB,noah_ca (physics),0.1,3.5,1132.8539,514.0069,11.2651,0.0999,9.0613,-16.8516,52.6258,2.9293
SHA,noah_ca (physics),0.1,4.0,5555.9574,1557.9002,11.8375,0.2768,10.5703,-4.2902,17.7732,1.9796
BND,noah_ca (physics),0.1,4.0,7645.6855,2085.6809,13.1247,0.2379,11.257,-2.3139,12.8467,1.0996
ORO,noah_ca (physics),0.1,4.0,4496.8997,1203.1427,22.9956,0.275,10.6071,-7.9054,12.5676,4.4485
YRS,noah_ca (physics),0.1,4.0,2479.3907,681.1143,44.9996,0.6059,10.1597,-19.2399,13.3529,3.9146
